true_x,true_y,predicted_x,predicted_y,error
43.419,61.869,33.38420879396985,60.21746231155779,10.169789146534212
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.06491507537689,60.34874472361808,5.565734586327622
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,35.56653165829146,60.232049246231156,8.021275885281543
43.419,61.869,32.556431155778895,60.246636180904524,10.983053594376795
43.419,61.869,38.48632914572865,60.47273366834171,5.126480413061241
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.48632914572865,60.47273366834171,5.126480413061241
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.48632914572865,60.47273366834171,5.126480413061241
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,38.48632914572865,60.47273366834171,5.126480413061241
43.419,61.869,28.236936934673373,60.4289728643216,15.250203837032638
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,39.30658153266332,61.02703718592964,4.197724029848675
43.419,61.869,38.80238969849246,60.62589648241205,4.781045600224393
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,33.38420879396985,60.21746231155779,10.169789146534212
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,38.48632914572865,60.47273366834171,5.126480413061241
43.419,61.869,38.48632914572865,60.47273366834171,5.126480413061241
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,39.06577349246232,60.786352763819096,4.485833931827931
43.419,61.869,39.30658153266332,61.02703718592964,4.197724029848675
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,40.92451055276383,60.63318994974874,2.783829032587065
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,40.92451055276383,60.63318994974874,2.783829032587065
43.419,61.869,38.61425841708543,60.47273366834171,5.003508903510703
43.419,61.869,35.47622864321609,60.115353768844216,8.134057531773044
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,40.92451055276383,60.63318994974874,2.783829032587065
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,40.92451055276383,60.63318994974874,2.783829032587065
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,37.83915753768845,60.26122311557789,5.806857016863515
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,40.92451055276383,60.63318994974874,2.783829032587065
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,33.86582487437186,60.122647236180896,9.71148304619942
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,38.343349371859304,60.37791859296482,5.290137338609559
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,39.25390477386935,60.669657286432155,4.334332842240496
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,36.88345062814071,60.166408040201,6.753682326966716
43.419,61.869,38.83249070351759,60.56754874371859,4.767582500512811
43.419,61.869,33.03804723618091,60.166408040201,10.51964826722906
43.419,61.869,37.68865251256282,60.23934271356784,5.957572089198671
43.419,61.869,36.59749108040201,60.14452763819095,7.036106086948817
43.419,61.869,37.92946055276382,60.28310351758794,5.714027563434482
43.419,61.869,38.30572311557789,60.36333165829145,5.330350612482149
43.419,61.869,35.05481457286432,60.115353768844216,8.546044287479187
43.419,61.869,37.22961218592965,60.19558190954773,6.411618330688079
43.419,61.869,38.49385439698493,60.42167939698491,5.133400056376924
43.419,61.869,35.05481457286432,60.115353768844216,8.546044287479187
43.419,61.869,38.30572311557789,60.36333165829145,5.330350612482149
43.419,61.869,38.49385439698493,60.42167939698491,5.133400056376924
43.419,61.869,37.92946055276382,60.28310351758794,5.714027563434482
43.419,61.869,35.05481457286432,60.115353768844216,8.546044287479187
43.419,61.869,37.22961218592965,60.19558190954773,6.411618330688079
43.419,61.869,37.22961218592965,60.19558190954773,6.411618330688079
43.419,61.869,36.59749108040201,60.14452763819095,7.036106086948817
