realtime_average_rssi,average_rssi,rssi_variance,snr,median_rssi,mode_rssi,rssi_skewness,rssi_kurtosis,sf,tp,location_id
-112.98435379458527,0.15625,0.9611306629743512,0.5294117647058822,0.06693362177588957,0.1419420680189789,0.5193646155302394,0.022732274514100193,11.0,2.0,0.0
-110.18238670436828,0.171875,0.903560478497278,0.6470588235294117,0.10864974326638,0.17129068631392808,0.4616564550066672,0.06710046975965156,11.0,2.0,0.0
-111.194254908733,0.171875,1.5770368309097678,0.588235294117647,0.09519068151236709,0.1680457741014072,0.5845677592615469,0.05081202780371952,11.0,2.0,0.0
-111.8748752615676,0.171875,0.2426447184769434,0.588235294117647,0.08339847387368193,0.1721456778717423,0.6523813365768376,0.21643350031827163,11.0,2.0,0.0
-113.1861398283782,0.125,0.9898539200548132,0.4117647058823529,0.05963486275141805,0.13863491015702079,0.5533924479763779,0.039362137357244295,11.0,2.0,0.0
-113.98473132999324,0.140625,1.3815149346429527,0.4117647058823529,0.048824118836501285,0.1258012340482102,0.5731684006130201,0.04432365948704176,11.0,2.0,0.0
-111.83226197042563,0.15625,0.7264122954558885,0.5294117647058822,0.08433025169025776,0.1589689704474888,0.542497418514083,0.07063153635447131,11.0,2.0,0.0
-111.06433884973136,0.171875,0.926910743617758,0.6470588235294117,0.09510946752565408,0.15667377521449177,0.4700452192915274,0.06501867798011463,11.0,2.0,0.0
-111.56213987634422,0.15625,0.2741837884098864,0.588235294117647,0.08680820427507152,0.17669997841791996,0.8588681396861619,0.5692701960895072,11.0,2.0,0.0
-112.97077496547942,0.15625,1.4666517953382372,0.588235294117647,0.06709274675565124,0.13319731775734667,0.5188791782501211,0.037834026018274736,11.0,2.0,0.0
-112.61008328389596,0.171875,0.666069012581105,0.588235294117647,0.07119569633611778,0.15369140205196863,0.5489417252508375,0.0249605720764115,11.0,2.0,0.0
-111.03077142788916,0.1875,0.9084416006377178,0.588235294117647,0.09653414236713287,0.16283629933746857,0.49782364180628286,0.03232369686841978,11.0,2.0,0.0
-111.69337805710124,0.15625,0.7165320194916426,0.5294117647058822,0.08357093790367243,0.16224742451195984,0.5280224389663439,0.04078819608881112,11.0,2.0,0.0
-111.42116011552336,0.15625,0.1339168771132071,0.588235294117647,0.08900011616407366,0.18643089997677942,0.692779516223474,0.2045197728942352,11.0,2.0,0.0
-109.55266851184668,0.1875,4.068287630817063,0.6470588235294117,0.11648702843701875,0.13061561270170463,0.5084312846446937,0.09847190129472058,11.0,2.0,0.0
-113.15352418322658,0.140625,1.1843913109471322,0.4117647058823529,0.06310927457127358,0.13520337459741838,0.5111908198744858,0.03848509395446338,11.0,2.0,0.0
-110.80060824366512,0.171875,1.0313872816581315,0.588235294117647,0.0993626000179304,0.16917237567062426,0.5085577630863477,0.01833537443739241,11.0,2.0,0.0
-112.92640671461815,0.140625,0.8271975652097208,0.47058823529411764,0.06948805512003942,0.13686495563574752,0.47143304910296896,0.04493252616399782,11.0,2.0,0.0
-110.94323454268736,0.171875,1.1343362355027071,0.588235294117647,0.09549783689958469,0.17404013035614319,0.6415397441817369,0.09651659561049036,11.0,2.0,0.0
-111.35499553508495,0.171875,1.1867974584728085,0.588235294117647,0.08820524148327569,0.16661806252392508,0.5460558070219905,0.020854223470018304,11.0,2.0,0.0
-111.88691150961183,0.15625,0.7322514711267609,0.588235294117647,0.08273063042391748,0.1657122074450994,0.5211528037114531,0.008899329866211177,11.0,2.0,0.0
-111.43333843204658,0.171875,1.786142846838825,0.588235294117647,0.0906447167966935,0.12444355520632189,0.3998886764652294,0.15290560116067908,11.0,2.0,0.0
-111.60537301199422,0.15625,1.246253965819098,0.588235294117647,0.08567954396224686,0.16126994895798763,0.5580400902911216,0.032266043759668996,11.0,2.0,0.0
-112.82453216741678,0.15625,1.5716412466659877,0.47058823529411764,0.07266941996154297,0.1140474493545458,0.3969431287961469,0.11558530375510562,11.0,2.0,0.0
-111.74408571381556,0.171875,1.2502963877819735,0.588235294117647,0.08397825000957093,0.16374089851454054,0.5846698639800583,0.03971756170030151,11.0,2.0,0.0
-110.66729694396348,0.1875,0.7509860522704687,0.6470588235294117,0.10304563286693202,0.1406479708932844,0.1840832818989943,0.6281737262021256,11.0,2.0,0.0
-111.1757257341592,0.1875,2.581546289041294,0.6470588235294117,0.09933381417774201,0.10078256321582968,0.3532501848535899,0.28196262913949943,11.0,2.0,0.0
-110.5004031339366,0.171875,0.7498001461643327,0.6470588235294117,0.10727802473890069,0.17374782722134752,0.47132961908631904,0.040933559461012084,11.0,2.0,0.0
-110.89476649018115,0.171875,1.1344150419521315,0.588235294117647,0.09797728205699618,0.16572527710567075,0.48990747631576065,0.03599466945890528,11.0,2.0,0.0
-112.72967847871467,0.171875,0.8945922550558238,0.588235294117647,0.07179788349363192,0.14599747394335139,0.5102485346190332,0.02656859012996844,11.0,2.0,0.0
-112.14365416763334,0.171875,0.0650439070654211,0.5294117647058822,0.07861403265537126,0.17637393374224164,0.7962255359102347,0.3991575878118847,11.0,2.0,0.0
-111.5103598201499,0.171875,1.156527554205017,0.588235294117647,0.08915673801206081,0.15942404439180624,0.5402632488923921,0.03191455168782124,11.0,2.0,0.0
-111.52214200775856,0.15625,0.0377413362302932,0.5294117647058822,0.08790403011625902,0.19793810616706553,0.5997161103028855,0.10496007729352791,11.0,2.0,0.0
-111.78100864095498,0.171875,0.3806764905073543,0.588235294117647,0.08581164320759838,0.1406479708932844,0.11242607130113091,0.7371823963632205,11.0,2.0,0.0
-111.45400278041716,0.15625,0.9642144362469716,0.5294117647058822,0.09271795919830228,0.16383173540577478,0.48858296077284674,0.01446914717446604,11.0,2.0,0.0
-111.98178923519971,0.171875,0.8974769636793221,0.588235294117647,0.08227589109918187,0.1485069441350626,0.505318846075908,0.09080202804900302,11.0,2.0,0.0
