hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,17,17,-96,8,10,2,29,-99,-92,-93,-94,-99,-97,-95,-94,-95,-95,-98,-95,-95,-96,-95,-99,-101,-103,-95,-96,-96,-95,-98,-95,-96,-101,-98,-96,-100,348,-96.58620689655173,-96.0,-95.0,2.2222222222222223
HDOK,PLOK,17472,18,18,-93,7,10,2,29,-100,-93,-93,-93,-100,-94,-93,-93,-93,-93,-93,-94,-93,-93,-93,-94,-101,-97,-93,-93,-92,-93,-97,-92,-101,-100,-95,-93,-91,348,-94.58620689655173,-93.0,-93.0,3.2834467120181396
HDOK,PLOK,17472,19,19,-99,7,10,2,29,-103,-98,-99,-98,-106,-100,-98,-99,-99,-99,-98,-100,-99,-98,-98,-99,-105,-101,-98,-98,-98,-98,-102,-96,-106,-104,-101,-99,-97,348,-99.79310344827586,-99.0,-98.0,1.9909297052154196
HDOK,PLOK,17472,20,20,-92,7,10,2,29,-95,-93,-94,-94,-103,-95,-93,-93,-93,-93,-93,-93,-93,-92,-92,-93,-100,-97,-92,-92,-92,-92,-95,-91,-93,-97,-93,-92,-94,348,-93.86206896551724,-93.0,-93.0,0.8480725623582767
HDOK,PLOK,17472,21,21,-99,8,10,2,29,-101,-95,-95,-95,-103,-97,-96,-96,-96,-96,-97,-96,-96,-97,-96,-98,-104,-103,-98,-98,-98,-98,-101,-98,-101,-104,-101,-99,-98,348,-98.3103448275862,-98.0,-98.0,3.0385487528344663
HDOK,PLOK,17472,22,22,-93,7,10,2,29,-101,-96,-94,-94,-100,-94,-94,-94,-95,-93,-93,-99,-103,-93,-93,-93,-100,-95,-93,-98,-93,-96,-100,-92,-93,-99,-97,-95,-94,348,-95.65517241379311,-94.0,-93.0,4.630385487528345
HDOK,PLOK,17472,23,23,-93,8,10,2,29,-101,-94,-95,-96,-100,-97,-96,-94,-94,-94,-97,-93,-93,-94,-93,-99,-98,-101,-93,-93,-93,-92,-94,-92,-92,-96,-93,-92,-97,348,-95.03448275862068,-94.0,-93.0,2.616780045351473
HDOK,PLOK,17472,24,24,-94,7,10,2,29,-101,-94,-94,-94,-100,-97,-95,-93,-94,-93,-95,-93,-93,-94,-93,-97,-99,-100,-93,-93,-93,-93,-95,-93,-93,-97,-93,-93,-93,348,-94.75862068965517,-94.0,-93.0,1.8956916099773236
HDOK,PLOK,17472,25,25,-94,7,10,2,29,-99,-93,-93,-93,-100,-93,-93,-93,-95,-93,-94,-99,-95,-93,-93,-94,-101,-97,-93,-94,-94,-94,-100,-93,-100,-100,-99,-95,-94,348,-95.41379310344827,-94.0,-93.0,5.28344671201814
HDOK,PLOK,17472,26,26,-98,8,10,2,29,-103,-95,-96,-96,-105,-96,-97,-96,-98,-97,-98,-98,-98,-98,-98,-100,-105,-105,-99,-99,-99,-98,-101,-98,-99,-99,-99,-97,-100,348,-98.86206896551724,-98.0,-98.0,1.2834467120181405
HDOK,PLOK,17472,27,27,-92,8,10,2,29,-100,-94,-95,-103,-98,-94,-97,-94,-95,-95,-103,-96,-97,-98,-97,-105,-100,-101,-94,-93,-93,-91,-93,-91,-84,-93,-91,-89,-95,348,-95.48275862068965,-95.0,-95.0,5.460317460317461
HDOK,PLOK,17472,28,28,-95,8,10,2,29,-100,-93,-93,-92,-100,-92,-92,-92,-93,-93,-93,-116,-96,-94,-94,-95,-103,-98,-95,-95,-95,-96,-101,-94,-103,-101,-99,-96,-93,348,-96.44827586206897,-95.0,-93.0,6.4399092970521545
HDOK,PLOK,17472,29,29,-98,8,10,2,29,-103,-96,-97,-97,-105,-96,-97,-96,-97,-97,-97,-96,-96,-96,-96,-98,-105,-103,-96,-97,-97,-97,-101,-97,-99,-101,-99,-98,-100,348,-98.27586206896552,-97.0,-97.0,2.235827664399092
HDOK,PLOK,17472,30,30,-98,7,10,2,29,-106,-100,-101,-101,-105,-99,-103,-100,-99,-100,-105,-99,-99,-99,-98,-105,-102,-106,-97,-97,-97,-97,-98,-96,-96,-99,-97,-96,-95,348,-99.72413793103448,-99.0,-99.0,4.3310657596371875
HDOK,PLOK,17472,31,31,-93,6,10,2,29,-99,-93,-95,-94,-97,-92,-95,-93,-93,-93,-95,-93,-93,-94,-93,-96,-96,-100,-92,-92,-93,-92,-93,-92,-93,-93,-93,-92,-92,348,-93.82758620689656,-93.0,-93.0,1.09297052154195
HDOK,PLOK,17472,32,32,-93,7,10,2,29,-98,-92,-93,-93,-99,-92,-93,-92,-92,-92,-93,-92,-92,-92,-92,-94,-98,-99,-92,-92,-92,-92,-95,-92,-93,-95,-94,-93,-97,348,-93.62068965517241,-93.0,-92.0,1.7142857142857142
HDOK,PLOK,17472,33,33,-93,7,10,2,29,-97,-91,-92,-94,-96,-91,-94,-91,-92,-92,-95,-92,-92,-93,-92,-99,-98,-100,-93,-93,-94,-93,-95,-93,-93,-95,-94,-93,-99,348,-94.0,-93.0,-93.0,1.8639455782312924
HDOK,PLOK,17472,34,34,-95,7,10,2,29,-102,-97,-95,-95,-101,-95,-95,-95,-97,-94,-94,-100,-105,-93,-93,-94,-100,-97,-94,-99,-94,-97,-101,-94,-94,-101,-99,-96,-93,348,-96.6896551724138,-95.0,-94.0,5.0612244897959195
HDOK,PLOK,17472,35,35,-94,6,10,2,29,-99,-93,-94,-93,-100,-93,-94,-92,-93,-93,-94,-93,-93,-93,-93,-95,-99,-100,-93,-93,-94,-93,-95,-94,-93,-96,-95,-93,-94,348,-94.37931034482759,-93.0,-93.0,0.7755102040816326
HDOK,PLOK,17472,36,36,-94,7,10,2,29,-102,-95,-96,-95,-103,-95,-94,-95,-96,-94,-94,-103,-96,-94,-94,-94,-103,-97,-94,-95,-94,-94,-99,-94,-101,-100,-97,-95,-95,348,-96.48275862068965,-95.0,-94.0,3.8956916099773244
HDOK,PLOK,17472,37,37,-96,8,10,2,29,-101,-96,-95,-95,-103,-95,-95,-95,-97,-95,-95,-105,-100,-95,-95,-96,-105,-99,-96,-98,-96,-97,-103,-96,-100,-104,-103,-99,-96,348,-98.10344827586206,-96.0,-95.0,6.4399092970521545
HDOK,PLOK,17472,38,38,-96,8,10,2,29,-104,-97,-97,-97,-105,-97,-97,-95,-98,-96,-96,-99,-98,-96,-96,-97,-103,-100,-96,-97,-95,-96,-101,-95,-101,-103,-100,-98,-97,348,-98.17241379310344,-97.0,-97.0,2.5079365079365075
HDOK,PLOK,17472,39,39,-96,8,10,2,29,-101,-95,-95,-95,-101,-95,-95,-96,-97,-95,-95,-99,-105,-95,-95,-95,-101,-98,-97,-105,-96,-104,-105,-95,-95,-105,-103,-99,-96,348,-98.20689655172414,-96.0,-95.0,8.154195011337869
HDOK,PLOK,17472,40,40,-94,7,10,2,29,-98,-93,-93,-93,-100,-93,-93,-93,-94,-93,-93,-101,-97,-93,-93,-93,-101,-95,-93,-95,-93,-94,-100,-93,-95,-100,-99,-96,-93,348,-95.17241379310344,-93.0,-93.0,4.625850340136053
HDOK,PLOK,17472,41,41,-96,9,10,2,29,-101,-97,-95,-95,-103,-95,-95,-95,-98,-95,-95,-101,-105,-96,-96,-96,-103,-98,-97,-105,-97,-105,-103,-95,-96,-105,-103,-99,-95,348,-98.58620689655173,-97.0,-95.0,8.712018140589569
HDOK,PLOK,17472,42,42,-93,7,10,2,29,-97,-92,-93,-92,-100,-92,-92,-93,-93,-93,-93,-95,-94,-93,-93,-94,-100,-97,-93,-93,-92,-93,-98,-92,-99,-99,-95,-93,-91,348,-94.27586206896552,-93.0,-93.0,2.7528344671201816
HDOK,PLOK,17472,43,43,-94,7,10,2,29,-99,-93,-93,-93,-100,-93,-93,-93,-93,-93,-93,-94,-93,-93,-93,-93,-100,-97,-94,-93,-94,-94,-99,-93,-105,-99,-98,-95,-93,348,-95.03448275862068,-93.0,-93.0,4.108843537414967
HDOK,PLOK,17472,44,44,-93,7,10,2,29,-96,-92,-93,-93,-97,-92,-95,-93,-92,-92,-101,-93,-100,-93,-93,-100,-97,-101,-93,-93,-93,-92,-94,-92,-92,-94,-93,-92,-97,348,-94.41379310344827,-93.0,-93.0,2.680272108843537
HDOK,PLOK,17472,45,45,-94,8,10,2,29,-100,-94,-94,-94,-101,-94,-93,-94,-94,-94,-94,-94,-93,-94,-93,-94,-101,-99,-93,-93,-93,-94,-98,-93,-98,-98,-98,-95,-94,348,-95.20689655172414,-94.0,-94.0,2.793650793650793
HDOK,PLOK,17472,46,46,-94,7,10,2,29,-101,-94,-95,-93,-103,-93,-93,-94,-94,-93,-93,-94,-93,-93,-93,-94,-101,-97,-93,-93,-93,-93,-98,-93,-103,-99,-96,-95,-95,348,-95.24137931034483,-94.0,-93.0,2.997732426303854
HDOK,PLOK,17472,47,47,-95,9,10,2,29,-99,-94,-94,-93,-101,-94,-94,-94,-95,-94,-94,-96,-95,-94,-94,-95,-103,-98,-95,-95,-94,-95,-100,-94,-98,-101,-99,-96,-95,348,-95.96551724137932,-95.0,-94.0,2.7120181405895685
HDOK,PLOK,17472,48,48,-96,8,10,2,29,-103,-95,-97,-99,-101,-95,-98,-95,-95,-95,-99,-95,-95,-95,-95,-97,-101,-103,-95,-95,-95,-95,-98,-95,-96,-100,-97,-96,-95,348,-96.89655172413794,-95.0,-95.0,2.585034013605442
HDOK,PLOK,17472,49,49,-96,8,10,2,29,-101,-98,-95,-95,-101,-95,-95,-95,-98,-95,-95,-98,-100,-95,-95,-95,-100,-97,-96,-103,-96,-103,-103,-95,-95,-103,-103,-99,-95,348,-97.72413793103448,-96.0,-95.0,6.18140589569161
HDOK,PLOK,17472,50,50,-94,7,10,2,29,-99,-93,-93,-93,-100,-93,-93,-93,-95,-93,-93,-103,-98,-93,-93,-93,-100,-95,-93,-95,-93,-95,-100,-93,-95,-100,-98,-95,-95,348,-95.34482758620689,-95.0,-93.0,4.657596371882086
