hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-96,9,10,2,29,-101,-95,-96,-95,-103,-97,-95,-95,-96,-95,-95,-95,-95,-95,-95,-96,-101,-101,-96,-95,-95,-95,-98,-95,-95,-99,-97,-95,-95,348,-96.41379310344827,-95.0,-95.0,1.2517006802721087
HDOK,PLOK,17472,2,2,-94,6,10,2,29,-99,-94,-93,-93,-101,-94,-94,-94,-95,-93,-93,-96,-94,-94,-94,-94,-101,-99,-93,-93,-93,-93,-98,-94,-97,-99,-96,-94,-97,348,-95.24137931034483,-94.0,-94.0,2.8480725623582765
HDOK,PLOK,17472,3,3,-94,6,10,2,29,-115,-94,-95,-95,-98,-99,-97,-93,-93,-93,-103,-93,-94,-95,-94,-96,-97,-101,-93,-94,-94,-93,-94,-94,-94,-96,-94,-94,-100,348,-96.03448275862068,-94.0,-94.0,2.5215419501133782
HDOK,PLOK,17472,4,4,-93,7,10,2,29,-98,-89,-92,-92,-100,-93,-93,-92,-93,-93,-92,-101,-96,-92,-92,-93,-100,-95,-93,-93,-93,-93,-98,-92,-101,-100,-96,-94,-93,348,-94.55172413793103,-93.0,-93.0,4.902494331065759
HDOK,PLOK,17472,5,5,-95,6,10,2,29,-99,-94,-93,-93,-99,-93,-92,-93,-95,-93,-93,-99,-103,-93,-93,-94,-100,-95,-94,-99,-94,-98,-101,-93,-94,-101,-100,-97,-95,348,-95.86206896551724,-94.0,-93.0,6.054421768707482
HDOK,PLOK,17472,6,6,-93,8,10,2,29,-97,-91,-92,-93,-97,-94,-94,-92,-92,-92,-97,-92,-92,-93,-92,-100,-96,-99,-92,-92,-93,-92,-93,-93,-92,-95,-93,-92,-92,348,-93.58620689655173,-93.0,-92.0,1.950113378684807
HDOK,PLOK,17472,7,7,-92,7,10,2,29,-99,-93,-94,-95,-97,-95,-94,-92,-92,-92,-95,-92,-92,-92,-92,-95,-96,-99,-92,-91,-92,-91,-93,-92,-92,-95,-93,-92,-92,348,-93.48275862068965,-92.0,-92.0,1.5691609977324261
HDOK,PLOK,17472,8,8,-94,7,10,2,29,-103,-93,-95,-95,-99,-99,-96,-93,-94,-93,-103,-93,-93,-95,-94,-101,-98,-101,-94,-93,-94,-93,-95,-94,-93,-95,-93,-93,-100,348,-95.6896551724138,-94.0,-93.0,4.571428571428571
HDOK,PLOK,17472,9,9,-92,8,10,2,29,-103,-97,-98,-96,-101,-98,-96,-93,-93,-93,-94,-92,-91,-91,-91,-95,-95,-99,-90,-90,-90,-90,-92,-91,-91,-95,-93,-92,-92,348,-93.86206896551724,-93.0,-91.0,4.426303854875282
HDOK,PLOK,17472,10,10,-91,8,10,2,29,-96,-90,-91,-90,-99,-92,-90,-90,-92,-91,-91,-91,-91,-90,-89,-91,-99,-95,-89,-90,-90,-89,-94,-90,-93,-99,-93,-91,-94,348,-92.06896551724138,-91.0,-90.0,2.2448979591836733
HDOK,PLOK,17472,11,11,-94,6,10,2,29,-99,-94,-94,-93,-99,-94,-93,-94,-95,-93,-94,-98,-103,-93,-93,-94,-100,-95,-94,-97,-94,-96,-100,-93,-94,-100,-99,-95,-95,348,-95.6896551724138,-94.0,-94.0,3.7052154195011338
HDOK,PLOK,17472,12,12,-100,7,10,2,29,-105,-98,-98,-97,-105,-96,-95,-95,-96,-94,-94,-99,-96,-95,-95,-95,-103,-100,-96,-98,-98,-99,-104,-100,-109,-109,-106,-104,-101,348,-99.3103448275862,-98.0,-95.0,9.4421768707483
HDOK,PLOK,17472,13,13,-95,8,10,2,29,-99,-92,-94,-93,-99,-95,-94,-92,-92,-92,-94,-92,-92,-93,-93,-97,-98,-101,-93,-93,-94,-93,-96,-94,-95,-98,-96,-95,-100,348,-94.79310344827586,-94.0,-93.0,2.997732426303854
HDOK,PLOK,17472,14,14,-92,7,10,2,29,-97,-92,-92,-92,-100,-93,-91,-92,-93,-92,-92,-96,-93,-92,-91,-92,-99,-95,-92,-92,-91,-92,-97,-91,-95,-99,-95,-93,-91,348,-93.51724137931035,-92.0,-92.0,2.4761904761904763
HDOK,PLOK,17472,15,15,-93,8,10,2,29,-99,-92,-94,-93,-96,-95,-95,-92,-91,-92,-101,-92,-92,-94,-92,-97,-95,-100,-91,-92,-93,-92,-93,-92,-92,-95,-93,-92,-92,348,-93.75862068965517,-93.0,-92.0,1.7414965986394557
HDOK,PLOK,17472,16,16,-92,7,10,2,29,-95,-93,-95,-95,-98,-97,-95,-92,-92,-92,-99,-92,-91,-92,-91,-99,-95,-99,-90,-90,-91,-91,-93,-91,-91,-95,-93,-92,-99,348,-93.72413793103448,-93.0,-95.0,4.0317460317460325
