hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-78,9,10,2,29,-88,-81,-82,-82,-87,-82,-80,-78,-78,-77,-78,-77,-76,-76,-75,-77,-82,-82,-76,-75,-76,-76,-79,-77,-77,-83,-80,-78,-77,328,-79.03448275862068,-78.0,-77.0,4.435374149659863
HDOK,PLOK,17472,2,2,-87,8,10,2,29,-96,-91,-92,-92,-100,-94,-93,-93,-95,-95,-96,-98,-97,-95,-93,-93,-99,-94,-88,-87,-87,-86,-89,-84,-88,-91,-86,-83,-85,328,-91.72413793103448,-93.0,-93.0,9.4875283446712
HDOK,PLOK,17472,3,3,-84,7,10,2,29,-88,-81,-83,-82,-88,-85,-83,-81,-82,-81,-84,-81,-81,-82,-81,-87,-86,-89,-81,-81,-82,-81,-83,-82,-81,-85,-83,-81,-87,328,-83.17241379310344,-82.0,-81.0,3.079365079365079
HDOK,PLOK,17472,4,4,-85,9,10,2,29,-82,-82,-82,-81,-89,-83,-82,-82,-83,-82,-83,-83,-83,-83,-83,-83,-91,-88,-83,-83,-83,-83,-87,-83,-84,-89,-86,-85,-84,328,-83.96551724137932,-83.0,-83.0,1.473922902494331
HDOK,PLOK,17472,5,5,-84,8,10,2,29,-87,-82,-81,-81,-87,-81,-81,-80,-82,-80,-80,-83,-86,-81,-81,-81,-89,-85,-81,-83,-82,-83,-89,-82,-86,-91,-88,-85,-83,328,-83.48275862068965,-82.0,-81.0,4.285714285714286
HDOK,PLOK,17472,6,6,-86,8,10,2,29,-88,-82,-83,-83,-93,-86,-84,-85,-86,-85,-86,-86,-86,-86,-86,-86,-93,-91,-85,-85,-85,-85,-88,-84,-86,-89,-87,-85,-87,328,-86.24137931034483,-86.0,-86.0,0.979591836734694
HDOK,PLOK,17472,7,7,-81,9,10,2,29,-89,-84,-85,-85,-91,-87,-86,-84,-85,-84,-88,-84,-81,-81,-79,-85,-83,-87,-77,-77,-77,-77,-79,-77,-77,-82,-80,-79,-85,328,-82.58620689655173,-84.0,-77.0,8.630385487528345
HDOK,PLOK,17472,8,8,-82,8,10,2,29,-86,-81,-81,-81,-88,-82,-80,-79,-80,-79,-79,-79,-78,-78,-77,-79,-85,-83,-77,-78,-78,-77,-82,-78,-81,-86,-81,-81,-80,328,-80.48275862068965,-80.0,-81.0,2.0952380952380953
HDOK,PLOK,17472,9,9,-88,8,10,2,29,-88,-83,-82,-82,-88,-83,-82,-82,-84,-83,-83,-93,-88,-83,-84,-85,-93,-88,-86,-87,-86,-87,-92,-86,-89,-95,-92,-89,-88,328,-86.58620689655173,-86.0,-88.0,6.154195011337866
HDOK,PLOK,17472,10,10,-79,9,10,2,29,-84,-78,-78,-78,-87,-79,-77,-78,-79,-78,-78,-79,-78,-78,-78,-79,-87,-83,-79,-78,-78,-78,-81,-78,-79,-85,-80,-79,-79,328,-79.65517241379311,-79.0,-78.0,1.4557823129251701
