hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,11,11,-106,5,10,2,29,-113,-106,-106,-106,-113,-107,-106,-106,-105,-106,-106,-106,-106,-106,-105,-106,-112,-111,-105,-106,-106,-106,-109,-106,-107,-110,-109,-106,-109,point2,-107.27586206896552,-106.0,-106.0,1.6326530612244898
HDOK,PLOK,17472,12,12,-106,5,10,2,29,-111,-106,-107,-106,-112,-109,-107,-105,-105,-106,-107,-105,-106,-106,-106,-109,-111,-113,-107,-107,-106,-106,-108,-106,-105,-110,-107,-107,-106,point2,-107.3103448275862,-107.0,-106.0,1.324263038548753
HDOK,PLOK,17472,13,13,-106,6,10,2,29,-112,-107,-105,-106,-113,-107,-106,-107,-108,-106,-105,-113,-109,-107,-106,-107,-115,-111,-107,-107,-106,-107,-111,-107,-113,-113,-111,-108,-108,point2,-108.55172413793103,-107.0,-107.0,4.249433106575965
HDOK,PLOK,17472,14,14,-106,6,10,2,29,-112,-106,-107,-106,-113,-108,-107,-106,-106,-106,-107,-106,-106,-107,-106,-107,-112,-113,-105,-106,-107,-105,-109,-106,-106,-109,-107,-106,-106,point2,-107.34482758620689,-106.0,-106.0,0.8707482993197279
HDOK,PLOK,17472,15,15,-106,6,10,2,29,-111,-106,-107,-107,-112,-109,-108,-105,-107,-106,-108,-107,-105,-107,-107,-110,-112,-113,-106,-106,-107,-106,-109,-107,-106,-110,-108,-107,-106,point2,-107.75862068965517,-107.0,-107.0,1.473922902494331
HDOK,PLOK,17472,16,16,-107,6,10,2,29,-113,-106,-107,-107,-113,-110,-109,-107,-107,-107,-109,-107,-107,-109,-106,-112,-112,-115,-107,-107,-107,-106,-109,-107,-108,-111,-108,-107,-112,point2,-108.6896551724138,-107.0,-107.0,2.775510204081632
HDOK,PLOK,17472,17,17,-108,6,10,2,29,-112,-109,-109,-108,-113,-109,-109,-108,-109,-109,-108,-112,-110,-108,-107,-109,-115,-112,-108,-109,-107,-108,-113,-107,-115,-115,-112,-109,-110,point2,-109.96551724137932,-109.0,-109.0,2.4263038548752824
HDOK,PLOK,17472,18,18,-109,5,10,2,29,-112,-107,-107,-106,-113,-109,-108,-107,-110,-109,-111,-110,-111,-112,-112,-111,-115,-115,-110,-111,-110,-109,-112,-110,-109,-113,-111,-108,-107,point2,-110.17241379310344,-110.0,-111.0,1.9909297052154196
HDOK,PLOK,17472,19,19,-106,5,10,2,29,-109,-103,-103,-103,-111,-105,-103,-104,-105,-104,-105,-106,-105,-105,-105,-106,-112,-111,-106,-105,-105,-105,-110,-106,-109,-111,-108,-106,-106,point2,-106.27586206896552,-105.0,-105.0,2.6167800453514736
HDOK,PLOK,17472,20,20,-109,5,10,2,29,-115,-108,-109,-107,-113,-109,-108,-107,-108,-107,-109,-107,-108,-108,-108,-109,-115,-115,-109,-109,-109,-108,-111,-110,-109,-113,-112,-110,-113,point2,-109.75862068965517,-109.0,-109.0,2.4263038548752824
HDOK,PLOK,17472,21,21,-110,3,10,2,29,-115,-113,-113,-112,-117,-113,-113,-113,-113,-113,-112,-113,-112,-112,-111,-111,-117,-115,-111,-112,-111,-112,-113,-110,-115,-115,-112,-112,-111,point2,-112.82758620689656,-113.0,-113.0,0.9977324263038548
HDOK,PLOK,17472,22,22,-107,6,10,2,29,-113,-108,-109,-108,-115,-109,-108,-107,-108,-107,-107,-109,-107,-107,-107,-107,-115,-113,-107,-107,-108,-108,-111,-108,-109,-112,-111,-109,-111,point2,-109.13793103448276,-108.0,-107.0,2.140589569160997
HDOK,PLOK,17472,23,23,-108,5,10,2,29,-113,-109,-108,-108,-117,-109,-108,-109,-110,-106,-108,-111,-110,-109,-110,-110,-115,-113,-108,-110,-110,-108,-113,-108,-115,-115,-111,-109,-111,point2,-110.37931034482759,-110.0,-108.0,2.426303854875283
HDOK,PLOK,17472,24,24,-107,6,10,2,29,-112,-106,-106,-106,-113,-107,-106,-107,-108,-107,-107,-112,-110,-107,-107,-108,-113,-111,-108,-107,-107,-108,-112,-107,-115,-113,-109,-107,-106,point2,-108.6896551724138,-107.0,-107.0,3.5374149659863954
HDOK,PLOK,17472,25,25,-107,6,10,2,29,-113,-109,-109,-108,-115,-108,-109,-107,-101,-107,-108,-107,-108,-107,-108,-107,-113,-113,-107,-107,-107,-109,-111,-108,-109,-111,-110,-109,-107,point2,-108.6896551724138,-108.0,-107.0,1.473922902494331
HDOK,PLOK,17472,26,26,-108,6,10,2,29,-113,-108,-109,-111,-113,-108,-110,-109,-109,-108,-113,-109,-108,-109,-108,-113,-112,-115,-108,-109,-109,-108,-110,-108,-108,-108,-109,-108,-115,point2,-109.82758620689656,-109.0,-108.0,2.4263038548752824
HDOK,PLOK,17472,27,27,-108,5,10,2,29,-112,-108,-108,-109,-113,-109,-107,-107,-109,-107,-109,-108,-108,-108,-108,-109,-113,-113,-109,-109,-109,-109,-111,-107,-109,-112,-111,-110,-111,point2,-109.37931034482759,-109.0,-109.0,1.297052154195011
HDOK,PLOK,17472,28,28,-106,6,10,2,29,-111,-104,-106,-105,-112,-106,-107,-106,-108,-108,-109,-111,-109,-107,-107,-109,-115,-112,-107,-107,-107,-106,-110,-106,-108,-111,-107,-107,-106,point2,-108.06896551724138,-107.0,-107.0,2.2766439909297054
HDOK,PLOK,17472,29,29,-106,6,10,2,29,-111,-107,-107,-106,-113,-107,-107,-107,-108,-106,-107,-106,-106,-107,-106,-107,-112,-111,-107,-105,-106,-106,-109,-106,-107,-110,-108,-107,-109,point2,-107.62068965517241,-107.0,-107.0,1.1065759637188206
HDOK,PLOK,17472,30,30,-107,6,10,2,29,-112,-108,-107,-107,-112,-106,-107,-106,-108,-106,-106,-115,-111,-106,-107,-107,-113,-110,-107,-109,-107,-107,-113,-107,-112,-112,-111,-108,-107,point2,-108.75862068965517,-107.0,-107.0,3.8639455782312915
HDOK,PLOK,17472,31,31,-106,6,10,2,29,-111,-105,-106,-107,-112,-105,-105,-107,-108,-105,-107,-113,-112,-106,-107,-106,-113,-109,-107,-107,-106,-107,-112,-105,-112,-112,-111,-109,-105,point2,-108.17241379310344,-107.0,-107.0,5.188208616780044
HDOK,PLOK,17472,32,32,-107,6,10,2,29,-116,-107,-106,-106,-112,-106,-106,-105,-107,-107,-107,-108,-107,-106,-107,-107,-113,-111,-106,-106,-106,-107,-111,-107,-109,-110,-109,-107,-109,point2,-107.96551724137932,-107.0,-107.0,1.8639455782312924
HDOK,PLOK,17472,33,33,-107,6,10,2,29,-111,-107,-106,-106,-112,-106,-106,-106,-107,-106,-107,-109,-107,-106,-105,-107,-115,-111,-107,-107,-106,-107,-112,-106,-113,-109,-110,-108,-109,point2,-108.06896551724138,-107.0,-106.0,2.5306122448979584
HDOK,PLOK,17472,34,34,-106,7,10,2,29,-113,-108,-105,-106,-113,-106,-106,-107,-107,-107,-107,-113,-113,-106,-106,-107,-112,-109,-107,-109,-107,-108,-112,-107,-108,-113,-111,-110,-105,point2,-108.55172413793103,-107.0,-107.0,4.299319727891158
HDOK,PLOK,17472,35,35,-107,6,10,2,29,-112,-107,-106,-106,-112,-107,-106,-107,-107,-106,-106,-115,-110,-106,-106,-106,-113,-109,-107,-107,-106,-107,-113,-106,-109,-115,-112,-109,-107,point2,-108.44827586206897,-107.0,-106.0,4.1224489795918355
HDOK,PLOK,17472,36,36,-107,6,10,2,29,-111,-105,-106,-107,-112,-106,-107,-106,-106,-106,-107,-106,-107,-106,-106,-107,-109,-111,-106,-107,-107,-106,-110,-106,-108,-111,-108,-107,-111,point2,-107.51724137931035,-107.0,-106.0,1.8367346938775502
HDOK,PLOK,17472,37,37,-106,6,10,2,29,-111,-106,-106,-107,-111,-107,-109,-106,-106,-106,-113,-105,-105,-107,-107,-113,-112,-113,-106,-105,-107,-107,-108,-107,-107,-109,-107,-107,-106,point2,-107.79310344827586,-107.0,-107.0,2.1269841269841265
HDOK,PLOK,17472,38,38,-107,7,10,2,29,-113,-107,-106,-107,-113,-107,-107,-107,-109,-107,-107,-113,-109,-107,-107,-106,-113,-109,-107,-108,-106,-108,-112,-106,-110,-113,-110,-110,-109,point2,-108.72413793103448,-108.0,-107.0,3.0068027210884347
HDOK,PLOK,17472,39,39,-107,6,10,2,29,-111,-105,-106,-106,-113,-106,-105,-106,-107,-105,-106,-108,-107,-106,-107,-107,-113,-111,-107,-107,-107,-107,-112,-107,-113,-112,-111,-108,-109,point2,-108.10344827586206,-107.0,-107.0,3.419501133786848
HDOK,PLOK,17472,40,40,-107,7,10,2,29,-113,-106,-107,-107,-113,-106,-108,-107,-107,-106,-107,-106,-107,-107,-106,-108,-113,-112,-106,-106,-105,-107,-110,-105,-108,-110,-109,-108,-107,point2,-107.82758620689656,-107.0,-107.0,1.365079365079365
HDOK,PLOK,17472,41,41,-106,7,10,2,29,-112,-107,-109,-107,-112,-106,-108,-106,-106,-106,-113,-106,-106,-108,-106,-112,-111,-113,-107,-105,-107,-106,-107,-107,-106,-108,-108,-107,-111,point2,-108.03448275862068,-107.0,-106.0,2.997732426303854
HDOK,PLOK,17472,42,42,-107,7,10,2,29,-112,-106,-106,-106,-113,-107,-105,-106,-107,-106,-107,-111,-107,-107,-106,-107,-114,-111,-106,-107,-106,-107,-113,-106,-110,-113,-110,-109,-105,point2,-108.13793103448276,-107.0,-106.0,3.6507936507936516
HDOK,PLOK,17472,43,43,-107,7,10,2,29,-112,-107,-107,-107,-112,-107,-109,-107,-107,-107,-107,-106,-107,-107,-107,-108,-112,-112,-107,-107,-107,-107,-110,-107,-108,-109,-109,-107,-106,point2,-108.0,-107.0,-107.0,0.8208616780045352
HDOK,PLOK,17472,44,44,-107,6,10,2,29,-112,-106,-108,-107,-113,-107,-108,-107,-107,-107,-108,-107,-107,-107,-107,-108,-113,-113,-108,-107,-108,-107,-112,-107,-107,-111,-108,-107,-111,point2,-108.44827586206897,-107.0,-107.0,2.1405895691609973
HDOK,PLOK,17472,45,45,-106,6,10,2,29,-111,-107,-107,-107,-113,-107,-106,-106,-108,-107,-107,-108,-107,-107,-107,-107,-113,-111,-106,-107,-106,-107,-109,-107,-109,-110,-109,-107,-106,point2,-107.89655172413794,-107.0,-107.0,0.9160997732426305
HDOK,PLOK,17472,46,46,-106,5,10,2,29,-112,-105,-106,-105,-113,-106,-107,-106,-106,-106,-107,-105,-106,-106,-105,-106,-112,-111,-106,-105,-105,-105,-108,-105,-105,-108,-107,-106,-109,point2,-106.86206896551724,-106.0,-106.0,1.1337868480725624
HDOK,PLOK,17472,47,47,-106,5,10,2,29,-109,-105,-105,-104,-113,-104,-105,-105,-106,-105,-105,-111,-107,-105,-105,-105,-113,-109,-106,-106,-106,-106,-111,-105,-109,-111,-109,-107,-106,point2,-107.0,-106.0,-105.0,3.106575963718821
HDOK,PLOK,17472,48,48,-108,6,10,2,29,-115,-109,-109,-110,-115,-109,-110,-108,-109,-108,-109,-110,-109,-109,-108,-109,-113,-113,-108,-108,-109,-109,-112,-107,-111,-113,-111,-110,-108,point2,-109.93103448275862,-109.0,-109.0,1.5782312925170066
HDOK,PLOK,17472,49,49,-109,5,10,2,29,-113,-111,-109,-109,-113,-109,-109,-110,-112,-110,-109,-112,-115,-110,-110,-110,-113,-111,-111,-115,-110,-117,-115,-109,-108,-117,-115,-112,-109,point2,-111.48275862068965,-111.0,-109.0,3.2653061224489788
HDOK,PLOK,17472,50,50,-107,7,10,2,29,-113,-107,-107,-106,-112,-107,-106,-106,-108,-107,-107,-115,-112,-107,-106,-107,-112,-109,-107,-110,-107,-109,-111,-107,-107,-115,-112,-110,-109,point2,-108.89655172413794,-107.0,-107.0,3.487528344671202
