hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,rssi_variance
HDOK,PLOK,17472,11,11,-72,7,10,2,29,-75,-69,-69,-69,-76,-70,-69,-69,-70,-69,-69,-74,-71,-69,-69,-70,-77,-73,-69,-69,-69,-69,-75,-69,-75,-77,-74,-71,-69,336,4.625850340136053
HDOK,PLOK,17472,12,12,-72,7,10,2,29,-69,-69,-69,-69,-77,-70,-69,-69,-70,-69,-69,-71,-69,-69,-69,-70,-76,-73,-69,-69,-69,-69,-74,-69,-79,-76,-72,-71,-71,336,2.0952380952380953
HDOK,PLOK,17472,13,13,-72,6,10,2,29,-75,-69,-70,-69,-76,-71,-71,-69,-69,-70,-73,-69,-69,-70,-70,-79,-75,-77,-69,-70,-70,-70,-71,-70,-69,-73,-71,-69,-69,336,2.340136054421768
HDOK,PLOK,17472,14,14,-71,6,10,2,29,-73,-69,-69,-69,-76,-70,-70,-69,-69,-69,-70,-69,-69,-69,-69,-70,-76,-75,-69,-69,-69,-69,-72,-69,-70,-75,-71,-69,-71,336,1.2290249433106577
HDOK,PLOK,17472,15,15,-72,7,10,2,29,-75,-68,-69,-69,-76,-70,-68,-69,-69,-68,-69,-69,-69,-69,-69,-69,-77,-73,-69,-69,-69,-69,-74,-69,-77,-76,-73,-71,-71,336,3.5510204081632644
HDOK,PLOK,17472,16,16,-72,7,10,2,29,-76,-70,-71,-70,-79,-71,-70,-69,-71,-69,-70,-69,-69,-69,-69,-70,-76,-75,-68,-68,-69,-68,-71,-68,-69,-74,-71,-69,-69,336,1.4739229024943308
HDOK,PLOK,17472,17,17,-73,9,10,2,29,-76,-71,-72,-72,-79,-74,-74,-72,-73,-73,-74,-73,-72,-72,-72,-73,-77,-79,-71,-71,-71,-71,-74,-71,-71,-74,-72,-71,-75,336,1.3786848072562359
HDOK,PLOK,17472,18,18,-73,9,10,2,29,-77,-71,-72,-71,-79,-73,-72,-71,-72,-71,-72,-71,-71,-71,-71,-72,-79,-77,-71,-71,-71,-71,-75,-71,-72,-77,-73,-71,-71,336,2.2358276643990926
HDOK,PLOK,17472,19,19,-77,7,10,2,29,-82,-75,-77,-76,-83,-77,-77,-75,-76,-75,-76,-76,-75,-76,-75,-77,-83,-81,-75,-75,-76,-75,-79,-76,-77,-82,-78,-76,-75,336,2.058956916099773
HDOK,PLOK,17472,20,20,-74,9,10,2,29,-77,-72,-72,-71,-77,-73,-72,-74,-75,-72,-72,-75,-79,-72,-72,-72,-79,-74,-73,-81,-73,-79,-81,-71,-72,-77,-79,-76,-72,336,5.582766439909298
HDOK,PLOK,17472,21,21,-73,9,10,2,29,-76,-70,-71,-70,-79,-71,-70,-69,-71,-69,-70,-70,-70,-69,-69,-71,-79,-76,-70,-70,-70,-71,-75,-70,-73,-77,-74,-71,-73,336,3.156462585034014
HDOK,PLOK,17472,22,22,-75,8,10,2,29,-78,-73,-71,-71,-77,-71,-71,-72,-75,-71,-72,-77,-82,-72,-72,-72,-79,-75,-74,-77,-73,-76,-81,-73,-74,-81,-78,-76,-73,336,4.775510204081634
HDOK,PLOK,17472,23,23,-72,9,10,2,29,-76,-69,-70,-69,-77,-71,-69,-69,-71,-69,-69,-71,-70,-69,-70,-71,-79,-74,-70,-70,-71,-70,-75,-70,-77,-77,-74,-71,-70,336,3.759637188208616
HDOK,PLOK,17472,24,24,-72,7,10,2,29,-74,-70,-70,-73,-75,-73,-71,-69,-69,-69,-77,-69,-69,-71,-70,-76,-74,-77,-70,-69,-70,-70,-71,-70,-69,-72,-70,-69,-75,336,3.188208616780045
HDOK,PLOK,17472,25,25,-73,9,10,2,29,-76,-71,-71,-71,-79,-73,-72,-71,-71,-71,-71,-71,-71,-71,-71,-72,-77,-77,-71,-71,-71,-71,-74,-70,-71,-76,-73,-71,-70,336,1.6507936507936503
HDOK,PLOK,17472,26,26,-72,7,10,2,29,-76,-69,-70,-70,-77,-72,-71,-69,-70,-69,-71,-70,-70,-70,-69,-71,-77,-76,-70,-69,-70,-69,-73,-70,-71,-75,-71,-70,-73,336,1.9909297052154196
HDOK,PLOK,17472,27,27,-72,8,10,2,29,-76,-70,-70,-70,-77,-71,-70,-71,-71,-71,-71,-72,-71,-70,-70,-71,-79,-74,-70,-70,-70,-70,-75,-69,-79,-79,-75,-72,-72,336,3.2925170068027207
HDOK,PLOK,17472,28,28,-73,9,10,2,29,-76,-70,-70,-71,-77,-71,-71,-71,-73,-71,-71,-81,-76,-71,-71,-71,-79,-74,-71,-73,-71,-73,-79,-71,-73,-81,-76,-74,-71,336,4.126984126984128
HDOK,PLOK,17472,29,29,-76,7,10,2,29,-81,-77,-75,-74,-81,-75,-74,-75,-77,-74,-74,-77,-83,-74,-74,-74,-81,-76,-75,-81,-75,-81,-82,-74,-74,-82,-81,-77,-74,336,7.197278911564627
HDOK,PLOK,17472,30,30,-74,9,10,2,29,-77,-72,-72,-71,-79,-71,-71,-72,-74,-71,-72,-79,-81,-71,-72,-72,-79,-74,-73,-77,-73,-78,-81,-72,-73,-81,-79,-76,-73,336,7.25170068027211
HDOK,PLOK,17472,31,31,-76,8,10,2,29,-79,-73,-75,-76,-79,-73,-76,-74,-74,-74,-77,-74,-74,-74,-74,-82,-79,-81,-73,-74,-74,-74,-76,-73,-74,-77,-75,-74,-76,336,1.9047619047619047
HDOK,PLOK,17472,32,32,-72,8,10,2,29,-74,-69,-70,-69,-75,-69,-70,-69,-69,-69,-70,-69,-69,-69,-69,-70,-75,-76,-70,-69,-70,-69,-73,-69,-71,-73,-72,-71,-70,336,1.5691609977324261
HDOK,PLOK,17472,33,33,-74,9,10,2,29,-76,-70,-72,-73,-76,-71,-72,-70,-71,-70,-75,-71,-71,-71,-71,-75,-76,-79,-71,-71,-71,-71,-73,-71,-71,-74,-72,-71,-75,336,2.1405895691609973
HDOK,PLOK,17472,34,34,-72,7,10,2,29,-70,-71,-70,-70,-76,-69,-69,-70,-71,-69,-70,-77,-77,-70,-70,-70,-77,-72,-70,-72,-70,-72,-77,-70,-71,-77,-75,-72,-69,336,4.235827664399092
HDOK,PLOK,17472,35,35,-72,9,10,2,29,-76,-71,-73,-72,-76,-71,-73,-70,-71,-72,-75,-70,-70,-71,-70,-76,-75,-77,-70,-69,-71,-69,-71,-70,-70,-72,-71,-71,-71,336,2.058956916099773
HDOK,PLOK,17472,36,36,-73,8,10,2,29,-75,-70,-71,-71,-76,-69,-71,-69,-70,-69,-72,-69,-69,-70,-69,-77,-76,-77,-69,-69,-70,-69,-72,-70,-70,-72,-71,-71,-74,336,2.4897959183673466
HDOK,PLOK,17472,37,37,-73,9,10,2,29,-76,-71,-71,-71,-77,-71,-71,-71,-73,-71,-71,-73,-77,-70,-70,-71,-77,-72,-71,-73,-71,-72,-79,-71,-72,-79,-77,-74,-73,336,3.7732426303854876
HDOK,PLOK,17472,38,38,-73,8,10,2,29,-76,-69,-70,-70,-77,-70,-69,-69,-71,-69,-70,-70,-71,-70,-69,-70,-77,-73,-70,-71,-70,-71,-76,-70,-77,-76,-74,-72,-71,336,3.678004535147393
HDOK,PLOK,17472,39,39,-72,6,10,2,29,-75,-70,-69,-69,-79,-69,-69,-69,-70,-69,-69,-71,-69,-69,-69,-69,-77,-73,-69,-69,-69,-69,-75,-70,-79,-75,-73,-71,-69,336,3.8231292517006814
HDOK,PLOK,17472,40,40,-72,6,10,2,29,-75,-69,-70,-69,-77,-69,-69,-69,-69,-69,-69,-70,-69,-69,-69,-70,-77,-73,-69,-69,-84,-69,-74,-69,-76,-75,-72,-71,-71,336,4.154195011337869
HDOK,PLOK,17472,41,41,-72,7,10,2,29,-75,-71,-69,-69,-75,-69,-69,-69,-71,-69,-69,-72,-75,-69,-69,-69,-75,-71,-69,-77,-70,-79,-77,-69,-69,-76,-77,-72,-69,336,6.2766439909297045
HDOK,PLOK,17472,42,42,-72,7,10,2,29,-75,-69,-69,-69,-77,-69,-69,-69,-70,-69,-69,-72,-71,-69,-69,-69,-77,-73,-69,-69,-69,-70,-76,-69,-71,-76,-74,-71,-70,336,3.156462585034014
HDOK,PLOK,17472,43,43,-72,6,10,2,29,-75,-69,-70,-69,-76,-69,-69,-69,-70,-69,-69,-71,-70,-69,-69,-70,-76,-73,-69,-69,-70,-69,-74,-69,-77,-74,-74,-71,-71,336,3.1020408163265305
HDOK,PLOK,17472,44,44,-71,7,10,2,29,-75,-69,-70,-70,-75,-69,-71,-69,-69,-69,-75,-69,-69,-70,-69,-76,-74,-76,-69,-69,-70,-69,-71,-69,-69,-71,-70,-69,-69,336,2.6167800453514736
HDOK,PLOK,17472,45,45,-72,6,10,2,29,-75,-69,-70,-69,-77,-69,-69,-69,-70,-69,-69,-72,-71,-69,-69,-70,-76,-73,-69,-69,-69,-69,-75,-69,-73,-76,-75,-71,-71,336,3.7732426303854876
HDOK,PLOK,17472,46,46,-72,7,10,2,29,-75,-69,-69,-69,-76,-69,-69,-69,-71,-69,-69,-79,-73,-69,-69,-69,-77,-71,-69,-70,-69,-69,-75,-69,-79,-76,-73,-71,-69,336,5.28344671201814
HDOK,PLOK,17472,47,47,-72,6,10,2,29,-75,-69,-70,-69,-77,-69,-70,-69,-69,-69,-70,-69,-69,-69,-69,-70,-76,-75,-70,-69,-70,-69,-72,-69,-69,-71,-71,-69,-69,336,0.7120181405895691
HDOK,PLOK,17472,48,48,-72,7,10,2,29,-75,-69,-70,-69,-75,-69,-70,-69,-69,-69,-71,-69,-69,-69,-69,-71,-74,-76,-69,-69,-69,-69,-71,-68,-69,-71,-70,-69,-73,336,1.1564625850340133
HDOK,PLOK,17472,49,49,-72,7,10,2,29,-75,-69,-70,-69,-77,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-70,-76,-75,-69,-69,-69,-69,-73,-69,-71,-72,-72,-69,-69,336,1.46031746031746
HDOK,PLOK,17472,50,50,-72,7,10,2,29,-73,-69,-70,-69,-76,-69,-70,-69,-69,-69,-71,-69,-69,-69,-69,-77,-75,-76,-69,-69,-69,-69,-71,-69,-69,-71,-70,-69,-75,336,2.3718820861678
