hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,14,14,-83,6,10,2,29,-87,-81,-81,-81,-87,-82,-81,-81,-83,-81,-81,-86,-91,-81,-82,-82,-88,-83,-82,-87,-82,-85,-89,-81,-82,-88,-88,-84,-81,334,-83.72413793103448,-82.0,-81.0,5.5147392290249435
HDOK,PLOK,17472,15,15,-83,8,10,2,29,-85,-79,-80,-80,-86,-82,-81,-79,-80,-80,-82,-80,-80,-80,-80,-81,-86,-87,-80,-80,-80,-79,-82,-80,-80,-84,-81,-81,-83,334,-81.3103448275862,-80.0,-80.0,1.297052154195011
HDOK,PLOK,17472,16,16,-83,7,10,2,29,-88,-81,-83,-82,-88,-84,-83,-81,-82,-81,-83,-81,-81,-82,-82,-83,-88,-88,-81,-81,-82,-81,-84,-81,-82,-88,-83,-82,-81,334,-83.0,-82.0,-81.0,2.4353741496598635
HDOK,PLOK,17472,17,17,-83,6,10,2,29,-85,-81,-81,-81,-87,-81,-81,-81,-83,-81,-81,-84,-87,-81,-81,-81,-87,-83,-82,-91,-82,-89,-89,-81,-82,-87,-88,-85,-82,334,-83.62068965517241,-82.0,-81.0,5.188208616780044
HDOK,PLOK,17472,18,18,-83,8,10,2,29,-87,-81,-82,-81,-88,-82,-82,-81,-81,-81,-81,-81,-81,-81,-81,-82,-88,-87,-81,-81,-81,-81,-84,-81,-83,-86,-83,-81,-83,334,-82.51724137931035,-81.0,-81.0,1.6462585034013602
HDOK,PLOK,17472,19,19,-83,7,10,2,29,-87,-81,-81,-81,-87,-81,-81,-81,-83,-81,-81,-100,-88,-81,-81,-81,-87,-82,-81,-82,-81,-82,-89,-81,-81,-88,-87,-84,-81,334,-83.51724137931035,-81.0,-81.0,5.297052154195011
HDOK,PLOK,17472,20,20,-77,6,10,2,29,-81,-76,-76,-76,-83,-76,-76,-75,-77,-75,-76,-77,-81,-76,-76,-76,-83,-79,-76,-78,-76,-78,-83,-76,-77,-83,-82,-78,-76,334,-77.86206896551724,-76.0,-76.0,3.4603174603174613
HDOK,PLOK,17472,21,21,-81,7,10,2,29,-85,-81,-81,-80,-88,-81,-80,-81,-82,-81,-81,-88,-83,-80,-80,-81,-88,-83,-81,-81,-80,-81,-87,-79,-81,-87,-85,-82,-79,334,-82.3103448275862,-81.0,-81.0,3.2018140589569155
HDOK,PLOK,17472,22,22,-70,8,10,2,29,-77,-71,-73,-74,-83,-77,-78,-79,-81,-79,-77,-79,-75,-72,-71,-70,-77,-71,-68,-68,-67,-68,-73,-66,-69,-75,-73,-69,-67,334,-73.34482758620689,-73.0,-77.0,11.29705215419501
HDOK,PLOK,17472,23,23,-77,8,10,2,29,-79,-73,-74,-74,-81,-75,-75,-77,-79,-77,-78,-85,-89,-81,-81,-82,-88,-83,-81,-85,-79,-83,-85,-75,-75,-79,-81,-76,-72,334,-79.37931034482759,-79.0,-81.0,8.503401360544217
HDOK,PLOK,17472,24,24,-75,8,10,2,29,-79,-73,-74,-74,-80,-76,-75,-73,-74,-73,-75,-73,-73,-73,-73,-74,-80,-79,-73,-73,-73,-73,-76,-73,-74,-79,-75,-74,-76,334,-74.82758620689656,-74.0,-73.0,2.204081632653061
HDOK,PLOK,17472,25,25,-73,9,10,2,29,-77,-71,-72,-71,-77,-74,-73,-71,-71,-71,-74,-71,-71,-71,-71,-74,-76,-77,-70,-70,-70,-70,-72,-71,-70,-75,-72,-71,-70,334,-72.20689655172414,-71.0,-71.0,1.8956916099773242
HDOK,PLOK,17472,26,26,-75,8,10,2,29,-81,-74,-74,-74,-79,-75,-74,-72,-73,-72,-74,-72,-72,-72,-71,-79,-79,-79,-71,-71,-72,-72,-75,-73,-74,-78,-77,-75,-75,334,-74.44827586206897,-74.0,-72.0,3.800453514739228
HDOK,PLOK,17472,27,27,-82,8,10,2,29,-83,-78,-78,-78,-87,-80,-79,-78,-79,-78,-79,-79,-79,-78,-79,-79,-87,-83,-79,-79,-77,-79,-84,-79,-87,-87,-83,-81,-82,334,-80.62068965517241,-79.0,-79.0,3.378684807256236
HDOK,PLOK,17472,28,28,-84,8,10,2,29,-89,-86,-88,-89,-94,-92,-91,-86,-85,-83,-91,-81,-80,-81,-80,-87,-84,-88,-79,-79,-80,-79,-81,-80,-81,-85,-84,-84,-85,334,-84.55172413793103,-84.0,-81.0,8.884353741496598
HDOK,PLOK,17472,29,29,-78,9,10,2,29,-82,-76,-77,-77,-83,-78,-77,-76,-77,-76,-77,-76,-76,-76,-76,-77,-83,-82,-76,-76,-76,-76,-80,-76,-77,-82,-78,-77,-80,334,-77.79310344827586,-77.0,-76.0,2.4671201814058956
HDOK,PLOK,17472,30,30,-77,9,10,2,29,-82,-77,-77,-78,-82,-79,-78,-75,-76,-75,-80,-76,-75,-76,-76,-79,-82,-83,-76,-75,-76,-75,-78,-75,-76,-81,-78,-77,-81,334,-77.72413793103448,-77.0,-76.0,3.0929705215419494
HDOK,PLOK,17472,31,31,-77,8,10,2,29,-82,-75,-76,-75,-82,-76,-75,-76,-78,-75,-75,-83,-83,-75,-75,-76,-82,-79,-77,-84,-76,-76,-83,-76,-76,-82,-82,-79,-75,334,-78.06896551724138,-76.0,-76.0,7.07936507936508
HDOK,PLOK,17472,32,32,-78,9,10,2,29,-82,-75,-76,-76,-85,-75,-75,-76,-77,-76,-76,-77,-77,-76,-75,-76,-83,-80,-76,-76,-76,-76,-81,-75,-81,-82,-81,-77,-76,334,-77.58620689655173,-76.0,-76.0,3.4739229024943303
HDOK,PLOK,17472,33,33,-78,9,10,2,29,-82,-79,-77,-77,-82,-76,-77,-77,-79,-76,-76,-78,-87,-76,-76,-76,-82,-77,-77,-83,-77,-85,-85,-76,-77,-85,-85,-81,-77,334,-79.24137931034483,-77.0,-77.0,6.88888888888889
HDOK,PLOK,17472,34,34,-79,9,10,2,29,-83,-77,-77,-77,-85,-77,-76,-76,-77,-75,-75,-77,-76,-75,-75,-77,-85,-80,-77,-77,-77,-78,-83,-77,-85,-85,-82,-79,-78,334,-78.55172413793103,-77.0,-77.0,4.476190476190476
HDOK,PLOK,17472,35,35,-77,7,10,2,29,-78,-73,-74,-74,-81,-74,-76,-75,-75,-75,-76,-75,-74,-74,-74,-75,-80,-81,-75,-74,-74,-74,-77,-74,-75,-77,-77,-75,-76,334,-75.58620689655173,-75.0,-74.0,1.0385487528344672
HDOK,PLOK,17472,36,36,-78,9,10,2,29,-81,-75,-76,-76,-82,-75,-75,-76,-78,-76,-76,-87,-82,-76,-76,-77,-83,-79,-77,-79,-77,-78,-85,-76,-77,-85,-83,-79,-77,334,-78.58620689655173,-77.0,-76.0,4.857142857142857
HDOK,PLOK,17472,37,37,-77,8,10,2,29,-78,-73,-74,-73,-81,-73,-74,-73,-74,-73,-74,-74,-73,-74,-73,-75,-81,-81,-75,-75,-75,-75,-79,-76,-77,-80,-78,-77,-76,334,-75.65517241379311,-75.0,-73.0,2.91609977324263
HDOK,PLOK,17472,38,38,-83,7,10,2,29,-87,-80,-80,-80,-88,-80,-80,-80,-82,-80,-81,-89,-85,-81,-80,-81,-88,-83,-81,-83,-81,-82,-88,-81,-83,-89,-87,-83,-81,334,-82.89655172413794,-81.0,-80.0,5.664399092970521
HDOK,PLOK,17472,39,39,-78,9,10,2,29,-81,-75,-76,-76,-83,-76,-76,-76,-77,-75,-76,-85,-79,-75,-75,-76,-83,-79,-77,-77,-76,-77,-83,-76,-79,-82,-81,-78,-77,334,-78.0,-77.0,-76.0,3.487528344671202
HDOK,PLOK,17472,40,40,-78,9,10,2,29,-82,-75,-77,-77,-83,-76,-77,-75,-77,-76,-77,-76,-76,-76,-76,-77,-83,-82,-75,-76,-77,-76,-80,-77,-77,-80,-79,-77,-80,334,-77.65517241379311,-77.0,-77.0,1.7732426303854874
HDOK,PLOK,17472,41,41,-79,9,10,2,29,-83,-77,-77,-77,-83,-77,-79,-77,-77,-77,-78,-77,-77,-77,-77,-78,-83,-83,-77,-77,-77,-77,-80,-77,-78,-81,-79,-78,-77,334,-78.34482758620689,-77.0,-77.0,1.2517006802721087
HDOK,PLOK,17472,42,42,-79,8,10,2,29,-83,-77,-77,-77,-82,-77,-77,-79,-81,-77,-77,-80,-80,-77,-77,-78,-83,-79,-79,-86,-78,-82,-85,-78,-78,-85,-87,-83,-77,334,-79.86206896551724,-79.0,-77.0,4.680272108843538
HDOK,PLOK,17472,43,43,-86,8,10,2,29,-84,-81,-82,-84,-91,-87,-89,-89,-92,-90,-91,-88,-87,-85,-83,-83,-88,-87,-80,-81,-82,-81,-86,-83,-86,-90,-88,-87,-89,334,-86.0,-87.0,-87.0,6.045351473922902
HDOK,PLOK,17472,44,44,-77,8,10,2,29,-89,-86,-87,-87,-94,-85,-83,-83,-84,-83,-82,-84,-83,-82,-82,-83,-91,-85,-81,-80,-77,-77,-81,-75,-77,-81,-79,-74,-71,334,-82.27586206896552,-83.0,-83.0,6.4897959183673475
HDOK,PLOK,17472,45,45,-81,8,10,2,29,-84,-78,-78,-78,-83,-76,-77,-75,-76,-75,-78,-76,-77,-77,-77,-80,-85,-87,-79,-80,-80,-80,-83,-80,-80,-83,-81,-80,-82,334,-79.48275862068965,-80.0,-80.0,3.800453514739229
HDOK,PLOK,17472,46,46,-81,9,10,2,29,-85,-78,-78,-78,-85,-78,-78,-78,-80,-78,-78,-83,-87,-77,-77,-78,-83,-80,-79,-87,-79,-87,-87,-78,-79,-87,-87,-83,-79,334,-81.06896551724138,-79.0,-78.0,9.66439909297052
HDOK,PLOK,17472,47,47,-82,8,10,2,29,-86,-81,-81,-81,-89,-80,-80,-80,-81,-80,-80,-81,-80,-80,-79,-80,-88,-83,-81,-80,-80,-80,-86,-80,-87,-86,-84,-82,-80,334,-81.93103448275862,-81.0,-80.0,3.4421768707483005
HDOK,PLOK,17472,48,48,-81,7,10,2,29,-85,-79,-79,-79,-87,-79,-79,-79,-81,-79,-79,-83,-81,-79,-79,-79,-87,-82,-80,-80,-79,-80,-86,-79,-82,-86,-85,-81,-80,334,-81.13793103448276,-80.0,-79.0,3.487528344671202
HDOK,PLOK,17472,49,49,-82,7,10,2,29,-84,-81,-81,-80,-87,-80,-80,-80,-83,-80,-80,-84,-89,-80,-80,-80,-87,-82,-81,-88,-81,-88,-88,-80,-81,-89,-87,-83,-80,334,-82.89655172413794,-81.0,-80.0,7.188208616780044
HDOK,PLOK,17472,50,50,-79,9,10,2,29,-85,-79,-79,-79,-87,-79,-78,-78,-80,-78,-78,-87,-82,-78,-78,-78,-85,-80,-78,-79,-77,-78,-85,-77,-79,-83,-83,-80,-76,334,-80.10344827586206,-79.0,-78.0,3.8639455782312915
