hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,35,34,-104,6,10,2,29,-109,-103,-104,-104,-108,-105,-106,-104,-103,-103,-107,-104,-104,-104,-103,-107,-107,-111,-103,-103,-105,-103,-105,-104,-104,-107,-105,-104,-105,306-304,-104.96551724137932,-104.0,-104.0,1.473922902494331
HDOK,PLOK,17472,36,35,-106,6,10,2,29,-109,-104,-105,-104,-109,-103,-105,-103,-104,-104,-106,-105,-104,-105,-105,-106,-110,-113,-105,-105,-107,-106,-107,-107,-107,-110,-109,-107,-111,306-304,-106.37931034482759,-106.0,-105.0,2.426303854875283
HDOK,PLFL,17472,37,35,-111,1,10,2,29,-116,-118,-118,-118,-119,-118,-116,-117,-117,-113,-115,-116,-117,-113,-113,-113,-112,-115,-112,-110,-110,-115,-117,-111,-115,-115,-117,-113,-113,306-304,-114.89655172413794,-115.0,-113.0,3.09297052154195
HDOK,PLOK,17472,38,36,-103,7,10,2,29,-107,-100,-100,-100,-106,-99,-101,-99,-101,-100,-104,-101,-102,-102,-103,-107,-108,-112,-105,-104,-104,-104,-105,-103,-103,-105,-104,-102,-101,306-304,-103.17241379310344,-103.0,-104.0,2.979591836734693
HDOK,PLOK,17472,39,37,-98,8,10,2,29,-103,-98,-96,-96,-103,-97,-97,-97,-99,-98,-98,-102,-107,-98,-99,-98,-105,-100,-99,-105,-98,-103,-108,-96,-97,-105,-103,-99,-97,306-304,-100.03448275862068,-99.0,-98.0,5.959183673469387
HDOK,PLOK,17472,40,38,-99,8,10,2,29,-103,-99,-97,-97,-103,-97,-97,-97,-100,-98,-99,-105,-109,-99,-100,-101,-107,-104,-102,-106,-101,-103,-106,-98,-99,-105,-101,-98,-95,306-304,-100.89655172413794,-100.0,-97.0,6.054421768707482
HDOK,PLOK,17472,41,39,-98,8,10,2,29,-105,-100,-100,-100,-109,-101,-101,-101,-103,-101,-101,-106,-103,-100,-100,-101,-107,-103,-99,-98,-97,-98,-103,-96,-106,-101,-99,-98,-95,306-304,-101.10344827586206,-101.0,-101.0,2.979591836734693
HDOK,PLOK,17472,42,40,-95,9,10,2,29,-102,-95,-95,-95,-101,-94,-94,-93,-95,-93,-94,-95,-94,-94,-94,-95,-103,-99,-95,-95,-94,-95,-100,-95,-95,-100,-99,-97,-98,306-304,-96.13793103448276,-95.0,-95.0,3.1882086167800443
HDOK,PLOK,17472,43,41,-100,7,10,2,29,-105,-100,-101,-100,-107,-99,-99,-99,-101,-101,-101,-102,-101,-100,-100,-100,-107,-105,-99,-99,-100,-99,-103,-99,-101,-102,-101,-100,-99,306-304,-101.03448275862068,-100.0,-99.0,1.106575963718821
HDOK,PLOK,17472,44,42,-95,9,10,2,29,-102,-95,-96,-95,-105,-95,-95,-95,-96,-95,-95,-95,-95,-95,-94,-95,-103,-100,-94,-94,-94,-94,-98,-94,-95,-99,-97,-95,-98,306-304,-96.3103448275862,-95.0,-95.0,1.673469387755102
HDOK,PLOK,17472,45,43,-96,8,10,2,29,-103,-97,-98,-97,-105,-97,-97,-97,-99,-97,-97,-102,-99,-97,-97,-97,-105,-100,-97,-97,-96,-96,-101,-95,-103,-100,-98,-95,-95,306-304,-98.41379310344827,-97.0,-97.0,2.426303854875283
HDOK,PLOK,17472,46,44,-95,8,10,2,29,-101,-94,-95,-101,-98,-94,-95,-92,-92,-92,-100,-92,-92,-95,-93,-94,-95,-100,-92,-93,-94,-93,-95,-94,-94,-97,-95,-96,-96,306-304,-94.96551724137932,-94.0,-95.0,2.1541950113378685
HDOK,PLOK,17472,47,45,-100,7,10,2,29,-107,-101,-102,-101,-111,-100,-100,-100,-101,-100,-101,-101,-100,-99,-100,-100,-106,-105,-100,-99,-99,-99,-103,-98,-99,-102,-101,-99,-98,306-304,-101.10344827586206,-100.0,-100.0,1.1020408163265305
HDOK,PLOK,17472,48,46,-94,8,10,2,29,-103,-96,-96,-95,-103,-95,-95,-94,-95,-94,-95,-94,-93,-94,-94,-95,-101,-99,-93,-93,-94,-93,-97,-94,-94,-97,-95,-95,-98,306-304,-95.65517241379311,-95.0,-95.0,1.2834467120181405
HDOK,PLOK,17472,49,47,-95,9,10,2,29,-103,-96,-97,-95,-103,-95,-95,-95,-95,-94,-94,-95,-94,-94,-94,-95,-101,-100,-95,-94,-95,-95,-98,-94,-95,-98,-96,-95,-97,306-304,-96.10344827586206,-95.0,-95.0,1.292517006802721
HDOK,PLOK,17472,50,48,-92,8,10,2,29,-95,-90,-90,-90,-99,-89,-89,-89,-91,-90,-90,-91,-90,-90,-90,-92,-99,-97,-91,-90,-91,-90,-94,-90,-91,-93,-92,-91,-91,306-304,-91.55172413793103,-91.0,-90.0,1.1700680272108843
