hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,25,25,-88,8,10,2,29,-97,-92,-91,-91,-99,-91,-89,-90,-92,-89,-89,-95,-90,-88,-87,-88,-95,-89,-87,-87,-86,-87,-92,-86,-89,-94,-91,-88,-88,318,-90.24137931034483,-89.0,-89.0,3.324263038548753
HDOK,PLOK,17472,26,26,-91,8,10,2,29,-89,-82,-82,-81,-89,-82,-81,-81,-83,-82,-83,-83,-84,-83,-84,-85,-94,-89,-87,-88,-88,-89,-94,-88,-93,-99,-95,-95,-94,318,-87.13793103448276,-87.0,-89.0,14.807256235827666
HDOK,PLOK,17472,27,27,-90,9,10,2,29,-95,-90,-90,-90,-97,-90,-90,-89,-92,-89,-90,-93,-90,-90,-90,-90,-97,-93,-90,-90,-89,-89,-95,-89,-94,-95,-94,-91,-88,318,-91.34482758620689,-90.0,-90.0,2.9977324263038545
HDOK,PLOK,17472,28,28,-89,8,10,2,29,-94,-89,-88,-88,-94,-87,-88,-89,-91,-88,-88,-93,-99,-88,-88,-88,-94,-90,-89,-94,-88,-93,-95,-87,-89,-95,-94,-90,-88,318,-90.55172413793103,-89.0,-88.0,5.64625850340136
HDOK,PLOK,17472,29,29,-87,7,10,2,29,-91,-85,-86,-85,-94,-85,-85,-85,-87,-85,-86,-86,-86,-85,-85,-86,-94,-89,-86,-86,-85,-86,-90,-85,-92,-92,-89,-87,-88,318,-87.27586206896552,-86.0,-85.0,2.997732426303854
HDOK,PLOK,17472,30,30,-92,8,10,2,29,-89,-88,-89,-89,-95,-89,-89,-89,-92,-89,-90,-93,-95,-90,-91,-91,-99,-94,-92,-93,-92,-93,-99,-92,-94,-99,-96,-93,-90,318,-92.20689655172414,-92.0,-89.0,3.727891156462585
HDOK,PLOK,17472,31,31,-89,8,10,2,29,-88,-82,-84,-85,-88,-82,-85,-83,-84,-84,-89,-85,-86,-87,-87,-93,-93,-95,-87,-87,-88,-87,-90,-88,-87,-90,-88,-87,-91,318,-87.24137931034483,-87.0,-87.0,2.761904761904762
HDOK,PLOK,17472,32,32,-87,7,10,2,29,-91,-85,-86,-85,-92,-85,-86,-85,-86,-85,-87,-86,-86,-86,-86,-87,-93,-91,-87,-86,-86,-85,-89,-85,-87,-89,-87,-87,-85,318,-86.93103448275862,-86.0,-86.0,1.1882086167800454
HDOK,PLOK,17472,33,33,-88,7,10,2,29,-91,-85,-87,-87,-90,-86,-88,-85,-85,-85,-87,-85,-86,-88,-86,-89,-89,-94,-86,-86,-87,-86,-87,-87,-88,-87,-87,-87,-87,318,-87.17241379310344,-87.0,-87.0,0.7891156462585035
HDOK,PLOK,17472,34,34,-88,6,10,2,29,-90,-87,-87,-87,-94,-87,-87,-87,-88,-87,-87,-89,-87,-87,-87,-87,-95,-91,-87,-87,-87,-87,-92,-87,-94,-91,-89,-88,-88,318,-88.55172413793103,-87.0,-87.0,1.741496598639455
HDOK,PLOK,17472,35,35,-82,7,10,2,29,-85,-80,-81,-83,-85,-79,-82,-80,-80,-80,-89,-80,-80,-81,-80,-81,-84,-88,-80,-80,-81,-80,-81,-80,-80,-81,-81,-80,-87,318,-81.6896551724138,-81.0,-80.0,1.9047619047619047
HDOK,PLOK,17472,36,36,-89,7,10,2,29,-93,-87,-88,-88,-97,-87,-87,-87,-89,-87,-88,-89,-88,-88,-87,-88,-95,-91,-87,-87,-87,-87,-93,-87,-97,-92,-90,-89,-87,318,-89.20689655172414,-88.0,-87.0,2.91156462585034
HDOK,PLOK,17472,37,37,-87,8,10,2,29,-91,-84,-85,-85,-94,-85,-85,-85,-86,-85,-85,-85,-85,-85,-85,-86,-92,-91,-86,-85,-86,-85,-89,-85,-86,-89,-88,-87,-85,318,-86.55172413793103,-85.0,-85.0,1.6462585034013602
HDOK,PLOK,17472,38,38,-87,7,10,2,29,-89,-85,-85,-86,-93,-85,-85,-85,-87,-85,-86,-87,-86,-86,-85,-86,-93,-89,-86,-86,-86,-86,-91,-85,-93,-92,-89,-87,-88,318,-87.3103448275862,-86.0,-86.0,2.4897959183673466
HDOK,PLOK,17472,39,39,-88,6,10,2,29,-93,-87,-86,-86,-93,-86,-86,-87,-88,-87,-86,-97,-90,-86,-87,-87,-94,-89,-87,-88,-87,-87,-94,-87,-89,-94,-93,-89,-87,318,-88.86206896551724,-87.0,-87.0,4.680272108843538
HDOK,PLOK,17472,40,40,-88,8,10,2,29,-90,-87,-86,-86,-93,-86,-86,-87,-88,-86,-86,-93,-93,-86,-86,-86,-93,-88,-87,-87,-86,-87,-92,-86,-88,-93,-90,-88,-87,318,-88.17241379310344,-87.0,-86.0,3.8412698412698423
HDOK,PLOK,17472,41,41,-88,8,10,2,29,-91,-86,-86,-87,-93,-86,-87,-86,-86,-86,-88,-86,-86,-86,-86,-94,-92,-95,-86,-86,-87,-86,-89,-86,-86,-88,-87,-87,-91,318,-87.79310344827586,-86.0,-86.0,2.3310657596371875
HDOK,PLOK,17472,42,42,-88,7,10,2,29,-91,-86,-87,-87,-91,-86,-88,-86,-86,-86,-89,-86,-86,-87,-86,-90,-89,-94,-86,-85,-86,-86,-87,-86,-87,-87,-87,-86,-86,318,-87.24137931034483,-86.0,-86.0,0.8707482993197279
HDOK,PLOK,17472,43,43,-89,7,10,2,29,-93,-87,-87,-86,-95,-87,-87,-86,-87,-86,-87,-87,-87,-87,-85,-87,-94,-93,-87,-87,-87,-87,-90,-87,-87,-90,-89,-87,-91,318,-88.17241379310344,-87.0,-87.0,1.4829931972789112
HDOK,PLOK,17472,44,44,-89,7,10,2,29,-91,-87,-88,-87,-95,-87,-88,-87,-87,-87,-88,-87,-87,-87,-87,-88,-94,-93,-87,-87,-87,-87,-89,-88,-87,-91,-89,-87,-87,318,-88.3103448275862,-87.0,-87.0,0.9977324263038548
HDOK,PLOK,17472,45,45,-89,7,10,2,29,-93,-87,-87,-87,-95,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-88,-95,-93,-88,-87,-87,-87,-91,-87,-89,-90,-90,-88,-87,318,-88.48275862068965,-87.0,-87.0,1.4421768707482991
HDOK,PLOK,17472,46,46,-87,7,10,2,29,-90,-87,-88,-87,-92,-87,-88,-86,-87,-86,-89,-86,-86,-88,-86,-89,-89,-93,-86,-85,-86,-85,-87,-85,-85,-87,-86,-85,-93,318,-87.37931034482759,-87.0,-86.0,1.2834467120181405
HDOK,PLOK,17472,47,47,-90,9,10,2,29,-94,-89,-89,-89,-97,-89,-89,-89,-89,-88,-89,-89,-88,-89,-89,-89,-95,-95,-89,-88,-89,-88,-92,-87,-89,-91,-91,-89,-88,318,-89.86206896551724,-89.0,-89.0,0.8480725623582767
HDOK,PLOK,17472,48,48,-91,8,10,2,29,-89,-89,-89,-89,-97,-89,-89,-89,-91,-89,-89,-88,-90,-89,-89,-89,-97,-89,-90,-90,-89,-90,-95,-89,-94,-97,-94,-92,-91,318,-90.72413793103448,-89.0,-89.0,2.380952380952381
HDOK,PLOK,17472,49,49,-91,8,10,2,29,-94,-89,-89,-89,-97,-89,-89,-89,-90,-89,-90,-90,-90,-90,-89,-91,-99,-94,-90,-89,-89,-89,-94,-89,-94,-94,-93,-91,-92,318,-91.06896551724138,-90.0,-89.0,3.106575963718821
HDOK,PLOK,17472,50,50,-90,9,10,2,29,-89,-89,-89,-89,-95,-89,-90,-88,-89,-88,-90,-88,-89,-89,-88,-89,-95,-95,-88,-88,-88,-88,-91,-88,-89,-93,-90,-89,-88,318,-89.58620689655173,-89.0,-89.0,0.6167800453514738
