hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-86,9,10,2,29,-89,-83,-83,-83,-89,-84,-83,-83,-86,-83,-83,-89,-94,-83,-83,-84,-91,-86,-85,-89,-85,-88,-93,-84,-85,-93,-91,-88,-85,318,-86.37931034482759,-85.0,-83.0,6.154195011337869
HDOK,PLOK,17472,2,2,-89,8,10,2,29,-93,-87,-89,-89,-94,-90,-89,-88,-88,-88,-90,-88,-88,-89,-89,-91,-94,-97,-89,-88,-89,-87,-90,-87,-88,-91,-89,-88,-87,318,-89.44827586206897,-89.0,-89.0,0.9024943310657595
HDOK,PLOK,17472,3,3,-91,9,10,2,29,-95,-89,-91,-101,-95,-93,-92,-89,-89,-89,-99,-89,-89,-90,-89,-94,-94,-97,-89,-89,-89,-89,-91,-89,-89,-92,-91,-89,-89,318,-91.37931034482759,-89.0,-89.0,3.8639455782312915
HDOK,PLOK,17472,4,4,-88,7,10,2,29,-90,-86,-86,-86,-93,-87,-85,-85,-87,-85,-86,-87,-88,-86,-86,-86,-94,-91,-86,-86,-85,-86,-90,-86,-87,-93,-89,-87,-88,318,-87.48275862068965,-86.0,-86.0,1.6643990929705215
HDOK,PLOK,17472,5,5,-88,6,10,2,29,-93,-86,-86,-86,-94,-87,-86,-86,-87,-86,-86,-91,-88,-87,-86,-87,-96,-89,-87,-87,-87,-87,-93,-86,-93,-94,-92,-89,-88,318,-88.62068965517241,-87.0,-86.0,4.997732426303854
HDOK,PLOK,17472,6,6,-88,8,10,2,29,-90,-86,-86,-86,-94,-87,-86,-86,-87,-86,-86,-86,-85,-85,-85,-86,-93,-89,-85,-85,-85,-85,-89,-85,-90,-93,-89,-87,-86,318,-87.17241379310344,-86.0,-86.0,2.0544217687074826
HDOK,PLOK,17472,7,7,-82,8,10,2,29,-87,-83,-83,-83,-89,-84,-83,-82,-84,-81,-80,-89,-91,-79,-78,-79,-85,-80,-79,-81,-79,-87,-87,-78,-79,-85,-86,-83,-80,318,-82.89655172413794,-83.0,-83.0,6.244897959183672
HDOK,PLOK,17472,8,8,-89,7,10,2,29,-95,-89,-89,-89,-95,-89,-88,-87,-89,-87,-88,-91,-93,-87,-87,-87,-94,-89,-87,-90,-87,-89,-94,-87,-88,-94,-93,-89,-87,318,-89.58620689655173,-89.0,-87.0,4.027210884353741
HDOK,PLOK,17472,9,9,-93,8,10,2,29,-95,-89,-91,-91,-97,-92,-91,-89,-90,-90,-92,-91,-91,-91,-91,-92,-98,-99,-92,-92,-92,-92,-95,-92,-92,-96,-93,-93,-92,318,-92.44827586206897,-92.0,-92.0,1.2834467120181403
HDOK,PLOK,17472,10,10,-91,9,10,2,29,-89,-89,-89,-89,-97,-91,-90,-89,-89,-89,-90,-89,-89,-89,-89,-90,-97,-95,-89,-89,-89,-89,-93,-89,-89,-94,-92,-92,-93,318,-90.58620689655173,-89.0,-89.0,1.8956916099773236
HDOK,PLOK,17472,11,11,-92,8,10,2,29,-95,-90,-90,-90,-99,-92,-90,-91,-92,-91,-91,-93,-92,-91,-90,-91,-99,-94,-91,-89,-90,-91,-97,-91,-97,-99,-96,-93,-91,318,-92.62068965517241,-91.0,-91.0,3.6643990929705215
HDOK,PLOK,17472,12,12,-88,8,10,2,29,-93,-87,-87,-87,-94,-88,-87,-87,-87,-87,-87,-87,-87,-87,-87,-87,-95,-91,-87,-87,-86,-87,-91,-87,-90,-94,-89,-87,-89,318,-88.48275862068965,-87.0,-87.0,1.800453514739229
HDOK,PLOK,17472,13,13,-87,8,10,2,29,-91,-85,-86,-85,-93,-87,-85,-85,-86,-85,-85,-86,-85,-85,-85,-86,-93,-89,-86,-85,-85,-85,-89,-85,-89,-91,-89,-87,-88,318,-86.93103448275862,-86.0,-85.0,2.317460317460317
HDOK,PLOK,17472,14,14,-87,8,10,2,29,-89,-84,-85,-84,-93,-85,-84,-85,-86,-84,-85,-89,-86,-84,-84,-85,-93,-88,-85,-86,-84,-86,-91,-85,-89,-93,-89,-87,-84,318,-86.62068965517241,-85.0,-84.0,3.0476190476190474
HDOK,PLOK,17472,15,15,-87,8,10,2,29,-91,-85,-86,-86,-92,-87,-86,-85,-86,-85,-87,-85,-85,-85,-85,-86,-92,-91,-85,-85,-85,-85,-88,-85,-86,-89,-87,-86,-88,318,-86.6896551724138,-86.0,-85.0,1.324263038548753
HDOK,PLOK,17472,16,16,-86,8,10,2,29,-90,-85,-85,-84,-93,-86,-85,-85,-87,-85,-85,-90,-87,-85,-84,-85,-93,-88,-85,-86,-85,-86,-93,-85,-87,-93,-91,-87,-85,318,-87.06896551724138,-86.0,-85.0,3.387755102040816
HDOK,PLOK,17472,17,17,-87,8,10,2,29,-91,-84,-85,-85,-93,-87,-85,-85,-86,-85,-86,-85,-85,-85,-85,-86,-93,-91,-85,-85,-85,-85,-89,-85,-88,-92,-89,-87,-85,318,-86.79310344827586,-85.0,-85.0,2.884353741496598
HDOK,PLOK,17472,18,18,-87,8,10,2,29,-90,-85,-87,-88,-90,-88,-87,-85,-85,-84,-91,-81,-84,-85,-84,-93,-89,-93,-84,-84,-85,-84,-87,-84,-85,-89,-86,-86,-89,318,-86.62068965517241,-86.0,-84.0,3.537414965986395
HDOK,PLOK,17472,19,19,-89,7,10,2,29,-95,-89,-89,-89,-97,-89,-87,-87,-89,-87,-88,-88,-87,-87,-87,-88,-95,-93,-87,-87,-87,-87,-92,-87,-88,-95,-91,-88,-89,318,-89.27586206896552,-88.0,-87.0,2.72562358276644
HDOK,PLOK,17472,20,20,-87,8,10,2,29,-88,-82,-83,-83,-91,-85,-84,-83,-84,-83,-85,-84,-84,-84,-84,-86,-91,-91,-84,-85,-85,-85,-88,-86,-87,-92,-88,-87,-87,318,-85.82758620689656,-85.0,-84.0,2.3310657596371875
HDOK,PLOK,17472,21,21,-89,6,10,2,29,-93,-87,-87,-87,-94,-88,-87,-87,-88,-88,-88,-89,-88,-87,-88,-88,-95,-91,-87,-87,-87,-87,-93,-87,-94,-95,-93,-89,-87,318,-89.17241379310344,-88.0,-87.0,4.149659863945577
HDOK,PLOK,17472,22,22,-94,7,10,2,29,-103,-99,-104,-109,-107,-100,-96,-91,-90,-88,-94,-86,-85,-86,-84,-87,-89,-93,-85,-86,-88,-87,-91,-90,-92,-97,-98,-99,-111,318,-93.62068965517241,-91.0,-86.0,25.29251700680272
HDOK,PLOK,17472,23,23,-90,9,10,2,29,-95,-89,-89,-89,-97,-89,-88,-89,-90,-89,-89,-95,-90,-89,-89,-89,-97,-92,-89,-89,-88,-89,-95,-88,-93,-97,-94,-91,-88,318,-90.86206896551724,-89.0,-89.0,4.317460317460318
HDOK,PLOK,17472,24,24,-88,7,10,2,29,-93,-87,-87,-87,-94,-87,-86,-86,-87,-86,-87,-89,-87,-87,-87,-87,-93,-89,-87,-87,-87,-87,-92,-86,-93,-94,-90,-88,-88,318,-88.44827586206897,-87.0,-87.0,2.902494331065759
