hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-88,7,10,2,29,-88,-83,-83,-83,-91,-84,-83,-83,-85,-83,-84,-85,-85,-84,-84,-86,-93,-89,-86,-86,-87,-86,-90,-87,-89,-94,-90,-88,-87,322,-86.41379310344827,-86.0,-83.0,3.9047619047619047
HDOK,PLOK,17472,2,2,-88,8,10,2,29,-90,-84,-85,-85,-93,-87,-85,-85,-86,-85,-85,-85,-85,-85,-85,-86,-92,-91,-85,-85,-86,-85,-89,-86,-86,-91,-87,-87,-89,322,-86.72413793103448,-86.0,-85.0,2.2176870748299313
HDOK,PLOK,17472,3,3,-88,7,10,2,29,-91,-85,-86,-85,-93,-87,-85,-85,-86,-85,-86,-86,-86,-85,-85,-86,-93,-91,-85,-86,-86,-85,-89,-85,-87,-91,-88,-87,-89,322,-87.03448275862068,-86.0,-85.0,2.4399092970521545
HDOK,PLOK,17472,4,4,-84,8,10,2,29,-88,-83,-83,-83,-91,-85,-83,-83,-83,-82,-83,-82,-82,-82,-82,-83,-89,-88,-82,-81,-82,-81,-85,-81,-83,-86,-84,-83,-81,322,-83.58620689655173,-83.0,-83.0,1.1882086167800452
HDOK,PLOK,17472,5,5,-88,8,10,2,29,-93,-87,-88,-91,-90,-89,-88,-86,-85,-84,-93,-84,-84,-86,-85,-93,-90,-92,-86,-86,-86,-85,-87,-86,-86,-89,-87,-87,-87,322,-87.58620689655173,-87.0,-86.0,2.7528344671201816
HDOK,PLOK,17472,6,6,-89,7,10,2,29,-94,-87,-88,-87,-95,-89,-87,-87,-89,-87,-88,-88,-87,-87,-88,-88,-95,-93,-87,-87,-87,-87,-91,-87,-89,-93,-90,-89,-91,322,-89.03448275862068,-88.0,-87.0,2.625850340136054
HDOK,PLOK,17472,7,7,-89,7,10,2,29,-93,-87,-88,-88,-97,-89,-87,-87,-89,-87,-88,-88,-87,-88,-88,-88,-95,-93,-87,-87,-87,-87,-91,-87,-90,-94,-91,-89,-91,322,-89.24137931034483,-88.0,-87.0,2.7120181405895685
HDOK,PLOK,17472,8,8,-88,8,10,2,29,-95,-95,-95,-95,-101,-94,-91,-90,-90,-88,-88,-87,-87,-86,-85,-86,-93,-89,-85,-85,-85,-85,-89,-86,-90,-94,-90,-89,-89,322,-89.72413793103448,-89.0,-85.0,7.650793650793652
HDOK,PLOK,17472,9,9,-91,8,10,2,29,-95,-88,-89,-88,-95,-89,-88,-87,-87,-86,-88,-87,-87,-88,-88,-89,-95,-97,-90,-91,-92,-92,-95,-93,-92,-97,-92,-89,-92,322,-90.55172413793103,-89.0,-88.0,5.5147392290249435
HDOK,PLOK,17472,10,10,-90,9,10,2,29,-89,-89,-89,-89,-95,-89,-89,-88,-90,-89,-89,-88,-90,-88,-89,-89,-97,-92,-89,-89,-89,-89,-95,-88,-94,-97,-93,-91,-89,322,-90.37931034482759,-89.0,-89.0,2.0861678004535147
