hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-88,8,10,2,29,-90,-85,-86,-86,-94,-87,-86,-86,-87,-85,-86,-86,-86,-86,-86,-87,-92,-93,-86,-86,-86,-86,-88,-85,-86,-89,-87,-86,-86,312,-87.06896551724138,-86.0,-86.0,0.6258503401360542
HDOK,PLOK,17472,2,2,-88,7,10,2,29,-93,-86,-86,-86,-93,-86,-86,-86,-87,-86,-86,-89,-87,-86,-86,-86,-94,-89,-86,-86,-86,-86,-91,-86,-93,-93,-89,-87,-85,312,-87.79310344827586,-86.0,-86.0,3.6462585034013597
HDOK,PLOK,17472,3,3,-86,8,10,2,29,-89,-84,-84,-84,-93,-85,-83,-83,-85,-84,-84,-84,-84,-84,-84,-85,-93,-89,-85,-84,-84,-84,-88,-84,-84,-89,-87,-85,-88,312,-85.62068965517241,-84.0,-84.0,2.380952380952381
HDOK,PLOK,17472,4,4,-87,8,10,2,29,-91,-85,-85,-85,-93,-86,-85,-85,-86,-85,-85,-85,-85,-85,-85,-86,-93,-89,-85,-85,-85,-85,-89,-85,-87,-92,-88,-86,-88,312,-86.6896551724138,-85.0,-85.0,1.854875283446712
HDOK,PLOK,17472,5,5,-87,8,10,2,29,-90,-85,-86,-85,-93,-87,-86,-85,-86,-85,-86,-85,-85,-85,-85,-86,-92,-93,-85,-85,-85,-85,-87,-85,-86,-90,-87,-86,-86,312,-86.62068965517241,-86.0,-85.0,1.324263038548753
HDOK,PLOK,17472,6,6,-87,8,10,2,29,-91,-85,-86,-86,-91,-88,-87,-85,-86,-85,-88,-85,-85,-86,-85,-91,-90,-93,-85,-85,-86,-85,-87,-85,-85,-89,-87,-86,-91,312,-87.03448275862068,-86.0,-85.0,2.91156462585034
HDOK,PLOK,17472,7,7,-87,8,10,2,29,-90,-86,-85,-85,-94,-86,-85,-85,-87,-85,-85,-87,-86,-85,-85,-86,-93,-89,-86,-86,-85,-86,-89,-85,-89,-93,-88,-87,-85,312,-87.0,-86.0,-85.0,1.8412698412698412
HDOK,PLOK,17472,8,8,-87,8,10,2,29,-91,-85,-85,-85,-93,-86,-85,-85,-87,-85,-85,-86,-86,-85,-85,-86,-93,-89,-85,-85,-85,-85,-89,-85,-87,-91,-87,-86,-85,312,-86.62068965517241,-85.0,-85.0,1.5147392290249435
HDOK,PLOK,17472,9,9,-87,8,10,2,29,-89,-85,-85,-85,-93,-87,-86,-85,-86,-85,-86,-85,-85,-85,-85,-86,-91,-93,-85,-85,-85,-85,-87,-85,-85,-89,-87,-86,-89,312,-86.55172413793103,-85.0,-85.0,1.5147392290249435
HDOK,PLOK,17472,10,10,-86,8,10,2,29,-89,-83,-85,-84,-91,-86,-85,-83,-84,-83,-86,-84,-84,-84,-84,-86,-91,-91,-84,-84,-84,-84,-87,-84,-85,-89,-86,-85,-85,312,-85.51724137931035,-85.0,-84.0,1.619047619047619
HDOK,PLOK,17472,11,11,-87,8,10,2,29,-90,-86,-85,-85,-93,-86,-85,-86,-87,-85,-85,-93,-93,-85,-85,-86,-93,-88,-86,-89,-86,-89,-93,-85,-87,-93,-90,-88,-86,312,-87.86206896551724,-86.0,-85.0,5.673469387755101
HDOK,PLOK,17472,12,12,-87,8,10,2,29,-91,-86,-86,-86,-93,-88,-86,-85,-86,-85,-87,-86,-85,-86,-86,-87,-92,-93,-86,-85,-86,-85,-88,-85,-86,-89,-87,-86,-89,312,-87.10344827586206,-86.0,-86.0,1.2018140589569162
