hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-117,-2,10,2,29,-118,-117,-114,-114,-118,-117,-117,-114,-117,-115,-117,-119,-117,-116,-114,-115,-116,-116,-114,-116,-115,-116,-119,-115,-117,-117,-118,-115,-115,360,-116.13793103448276,-116.0,-117.0,1.0385487528344672
HDOK,PLOK,17472,2,2,-117,-2,10,2,29,-117,-113,-114,-114,-117,-117,-116,-116,-116,-113,-117,-114,-114,-118,-115,-115,-116,-118,-113,-115,-117,-115,-116,-116,-115,-116,-116,-116,-119,360,-115.65517241379311,-116.0,-116.0,0.8888888888888887
HDOK,PLOK,17472,3,3,-114,-1,10,2,29,-115,-114,-115,-116,-117,-115,-115,-115,-115,-116,-116,-115,-116,-118,-114,-117,-117,-117,-117,-114,-116,-114,-116,-117,-115,-117,-115,-115,-115,360,-115.65517241379311,-115.0,-115.0,0.603174603174603
HDOK,PLOK,17472,4,4,-114,-1,10,2,29,-119,-116,-115,-116,-118,-115,-115,-115,-116,-116,-115,-116,-114,-114,-115,-116,-117,-117,-114,-114,-116,-115,-116,-115,-113,-117,-116,-115,-115,360,-115.55172413793103,-115.0,-115.0,0.4399092970521543
HDOK,PLOK,17472,5,5,-117,-2,10,2,29,-116,-115,-115,-116,-117,-116,-116,-116,-117,-115,-115,-118,-116,-115,-115,-116,-119,-118,-117,-115,-118,-114,-118,-116,-117,-117,-117,-116,-116,360,-116.27586206896552,-116.0,-116.0,0.6303854875283447
HDOK,PLOK,17472,6,6,-117,-2,10,2,29,-117,-116,-117,-115,-117,-118,-117,-117,-115,-113,-116,-117,-116,-116,-116,-117,-116,-119,-116,-115,-116,-117,-116,-117,-115,-118,-117,-116,-116,360,-116.34482758620689,-116.0,-116.0,0.3310657596371882
HDOK,PLOK,17472,7,7,-119,-3,10,2,29,-117,-114,-117,-118,-119,-109,-117,-116,-115,-114,-118,-116,-116,-117,-116,-116,-117,-118,-116,-117,-118,-118,-117,-116,-116,-118,-117,-116,-117,360,-116.41379310344827,-117.0,-117.0,0.4897959183673468
HDOK,PLOK,17472,8,8,-118,-3,10,2,29,-117,-117,-116,-116,-118,-116,-117,-117,-115,-116,-118,-115,-117,-116,-117,-116,-117,-118,-116,-117,-115,-117,-117,-116,-115,-117,-117,-115,-118,360,-116.51724137931035,-117.0,-117.0,0.344671201814059
HDOK,PLOK,17472,9,9,-117,-2,10,2,29,-118,-115,-114,-114,-119,-114,-116,-115,-116,-115,-117,-118,-117,-115,-116,-115,-117,-116,-115,-117,-115,-117,-118,-117,-117,-118,-116,-117,-115,360,-116.17241379310344,-116.0,-117.0,0.8843537414965987
HDOK,PLOK,17472,10,10,-117,-2,10,2,29,-117,-116,-116,-115,-118,-118,-116,-116,-116,-116,-115,-118,-117,-116,-118,-116,-118,-117,-116,-116,-114,-115,-118,-116,-117,-118,-117,-117,-116,360,-116.51724137931035,-116.0,-116.0,0.530612244897959
