hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,32,32,-72,9,10,2,29,-76,-69,-71,-70,-77,-69,-71,-69,-70,-69,-71,-69,-69,-70,-69,-71,-77,-76,-70,-70,-70,-70,-74,-70,-72,-75,-74,-71,-70,point3,-71.34482758620689,-70.0,-70.0,2.6303854875283443
HDOK,PLOK,17472,33,33,-73,9,10,2,29,-76,-71,-71,-71,-79,-71,-71,-71,-73,-71,-71,-81,-76,-72,-72,-73,-81,-75,-74,-75,-72,-74,-79,-71,-73,-79,-76,-73,-71,point3,-73.89655172413794,-73.0,-71.0,4.680272108843538
HDOK,PLOK,17472,34,34,-72,7,10,2,29,-75,-69,-70,-71,-75,-69,-71,-69,-69,-69,-71,-69,-69,-70,-69,-71,-75,-76,-69,-69,-69,-69,-71,-69,-69,-72,-71,-69,-73,point3,-70.58620689655173,-69.0,-69.0,1.4285714285714286
HDOK,PLOK,17472,35,35,-72,6,10,2,29,-75,-69,-71,-70,-74,-69,-71,-69,-69,-69,-81,-69,-69,-70,-69,-75,-74,-77,-69,-69,-69,-69,-71,-69,-69,-71,-71,-69,-70,point3,-70.89655172413794,-69.0,-69.0,2.2766439909297045
HDOK,PLOK,17472,36,36,-71,7,10,2,29,-73,-67,-67,-67,-76,-67,-67,-68,-69,-68,-68,-73,-70,-69,-69,-69,-77,-71,-69,-70,-69,-70,-75,-68,-70,-76,-74,-70,-69,point3,-70.17241379310344,-69.0,-69.0,3.079365079365079
HDOK,PLOK,17472,37,37,-72,8,10,2,29,-76,-69,-70,-70,-77,-69,-69,-69,-71,-69,-70,-71,-70,-70,-70,-70,-79,-75,-70,-70,-70,-70,-76,-70,-79,-76,-74,-72,-70,point3,-71.75862068965517,-70.0,-70.0,4.408163265306122
HDOK,PLOK,17472,38,38,-74,8,10,2,29,-79,-72,-73,-72,-81,-72,-72,-72,-73,-72,-72,-74,-73,-72,-72,-73,-81,-76,-72,-73,-72,-73,-77,-72,-81,-79,-77,-75,-72,point3,-74.27586206896552,-73.0,-72.0,4.058956916099773
HDOK,PLOK,17472,39,39,-75,8,10,2,29,-74,-69,-70,-69,-77,-69,-70,-69,-70,-69,-70,-70,-70,-70,-71,-71,-79,-76,-72,-71,-72,-73,-77,-73,-79,-77,-76,-75,-76,point3,-72.55172413793103,-71.0,-70.0,6.058956916099773
HDOK,PLOK,17472,40,40,-74,9,10,2,29,-81,-74,-74,-74,-81,-73,-73,-73,-74,-73,-73,-74,-73,-72,-72,-73,-81,-76,-72,-72,-72,-72,-77,-71,-75,-77,-76,-74,-73,point3,-74.3103448275862,-73.0,-73.0,1.727891156462585
HDOK,PLOK,17472,41,41,-72,7,10,2,29,-76,-70,-70,-69,-76,-69,-70,-69,-71,-69,-70,-77,-77,-70,-69,-70,-77,-73,-70,-72,-70,-72,-77,-69,-71,-77,-75,-72,-69,point3,-71.93103448275862,-70.0,-70.0,5.8684807256235825
HDOK,PLOK,17472,42,42,-72,8,10,2,29,-76,-69,-70,-69,-77,-69,-71,-69,-70,-69,-70,-70,-70,-69,-69,-71,-77,-75,-69,-69,-70,-69,-74,-70,-72,-75,-73,-71,-69,point3,-71.06896551724138,-70.0,-69.0,2.8208616780045355
HDOK,PLOK,17472,43,43,-72,8,10,2,29,-70,-69,-70,-69,-77,-69,-69,-69,-71,-69,-70,-75,-71,-69,-69,-70,-77,-73,-70,-71,-70,-71,-77,-69,-71,-77,-75,-73,-71,point3,-71.41379310344827,-70.0,-69.0,3.10657596371882
HDOK,PLOK,17472,44,44,-73,9,10,2,29,-76,-70,-71,-70,-77,-70,-71,-70,-71,-70,-71,-71,-70,-70,-70,-71,-77,-76,-70,-70,-70,-70,-74,-70,-72,-76,-74,-71,-70,point3,-71.6896551724138,-71.0,-70.0,2.56235827664399
HDOK,PLOK,17472,45,45,-73,9,10,2,29,-77,-71,-71,-70,-79,-71,-70,-71,-72,-71,-71,-74,-71,-70,-70,-71,-77,-74,-71,-71,-71,-71,-77,-70,-81,-79,-75,-73,-72,point3,-72.82758620689656,-71.0,-71.0,3.9637188208616787
HDOK,PLOK,17472,46,46,-74,9,10,2,29,-75,-69,-70,-70,-77,-69,-70,-69,-71,-69,-69,-79,-73,-69,-70,-70,-79,-73,-71,-72,-71,-72,-79,-71,-80,-79,-79,-75,-73,point3,-72.86206896551724,-71.0,-69.0,8.712018140589569
HDOK,PLOK,17472,47,47,-73,9,10,2,29,-76,-69,-70,-70,-77,-69,-71,-69,-71,-70,-71,-71,-70,-70,-70,-71,-79,-76,-70,-71,-71,-71,-75,-71,-73,-75,-74,-72,-71,point3,-71.86206896551724,-71.0,-71.0,2.3310657596371875
HDOK,PLOK,17472,48,48,-72,7,10,2,29,-76,-70,-71,-71,-76,-70,-72,-69,-70,-69,-75,-69,-69,-70,-70,-79,-75,-77,-69,-69,-69,-69,-71,-68,-69,-71,-71,-69,-73,point3,-71.24137931034483,-70.0,-69.0,3.1882086167800443
HDOK,PLOK,17472,49,49,-72,7,10,2,29,-76,-69,-70,-69,-76,-69,-69,-69,-70,-69,-69,-72,-70,-69,-69,-70,-76,-73,-69,-70,-70,-70,-75,-69,-81,-77,-74,-71,-70,point3,-71.37931034482759,-70.0,-69.0,4.222222222222223
HDOK,PLOK,17472,50,50,-71,8,10,2,29,-75,-68,-69,-100,-75,-68,-68,-68,-70,-68,-68,-76,-69,-68,-68,-68,-75,-70,-69,-71,-68,-70,-75,-68,-69,-75,-74,-71,-68,point3,-71.34482758620689,-69.0,-68.0,6.140589569160997
