hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-118,-11,10,2,29,-108,-108,-110,-108,-109,-109,-109,-109,-110,-109,-109,-108,-109,-108,-109,-111,-110,-110,-109,-108,-109,-109,-111,-109,-109,-110,-110,-109,-109,302,-109.13793103448276,-109.0,-109.0,0.27664399092970526
HDOK,PLOK,17472,2,2,-119,-11,10,2,29,-112,-111,-110,-110,-111,-110,-110,-110,-110,-111,-109,-111,-109,-109,-109,-101,-110,-109,-109,-111,-110,-109,-110,-110,-110,-111,-109,-111,-111,302,-109.75862068965517,-110.0,-110.0,0.47619047619047616
HDOK,PLOK,17472,3,3,-117,-9,10,2,29,-110,-108,-107,-109,-111,-108,-109,-109,-110,-111,-109,-110,-110,-110,-109,-110,-110,-110,-109,-107,-108,-109,-110,-109,-108,-110,-110,-109,-107,302,-109.17241379310344,-109.0,-110.0,0.489795918367347
HDOK,PLOK,17472,4,4,-117,-9,10,2,29,-110,-110,-110,-110,-112,-109,-111,-107,-109,-109,-109,-110,-111,-111,-110,-110,-111,-109,-109,-111,-109,-111,-110,-110,-110,-107,-110,-109,-110,302,-109.79310344827586,-110.0,-110.0,0.40816326530612246
HDOK,PLOK,17472,5,5,-116,-7,10,2,29,-112,-111,-110,-112,-111,-111,-108,-110,-111,-111,-113,-108,-112,-111,-112,-109,-112,-107,-110,-111,-110,-112,-112,-109,-110,-112,-111,-110,-112,302,-110.6896551724138,-111.0,-112.0,0.7528344671201814
HDOK,PLOK,17472,6,6,-117,-9,10,2,29,-107,-109,-110,-109,-110,-107,-109,-110,-111,-108,-112,-110,-110,-110,-109,-109,-110,-110,-110,-109,-111,-109,-110,-111,-110,-111,-109,-110,-111,302,-109.6896551724138,-110.0,-110.0,0.3718820861678005
HDOK,PLOK,17472,7,7,-118,-10,10,2,29,-110,-111,-109,-109,-111,-111,-108,-109,-110,-108,-110,-108,-111,-109,-110,-109,-110,-110,-108,-111,-111,-111,-110,-111,-111,-109,-111,-108,-110,302,-109.79310344827586,-110.0,-111.0,0.7528344671201814
HDOK,PLOK,17472,8,8,-116,-9,10,2,29,-111,-109,-108,-109,-107,-110,-109,-109,-110,-109,-109,-109,-108,-110,-109,-108,-110,-109,-109,-110,-109,-110,-109,-110,-109,-109,-109,-108,-108,302,-109.06896551724138,-109.0,-109.0,0.27664399092970526
HDOK,PLOK,17472,9,9,-118,-11,10,2,29,-110,-111,-110,-111,-109,-109,-110,-109,-109,-109,-109,-108,-108,-109,-108,-109,-109,-111,-111,-108,-110,-110,-109,-110,-112,-111,-108,-111,-112,302,-109.65517241379311,-109.0,-109.0,0.7120181405895691
HDOK,PLOK,17472,10,10,-117,-10,10,2,29,-110,-108,-110,-108,-110,-108,-110,-110,-112,-111,-110,-109,-111,-109,-110,-111,-111,-112,-110,-110,-110,-110,-110,-110,-111,-109,-109,-110,-108,302,-109.89655172413794,-110.0,-110.0,0.33106575963718826
