hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-86,9,10,2,29,-89,-84,-84,-83,-93,-85,-83,-83,-84,-83,-83,-83,-83,-83,-83,-84,-91,-89,-83,-83,-84,-83,-88,-84,-84,-89,-87,-85,-83,344,-84.93103448275862,-84.0,-83.0,2.8480725623582765
HDOK,PLOK,17472,2,2,-87,8,10,2,29,-89,-83,-84,-83,-93,-86,-84,-84,-85,-84,-86,-85,-85,-85,-85,-87,-92,-93,-86,-86,-86,-85,-88,-85,-86,-89,-87,-85,-89,344,-86.37931034482759,-86.0,-85.0,1.8956916099773242
HDOK,PLOK,17472,3,3,-88,7,10,2,29,-91,-85,-86,-85,-93,-87,-86,-85,-86,-86,-86,-86,-86,-86,-86,-87,-92,-93,-86,-86,-87,-86,-89,-87,-87,-90,-88,-87,-91,344,-87.44827586206897,-86.0,-86.0,1.9501133786848068
HDOK,PLOK,17472,4,4,-90,9,10,2,29,-94,-88,-89,-88,-95,-90,-89,-88,-89,-88,-90,-88,-88,-89,-88,-90,-94,-97,-88,-89,-89,-88,-91,-89,-89,-93,-90,-89,-89,344,-89.86206896551724,-89.0,-89.0,1.3242630385487528
HDOK,PLOK,17472,5,5,-89,6,10,2,29,-93,-89,-88,-87,-93,-88,-87,-87,-89,-87,-88,-99,-92,-88,-88,-88,-95,-91,-88,-89,-88,-88,-94,-88,-93,-95,-92,-89,-89,344,-90.0,-89.0,-88.0,3.5827664399092973
HDOK,PLOK,17472,6,6,-89,9,10,2,29,-94,-88,-89,-91,-93,-92,-90,-89,-88,-87,-97,-88,-87,-89,-88,-90,-92,-97,-88,-88,-89,-88,-89,-89,-88,-91,-89,-89,-89,344,-89.86206896551724,-89.0,-89.0,1.5374149659863945
HDOK,PLOK,17472,7,7,-87,8,10,2,29,-91,-85,-85,-85,-93,-86,-85,-85,-85,-84,-85,-85,-85,-85,-85,-86,-92,-91,-87,-86,-86,-86,-89,-87,-87,-91,-88,-87,-87,344,-86.86206896551724,-86.0,-85.0,2.317460317460317
HDOK,PLOK,17472,8,8,-87,9,10,2,29,-89,-83,-83,-83,-93,-84,-83,-83,-85,-83,-83,-85,-84,-83,-83,-84,-93,-88,-84,-84,-84,-84,-88,-84,-89,-91,-87,-85,-87,344,-85.48275862068965,-84.0,-83.0,3.2970521541950113
HDOK,PLOK,17472,9,9,-87,8,10,2,29,-94,-88,-89,-88,-97,-89,-89,-88,-89,-87,-89,-88,-87,-88,-87,-88,-93,-93,-87,-86,-86,-86,-88,-85,-85,-89,-86,-85,-84,344,-88.20689655172414,-88.0,-88.0,1.1564625850340133
HDOK,PLOK,17472,10,10,-86,9,10,2,29,-90,-85,-86,-85,-93,-87,-85,-85,-85,-84,-85,-85,-84,-84,-83,-85,-91,-89,-83,-83,-83,-83,-87,-83,-85,-91,-86,-85,-87,344,-85.75862068965517,-85.0,-85.0,1.8956916099773242
