hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,23,23,-55,7,8,2,19,-51,-57,-53,-52,-57,-51,-51,-51,-53,-55,-51,-55,-52,-52,-53,-52,-52,-51,-51,1m,-52.63157894736842,-52.0,-51.0,0.5454545454545454
HDOK,PLOK,17472,24,24,-55,8,8,2,19,-51,-52,-51,-51,-51,-52,-55,-51,-55,-55,-52,-55,-51,-51,-57,-55,-51,-51,-53,1m,-52.63157894736842,-52.0,-51.0,2.148760330578512
HDOK,PLOK,17472,25,25,-55,8,8,2,19,-51,-57,-52,-51,-55,-51,-52,-51,-52,-55,-51,-57,-51,-51,-55,-52,-51,-52,-51,1m,-52.526315789473685,-52.0,-51.0,1.2396694214876032
HDOK,PLOK,17472,26,26,-55,8,8,2,19,-51,-52,-57,-55,-55,-53,-51,-51,-51,-51,-53,-51,-57,-52,-51,-57,-51,-55,-57,1m,-53.21052631578947,-52.0,-51.0,2.59504132231405
HDOK,PLOK,17472,27,27,-55,8,8,2,19,-52,-52,-51,-51,-52,-51,-55,-52,-55,-57,-51,-57,-51,-51,-57,-52,-51,-51,-57,1m,-52.94736842105263,-52.0,-51.0,1.9669421487603302
HDOK,PLOK,17472,28,28,-55,8,8,2,19,-51,-52,-51,-51,-51,-52,-57,-51,-53,-53,-51,-53,-51,-51,-53,-51,-51,-51,-51,1m,-51.8421052631579,-51.0,-51.0,0.41322314049586767
HDOK,PLOK,17472,29,29,-55,8,8,2,19,-52,-55,-55,-52,-57,-51,-51,-50,-60,-52,-51,-52,-52,-51,-51,-53,-52,-52,-50,1m,-52.578947368421055,-52.0,-52.0,0.3305785123966942
HDOK,PLOK,17472,30,30,-55,8,8,2,19,-51,-57,-51,-51,-53,-50,-52,-52,-53,-57,-50,-57,-51,-51,-55,-51,-51,-51,-51,1m,-52.36842105263158,-51.0,-51.0,0.6115702479338844
HDOK,PLOK,17472,31,31,-55,8,8,2,19,-51,-53,-51,-51,-52,-51,-53,-53,-55,-57,-51,-57,-51,-51,-57,-51,-51,-51,-55,1m,-52.73684210526316,-51.0,-51.0,1.6363636363636365
HDOK,PLOK,17472,32,32,-54,8,8,2,19,-51,-57,-53,-51,-53,-51,-52,-58,-53,-57,-51,-55,-52,-51,-55,-51,-51,-51,-53,1m,-52.94736842105263,-52.0,-51.0,1.471074380165289
HDOK,PLOK,17472,33,33,-55,8,8,2,19,-51,-55,-55,-52,-57,-51,-51,-51,-55,-53,-51,-53,-52,-51,-52,-53,-49,-53,-51,1m,-52.421052631578945,-52.0,-51.0,0.7272727272727273
HDOK,PLOK,17472,34,34,-55,8,8,2,19,-51,-53,-52,-51,-52,-51,-53,-53,-55,-57,-51,-57,-51,-51,-57,-51,-51,-51,-51,1m,-52.578947368421055,-51.0,-51.0,0.743801652892562
HDOK,PLOK,17472,35,35,-55,7,8,2,19,-51,-51,-53,-57,-51,-55,-51,-51,-51,-50,-55,-50,-57,-55,-51,-57,-51,-53,-51,1m,-52.68421052631579,-51.0,-51.0,2.4462809917355375
HDOK,PLOK,17472,36,36,-54,7,8,2,19,-51,-57,-55,-52,-55,-51,-51,-51,-51,-55,-51,-55,-52,-51,-53,-51,-51,-51,-51,1m,-52.36842105263158,-51.0,-51.0,1.471074380165289
HDOK,PLOK,17472,37,37,-56,8,8,2,19,-53,-57,-53,-53,-54,-52,-54,-55,-55,-58,-53,-58,-53,-53,-57,-53,-53,-53,-57,1m,-54.421052631578945,-53.0,-53.0,1.5371900826446279
HDOK,PLOK,17472,38,38,-57,7,8,2,19,-54,-59,-58,-54,-59,-53,-53,-53,-58,-56,-53,-56,-55,-54,-55,-56,-58,-55,-56,1m,-55.526315789473685,-55.0,-56.0,1.322314049586777
HDOK,PLOK,17472,39,39,-57,7,8,2,19,-55,-58,-58,-55,-59,-54,-53,-53,-57,-56,-53,-56,-55,-54,-55,-56,-58,-56,-53,1m,-55.473684210526315,-55.0,-56.0,0.7768595041322314
HDOK,PLOK,17472,40,40,-58,8,8,2,19,-54,-55,-58,-57,-58,-54,-53,-53,-53,-54,-54,-54,-57,-54,-54,-58,-53,-57,-53,1m,-54.89473684210526,-54.0,-54.0,1.5206611570247934
HDOK,PLOK,17472,41,41,-57,8,8,2,19,-54,-57,-58,-55,-59,-53,-53,-53,-55,-56,-53,-55,-55,-54,-55,-56,-58,-55,-57,1m,-55.31578947368421,-55.0,-55.0,0.6942148760330578
HDOK,PLOK,17472,42,42,-57,8,8,2,19,-54,-59,-57,-54,-57,-53,-55,-54,-54,-58,-54,-59,-54,-55,-58,-54,-54,-54,-59,1m,-55.578947368421055,-54.0,-54.0,2.0826446280991737
HDOK,PLOK,17472,43,43,-59,8,8,2,19,-57,-57,-56,-56,-56,-57,-61,-56,-61,-59,-57,-59,-56,-56,-61,-59,-56,-56,-56,1m,-57.473684210526315,-57.0,-56.0,1.1735537190082643
HDOK,PLOK,17472,44,44,-59,8,8,2,19,-56,-61,-61,-57,-61,-56,-56,-56,-61,-59,-56,-58,-57,-57,-58,-58,-59,-57,-56,1m,-57.89473684210526,-57.0,-56.0,0.9752066115702479
HDOK,PLOK,17472,45,45,-59,8,8,2,19,-57,-63,-59,-57,-61,-56,-57,-57,-58,-61,-56,-61,-57,-57,-59,-58,-58,-57,-56,1m,-58.1578947368421,-57.0,-57.0,0.5950413223140496
HDOK,PLOK,17472,46,46,-60,8,8,2,19,-57,-59,-57,-56,-57,-56,-58,-59,-59,-61,-56,-61,-56,-56,-61,-57,-56,-56,-61,1m,-57.8421052631579,-57.0,-56.0,1.322314049586777
HDOK,PLOK,17472,47,47,-59,8,8,2,19,-56,-57,-56,-56,-57,-59,-61,-56,-59,-59,-57,-59,-56,-56,-59,-57,-56,-56,-56,1m,-57.26315789473684,-57.0,-56.0,1.1735537190082643
HDOK,PLOK,17472,48,48,-59,8,8,2,19,-57,-61,-61,-59,-63,-58,-58,-57,-59,-59,-57,-58,-58,-57,-57,-58,-57,-57,-54,1m,-58.1578947368421,-58.0,-57.0,0.512396694214876
HDOK,PLOK,17472,49,49,-59,8,8,2,19,-58,-63,-61,-58,-63,-57,-57,-57,-61,-59,-57,-58,-58,-57,-58,-58,-53,-57,-57,1m,-58.26315789473684,-58.0,-57.0,0.38016528925619836
HDOK,PLOK,17472,50,50,-58,8,8,2,19,-56,-57,-56,-56,-56,-56,-61,-56,-59,-59,-62,-61,-55,-55,-61,-59,-55,-56,-56,1m,-57.473684210526315,-56.0,-56.0,1.7190082644628104
HDOK,PLOK,17472,51,51,-60,8,8,2,19,-57,-58,-57,-56,-57,-57,-61,-57,-61,-61,-57,-61,-56,-56,-61,-55,-56,-57,-63,1m,-58.10526315789474,-57.0,-57.0,2.5619834710743796
HDOK,PLOK,17472,52,52,-60,8,8,2,19,-57,-57,-63,-61,-59,-59,-56,-56,-56,-56,-59,-57,-63,-58,-57,-61,-57,-63,-57,1m,-58.526315789473685,-57.0,-57.0,1.6363636363636365
HDOK,PLOK,17472,53,53,-59,8,8,2,19,-56,-56,-55,-56,-56,-59,-61,-56,-59,-58,-55,-58,-55,-55,-59,-55,-55,-57,-61,1m,-56.94736842105263,-56.0,-55.0,1.5206611570247934
HDOK,PLOK,17472,54,54,-59,8,8,2,19,-56,-61,-58,-57,-61,-56,-56,-56,-53,-58,-56,-58,-57,-56,-57,-58,-53,-57,-57,1m,-56.89473684210526,-57.0,-56.0,0.512396694214876
HDOK,PLOK,17472,55,55,-60,7,8,2,19,-57,-58,-57,-56,-57,-57,-61,-57,-61,-59,-58,-61,-56,-56,-61,-59,-56,-57,-58,1m,-58.0,-57.0,-57.0,0.5950413223140496
HDOK,PLOK,17472,56,56,-55,7,8,2,19,-51,-52,-57,-57,-53,-54,-51,-51,-51,-52,-54,-51,-58,-53,-51,-57,-51,-58,-52,1m,-53.36842105263158,-52.0,-51.0,2.925619834710744
HDOK,PLOK,17472,57,57,-56,7,8,2,19,-52,-53,-57,-55,-57,-53,-52,-51,-52,-52,-53,-52,-56,-53,-52,-57,-52,-55,-53,1m,-53.526315789473685,-53.0,-52.0,1.0909090909090908
HDOK,PLOK,17472,58,58,-56,8,8,2,19,-51,-53,-51,-51,-52,-52,-57,-52,-56,-56,-52,-56,-51,-51,-57,-56,-51,-52,-54,1m,-53.21052631578947,-52.0,-51.0,2.8760330578512394
HDOK,PLOK,17472,59,59,-54,8,8,2,19,-49,-53,-49,-49,-51,-49,-52,-53,-53,-55,-49,-55,-50,-50,-55,-51,-50,-51,-49,1m,-51.21052631578947,-51.0,-49.0,1.7851239669421488
HDOK,PLOK,17472,60,60,-55,8,8,2,19,-51,-52,-51,-51,-51,-52,-55,-51,-57,-55,-51,-55,-51,-51,-57,-55,-51,-51,-57,1m,-52.89473684210526,-51.0,-51.0,2.925619834710744
HDOK,PLOK,17472,61,61,-55,8,8,2,19,-51,-57,-55,-52,-57,-51,-52,-51,-55,-55,-52,-55,-52,-52,-53,-53,-55,-53,-55,1m,-53.473684210526315,-53.0,-55.0,1.6859504132231407
HDOK,PLOK,17472,62,62,-55,8,8,2,19,-51,-57,-52,-52,-55,-51,-52,-51,-52,-55,-51,-55,-52,-52,-55,-52,-52,-52,-51,1m,-52.63157894736842,-52.0,-52.0,0.8760330578512395
HDOK,PLOK,17472,63,63,-55,7,8,2,19,-51,-52,-51,-51,-51,-53,-57,-51,-55,-55,-52,-55,-51,-51,-55,-52,-51,-53,-52,1m,-52.578947368421055,-52.0,-51.0,1.355371900826446
HDOK,PLOK,17472,64,64,-55,8,8,2,19,-52,-52,-55,-57,-53,-53,-51,-51,-51,-51,-53,-52,-57,-52,-52,-57,-51,-57,-52,1m,-53.10526315789474,-52.0,-52.0,0.975206611570248
HDOK,PLOK,17472,65,65,-56,7,8,2,19,-53,-53,-52,-52,-53,-53,-57,-52,-57,-56,-52,-56,-51,-51,-57,-56,-51,-52,-51,1m,-53.421052631578945,-53.0,-52.0,2.0826446280991737
HDOK,PLOK,17472,66,66,-56,8,8,2,19,-52,-53,-57,-55,-57,-52,-52,-51,-52,-53,-53,-53,-55,-53,-53,-56,-53,-55,-58,1m,-53.8421052631579,-53.0,-53.0,0.9752066115702479
HDOK,PLOK,17472,67,67,-55,8,8,2,19,-51,-51,-55,-57,-53,-55,-51,-51,-51,-51,-55,-51,-57,-52,-52,-57,-51,-57,-51,1m,-53.10526315789474,-52.0,-51.0,2.7933884297520666
HDOK,PLOK,17472,68,68,-55,8,8,2,19,-52,-52,-52,-51,-52,-53,-57,-51,-55,-55,-52,-55,-51,-51,-55,-52,-51,-53,-51,1m,-52.68421052631579,-52.0,-52.0,1.1074380165289255
HDOK,PLOK,17472,69,69,-55,8,8,2,19,-52,-55,-57,-53,-57,-52,-51,-51,-52,-52,-51,-52,-53,-52,-52,-55,-52,-53,-51,1m,-52.78947368421053,-52.0,-52.0,0.1983471074380165
HDOK,PLOK,17472,70,70,-55,8,8,2,19,-52,-55,-53,-51,-53,-51,-53,-55,-55,-57,-51,-57,-51,-51,-57,-52,-51,-52,-51,1m,-53.05263157894737,-52.0,-51.0,1.884297520661157
HDOK,PLOK,17472,71,71,-55,7,8,2,19,-53,-57,-53,-52,-55,-52,-53,-58,-53,-57,-52,-57,-52,-52,-57,-52,-52,-52,-56,1m,-53.94736842105263,-53.0,-52.0,2.7933884297520666
HDOK,PLOK,17472,72,72,-55,7,8,2,19,-52,-52,-53,-57,-53,-53,-51,-51,-51,-51,-53,-51,-57,-52,-51,-57,-51,-57,-52,1m,-52.89473684210526,-52.0,-51.0,0.628099173553719
HDOK,PLOK,17472,73,73,-55,8,8,2,19,-52,-52,-52,-52,-51,-55,-57,-52,-55,-53,-52,-53,-51,-51,-55,-52,-52,-52,-53,1m,-52.73684210526316,-52.0,-52.0,0.1983471074380165
HDOK,PLOK,17472,74,74,-55,8,8,2,19,-52,-57,-57,-52,-57,-51,-52,-51,-53,-55,-51,-55,-52,-52,-53,-52,-53,-52,-51,1m,-53.05263157894737,-52.0,-52.0,0.7933884297520662
HDOK,PLOK,17472,75,75,-56,8,8,2,19,-51,-57,-53,-51,-55,-51,-52,-52,-52,-57,-52,-57,-52,-51,-55,-52,-52,-52,-52,1m,-52.94736842105263,-52.0,-52.0,0.7768595041322315
HDOK,PLOK,17472,76,76,-55,8,8,2,19,-51,-53,-52,-51,-52,-51,-55,-53,-55,-57,-51,-57,-51,-51,-57,-52,-51,-52,-57,1m,-53.10526315789474,-52.0,-51.0,1.884297520661157
HDOK,PLOK,17472,77,77,-56,8,8,2,19,-52,-57,-53,-52,-55,-51,-53,-52,-53,-57,-51,-57,-52,-52,-57,-52,-52,-52,-53,1m,-53.31578947368421,-52.0,-52.0,0.7768595041322314
HDOK,PLOK,17472,78,78,-56,8,8,2,19,-52,-58,-55,-52,-56,-52,-53,-53,-53,-58,-52,-57,-53,-53,-56,-54,-53,-54,-53,1m,-54.05263157894737,-53.0,-53.0,0.9586776859504134
HDOK,PLOK,17472,79,79,-59,8,8,2,19,-56,-57,-56,-56,-56,-59,-63,-56,-59,-58,-56,-58,-56,-56,-59,-56,-55,-56,-56,1m,-57.05263157894737,-56.0,-56.0,0.6115702479338844
HDOK,PLOK,17472,80,80,-59,8,8,2,19,-54,-54,-53,-53,-54,-56,-59,-53,-58,-57,-54,-57,-54,-55,-58,-56,-55,-55,-56,1m,-55.31578947368421,-55.0,-54.0,0.9917355371900826
