hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-86,8,8,2,19,-85,-91,-87,-85,-88,-84,-85,-85,-85,-89,-84,-88,-85,-84,-88,-84,-83,-84,-86,318,-85.78947368421052,-85.0,-85.0,1.322314049586777
HDOK,PLOK,17472,2,2,-90,8,8,2,19,-93,-93,-95,-95,-95,-92,-90,-90,-90,-90,-91,-90,-93,-90,-89,-94,-89,-91,-89,318,-91.52631578947368,-91.0,-90.0,1.603305785123967
HDOK,PLOK,17472,3,3,-87,7,8,2,19,-86,-89,-85,-84,-86,-85,-88,-89,-89,-91,-85,-91,-85,-85,-91,-88,-85,-85,-85,318,-86.94736842105263,-86.0,-85.0,2.6115702479338845
HDOK,PLOK,17472,4,4,-88,7,8,2,19,-87,-91,-93,-88,-93,-87,-87,-87,-88,-89,-87,-89,-88,-87,-88,-88,-91,-87,-87,318,-88.52631578947368,-88.0,-87.0,0.512396694214876
HDOK,PLOK,17472,5,5,-87,8,8,2,19,-87,-86,-89,-91,-87,-89,-86,-86,-86,-85,-89,-85,-93,-87,-86,-91,-86,-91,-87,318,-87.73684210526316,-87.0,-86.0,1.421487603305785
HDOK,PLOK,17472,6,6,-86,8,8,2,19,-85,-89,-87,-85,-87,-85,-87,-87,-87,-91,-84,-91,-84,-84,-89,-85,-84,-84,-84,318,-86.26315789473684,-85.0,-84.0,1.471074380165289
HDOK,PLFL,17472,7,6,-91,3,8,2,19,-88,-91,-94,-91,-94,-90,-89,-89,-90,-90,-90,-90,-91,-90,-90,-94,-91,-90,-89,318,-90.57894736842105,-90.0,-90.0,0.1983471074380165
HDOK,PLOK,17472,8,7,-84,7,8,2,19,-83,-87,-85,-84,-88,-83,-83,-83,-87,-85,-83,-85,-83,-83,-84,-84,-84,-84,-88,318,-84.52631578947368,-84.0,-83.0,0.5454545454545454
HDOK,PLOK,17472,9,8,-87,8,8,2,19,-85,-89,-87,-86,-89,-85,-85,-85,-88,-89,-85,-89,-86,-86,-89,-86,-86,-85,-86,318,-86.63157894736842,-86.0,-86.0,1.322314049586777
HDOK,PLOK,17472,10,9,-92,8,8,2,19,-93,-97,-92,-93,-94,-91,-93,-94,-93,-97,-91,-97,-91,-90,-95,-91,-90,-91,-91,318,-92.84210526315789,-93.0,-91.0,1.3223140495867771
HDOK,PLOK,17472,11,10,-93,8,8,2,19,-94,-99,-94,-94,-95,-93,-95,-97,-97,-99,-93,-99,-93,-92,-99,-93,-92,-92,-91,318,-94.78947368421052,-94.0,-99.0,2.0495867768595035
HDOK,PLOK,17472,12,11,-95,7,8,2,19,-95,-95,-100,-100,-96,-97,-95,-95,-94,-94,-96,-94,-99,-95,-93,-100,-93,-98,-94,318,-95.94736842105263,-95.0,-95.0,1.3388429752066118
HDOK,PLOK,17472,13,12,-90,7,8,2,19,-90,-92,-90,-89,-90,-89,-92,-90,-94,-94,-89,-94,-89,-89,-95,-90,-89,-89,-89,318,-90.6842105263158,-90.0,-89.0,1.0909090909090908
HDOK,PLOK,17472,14,13,-88,7,8,2,19,-88,-87,-93,-93,-88,-89,-87,-87,-87,-87,-89,-86,-93,-87,-86,-93,-86,-91,-87,318,-88.63157894736842,-87.0,-87.0,1.5371900826446279
HDOK,PLOK,17472,15,14,-88,8,8,2,19,-87,-91,-93,-89,-93,-87,-87,-87,-95,-89,-88,-89,-89,-88,-88,-89,-91,-88,-87,318,-89.21052631578948,-89.0,-89.0,0.9586776859504131
HDOK,PLOK,17472,16,15,-87,8,8,2,19,-86,-89,-87,-87,-91,-85,-85,-85,-89,-88,-86,-88,-87,-86,-87,-87,-82,-86,-85,318,-86.63157894736842,-87.0,-87.0,0.6115702479338843
HDOK,PLOK,17472,17,16,-88,8,8,2,19,-87,-91,-87,-87,-88,-86,-88,-89,-89,-93,-86,-93,-87,-87,-91,-87,-86,-86,-86,318,-88.10526315789474,-87.0,-87.0,0.793388429752066
HDOK,PLOK,17472,18,17,-87,7,8,2,19,-86,-86,-85,-85,-86,-94,-91,-85,-89,-88,-84,-88,-85,-85,-89,-85,-86,-86,-85,318,-86.73684210526316,-86.0,-85.0,1.0909090909090908
HDOK,PLOK,17472,19,18,-87,8,8,2,19,-86,-86,-89,-91,-87,-88,-85,-86,-85,-86,-87,-85,-91,-86,-85,-91,-85,-89,-85,318,-87.0,-86.0,-85.0,1.3388429752066118
HDOK,PLOK,17472,20,19,-87,7,8,2,19,-85,-87,-89,-88,-91,-86,-85,-85,-86,-86,-86,-87,-87,-86,-86,-88,-88,-87,-94,318,-87.21052631578948,-87.0,-86.0,0.56198347107438
HDOK,PLOK,17472,21,20,-87,7,8,2,19,-85,-85,-83,-84,-84,-86,-89,-84,-88,-87,-85,-88,-84,-84,-88,-86,-84,-87,-89,318,-85.78947368421052,-85.0,-84.0,1.702479338842975
HDOK,PLOK,17472,22,21,-96,8,8,2,19,-97,-99,-96,-95,-97,-95,-99,-97,-100,-101,-95,-100,-95,-95,-100,-98,-94,-95,-94,318,-96.94736842105263,-97.0,-95.0,2.2314049586776856
HDOK,PLOK,17472,23,22,-87,7,8,2,19,-86,-87,-91,-89,-89,-86,-85,-86,-86,-86,-87,-86,-89,-87,-86,-89,-86,-88,-88,318,-87.21052631578948,-87.0,-86.0,0.9917355371900826
HDOK,PLOK,17472,24,23,-87,7,8,2,19,-85,-91,-89,-86,-89,-85,-86,-85,-85,-89,-85,-89,-85,-86,-88,-86,-85,-86,-87,318,-86.6842105263158,-86.0,-85.0,1.4710743801652895
HDOK,PLOK,17472,25,24,-92,8,8,2,19,-93,-92,-91,-92,-92,-91,-95,-91,-93,-92,-91,-93,-94,-94,-93,-91,-92,-91,-94,318,-92.36842105263158,-92.0,-91.0,0.512396694214876
HDOK,PLOK,17472,26,25,-90,7,8,2,19,-89,-93,-95,-90,-95,-89,-89,-89,-93,-92,-89,-92,-90,-89,-91,-91,-91,-90,-89,318,-90.84210526315789,-90.0,-89.0,1.1404958677685952
HDOK,PLOK,17472,27,26,-94,7,8,2,19,-93,-93,-93,-93,-93,-97,-99,-93,-95,-95,-93,-95,-93,-94,-95,-94,-93,-93,-94,318,-94.10526315789474,-93.0,-93.0,0.5950413223140495
HDOK,PLOK,17472,28,27,-95,7,8,2,19,-95,-96,-99,-97,-99,-95,-94,-94,-94,-95,-95,-95,-97,-96,-94,-99,-95,-97,-96,318,-95.89473684210526,-95.0,-95.0,0.5950413223140495
HDOK,PLOK,17472,29,28,-88,8,8,2,19,-87,-91,-91,-88,-93,-87,-87,-87,-88,-91,-87,-89,-87,-87,-88,-88,-87,-87,-91,318,-88.47368421052632,-88.0,-87.0,1.355371900826446
HDOK,PLOK,17472,30,29,-89,8,8,2,19,-88,-91,-89,-88,-89,-87,-91,-87,-91,-94,-88,-94,-87,-87,-93,-88,-88,-87,-87,318,-89.15789473684211,-88.0,-87.0,1.702479338842975
HDOK,PLOK,17472,31,30,-90,8,8,2,19,-88,-93,-89,-88,-89,-88,-91,-91,-92,-94,-87,-93,-87,-87,-94,-95,-88,-89,-90,318,-90.15789473684211,-89.0,-88.0,2.694214876033058
HDOK,PLOK,17472,32,31,-96,7,8,2,19,-95,-96,-100,-98,-99,-96,-95,-95,-95,-96,-97,-96,-99,-98,-96,-100,-97,-100,-95,318,-97.0,-96.0,-96.0,1.2892561983471074
HDOK,PLOK,17472,33,32,-87,7,8,2,19,-88,-88,-87,-87,-87,-88,-93,-87,-89,-88,-86,-88,-87,-86,-88,-86,-85,-85,-85,318,-87.26315789473684,-87.0,-88.0,0.512396694214876
HDOK,PLOK,17472,34,33,-84,8,8,2,19,-87,-87,-85,-86,-85,-86,-89,-84,-86,-85,-83,-85,-83,-83,-85,-83,-82,-87,-82,318,-84.89473684210526,-85.0,-85.0,1.0578512396694215
HDOK,PLOK,17472,35,34,-94,7,8,2,19,-93,-97,-94,-94,-95,-93,-95,-97,-99,-99,-93,-100,-94,-94,-99,-94,-94,-94,-94,318,-95.36842105263158,-94.0,-94.0,1.2892561983471074
HDOK,PLOK,17472,36,35,-85,8,8,2,19,-83,-85,-88,-84,-88,-82,-82,-82,-83,-83,-83,-83,-84,-83,-83,-85,-85,-84,-83,318,-83.84210526315789,-83.0,-83.0,0.4297520661157025
HDOK,PLOK,17472,37,36,-85,8,8,2,19,-84,-85,-83,-84,-83,-84,-89,-83,-86,-85,-83,-85,-84,-84,-86,-83,-84,-83,-83,318,-84.26315789473684,-84.0,-83.0,0.4462809917355372
HDOK,PLOK,17472,38,37,-89,7,8,2,19,-87,-88,-88,-87,-88,-89,-93,-88,-91,-90,-88,-91,-87,-88,-92,-89,-87,-89,-93,318,-89.10526315789474,-88.0,-88.0,0.9256198347107436
HDOK,PLOK,17472,39,38,-95,7,8,2,19,-95,-96,-95,-95,-95,-95,-99,-95,-100,-99,-95,-100,-95,-95,-100,-98,-94,-95,-95,318,-96.36842105263158,-95.0,-95.0,1.8347107438016523
HDOK,PLOK,17472,40,39,-92,7,8,2,19,-92,-94,-95,-94,-97,-93,-92,-92,-93,-93,-93,-93,-94,-93,-92,-95,-93,-94,-92,318,-93.36842105263158,-93.0,-93.0,0.33057851239669417
HDOK,PLOK,17472,41,40,-93,7,8,2,19,-94,-92,-97,-99,-94,-97,-93,-93,-93,-92,-97,-93,-99,-97,-93,-97,-93,-99,-93,318,-95.0,-94.0,-93.0,3.3223140495867765
HDOK,PLOK,17472,42,41,-89,7,8,2,19,-89,-88,-93,-94,-89,-92,-89,-89,-88,-87,-92,-87,-93,-91,-87,-93,-88,-93,-89,318,-90.05263157894737,-89.0,-89.0,2.809917355371901
HDOK,PLOK,17472,43,42,-86,8,8,2,19,-84,-85,-84,-84,-84,-86,-89,-84,-87,-86,-83,-86,-84,-84,-87,-84,-83,-87,-89,318,-85.26315789473684,-84.0,-84.0,1.1735537190082643
HDOK,PLOK,17472,44,43,-88,8,8,2,19,-87,-87,-93,-93,-88,-89,-86,-87,-87,-87,-89,-86,-93,-87,-86,-93,-87,-93,-87,318,-88.6842105263158,-87.0,-87.0,3.090909090909091
HDOK,PLOK,17472,45,44,-85,8,8,2,19,-83,-86,-87,-85,-88,-84,-83,-83,-83,-84,-83,-84,-85,-83,-83,-86,-85,-85,-82,318,-84.3157894736842,-84.0,-83.0,0.7272727272727273
HDOK,PLOK,17472,46,45,-85,8,8,2,19,-85,-86,-84,-84,-85,-85,-89,-85,-89,-88,-86,-88,-84,-84,-89,-82,-84,-84,-84,318,-85.52631578947368,-85.0,-84.0,1.355371900826446
HDOK,PLOK,17472,47,46,-89,7,8,2,19,-88,-88,-91,-93,-88,-91,-87,-87,-87,-87,-91,-87,-93,-89,-88,-93,-88,-93,-88,318,-89.3157894736842,-88.0,-88.0,1.9669421487603307
HDOK,PLOK,17472,48,47,-102,5,8,2,19,-96,-103,-100,-100,-105,-102,-105,-106,-111,-112,-112,-111,-108,-106,-105,-104,-105,-101,-105,318,-105.10526315789474,-105.0,-105.0,2.264462809917355
HDOK,PLOK,17472,49,48,-86,8,8,2,19,-85,-84,-87,-89,-84,-88,-84,-84,-83,-83,-87,-83,-89,-88,-83,-88,-83,-89,-88,318,-85.73684210526316,-85.0,-83.0,3.504132231404958
HDOK,PLOK,17472,50,49,-87,8,8,2,19,-85,-91,-86,-85,-88,-85,-87,-87,-88,-91,-85,-91,-85,-85,-89,-85,-85,-85,-86,318,-86.78947368421052,-86.0,-85.0,1.3553719008264462
HDOK,PLOK,17472,51,50,-88,8,8,2,19,-87,-89,-87,-87,-88,-88,-93,-87,-91,-91,-88,-91,-87,-87,-93,-91,-88,-88,-88,318,-88.89473684210526,-88.0,-88.0,1.702479338842975
HDOK,PLOK,17472,52,51,-85,8,8,2,19,-84,-83,-83,-83,-83,-87,-88,-83,-86,-85,-83,-85,-83,-83,-86,-83,-83,-83,-87,318,-84.26315789473684,-83.0,-83.0,1.1074380165289257
HDOK,PLOK,17472,53,52,-84,8,8,2,19,-83,-83,-88,-88,-86,-85,-83,-83,-83,-83,-84,-83,-88,-83,-83,-88,-82,-87,-87,318,-84.73684210526316,-83.0,-83.0,2.5619834710743805
HDOK,PLOK,17472,54,53,-85,8,8,2,19,-83,-83,-88,-88,-85,-85,-83,-83,-83,-83,-85,-83,-88,-84,-83,-89,-83,-89,-90,318,-85.15789473684211,-84.0,-83.0,3.3388429752066116
HDOK,PLOK,17472,55,54,-87,7,8,2,19,-86,-87,-91,-89,-91,-87,-86,-86,-86,-86,-88,-86,-91,-87,-86,-93,-86,-91,-87,318,-87.89473684210526,-87.0,-86.0,2.198347107438016
