hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-96,7,8,2,19,-94,-95,-97,-100,-97,-97,-94,-95,-94,-95,-96,-94,-100,-95,-95,-100,-95,-98,-98,348,-96.26315789473684,-95.0,-95.0,1.1735537190082643
HDOK,PLOK,17472,2,2,-93,7,8,2,19,-94,-97,-94,-93,-94,-93,-95,-95,-97,-99,-93,-99,-93,-93,-99,-100,-93,-93,-95,348,-95.21052631578948,-94.0,-93.0,1.884297520661157
HDOK,PLOK,17472,3,3,-93,7,8,2,19,-94,-99,-95,-93,-95,-93,-95,-97,-97,-99,-93,-99,-93,-93,-99,-94,-93,-94,-93,348,-95.15789473684211,-94.0,-93.0,1.884297520661157
HDOK,PLOK,17472,4,4,-95,7,8,2,19,-94,-94,-93,-93,-93,-95,-99,-93,-96,-95,-94,-95,-94,-94,-95,-93,-94,-94,-100,348,-94.63157894736842,-94.0,-94.0,0.33057851239669417
HDOK,PLOK,17472,5,5,-94,7,8,2,19,-94,-94,-99,-99,-94,-97,-94,-95,-94,-93,-97,-94,-99,-95,-94,-99,-93,-99,-94,348,-95.63157894736842,-94.0,-94.0,2.694214876033058
HDOK,PLOK,17472,6,6,-95,7,8,2,19,-95,-99,-95,-95,-97,-93,-94,-94,-94,-99,-93,-99,-93,-95,-97,-94,-93,-93,-93,348,-95.0,-94.0,-93.0,1.15702479338843
HDOK,PLOK,17472,7,7,-94,7,8,2,19,-93,-94,-93,-92,-93,-93,-97,-93,-97,-97,-93,-97,-92,-92,-97,-91,-92,-93,-95,348,-93.89473684210526,-93.0,-93.0,1.702479338842975
HDOK,PLOK,17472,8,8,-88,7,8,2,19,-88,-89,-93,-92,-92,-89,-87,-87,-88,-88,-88,-88,-91,-89,-88,-91,-88,-89,-87,348,-89.05263157894737,-88.0,-88.0,0.7768595041322314
HDOK,PLOK,17472,9,9,-91,8,8,2,19,-90,-91,-95,-95,-94,-91,-89,-90,-90,-90,-91,-90,-93,-91,-90,-94,-90,-92,-90,348,-91.36842105263158,-91.0,-90.0,0.8760330578512397
HDOK,PLOK,17472,10,10,-91,7,8,2,19,-91,-95,-91,-90,-93,-90,-93,-95,-94,-95,-91,-97,-91,-90,-97,-91,-90,-91,-92,348,-92.47368421052632,-91.0,-91.0,1.9008264462809918
HDOK,PLOK,17472,11,11,-93,8,8,2,19,-92,-93,-97,-95,-93,-93,-91,-92,-92,-92,-93,-92,-95,-92,-92,-97,-92,-94,-89,348,-92.94736842105263,-92.0,-92.0,0.4297520661157025
HDOK,PLOK,17472,12,12,-92,8,8,2,19,-92,-92,-92,-91,-91,-93,-97,-91,-94,-93,-91,-93,-91,-92,-93,-91,-91,-95,-91,348,-92.3157894736842,-92.0,-91.0,0.628099173553719
HDOK,PLOK,17472,13,13,-91,8,8,2,19,-92,-94,-94,-93,-97,-91,-91,-91,-93,-92,-91,-92,-92,-92,-92,-93,-94,-91,-90,348,-92.36842105263158,-92.0,-92.0,0.4462809917355372
HDOK,PLOK,17472,14,14,-88,8,8,2,19,-87,-86,-91,-93,-87,-91,-87,-87,-86,-87,-91,-87,-93,-89,-87,-93,-87,-93,-88,348,-88.94736842105263,-87.0,-87.0,2.9586776859504127
HDOK,PLOK,17472,15,15,-94,7,8,2,19,-94,-99,-95,-93,-97,-93,-95,-95,-95,-99,-93,-98,-94,-93,-98,-94,-94,-93,-95,348,-95.10526315789474,-95.0,-95.0,0.9586776859504131
HDOK,PLOK,17472,16,16,-94,7,8,2,19,-94,-97,-94,-94,-94,-94,-97,-94,-99,-99,-94,-99,-94,-94,-99,-97,-93,-94,-99,348,-95.73684210526316,-94.0,-94.0,3.1074380165289255
HDOK,PLOK,17472,17,17,-94,7,8,2,19,-95,-100,-95,-95,-99,-94,-94,-94,-95,-99,-94,-98,-95,-94,-96,-95,-94,-94,-95,348,-95.52631578947368,-95.0,-95.0,0.33057851239669417
HDOK,PLOK,17472,18,18,-94,7,8,2,19,-94,-94,-99,-99,-95,-97,-93,-93,-93,-93,-95,-93,-99,-93,-93,-99,-93,-97,-93,348,-95.0,-94.0,-93.0,2.1983471074380168
HDOK,PLOK,17472,19,19,-99,7,8,2,19,-99,-98,-97,-98,-98,-99,-103,-98,-101,-101,-99,-101,-97,-98,-103,-100,-98,-98,-98,348,-99.15789473684211,-98.0,-98.0,0.9256198347107436
HDOK,PLOK,17472,20,20,-94,7,8,2,19,-95,-99,-99,-97,-100,-95,-95,-95,-101,-95,-95,-95,-95,-95,-94,-97,-97,-95,-99,348,-96.47368421052632,-95.0,-95.0,1.71900826446281
HDOK,PLOK,17472,21,21,-94,7,8,2,19,-95,-100,-97,-95,-98,-95,-95,-95,-96,-99,-94,-98,-94,-94,-98,-95,-93,-94,-95,348,-95.78947368421052,-95.0,-95.0,1.15702479338843
HDOK,PLFL,17472,22,21,-94,3,8,2,19,-93,-93,-95,-99,-93,-97,-93,-93,-92,-93,-95,-92,-99,-94,-93,-99,-93,-99,-93,348,-94.63157894736842,-93.0,-93.0,1.6033057851239674
HDOK,PLOK,17472,23,22,-89,8,8,2,19,-88,-90,-93,-90,-93,-88,-88,-87,-88,-89,-89,-89,-90,-89,-89,-92,-89,-91,-88,348,-89.47368421052632,-89.0,-89.0,0.4462809917355372
HDOK,PLOK,17472,24,23,-94,7,8,2,19,-95,-95,-95,-94,-94,-98,-100,-93,-96,-96,-94,-96,-94,-94,-97,-95,-93,-94,-95,348,-95.15789473684211,-95.0,-94.0,0.512396694214876
HDOK,PLOK,17472,25,24,-93,7,8,2,19,-87,-88,-91,-93,-90,-90,-88,-89,-89,-89,-91,-90,-95,-92,-91,-97,-93,-98,-96,348,-91.42105263157895,-91.0,-91.0,1.7851239669421488
HDOK,PLOK,17472,26,25,-92,8,8,2,19,-93,-93,-92,-92,-92,-92,-97,-91,-93,-93,-91,-93,-98,-93,-94,-92,-91,-92,-92,348,-92.84210526315789,-92.0,-92.0,0.2479338842975206
HDOK,PLOK,17472,27,26,-93,7,8,2,19,-93,-99,-95,-93,-95,-92,-94,-100,-94,-97,-92,-97,-93,-92,-97,-93,-93,-92,-93,348,-94.42105263157895,-93.0,-93.0,1.5371900826446279
HDOK,PLOK,17472,28,27,-93,7,8,2,19,-94,-93,-92,-93,-93,-95,-99,-93,-97,-95,-93,-95,-93,-93,-95,-93,-93,-93,-97,348,-94.15789473684211,-93.0,-93.0,0.7768595041322314
HDOK,PLOK,17472,29,28,-94,7,8,2,19,-93,-99,-95,-93,-95,-93,-94,-94,-95,-97,-92,-97,-93,-93,-99,-93,-93,-93,-93,348,-94.42105263157895,-93.0,-93.0,0.7438016528925618
HDOK,PLOK,17472,30,29,-93,7,8,2,19,-94,-95,-99,-95,-99,-94,-93,-93,-93,-94,-94,-94,-95,-94,-94,-97,-100,-95,-94,348,-95.05263157894737,-94.0,-94.0,0.23140495867768598
HDOK,PLOK,17472,31,30,-93,7,8,2,19,-94,-97,-99,-94,-99,-93,-93,-93,-94,-97,-93,-97,-94,-94,-95,-94,-93,-94,-99,348,-95.05263157894737,-94.0,-94.0,1.5206611570247934
HDOK,PLOK,17472,32,31,-93,7,8,2,19,-93,-99,-97,-94,-99,-93,-93,-93,-95,-95,-93,-95,-94,-93,-94,-94,-94,-94,-93,348,-94.47368421052632,-94.0,-93.0,0.4462809917355372
HDOK,PLOK,17472,33,32,-92,7,8,2,19,-92,-91,-94,-97,-93,-93,-91,-91,-90,-91,-93,-91,-97,-92,-91,-97,-91,-95,-92,348,-92.73684210526316,-92.0,-91.0,0.9917355371900826
HDOK,PLOK,17472,34,33,-93,8,8,2,19,-93,-93,-97,-97,-95,-95,-92,-92,-92,-92,-95,-93,-97,-93,-92,-99,-92,-97,-93,348,-94.15789473684211,-93.0,-92.0,2.198347107438016
HDOK,PLOK,17472,35,34,-92,8,8,2,19,-91,-93,-97,-94,-97,-91,-90,-91,-89,-92,-91,-92,-93,-92,-92,-94,-92,-93,-91,348,-92.36842105263158,-92.0,-92.0,0.5454545454545454
HDOK,PLOK,17472,36,35,-91,8,8,2,19,-91,-95,-95,-92,-97,-91,-91,-90,-94,-93,-91,-93,-93,-92,-92,-93,-94,-92,-95,348,-92.84210526315789,-93.0,-93.0,0.7768595041322314
HDOK,PLOK,17472,37,36,-91,8,8,2,19,-91,-95,-92,-92,-94,-90,-90,-90,-91,-94,-90,-95,-90,-90,-93,-91,-90,-90,-90,348,-91.47368421052632,-91.0,-90.0,0.9917355371900826
HDOK,PLOK,17472,38,37,-92,7,8,2,19,-92,-93,-97,-94,-95,-92,-90,-91,-91,-92,-92,-92,-94,-92,-91,-95,-92,-94,-94,348,-92.78947368421052,-92.0,-92.0,0.7768595041322314
HDOK,PLOK,17472,39,38,-92,8,8,2,19,-92,-93,-91,-91,-92,-92,-95,-91,-97,-95,-92,-95,-91,-91,-97,-95,-91,-91,-91,348,-92.78947368421052,-92.0,-91.0,2.0165289256198347
HDOK,PLOK,17472,40,39,-90,8,8,2,19,-88,-92,-87,-87,-89,-88,-90,-90,-93,-94,-88,-94,-88,-88,-94,-89,-88,-88,-93,348,-89.89473684210526,-89.0,-88.0,2.776859504132231
HDOK,PLOK,17472,41,40,-90,8,8,2,19,-89,-91,-89,-89,-90,-96,-94,-89,-93,-93,-90,-92,-89,-89,-93,-90,-88,-89,-89,348,-90.63157894736842,-90.0,-89.0,1.71900826446281
HDOK,PLOK,17472,42,41,-91,7,8,2,19,-89,-92,-94,-92,-94,-90,-90,-89,-90,-90,-90,-90,-92,-91,-90,-92,-91,-92,-89,348,-90.89473684210526,-90.0,-90.0,0.7438016528925618
HDOK,PLOK,17472,43,42,-90,8,8,2,19,-89,-90,-89,-89,-89,-89,-94,-89,-91,-90,-89,-90,-90,-90,-91,-89,-89,-89,-92,348,-89.89473684210526,-89.0,-89.0,0.2479338842975206
HDOK,PLOK,17472,44,43,-90,7,8,2,19,-90,-93,-92,-90,-94,-89,-89,-89,-92,-93,-89,-93,-90,-89,-92,-90,-89,-89,-94,348,-90.84210526315789,-90.0,-89.0,1.884297520661157
HDOK,PLOK,17472,45,44,-90,8,8,2,19,-90,-92,-93,-92,-94,-89,-89,-89,-90,-90,-89,-90,-91,-90,-89,-93,-91,-91,-94,348,-90.84210526315789,-90.0,-90.0,0.793388429752066
HDOK,PLOK,17472,46,45,-89,8,8,2,19,-91,-95,-92,-90,-94,-89,-89,-89,-89,-93,-89,-93,-89,-88,-91,-89,-88,-89,-88,348,-90.26315789473684,-89.0,-89.0,1.1074380165289257
HDOK,PLOK,17472,47,46,-90,8,8,2,19,-89,-89,-94,-94,-91,-92,-89,-89,-89,-89,-91,-89,-94,-89,-88,-94,-88,-94,-89,348,-90.57894736842105,-89.0,-89.0,2.628099173553719
HDOK,PLOK,17472,48,47,-89,8,8,2,19,-88,-88,-87,-88,-88,-89,-93,-88,-90,-89,-88,-89,-89,-89,-90,-88,-88,-92,-88,348,-88.89473684210526,-88.0,-88.0,0.2479338842975206
HDOK,PLOK,17472,49,48,-91,8,8,2,19,-89,-94,-89,-89,-91,-89,-92,-93,-94,-95,-89,-95,-89,-89,-95,-91,-89,-90,-94,348,-91.36842105263158,-91.0,-89.0,3.6363636363636362
HDOK,PLOK,17472,50,49,-92,8,8,2,19,-92,-97,-93,-91,-94,-91,-92,-92,-92,-95,-91,-97,-92,-91,-95,-92,-92,-92,-94,348,-92.89473684210526,-92.0,-92.0,0.6115702479338844
HDOK,PLOK,17472,51,50,-92,7,8,2,19,-91,-91,-95,-97,-92,-95,-90,-92,-91,-90,-94,-90,-97,-95,-91,-95,-91,-97,-91,348,-92.89473684210526,-92.0,-91.0,2.975206611570248
HDOK,PLOK,17472,52,51,-91,8,8,2,19,-92,-92,-91,-91,-91,-91,-95,-91,-93,-92,-91,-92,-97,-92,-93,-90,-91,-95,-90,348,-92.10526315789474,-92.0,-91.0,0.4132231404958677
HDOK,PLOK,17472,53,52,-90,8,8,2,19,-90,-90,-90,-89,-89,-93,-95,-89,-93,-92,-89,-92,-89,-89,-93,-89,-89,-92,-89,348,-90.57894736842105,-90.0,-89.0,1.537190082644628
HDOK,PLOK,17472,54,53,-91,7,8,2,19,-90,-93,-92,-90,-91,-90,-94,-91,-95,-95,-90,-95,-90,-90,-95,-91,-90,-91,-90,348,-91.73684210526316,-91.0,-90.0,1.603305785123967
HDOK,PLOK,17472,55,54,-90,7,8,2,19,-90,-94,-91,-89,-91,-89,-92,-88,-93,-95,-89,-95,-89,-89,-95,-90,-89,-89,-90,348,-90.89473684210526,-90.0,-89.0,1.6528925619834711
HDOK,PLOK,17472,56,55,-89,8,8,2,19,-87,-88,-87,-87,-87,-91,-93,-87,-91,-89,-87,-89,-87,-87,-89,-87,-87,-87,-91,348,-88.3157894736842,-87.0,-87.0,0.7768595041322314
HDOK,PLOK,17472,57,56,-93,7,8,2,19,-95,-97,-95,-94,-95,-93,-97,-95,-99,-99,-93,-99,-93,-93,-99,-100,-92,-93,-92,348,-95.42105263157895,-95.0,-93.0,3.355371900826446
HDOK,PLOK,17472,58,57,-89,7,8,2,19,-87,-93,-89,-88,-91,-87,-88,-87,-88,-93,-87,-93,-88,-88,-91,-88,-88,-88,-88,348,-88.94736842105263,-88.0,-88.0,0.7768595041322315
HDOK,PLOK,17472,59,58,-89,8,8,2,19,-89,-94,-92,-89,-92,-88,-89,-88,-89,-93,-88,-93,-88,-88,-93,-89,-88,-89,-88,348,-89.84210526315789,-89.0,-88.0,1.834710743801653
HDOK,PLOK,17472,60,59,-90,8,8,2,19,-89,-90,-89,-89,-89,-90,-94,-89,-91,-90,-89,-90,-90,-90,-91,-89,-89,-89,-89,348,-89.78947368421052,-89.0,-89.0,0.2479338842975206
HDOK,PLOK,17472,61,60,-87,7,8,2,19,-87,-91,-91,-87,-91,-86,-86,-86,-88,-89,-86,-89,-87,-86,-88,-87,-86,-87,-91,348,-87.84210526315789,-87.0,-86.0,0.9586776859504134
HDOK,PLOK,17472,62,61,-92,8,8,2,19,-90,-90,-94,-95,-92,-93,-90,-91,-90,-90,-93,-91,-95,-91,-91,-97,-91,-97,-95,348,-92.42105263157895,-91.0,-91.0,2.1818181818181817
HDOK,PLOK,17472,63,62,-92,7,8,2,19,-94,-94,-93,-93,-92,-93,-97,-92,-95,-95,-93,-95,-91,-91,-95,-91,-91,-93,-95,348,-93.3157894736842,-93.0,-95.0,0.9586776859504134
HDOK,PLOK,17472,64,63,-91,7,8,2,19,-89,-94,-100,-90,-94,-89,-89,-89,-90,-94,-89,-93,-90,-90,-92,-90,-90,-89,-91,348,-91.15789473684211,-90.0,-90.0,1.322314049586777
HDOK,PLOK,17472,65,64,-90,8,8,2,19,-89,-90,-92,-95,-91,-92,-89,-90,-89,-89,-92,-89,-95,-89,-90,-95,-89,-94,-89,348,-90.94736842105263,-90.0,-89.0,1.471074380165289
HDOK,PLOK,17472,66,65,-90,8,8,2,19,-90,-90,-89,-90,-89,-92,-95,-89,-92,-91,-89,-91,-90,-90,-92,-90,-89,-89,-89,348,-90.3157894736842,-90.0,-89.0,0.4462809917355372
HDOK,PLOK,17472,67,66,-90,8,8,2,19,-90,-90,-93,-95,-92,-92,-89,-90,-89,-89,-91,-89,-94,-90,-89,-95,-89,-94,-90,348,-91.05263157894737,-90.0,-89.0,1.5206611570247934
HDOK,PLOK,17472,68,67,-90,8,8,2,19,-89,-90,-89,-89,-89,-90,-95,-89,-92,-90,-89,-91,-90,-91,-91,-89,-90,-89,-89,348,-90.05263157894737,-90.0,-89.0,0.4132231404958677
HDOK,PLOK,17472,69,68,-90,8,8,2,19,-90,-89,-94,-95,-91,-93,-89,-90,-89,-89,-92,-89,-95,-90,-89,-95,-89,-95,-93,348,-91.36842105263158,-90.0,-89.0,2.9917355371900825
HDOK,PLOK,17472,70,69,-92,7,8,2,19,-90,-94,-94,-92,-95,-90,-90,-90,-95,-93,-90,-93,-92,-91,-92,-92,-94,-91,-91,348,-92.05263157894737,-92.0,-90.0,1.1735537190082646
HDOK,PLOK,17472,71,70,-90,7,8,2,19,-89,-89,-94,-95,-91,-92,-89,-90,-89,-89,-92,-89,-95,-89,-89,-94,-89,-95,-90,348,-91.0,-90.0,-89.0,2.5950413223140494
HDOK,PLOK,17472,72,71,-90,7,8,2,19,-90,-92,-94,-92,-94,-90,-89,-89,-90,-91,-89,-91,-91,-90,-90,-92,-93,-91,-89,348,-90.89473684210526,-91.0,-90.0,0.56198347107438
HDOK,PLOK,17472,73,72,-90,8,8,2,19,-89,-91,-93,-93,-94,-89,-89,-89,-89,-90,-90,-90,-92,-90,-89,-92,-90,-92,-90,348,-90.57894736842105,-90.0,-90.0,0.9256198347107438
HDOK,PLOK,17472,74,73,-90,8,8,2,19,-90,-89,-89,-89,-89,-91,-94,-89,-91,-90,-89,-91,-89,-90,-91,-89,-89,-94,-89,348,-90.10526315789474,-89.0,-89.0,0.5950413223140495
