hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,29,29,-89,8,8,2,19,-89,-93,-92,-89,-93,-89,-89,-88,-91,-92,-89,-91,-89,-89,-90,-89,-90,-89,-89,322,-90.0,-89.0,-89.0,0.6115702479338844
HDOK,PLOK,17472,30,30,-89,8,8,2,19,-89,-93,-94,-90,-94,-89,-89,-89,-90,-90,-89,-90,-90,-89,-89,-91,-92,-89,-89,322,-90.26315789473684,-90.0,-89.0,0.4132231404958677
HDOK,PLOK,17472,31,31,-88,7,8,2,19,-89,-94,-90,-89,-90,-88,-90,-91,-91,-93,-87,-93,-87,-86,-91,-86,-86,-86,-91,322,-89.36842105263158,-90.0,-91.0,2.0495867768595044
HDOK,PLOK,17472,32,32,-89,8,8,2,19,-88,-89,-93,-89,-93,-88,-87,-87,-87,-88,-88,-88,-91,-88,-88,-91,-87,-91,-87,322,-88.84210526315789,-88.0,-88.0,0.9586776859504134
HDOK,PLOK,17472,33,33,-89,7,8,2,19,-88,-88,-87,-87,-87,-89,-93,-87,-91,-89,-88,-89,-87,-87,-91,-88,-87,-88,-93,322,-88.63157894736842,-88.0,-87.0,0.5454545454545454
HDOK,PLOK,17472,34,34,-89,7,8,2,19,-87,-91,-88,-87,-88,-87,-89,-89,-91,-93,-87,-93,-87,-87,-93,-87,-87,-87,-88,322,-88.73684210526316,-88.0,-87.0,1.4545454545454546
HDOK,PLOK,17472,35,35,-89,7,8,2,19,-89,-92,-89,-87,-89,-87,-90,-86,-90,-94,-87,-93,-87,-88,-93,-88,-88,-87,-88,322,-89.05263157894737,-88.0,-87.0,0.9752066115702479
HDOK,PLOK,17472,36,36,-90,8,8,2,19,-89,-90,-88,-89,-88,-89,-93,-88,-90,-89,-88,-89,-89,-89,-90,-89,-89,-93,-89,322,-89.36842105263158,-89.0,-89.0,0.08264462809917353
HDOK,PLOK,17472,37,37,-89,8,8,2,19,-88,-89,-88,-88,-88,-89,-93,-87,-90,-89,-88,-89,-89,-89,-89,-88,-88,-88,-91,322,-88.84210526315789,-89.0,-88.0,0.2479338842975206
HDOK,PLOK,17472,38,38,-89,8,8,2,19,-88,-88,-90,-93,-90,-90,-87,-89,-87,-88,-90,-88,-94,-88,-88,-94,-88,-93,-88,322,-89.52631578947368,-88.0,-88.0,0.8760330578512399
HDOK,PLOK,17472,39,39,-91,7,8,2,19,-89,-94,-93,-90,-94,-89,-89,-89,-93,-92,-90,-93,-91,-90,-92,-92,-95,-91,-90,322,-91.36842105263158,-91.0,-90.0,1.2892561983471074
HDOK,PLOK,17472,40,40,-89,7,8,2,19,-87,-91,-93,-89,-93,-88,-88,-87,-88,-89,-88,-89,-89,-88,-88,-91,-89,-89,-88,322,-89.05263157894737,-89.0,-88.0,0.2479338842975206
HDOK,PLOK,17472,41,41,-91,8,8,2,19,-92,-91,-91,-91,-92,-91,-97,-91,-95,-94,-87,-95,-91,-90,-95,-89,-90,-90,-90,322,-91.6842105263158,-91.0,-91.0,1.1074380165289257
HDOK,PLOK,17472,42,42,-89,8,8,2,19,-86,-93,-87,-87,-89,-86,-87,-87,-87,-91,-86,-91,-87,-86,-91,-87,-87,-87,-87,322,-87.84210526315789,-87.0,-87.0,0.3305785123966941
HDOK,PLOK,17472,43,43,-87,8,8,2,19,-89,-93,-92,-89,-93,-88,-87,-87,-88,-88,-86,-87,-87,-86,-86,-88,-88,-86,-84,322,-88.0,-88.0,-88.0,0.6115702479338843
HDOK,PLOK,17472,44,44,-84,8,8,2,19,-83,-88,-85,-83,-88,-83,-83,-82,-81,-86,-82,-85,-83,-83,-84,-84,-87,-84,-87,322,-84.26315789473684,-84.0,-83.0,0.9917355371900826
HDOK,PLOK,17472,45,45,-87,8,8,2,19,-87,-87,-91,-93,-87,-91,-87,-87,-86,-86,-89,-86,-93,-88,-86,-91,-85,-91,-85,322,-88.21052631578948,-87.0,-87.0,2.87603305785124
HDOK,PLOK,17472,46,46,-88,7,8,2,19,-88,-88,-87,-87,-87,-88,-93,-87,-93,-91,-88,-91,-87,-87,-93,-91,-87,-87,-87,322,-88.78947368421052,-88.0,-87.0,2.0826446280991737
HDOK,PLOK,17472,47,47,-83,8,8,2,19,-82,-82,-87,-87,-83,-83,-80,-81,-80,-81,-82,-80,-87,-81,-80,-87,-80,-87,-80,322,-82.63157894736842,-82.0,-80.0,3.4545454545454546
HDOK,PLOK,17472,48,48,-88,7,8,2,19,-86,-89,-88,-87,-91,-87,-86,-86,-88,-88,-87,-88,-88,-87,-87,-89,-89,-88,-88,322,-87.73684210526316,-88.0,-88.0,0.23140495867768596
HDOK,PLOK,17472,49,49,-94,7,8,2,19,-95,-99,-95,-94,-96,-94,-97,-98,-97,-100,-94,-99,-93,-94,-99,-94,-93,-93,-97,322,-95.84210526315789,-95.0,-94.0,2.0661157024793386
HDOK,PLOK,17472,50,50,-89,8,8,2,19,-89,-93,-88,-88,-89,-88,-90,-91,-90,-94,-88,-94,-87,-88,-93,-89,-88,-88,-92,322,-89.84210526315789,-89.0,-88.0,1.6528925619834711
HDOK,PLOK,17472,51,51,-90,8,8,2,19,-89,-89,-88,-89,-88,-89,-94,-88,-91,-90,-88,-90,-89,-89,-91,-89,-89,-93,-93,322,-89.78947368421052,-89.0,-89.0,0.4132231404958677
HDOK,PLOK,17472,52,52,-90,8,8,2,19,-90,-94,-91,-90,-94,-89,-89,-89,-93,-92,-89,-91,-90,-89,-90,-90,-91,-89,-88,322,-90.42105263157895,-90.0,-89.0,0.5454545454545454
HDOK,PLOK,17472,53,53,-89,8,8,2,19,-89,-91,-89,-89,-89,-89,-93,-89,-93,-94,-89,-94,-88,-88,-94,-91,-92,-89,-88,322,-90.42105263157895,-89.0,-89.0,2.0
HDOK,PLOK,17472,54,54,-90,8,8,2,19,-89,-92,-92,-91,-94,-89,-89,-88,-95,-90,-89,-90,-91,-89,-89,-92,-89,-91,-89,322,-90.42105263157895,-90.0,-89.0,1.0909090909090908
HDOK,PLOK,17472,55,55,-94,7,8,2,19,-93,-97,-99,-96,-99,-95,-94,-93,-94,-95,-94,-95,-96,-95,-94,-97,-95,-96,-99,322,-95.57894736842105,-95.0,-95.0,0.743801652892562
HDOK,PLOK,17472,56,56,-95,7,8,2,19,-95,-95,-99,-100,-95,-98,-94,-95,-94,-95,-97,-94,-100,-96,-94,-100,-95,-100,-94,322,-96.3157894736842,-95.0,-95.0,2.148760330578513
HDOK,PLOK,17472,57,57,-91,8,8,2,19,-92,-92,-90,-91,-90,-94,-95,-90,-93,-92,-90,-92,-90,-90,-92,-90,-90,-94,-90,322,-91.42105263157895,-91.0,-90.0,0.9090909090909091
HDOK,PLOK,17472,58,58,-88,8,8,2,19,-87,-89,-88,-87,-88,-87,-91,-87,-93,-91,-87,-93,-87,-87,-93,-91,-87,-88,-91,322,-89.05263157894737,-88.0,-87.0,2.6115702479338845
HDOK,PLOK,17472,59,59,-93,7,8,2,19,-92,-92,-95,-97,-93,-95,-91,-93,-92,-92,-94,-92,-99,-93,-92,-97,-92,-99,-92,322,-93.78947368421052,-93.0,-92.0,1.2727272727272727
HDOK,PLOK,17472,60,60,-92,7,8,2,19,-93,-95,-93,-92,-93,-91,-94,-95,-95,-97,-91,-97,-92,-92,-97,-93,-91,-92,-93,322,-93.47368421052632,-93.0,-93.0,1.0578512396694215
HDOK,PLOK,17472,61,61,-92,8,8,2,19,-92,-97,-93,-92,-94,-92,-94,-95,-95,-97,-91,-97,-92,-91,-97,-92,-92,-92,-97,322,-93.78947368421052,-93.0,-92.0,2.6115702479338845
HDOK,PLOK,17472,62,62,-92,7,8,2,19,-92,-93,-92,-91,-92,-92,-95,-91,-95,-94,-93,-94,-91,-91,-95,-93,-91,-93,-91,322,-92.57894736842105,-92.0,-91.0,0.7768595041322314
HDOK,PLOK,17472,63,63,-93,8,8,2,19,-91,-95,-94,-92,-95,-90,-91,-90,-94,-94,-90,-94,-92,-91,-93,-92,-92,-92,-91,322,-92.26315789473684,-92.0,-92.0,1.0578512396694215
HDOK,PLOK,17472,64,64,-98,7,8,2,19,-99,-107,-103,-104,-107,-106,-109,-109,-107,-109,-101,-105,-100,-99,-101,-96,-95,-94,-93,322,-102.3157894736842,-103.0,-109.0,8.62809917355372
HDOK,PLOK,17472,65,65,-87,8,8,2,19,-86,-87,-91,-89,-89,-86,-85,-85,-86,-86,-86,-86,-88,-86,-86,-88,-88,-88,-91,322,-87.21052631578948,-86.0,-86.0,0.8760330578512399
HDOK,PLOK,17472,66,66,-88,7,8,2,19,-86,-87,-86,-86,-86,-88,-91,-86,-88,-88,-87,-88,-87,-87,-88,-86,-86,-91,-87,322,-87.3157894736842,-87.0,-86.0,0.5454545454545454
HDOK,PLOK,17472,67,67,-83,7,8,2,19,-82,-82,-87,-87,-85,-82,-81,-81,-81,-81,-82,-81,-85,-82,-81,-87,-81,-85,-82,322,-82.89473684210526,-82.0,-81.0,1.834710743801653
HDOK,PLOK,17472,68,68,-90,7,8,2,19,-93,-95,-99,-94,-97,-91,-90,-90,-90,-90,-89,-89,-90,-89,-88,-91,-95,-89,-87,322,-91.36842105263158,-90.0,-90.0,2.2314049586776856
HDOK,PLOK,17472,69,69,-87,8,8,2,19,-84,-87,-91,-88,-89,-86,-85,-85,-86,-87,-86,-86,-88,-87,-86,-89,-86,-88,-86,322,-86.84210526315789,-86.0,-86.0,0.5950413223140495
HDOK,PLOK,17472,70,70,-87,8,8,2,19,-85,-89,-87,-85,-87,-85,-87,-89,-88,-91,-85,-91,-85,-85,-91,-86,-85,-85,-89,322,-87.10526315789474,-87.0,-85.0,2.2314049586776856
HDOK,PLOK,17472,71,71,-91,8,8,2,19,-88,-94,-90,-89,-91,-89,-91,-92,-92,-95,-89,-95,-90,-90,-94,-91,-90,-90,-92,322,-91.15789473684211,-91.0,-90.0,0.6942148760330578
HDOK,PLOK,17472,72,72,-95,7,8,2,19,-94,-95,-93,-93,-93,-93,-99,-93,-99,-99,-95,-98,-95,-93,-100,-99,-95,-96,-94,322,-95.57894736842105,-95.0,-93.0,3.2396694214876036
HDOK,PLOK,17472,73,73,-92,8,8,2,19,-93,-92,-91,-92,-91,-94,-97,-91,-94,-93,-92,-93,-92,-98,-93,-91,-90,-91,-91,322,-92.57894736842105,-92.0,-91.0,0.628099173553719
HDOK,PLOK,17472,74,74,-89,8,8,2,19,-88,-93,-88,-88,-91,-87,-88,-88,-89,-93,-88,-93,-88,-88,-93,-88,-88,-88,-89,322,-89.26315789473684,-88.0,-88.0,0.7933884297520662
HDOK,PLOK,17472,75,75,-88,8,8,2,19,-87,-87,-93,-91,-89,-88,-86,-86,-86,-87,-88,-87,-91,-88,-87,-91,-86,-89,-87,322,-88.10526315789474,-87.0,-87.0,0.5950413223140495
HDOK,PLOK,17472,76,76,-88,7,8,2,19,-87,-88,-87,-87,-86,-87,-91,-86,-88,-87,-86,-87,-87,-96,-88,-86,-87,-86,-86,322,-87.52631578947368,-87.0,-87.0,0.2644628099173554
HDOK,PLOK,17472,77,77,-89,7,8,2,19,-88,-93,-88,-88,-89,-88,-89,-91,-91,-95,-88,-93,-88,-88,-93,-88,-88,-87,-88,322,-89.52631578947368,-88.0,-88.0,1.2892561983471074
HDOK,PLOK,17472,78,78,-87,8,8,2,19,-87,-87,-86,-87,-86,-86,-91,-86,-88,-87,-86,-87,-88,-88,-88,-86,-87,-86,-87,322,-87.05263157894737,-87.0,-87.0,0.33057851239669417
HDOK,PLOK,17472,79,79,-86,8,8,2,19,-85,-89,-87,-85,-89,-85,-85,-84,-85,-89,-84,-89,-85,-85,-87,-85,-85,-84,-89,322,-86.10526315789474,-85.0,-85.0,1.6528925619834707
HDOK,PLOK,17472,80,80,-86,8,8,2,19,-85,-88,-88,-87,-91,-85,-84,-84,-86,-86,-84,-86,-87,-86,-85,-88,-86,-87,-91,322,-86.52631578947368,-86.0,-86.0,0.743801652892562
