hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-85,8,8,2,19,-84,-88,-88,-84,-88,-83,-83,-83,-86,-87,-83,-87,-84,-84,-85,-84,-85,-84,-86,354,-85.05263157894737,-84.0,-84.0,1.0578512396694215
HDOK,PLOK,17472,2,2,-86,8,8,2,19,-83,-86,-89,-86,-88,-83,-83,-83,-84,-84,-83,-84,-86,-84,-84,-86,-86,-85,-83,354,-84.73684210526316,-84.0,-83.0,1.1570247933884297
HDOK,PLOK,17472,3,3,-87,8,8,2,19,-86,-91,-86,-85,-88,-85,-86,-86,-87,-91,-85,-91,-86,-85,-89,-85,-85,-85,-88,354,-86.84210526315789,-86.0,-85.0,1.0578512396694215
HDOK,PLOK,17472,4,4,-88,8,8,2,19,-88,-89,-87,-86,-87,-87,-89,-87,-91,-91,-86,-91,-86,-86,-93,-88,-86,-86,-86,354,-87.89473684210526,-87.0,-86.0,1.1074380165289255
HDOK,PLOK,17472,5,5,-89,7,8,2,19,-87,-86,-91,-93,-87,-91,-86,-87,-86,-86,-89,-87,-93,-88,-86,-91,-86,-93,-87,354,-88.42105263157895,-87.0,-86.0,2.87603305785124
HDOK,PLOK,17472,6,6,-89,8,8,2,19,-88,-90,-88,-87,-89,-88,-93,-89,-92,-93,-87,-93,-87,-87,-93,-91,-88,-89,-88,354,-89.47368421052632,-89.0,-88.0,1.71900826446281
HDOK,PLOK,17472,7,7,-91,8,8,2,19,-89,-94,-90,-89,-94,-89,-89,-89,-89,-94,-89,-94,-89,-89,-93,-89,-89,-89,-91,354,-90.42105263157895,-89.0,-89.0,1.5041322314049588
HDOK,PLOK,17472,8,8,-88,8,8,2,19,-87,-87,-86,-87,-86,-86,-91,-86,-87,-87,-86,-87,-88,-83,-87,-86,-87,-91,-86,354,-86.89473684210526,-87.0,-87.0,0.23140495867768596
HDOK,PLOK,17472,9,9,-89,8,8,2,19,-88,-93,-89,-89,-92,-88,-89,-88,-88,-93,-88,-93,-88,-89,-92,-89,-88,-88,-88,354,-89.47368421052632,-89.0,-88.0,1.2396694214876036
HDOK,PLOK,17472,10,10,-89,7,8,2,19,-87,-88,-93,-91,-91,-88,-87,-87,-88,-88,-87,-88,-91,-89,-88,-91,-89,-89,-88,354,-88.84210526315789,-88.0,-88.0,0.7933884297520662
HDOK,PLOK,17472,11,11,-88,8,8,2,19,-86,-89,-88,-87,-91,-86,-86,-86,-89,-88,-86,-88,-87,-87,-88,-88,-88,-86,-86,354,-87.36842105263158,-87.0,-86.0,0.6942148760330578
HDOK,PLOK,17472,12,12,-90,7,8,2,19,-88,-93,-89,-89,-92,-88,-89,-89,-89,-93,-89,-94,-89,-89,-94,-89,-89,-89,-89,354,-90.0,-89.0,-89.0,0.743801652892562
HDOK,PLOK,17472,13,13,-84,8,8,2,19,-83,-88,-83,-83,-85,-82,-83,-89,-84,-88,-81,-87,-82,-82,-87,-82,-81,-81,-83,354,-83.89473684210526,-83.0,-83.0,2.049586776859504
HDOK,PLOK,17472,14,14,-86,8,8,2,19,-85,-89,-87,-85,-89,-84,-84,-84,-87,-87,-83,-87,-84,-84,-87,-84,-84,-84,-85,354,-85.42105263157895,-85.0,-84.0,1.537190082644628
HDOK,PLOK,17472,15,15,-84,8,8,2,19,-84,-84,-82,-82,-83,-83,-87,-83,-87,-86,-82,-86,-81,-81,-87,-85,-82,-81,-81,354,-83.52631578947368,-83.0,-82.0,1.6528925619834711
HDOK,PLOK,17472,16,16,-87,8,8,2,19,-85,-85,-89,-89,-87,-87,-84,-84,-84,-84,-87,-84,-89,-85,-84,-89,-84,-88,-84,354,-85.89473684210526,-85.0,-84.0,2.066115702479339
HDOK,PLOK,17472,17,17,-89,8,8,2,19,-88,-88,-93,-93,-91,-88,-87,-87,-87,-88,-88,-88,-91,-88,-87,-93,-87,-89,-89,354,-88.94736842105263,-88.0,-88.0,0.9586776859504134
HDOK,PLOK,17472,18,18,-86,8,8,2,19,-84,-85,-84,-84,-84,-88,-89,-84,-87,-86,-83,-86,-84,-85,-87,-84,-84,-88,-84,354,-85.26315789473684,-84.0,-84.0,1.0578512396694215
HDOK,PLOK,17472,19,19,-88,8,8,2,19,-87,-87,-89,-93,-88,-89,-86,-86,-86,-86,-89,-87,-93,-87,-86,-93,-86,-93,-91,354,-88.52631578947368,-87.0,-86.0,2.148760330578513
HDOK,PLOK,17472,20,20,-88,8,8,2,19,-87,-87,-86,-86,-87,-88,-91,-86,-89,-89,-87,-89,-86,-86,-91,-88,-86,-86,-93,354,-87.78947368421052,-87.0,-86.0,1.1074380165289255
HDOK,PLFL,17472,21,20,-88,3,8,2,19,-88,-93,-89,-87,-89,-87,-88,-87,-88,-91,-85,-91,-87,-87,-91,-87,-87,-87,-86,354,-88.15789473684211,-87.0,-87.0,0.5950413223140495
HDOK,PLOK,17472,22,21,-85,8,8,2,19,-83,-83,-83,-83,-83,-84,-88,-83,-85,-84,-83,-84,-83,-89,-85,-83,-83,-83,-84,354,-84.0,-83.0,-83.0,0.23140495867768598
HDOK,PLOK,17472,23,22,-85,7,8,2,19,-83,-88,-85,-83,-85,-83,-85,-85,-86,-89,-83,-88,-83,-83,-88,-83,-83,-83,-83,354,-84.6842105263158,-83.0,-83.0,1.2727272727272727
HDOK,PLOK,17472,24,23,-85,7,8,2,19,-85,-85,-84,-83,-84,-84,-88,-84,-88,-88,-84,-88,-83,-83,-89,-88,-83,-83,-85,354,-85.21052631578948,-84.0,-88.0,2.4462809917355375
HDOK,PLOK,17472,25,24,-86,8,8,2,19,-84,-88,-89,-86,-89,-84,-84,-83,-87,-86,-84,-86,-85,-100,-85,-86,-88,-86,-86,354,-86.63157894736842,-86.0,-86.0,0.9917355371900828
HDOK,PLOK,17472,26,25,-85,7,8,2,19,-83,-87,-88,-85,-89,-83,-83,-83,-85,-85,-84,-85,-85,-84,-85,-86,-87,-85,-83,354,-85.0,-85.0,-85.0,0.5619834710743802
HDOK,PLOK,17472,27,26,-86,8,8,2,19,-85,-85,-83,-84,-83,-84,-88,-83,-85,-85,-83,-84,-80,-88,-85,-84,-84,-89,-89,354,-84.78947368421052,-84.0,-85.0,0.4132231404958678
HDOK,PLOK,17472,28,27,-85,8,8,2,19,-83,-86,-89,-87,-88,-84,-83,-83,-83,-85,-84,-84,-86,-85,-84,-87,-84,-86,-84,354,-85.0,-84.0,-84.0,0.7438016528925618
HDOK,PLOK,17472,29,28,-85,7,8,2,19,-84,-84,-83,-84,-83,-87,-89,-83,-86,-85,-83,-85,-83,-83,-86,-83,-83,-87,-83,354,-84.42105263157895,-84.0,-83.0,0.9917355371900826
HDOK,PLOK,17472,30,29,-86,8,8,2,19,-84,-89,-86,-84,-87,-83,-85,-84,-85,-88,-83,-88,-83,-84,-88,-84,-84,-84,-83,354,-85.05263157894737,-84.0,-84.0,0.9586776859504134
HDOK,PLOK,17472,31,30,-86,8,8,2,19,-85,-89,-89,-85,-89,-84,-84,-84,-82,-87,-84,-87,-85,-84,-86,-86,-86,-85,-84,354,-85.52631578947368,-85.0,-84.0,0.8760330578512397
HDOK,PLOK,17472,32,31,-85,8,8,2,19,-83,-89,-85,-83,-86,-83,-84,-84,-85,-88,-83,-88,-83,-83,-88,-83,-83,-83,-83,354,-84.57894736842105,-83.0,-83.0,1.0578512396694215
HDOK,PLOK,17472,33,32,-86,8,8,2,19,-86,-89,-87,-84,-87,-84,-86,-86,-87,-91,-84,-89,-85,-84,-89,-85,-85,-85,-87,354,-86.3157894736842,-86.0,-87.0,0.7272727272727273
HDOK,PLOK,17472,34,33,-86,7,8,2,19,-84,-87,-91,-87,-91,-85,-84,-84,-85,-86,-85,-86,-87,-86,-85,-88,-86,-87,-89,354,-86.47368421052632,-86.0,-87.0,0.628099173553719
HDOK,PLOK,17472,35,34,-86,8,8,2,19,-85,-84,-89,-91,-86,-88,-84,-86,-84,-85,-88,-84,-91,-86,-84,-89,-84,-91,-86,354,-86.57894736842105,-86.0,-84.0,2.4462809917355375
HDOK,PLOK,17472,36,35,-85,8,8,2,19,-83,-88,-83,-83,-85,-83,-85,-87,-86,-88,-83,-89,-83,-83,-88,-83,-83,-83,-83,354,-84.6842105263158,-83.0,-83.0,2.0
HDOK,PLOK,17472,37,36,-85,8,8,2,19,-84,-87,-86,-85,-89,-84,-83,-83,-85,-85,-83,-85,-85,-84,-84,-86,-87,-86,-88,354,-85.21052631578948,-85.0,-85.0,0.5454545454545454
HDOK,PLOK,17472,38,37,-85,8,8,2,19,-83,-85,-89,-87,-88,-84,-83,-83,-83,-84,-84,-84,-87,-85,-84,-88,-84,-87,-83,354,-85.0,-84.0,-84.0,1.5041322314049588
HDOK,PLOK,17472,39,38,-85,8,8,2,19,-84,-85,-84,-84,-83,-84,-88,-84,-85,-85,-83,-85,-85,-88,-85,-83,-84,-83,-84,354,-84.52631578947368,-84.0,-84.0,0.23140495867768598
