hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,48,48,-102,6,8,2,19,-101,-104,-101,-101,-101,-102,-105,-104,-106,-106,-102,-106,-101,-101,-107,-104,-102,-102,-104,306-304,-103.15789473684211,-102.0,-101.0,1.7851239669421488
HDOK,PLOK,17472,49,49,-102,6,8,2,19,-102,-104,-102,-103,-102,-103,-107,-102,-104,-104,-102,-103,-104,-104,-104,-102,-102,-107,-102,306-304,-103.3157894736842,-103.0,-102.0,0.7272727272727273
HDOK,PLOK,17472,50,50,-100,6,8,2,19,-100,-99,-101,-103,-99,-103,-99,-100,-99,-99,-101,-99,-105,-100,-99,-105,-98,-105,-99,306-304,-100.6842105263158,-100.0,-99.0,1.4545454545454546
HDOK,PLOK,17472,51,51,-101,6,8,2,19,-100,-100,-102,-105,-101,-102,-100,-101,-101,-100,-103,-100,-105,-101,-100,-105,-101,-104,-106,306-304,-101.94736842105263,-101.0,-100.0,1.3388429752066118
HDOK,PLOK,17472,52,52,-102,6,8,2,19,-103,-106,-106,-104,-107,-103,-102,-101,-105,-104,-101,-103,-102,-101,-102,-103,-104,-102,-101,306-304,-103.15789473684211,-103.0,-103.0,0.628099173553719
HDOK,PLOK,17472,53,53,-101,6,8,2,19,-101,-102,-101,-101,-102,-101,-105,-101,-105,-104,-101,-104,-100,-100,-105,-104,-100,-102,-100,306-304,-102.05263157894737,-101.0,-101.0,1.2396694214876034
HDOK,PLOK,17472,54,54,-101,6,8,2,19,-101,-106,-102,-101,-104,-101,-100,-101,-101,-105,-101,-105,-101,-100,-105,-100,-101,-101,-101,306-304,-101.94736842105263,-101.0,-101.0,0.7768595041322315
HDOK,PLOK,17472,55,55,-101,7,8,2,19,-101,-101,-100,-101,-99,-101,-104,-100,-101,-101,-101,-101,-102,-103,-101,-100,-100,-105,-101,306-304,-101.21052631578948,-101.0,-101.0,0.08264462809917356
HDOK,PLFL,17472,56,55,-102,2,8,2,19,-101,-104,-106,-103,-105,-101,-101,-101,-101,-101,-101,-101,-103,-102,-101,-104,-102,-104,-106,306-304,-102.52631578947368,-102.0,-101.0,1.3553719008264462
HDOK,PLOK,17472,57,56,-101,6,8,2,19,-102,-104,-107,-103,-106,-101,-101,-101,-102,-103,-101,-102,-103,-103,-102,-104,-104,-103,-105,306-304,-103.0,-103.0,-103.0,0.512396694214876
HDOK,PLOK,17472,58,57,-102,6,8,2,19,-101,-105,-102,-101,-102,-101,-103,-104,-104,-106,-101,-107,-101,-101,-105,-102,-101,-101,-101,306-304,-102.57894736842105,-102.0,-101.0,1.2727272727272727
HDOK,PLOK,17472,59,58,-102,6,8,2,19,-102,-101,-101,-101,-100,-102,-105,-101,-102,-102,-101,-101,-102,-103,-102,-101,-101,-105,-106,306-304,-102.05263157894737,-102.0,-101.0,0.2479338842975206
HDOK,PLOK,17472,60,59,-101,6,8,2,19,-101,-106,-102,-101,-102,-101,-103,-103,-104,-106,-101,-106,-101,-100,-106,-101,-101,-100,-101,306-304,-102.42105263157895,-101.0,-101.0,1.0578512396694215
HDOK,PLOK,17472,61,60,-101,6,8,2,19,-101,-101,-103,-106,-102,-104,-101,-101,-100,-101,-104,-101,-106,-103,-101,-106,-101,-106,-101,306-304,-102.57894736842105,-101.0,-101.0,1.4545454545454546
HDOK,PLOK,17472,62,61,-101,6,8,2,19,-101,-100,-101,-101,-101,-101,-106,-101,-104,-103,-101,-104,-101,-101,-105,-101,-101,-101,-101,306-304,-101.84210526315789,-101.0,-101.0,0.3305785123966941
HDOK,PLOK,17472,63,62,-101,6,8,2,19,-101,-101,-105,-104,-105,-102,-100,-101,-102,-101,-102,-101,-105,-102,-101,-106,-101,-105,-103,306-304,-102.52631578947368,-102.0,-101.0,1.603305785123967
HDOK,PLOK,17472,64,63,-101,6,8,2,19,-101,-104,-104,-102,-105,-100,-99,-100,-103,-102,-100,-102,-101,-101,-101,-103,-104,-102,-100,306-304,-101.78947368421052,-102.0,-102.0,0.7768595041322314
HDOK,PLOK,17472,65,64,-102,6,8,2,19,-102,-105,-105,-103,-107,-102,-101,-101,-104,-104,-102,-103,-103,-103,-104,-104,-104,-103,-106,306-304,-103.47368421052632,-103.0,-104.0,0.4132231404958678
HDOK,PLOK,17472,66,65,-101,7,8,2,19,-100,-103,-103,-101,-105,-100,-100,-99,-100,-100,-100,-100,-101,-100,-99,-103,-101,-101,-100,306-304,-100.84210526315789,-100.0,-100.0,0.23140495867768598
HDOK,PLOK,17472,67,66,-103,5,8,2,19,-104,-107,-105,-105,-109,-104,-104,-102,-106,-106,-103,-104,-105,-104,-105,-105,-105,-105,-102,306-304,-104.73684210526316,-105.0,-105.0,0.23140495867768596
HDOK,PLOK,17472,68,67,-102,6,8,2,19,-102,-105,-106,-106,-105,-105,-102,-102,-102,-103,-105,-103,-106,-104,-103,-107,-103,-107,-103,306-304,-104.15789473684211,-104.0,-103.0,1.1735537190082643
HDOK,PLOK,17472,69,68,-103,6,8,2,19,-104,-106,-103,-102,-104,-102,-103,-103,-104,-106,-102,-106,-103,-102,-106,-103,-104,-104,-102,306-304,-103.63157894736842,-103.0,-104.0,0.4132231404958678
HDOK,PLOK,17472,70,69,-103,5,8,2,19,-104,-105,-103,-103,-103,-106,-109,-103,-106,-106,-103,-105,-103,-103,-106,-104,-104,-105,-103,306-304,-104.42105263157895,-104.0,-103.0,0.9917355371900826
HDOK,PLOK,17472,71,70,-102,6,8,2,19,-103,-104,-103,-102,-103,-106,-107,-103,-105,-104,-102,-105,-102,-103,-105,-103,-103,-102,-104,306-304,-103.63157894736842,-103.0,-103.0,0.4297520661157025
HDOK,PLOK,17472,72,71,-103,6,8,2,19,-103,-106,-107,-107,-106,-104,-103,-103,-102,-102,-104,-102,-107,-104,-102,-107,-101,-107,-103,306-304,-104.21052631578948,-104.0,-107.0,2.2644628099173554
HDOK,PLOK,17472,73,72,-104,5,8,2,19,-104,-107,-105,-105,-107,-104,-104,-103,-106,-106,-103,-107,-104,-104,-105,-104,-105,-104,-103,306-304,-104.73684210526316,-104.0,-104.0,0.4297520661157025
HDOK,PLOK,17472,74,73,-104,4,8,2,19,-105,-109,-107,-106,-109,-105,-105,-105,-107,-107,-105,-107,-106,-104,-106,-105,-105,-105,-106,306-304,-106.0,-106.0,-105.0,0.56198347107438
HDOK,PLOK,17472,75,74,-105,4,8,2,19,-104,-109,-106,-105,-109,-105,-106,-105,-105,-109,-105,-107,-106,-105,-106,-106,-106,-106,-109,306-304,-106.26315789473684,-106.0,-106.0,0.33057851239669417
HDOK,PLOK,17472,76,75,-103,5,8,2,19,-104,-104,-103,-104,-103,-107,-107,-104,-107,-105,-104,-106,-103,-103,-107,-104,-104,-106,-104,306-304,-104.6842105263158,-104.0,-104.0,0.6115702479338844
HDOK,PLOK,17472,77,76,-101,7,8,2,19,-101,-102,-101,-100,-101,-100,-104,-102,-105,-106,-101,-105,-99,-101,-105,-101,-101,-100,-100,306-304,-101.84210526315789,-101.0,-101.0,0.9586776859504134
HDOK,PLOK,17472,78,77,-103,6,8,2,19,-104,-106,-105,-104,-105,-104,-106,-105,-107,-107,-104,-107,-103,-103,-107,-103,-102,-102,-103,306-304,-104.57894736842105,-104.0,-107.0,0.9752066115702479
HDOK,PLOK,17472,79,78,-103,5,8,2,19,-103,-104,-107,-106,-106,-104,-103,-103,-103,-103,-104,-103,-106,-104,-103,-107,-102,-105,-102,306-304,-104.10526315789474,-104.0,-103.0,0.8760330578512397
HDOK,PLOK,17472,80,79,-103,5,8,2,19,-104,-104,-103,-103,-104,-103,-107,-104,-107,-107,-103,-107,-102,-103,-107,-106,-102,-104,-103,306-304,-104.36842105263158,-104.0,-103.0,1.5371900826446279
