hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,rssi_variance
HDOK,PLOK,17472,11,11,-76,8,8,2,19,-74,-74,-73,-74,-73,-73,-79,-74,-75,-75,-73,-75,-76,-77,-75,-74,-74,-79,-74,340,0.8284023668639051
HDOK,PLOK,17472,12,12,-74,8,8,2,19,-71,-76,-74,-73,-77,-71,-71,-71,-70,-75,-71,-75,-72,-72,-74,-72,-73,-72,-73,340,1.668639053254438
HDOK,PLOK,17472,13,13,-78,7,8,2,19,-76,-77,-81,-79,-81,-77,-76,-75,-76,-76,-76,-76,-79,-77,-76,-81,-76,-78,-81,340,3.1597633136094667
HDOK,PLOK,17472,14,14,-76,8,8,2,19,-74,-74,-79,-79,-76,-76,-73,-74,-73,-74,-76,-74,-79,-73,-74,-79,-74,-79,-74,340,4.082840236686389
HDOK,PLOK,17472,15,15,-75,7,8,2,19,-74,-74,-73,-73,-73,-76,-79,-73,-77,-76,-72,-76,-73,-73,-77,-74,-73,-76,-73,340,2.094674556213018
HDOK,PLOK,17472,16,16,-77,7,8,2,19,-75,-76,-75,-75,-75,-75,-79,-75,-79,-79,-76,-79,-74,-75,-79,-76,-75,-75,-76,340,2.485207100591716
HDOK,PLOK,17472,17,17,-77,7,8,2,19,-75,-79,-75,-75,-76,-75,-77,-79,-79,-81,-75,-81,-75,-75,-81,-76,-75,-75,-75,340,4.059171597633135
HDOK,PLOK,17472,18,18,-75,8,8,2,19,-74,-77,-77,-76,-79,-74,-73,-73,-75,-75,-74,-75,-76,-74,-75,-76,-76,-75,-79,340,0.863905325443787
HDOK,PLOK,17472,19,19,-76,8,8,2,19,-74,-75,-74,-74,-74,-71,-81,-74,-77,-76,-74,-76,-74,-74,-77,-74,-74,-76,-79,340,1.3846153846153846
HDOK,PLOK,17472,20,20,-76,8,8,2,19,-74,-74,-79,-79,-76,-77,-74,-75,-74,-74,-77,-74,-81,-75,-74,-81,-74,-79,-74,340,3.917159763313609
HDOK,PLOK,17472,21,21,-77,8,8,2,19,-75,-75,-81,-77,-79,-75,-74,-74,-74,-75,-75,-75,-77,-75,-74,-79,-74,-77,-74,340,1.928994082840237
HDOK,PLOK,17472,22,22,-76,8,8,2,19,-74,-76,-74,-74,-75,-74,-77,-75,-79,-79,-74,-79,-74,-74,-79,-76,-74,-74,-74,340,3.171597633136094
HDOK,PLOK,17472,23,23,-76,8,8,2,19,-74,-79,-75,-74,-76,-74,-75,-75,-76,-79,-74,-79,-74,-74,-79,-74,-74,-74,-79,340,3.751479289940827
HDOK,PLOK,17472,24,24,-75,8,8,2,19,-74,-75,-75,-74,-74,-76,-79,-74,-77,-77,-74,-77,-74,-74,-79,-75,-73,-76,-74,340,1.4082840236686391
HDOK,PLOK,17472,25,25,-76,8,8,2,19,-74,-75,-79,-77,-79,-75,-74,-74,-74,-75,-75,-74,-77,-75,-74,-79,-74,-79,-74,340,3.0059171597633134
HDOK,PLOK,17472,26,26,-76,8,8,2,19,-75,-76,-79,-76,-79,-74,-74,-74,-74,-75,-75,-75,-76,-75,-74,-77,-75,-76,-74,340,0.6745562130177516
HDOK,PLOK,17472,27,27,-76,8,8,2,19,-74,-75,-74,-74,-74,-76,-79,-74,-77,-77,-74,-77,-74,-74,-77,-75,-74,-74,-74,340,1.5384615384615385
HDOK,PLOK,17472,28,28,-76,8,8,2,19,-74,-75,-79,-79,-77,-75,-74,-74,-74,-74,-76,-74,-79,-75,-73,-79,-74,-79,-76,340,3.6094674556213016
HDOK,PLOK,17472,29,29,-76,8,8,2,19,-74,-75,-74,-74,-75,-75,-79,-74,-79,-77,-75,-79,-74,-73,-79,-71,-74,-74,-76,340,3.01775147928994
HDOK,PLOK,17472,30,30,-76,8,8,2,19,-75,-79,-79,-75,-79,-74,-74,-74,-71,-76,-74,-76,-75,-75,-75,-76,-77,-75,-76,340,1.4437869822485205
HDOK,PLOK,17472,31,31,-76,8,8,2,19,-74,-77,-79,-76,-79,-75,-74,-74,-75,-75,-74,-75,-76,-75,-75,-77,-75,-77,-74,340,0.8639053254437871
HDOK,PLOK,17472,32,32,-76,7,8,2,19,-75,-75,-74,-74,-74,-74,-79,-74,-76,-75,-73,-75,-75,-73,-76,-74,-74,-79,-81,340,1.7633136094674553
HDOK,PLOK,17472,33,33,-76,8,8,2,19,-75,-79,-76,-74,-76,-74,-75,-75,-76,-79,-74,-79,-74,-74,-79,-75,-74,-75,-74,340,2.544378698224852
HDOK,PLOK,17472,34,34,-76,8,8,2,19,-74,-75,-74,-73,-74,-75,-79,-74,-76,-75,-74,-76,-74,-74,-76,-74,-74,-77,-75,340,0.6390532544378699
HDOK,PLOK,17472,35,35,-76,8,8,2,19,-74,-77,-79,-76,-79,-74,-74,-74,-81,-76,-75,-75,-76,-75,-75,-76,-77,-75,-75,340,1.301775147928994
HDOK,PLOK,17472,36,36,-76,8,8,2,19,-75,-77,-79,-75,-79,-74,-74,-74,-76,-76,-74,-76,-76,-75,-75,-76,-71,-75,-74,340,0.698224852071006
HDOK,PLOK,17472,37,37,-76,8,8,2,19,-74,-76,-79,-76,-79,-75,-74,-74,-74,-75,-74,-75,-77,-75,-74,-77,-75,-76,-74,340,0.9822485207100591
HDOK,PLOK,17472,38,38,-76,8,8,2,19,-74,-76,-74,-74,-75,-74,-77,-73,-79,-79,-74,-79,-74,-74,-79,-76,-73,-75,-79,340,3.8224852071005917
HDOK,PLOK,17472,39,39,-76,8,8,2,19,-74,-76,-74,-74,-75,-74,-77,-74,-79,-79,-74,-79,-74,-74,-79,-76,-73,-74,-74,340,3.31360946745562
HDOK,PLOK,17472,40,40,-76,8,8,2,19,-74,-74,-79,-81,-75,-77,-74,-75,-74,-74,-77,-74,-79,-76,-74,-79,-73,-79,-75,340,3.6923076923076925
HDOK,PLOK,17472,41,41,-76,8,8,2,19,-75,-74,-74,-74,-74,-76,-79,-74,-77,-76,-74,-76,-74,-74,-76,-74,-74,-77,-75,340,1.0769230769230769
HDOK,PLOK,17472,42,42,-76,8,8,2,19,-74,-79,-75,-75,-79,-74,-75,-74,-75,-79,-74,-79,-75,-74,-77,-75,-74,-75,-77,340,2.6390532544378704
HDOK,PLOK,17472,43,43,-76,8,8,2,19,-74,-74,-79,-81,-75,-77,-74,-75,-74,-74,-77,-74,-81,-76,-74,-79,-74,-81,-74,340,5.14792899408284
HDOK,PLOK,17472,44,44,-76,8,8,2,19,-75,-75,-74,-74,-75,-75,-79,-75,-79,-79,-74,-79,-74,-74,-79,-77,-74,-74,-74,340,3.715976331360946
HDOK,PLOK,17472,45,45,-77,8,8,2,19,-74,-75,-81,-79,-79,-76,-74,-74,-74,-75,-75,-75,-79,-75,-74,-79,-74,-79,-74,340,4.071005917159763
HDOK,PLOK,17472,46,46,-76,8,8,2,19,-75,-79,-75,-74,-76,-74,-77,-76,-79,-81,-74,-81,-74,-74,-81,-75,-74,-74,-74,340,4.840236686390532
HDOK,PLOK,17472,47,47,-76,7,8,2,19,-75,-77,-79,-76,-81,-75,-74,-74,-75,-76,-74,-75,-76,-75,-75,-77,-82,-76,-79,340,1.8698224852071008
HDOK,PLOK,17472,48,48,-75,8,8,2,19,-74,-73,-79,-79,-74,-75,-72,-72,-73,-72,-75,-72,-79,-73,-73,-79,-73,-79,-75,340,5.384615384615385
HDOK,PLOK,17472,49,49,-76,8,8,2,19,-74,-79,-77,-75,-79,-74,-74,-74,-71,-76,-74,-76,-75,-75,-75,-76,-77,-75,-75,340,0.8520710059171598
HDOK,PLOK,17472,50,50,-77,8,8,2,19,-75,-75,-81,-79,-79,-76,-74,-74,-74,-75,-76,-75,-79,-75,-74,-79,-74,-79,-74,340,3.7159763313609457
HDOK,PLOK,17472,51,51,-77,8,8,2,19,-75,-75,-79,-81,-76,-77,-75,-75,-74,-75,-77,-75,-81,-76,-74,-79,-74,-81,-75,340,3.6331360946745552
HDOK,PLOK,17472,52,52,-77,8,8,2,19,-76,-79,-79,-77,-81,-76,-75,-75,-76,-77,-75,-76,-77,-76,-76,-79,-77,-77,-75,340,1.0532544378698228
HDOK,PLOK,17472,53,53,-77,8,8,2,19,-76,-81,-76,-75,-77,-75,-76,-77,-77,-81,-75,-81,-75,-75,-81,-76,-75,-76,-77,340,3.455621301775148
HDOK,PLOK,17472,54,54,-77,8,8,2,19,-74,-74,-73,-74,-74,-74,-79,-74,-76,-76,-74,-76,-75,-82,-77,-75,-76,-75,-77,340,1.1360946745562128
HDOK,PLOK,17472,55,55,-77,7,8,2,19,-76,-75,-80,-81,-76,-79,-75,-77,-75,-76,-79,-76,-81,-77,-75,-81,-75,-81,-76,340,4.082840236686389
HDOK,PLOK,17472,56,56,-77,8,8,2,19,-75,-76,-79,-79,-79,-75,-74,-74,-75,-75,-75,-75,-77,-76,-75,-79,-75,-77,-75,340,2.0710059171597632
HDOK,PLOK,17472,57,57,-78,8,8,2,19,-76,-76,-79,-81,-77,-79,-75,-77,-75,-76,-79,-76,-82,-77,-75,-82,-76,-82,-76,340,3.8698224852071
HDOK,PLOK,17472,58,58,-76,8,8,2,19,-74,-75,-79,-79,-79,-75,-74,-74,-74,-74,-75,-74,-77,-75,-74,-79,-74,-77,-79,340,3.7633136094674553
HDOK,PLOK,17472,59,59,-77,8,8,2,19,-75,-81,-79,-76,-81,-75,-75,-75,-73,-77,-75,-77,-76,-76,-76,-76,-79,-76,-75,340,1.6213017751479293
HDOK,PLOK,17472,60,60,-75,7,8,2,19,-74,-79,-77,-75,-77,-73,-74,-74,-75,-77,-74,-77,-74,-74,-76,-74,-74,-74,-75,340,1.455621301775148
HDOK,PLOK,17472,61,61,-77,8,8,2,19,-74,-77,-79,-77,-79,-75,-74,-74,-75,-75,-75,-75,-77,-75,-75,-77,-75,-77,-74,340,0.9467455621301778
HDOK,PLOK,17472,62,62,-76,8,8,2,19,-75,-75,-74,-74,-74,-76,-79,-74,-77,-76,-74,-76,-75,-74,-77,-74,-74,-77,-73,340,1.2071005917159765
HDOK,PLOK,17472,63,63,-75,8,8,2,19,-74,-74,-73,-73,-73,-77,-79,-73,-77,-76,-72,-76,-73,-73,-77,-76,-73,-74,-74,340,2.2366863905325447
HDOK,PLOK,17472,64,64,-75,8,8,2,19,-74,-77,-75,-73,-75,-73,-76,-77,-77,-79,-73,-79,-73,-73,-79,-74,-73,-73,-77,340,3.4674556213017746
HDOK,PLOK,17472,65,65,-75,8,8,2,19,-73,-75,-74,-73,-74,-80,-79,-72,-77,-77,-74,-77,-73,-73,-79,-77,-73,-74,-73,340,3.668639053254438
HDOK,PLOK,17472,66,66,-76,7,8,2,19,-74,-74,-75,-79,-74,-76,-73,-74,-73,-73,-76,-73,-79,-74,-73,-79,-73,-79,-73,340,3.917159763313609
HDOK,PLOK,17472,67,67,-75,8,8,2,19,-73,-76,-79,-76,-79,-74,-73,-73,-75,-75,-73,-75,-75,-74,-74,-76,-76,-75,-81,340,1.621301775147929
HDOK,PLOK,17472,68,68,-76,8,8,2,19,-74,-77,-75,-74,-75,-74,-77,-76,-79,-79,-74,-79,-74,-74,-81,-75,-74,-75,-79,340,3.455621301775148
HDOK,PLOK,17472,69,69,-76,8,8,2,19,-75,-75,-74,-74,-75,-74,-79,-74,-79,-79,-75,-79,-74,-74,-79,-77,-74,-74,-74,340,3.905325443786981
HDOK,PLOK,17472,70,70,-76,8,8,2,19,-74,-74,-76,-79,-75,-77,-74,-75,-74,-73,-77,-74,-79,-75,-73,-79,-73,-79,-74,340,3.1597633136094667
HDOK,PLOK,17472,71,71,-76,8,8,2,19,-75,-75,-79,-79,-77,-76,-74,-75,-74,-74,-76,-74,-79,-75,-74,-81,-74,-79,-75,340,3.14792899408284
HDOK,PLOK,17472,72,72,-76,7,8,2,19,-75,-74,-79,-79,-74,-77,-74,-75,-74,-74,-77,-74,-79,-77,-74,-79,-74,-79,-76,340,3.668639053254438
HDOK,PLOK,17472,73,73,-75,8,8,2,19,-73,-76,-75,-74,-77,-72,-71,-71,-76,-75,-72,-74,-74,-73,-74,-75,-77,-74,-73,340,0.9822485207100591
HDOK,PLOK,17472,74,74,-77,7,8,2,19,-72,-72,-77,-77,-73,-77,-73,-74,-74,-74,-77,-75,-81,-77,-75,-81,-75,-81,-77,340,3.5147928994082838
HDOK,PLOK,17472,75,75,-76,8,8,2,19,-74,-79,-75,-74,-76,-74,-76,-76,-77,-81,-74,-79,-74,-74,-79,-74,-74,-74,-74,340,3.1715976331360944
HDOK,PLOK,17472,76,76,-77,8,8,2,19,-75,-76,-75,-75,-75,-75,-81,-75,-77,-76,-75,-76,-76,-82,-77,-75,-76,-75,-76,340,0.48520710059171596
HDOK,PLOK,17472,77,77,-76,8,8,2,19,-76,-76,-75,-76,-75,-75,-81,-75,-77,-76,-75,-76,-76,-76,-77,-75,-75,-81,-75,340,0.4378698224852071
HDOK,PLOK,17472,78,78,-77,8,8,2,19,-75,-81,-76,-75,-79,-75,-76,-76,-76,-81,-75,-81,-76,-76,-79,-76,-75,-76,-75,340,2.982248520710059
HDOK,PLOK,17472,79,79,-78,8,8,2,19,-76,-82,-77,-76,-79,-76,-77,-77,-77,-81,-75,-81,-76,-76,-80,-76,-76,-76,-76,340,2.6390532544378695
HDOK,PLOK,17472,80,80,-77,8,8,2,19,-76,-76,-75,-75,-75,-84,-81,-75,-79,-79,-77,-79,-75,-75,-81,-77,-75,-75,-79,340,3.8224852071005917
