hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-120,-9,8,2,19,-112,-115,-113,-117,-113,-113,-113,-113,-115,-113,-113,-115,-113,-115,-112,-113,-112,-113,-115,302,-113.57894736842105,-113.0,-113.0,0.5950413223140495
HDOK,PLOK,17472,2,2,-120,-9,8,2,19,-113,-110,-112,-115,-112,-115,-112,-112,-115,-113,-116,-113,-112,-115,-113,-115,-112,-113,-115,302,-113.3157894736842,-113.0,-115.0,1.2892561983471074
HDOK,PLOK,17472,3,3,-119,-8,8,2,19,-113,-111,-113,-113,-115,-115,-111,-113,-113,-113,-113,-111,-113,-113,-112,-112,-113,-117,-112,302,-112.94736842105263,-113.0,-113.0,0.1487603305785124
HDOK,PLOK,17472,4,4,-123,-11,8,2,19,-112,-112,-113,-117,-113,-113,-112,-113,-113,-112,-113,-113,-115,-117,-115,-113,-113,-112,-113,302,-113.36842105263158,-113.0,-113.0,0.08264462809917356
HDOK,PLOK,17472,5,5,-117,-7,8,2,19,-113,-111,-112,-113,-112,-113,-112,-112,-113,-113,-113,-112,-112,-113,-113,-115,-112,-111,-115,302,-112.63157894736842,-113.0,-113.0,0.2479338842975206
HDOK,PLOK,17472,6,6,-118,-7,8,2,19,-110,-115,-113,-111,-113,-111,-112,-115,-112,-115,-112,-113,-115,-112,-115,-112,-111,-115,-112,302,-112.84210526315789,-112.0,-115.0,1.2396694214876034
HDOK,PLOK,17472,7,7,-122,-11,8,2,19,-113,-113,-117,-115,-113,-112,-113,-112,-113,-113,-113,-113,-112,-113,-113,-115,-117,-112,-113,302,-113.42105263157895,-113.0,-113.0,0.0
HDOK,PLFL,17472,8,7,-119,-8,8,2,19,-113,-112,-115,-113,-113,-112,-112,-115,-112,-112,-115,-112,-115,-112,-113,-111,-112,-115,-113,302,-113.0,-113.0,-112.0,0.743801652892562
HDOK,PLOK,17472,9,8,-124,-12,8,2,19,-115,-113,-115,-113,-115,-112,-112,-115,-113,-115,-113,-115,-113,-111,-113,-115,-113,-117,-113,302,-113.73684210526316,-113.0,-113.0,0.9256198347107436
HDOK,PLOK,17472,10,9,-122,-10,8,2,19,-111,-117,-113,-115,-112,-112,-115,-112,-113,-115,-112,-117,-113,-113,-113,-113,-115,-112,-112,302,-113.42105263157895,-113.0,-113.0,0.9917355371900826
