hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,rssi_variance
HDOK,PLOK,17472,1,1,-78,8,8,2,19,-76,-76,-80,-80,-79,-77,-76,-76,-76,-77,-78,-77,-81,-78,-77,-82,-77,-80,-81,328,1.603305785123967
HDOK,PLOK,17472,2,2,-76,7,8,2,19,-77,-77,-78,-82,-77,-80,-76,-77,-76,-76,-79,-77,-82,-77,-76,-81,-75,-81,-75,328,1.322314049586777
HDOK,PLOK,17472,3,3,-77,7,8,2,19,-77,-81,-77,-76,-77,-75,-78,-80,-80,-82,-75,-82,-75,-76,-81,-77,-76,-75,-77,328,1.867768595041322
HDOK,PLOK,17472,4,4,-74,8,8,2,19,-72,-73,-77,-77,-76,-75,-72,-72,-72,-73,-74,-73,-77,-73,-73,-79,-72,-76,-74,328,1.603305785123967
HDOK,PLOK,17472,5,5,-74,8,8,2,19,-74,-75,-73,-74,-73,-74,-77,-72,-74,-74,-72,-74,-75,-76,-74,-73,-74,-79,-73,328,0.2644628099173554
HDOK,PLOK,17472,6,6,-74,8,8,2,19,-73,-74,-77,-76,-76,-74,-72,-73,-72,-73,-74,-73,-77,-74,-73,-77,-72,-76,-72,328,1.1735537190082643
HDOK,PLOK,17472,7,7,-74,8,8,2,19,-73,-73,-77,-79,-74,-76,-72,-73,-72,-72,-76,-73,-79,-74,-73,-77,-72,-77,-73,328,2.0826446280991737
HDOK,PLOK,17472,8,8,-74,8,8,2,19,-73,-74,-73,-73,-73,-70,-79,-73,-76,-75,-72,-75,-73,-73,-76,-73,-73,-73,-77,328,0.6115702479338844
HDOK,PLOK,17472,9,9,-74,8,8,2,19,-74,-74,-73,-73,-73,-77,-79,-73,-76,-75,-73,-75,-73,-73,-76,-72,-73,-76,-73,328,1.0578512396694215
HDOK,PLOK,17472,10,10,-74,8,8,2,19,-73,-74,-73,-73,-73,-75,-79,-73,-77,-76,-74,-76,-73,-73,-77,-73,-73,-73,-73,328,0.9586776859504134
HDOK,PLOK,17472,11,11,-74,8,8,2,19,-74,-74,-79,-79,-76,-75,-73,-73,-73,-73,-75,-73,-77,-73,-73,-79,-73,-76,-73,328,1.3553719008264462
HDOK,PLOK,17472,12,12,-74,8,8,2,19,-73,-79,-74,-74,-76,-73,-74,-74,-73,-79,-73,-79,-73,-74,-76,-74,-73,-73,-73,328,0.6942148760330578
HDOK,PLOK,17472,13,13,-74,8,8,2,19,-73,-74,-73,-73,-73,-80,-79,-73,-77,-77,-74,-77,-73,-73,-79,-77,-73,-74,-73,328,2.776859504132231
