hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-116,-7,8,2,19,-110,-112,-112,-111,-112,-112,-111,-116,-110,-113,-115,-111,-110,-113,-111,-111,-113,-112,-112,360,-111.94736842105263,-112.0,-112.0,0.38016528925619836
HDOK,PLOK,17472,2,2,-114,-5,8,2,19,-111,-111,-112,-111,-111,-111,-111,-111,-110,-111,-112,-112,-110,-112,-111,-109,-110,-110,-112,360,-110.94736842105263,-111.0,-111.0,0.18181818181818182
HDOK,PLOK,17472,3,3,-114,-5,8,2,19,-111,-112,-113,-113,-111,-111,-112,-109,-111,-113,-111,-109,-113,-110,-112,-113,-110,-112,-112,360,-111.47368421052632,-112.0,-113.0,0.4132231404958677
HDOK,PLOK,17472,4,4,-114,-4,8,2,19,-110,-111,-110,-111,-112,-110,-113,-111,-112,-111,-111,-111,-110,-111,-111,-111,-112,-111,-112,360,-111.10526315789474,-111.0,-111.0,0.08264462809917353
HDOK,PLOK,17472,5,5,-116,-6,8,2,19,-112,-112,-112,-113,-115,-113,-110,-113,-111,-111,-113,-112,-113,-113,-113,-111,-112,-111,-112,360,-112.21052631578948,-112.0,-113.0,0.38016528925619836
HDOK,PLOK,17472,6,6,-114,-5,8,2,19,-111,-113,-111,-110,-112,-112,-112,-112,-113,-111,-111,-113,-112,-112,-113,-110,-111,-112,-111,360,-111.6842105263158,-112.0,-112.0,0.23140495867768596
HDOK,PLOK,17472,7,7,-113,-4,8,2,19,-110,-111,-110,-111,-111,-112,-112,-111,-112,-109,-111,-113,-111,-110,-113,-110,-111,-113,-111,360,-111.15789473684211,-111.0,-111.0,0.2644628099173553
HDOK,PLOK,17472,8,8,-115,-5,8,2,19,-113,-112,-112,-112,-109,-111,-113,-112,-111,-115,-112,-110,-111,-111,-113,-112,-111,-109,-112,360,-111.63157894736842,-112.0,-112.0,0.23140495867768596
HDOK,PLOK,17472,9,9,-114,-4,8,2,19,-111,-111,-112,-111,-112,-111,-117,-110,-113,-113,-110,-111,-111,-113,-111,-112,-113,-112,-109,360,-111.73684210526316,-111.0,-111.0,0.4297520661157025
HDOK,PLOK,17472,10,10,-117,-7,8,2,19,-112,-112,-113,-112,-113,-112,-112,-111,-113,-113,-112,-112,-112,-112,-112,-113,-111,-116,-112,360,-112.36842105263158,-112.0,-112.0,0.1487603305785124
HDOK,PLOK,17472,11,11,-114,-4,8,2,19,-112,-113,-112,-113,-112,-109,-113,-112,-112,-113,-113,-111,-110,-112,-112,-111,-111,-110,-111,360,-111.6842105263158,-112.0,-112.0,0.33057851239669417
HDOK,PLOK,17472,12,12,-113,-4,8,2,19,-110,-113,-111,-111,-110,-113,-113,-113,-112,-111,-110,-113,-111,-110,-112,-113,-109,-111,-111,360,-111.42105263157895,-111.0,-113.0,0.793388429752066
HDOK,PLOK,17472,13,13,-111,-2,8,2,19,-110,-111,-110,-111,-112,-110,-110,-110,-111,-113,-111,-111,-110,-111,-112,-111,-112,-111,-110,360,-110.89473684210526,-111.0,-111.0,0.1983471074380165
HDOK,PLOK,17472,14,14,-112,-3,8,2,19,-110,-111,-111,-113,-111,-110,-112,-112,-110,-111,-111,-112,-113,-110,-110,-111,-112,-111,-112,360,-111.21052631578948,-111.0,-111.0,0.33057851239669417
HDOK,PLOK,17472,15,15,-112,-3,8,2,19,-111,-112,-112,-111,-112,-109,-110,-113,-112,-110,-110,-109,-113,-113,-111,-112,-112,-111,-110,360,-111.21052631578948,-111.0,-112.0,0.5619834710743802
HDOK,PLOK,17472,16,16,-112,-3,8,2,19,-111,-112,-111,-111,-112,-111,-113,-112,-113,-110,-111,-115,-111,-111,-112,-110,-110,-112,-113,360,-111.63157894736842,-111.0,-111.0,0.2479338842975206
