hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,rssi_variance
HDOK,PLOK,17472,1,1,-73,8,8,2,19,-71,-71,-70,-71,-70,-71,-75,-70,-72,-71,-70,-71,-71,-71,-72,-71,-71,-70,-69,336,0.22485207100591711
HDOK,PLOK,17472,2,2,-75,8,8,2,19,-74,-79,-76,-73,-76,-73,-74,-75,-75,-79,-73,-79,-73,-73,-77,-73,-73,-73,-74,336,3.100591715976331
HDOK,PLOK,17472,3,3,-77,8,8,2,19,-75,-79,-77,-75,-79,-74,-75,-75,-75,-79,-74,-77,-75,-75,-77,-76,-75,-75,-76,336,1.4556213017751476
HDOK,PLOK,17472,4,4,-76,8,8,2,19,-76,-75,-74,-75,-75,-76,-81,-74,-77,-76,-75,-77,-75,-75,-77,-75,-74,-77,-75,336,0.6745562130177516
HDOK,PLOK,17472,5,5,-76,8,8,2,19,-74,-75,-74,-74,-74,-82,-79,-74,-79,-77,-76,-77,-74,-74,-79,-76,-74,-74,-74,336,3.3136094674556205
HDOK,PLOK,17472,6,6,-76,8,8,2,19,-74,-75,-75,-74,-75,-81,-79,-74,-79,-77,-75,-77,-73,-73,-79,-77,-74,-75,-74,336,2.899408284023669
HDOK,PLOK,17472,7,7,-76,7,8,2,19,-75,-75,-79,-79,-76,-76,-74,-74,-74,-74,-76,-74,-81,-75,-74,-79,-74,-79,-75,336,3.3017751479289936
HDOK,PLOK,17472,8,8,-76,8,8,2,19,-75,-75,-75,-74,-75,-77,-81,-74,-77,-77,-75,-77,-75,-74,-77,-75,-74,-76,-74,336,1.0059171597633134
HDOK,PLOK,17472,9,9,-77,8,8,2,19,-74,-75,-79,-79,-77,-76,-74,-74,-74,-74,-76,-74,-79,-75,-74,-81,-74,-79,-74,336,3.8224852071005917
HDOK,PLOK,17472,10,10,-74,8,8,2,19,-72,-77,-74,-73,-77,-72,-72,-72,-76,-75,-72,-74,-73,-73,-73,-74,-76,-73,-77,336,2.0710059171597632
HDOK,PLOK,17472,11,11,-75,8,8,2,19,-73,-76,-77,-75,-79,-73,-72,-71,-74,-74,-73,-74,-75,-74,-73,-76,-75,-74,-74,336,0.8520710059171598
HDOK,PLOK,17472,12,12,-76,8,8,2,19,-73,-76,-73,-73,-74,-73,-75,-77,-77,-79,-72,-79,-72,-73,-79,-73,-73,-73,-74,336,3.775147928994082
