hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-110,-2,8,2,19,-109,-111,-110,-109,-112,-111,-111,-110,-111,-110,-111,-110,-109,-110,-109,-109,-110,-111,-111,356,-110.21052631578948,-110.0,-111.0,0.38016528925619836
HDOK,PLOK,17472,2,2,-111,-2,8,2,19,-108,-111,-112,-109,-112,-110,-110,-109,-110,-112,-110,-111,-112,-110,-109,-112,-110,-112,-111,356,-110.52631578947368,-110.0,-112.0,0.5950413223140495
HDOK,PLOK,17472,3,3,-109,-1,8,2,19,-108,-113,-111,-107,-112,-109,-107,-109,-110,-110,-109,-111,-110,-111,-109,-109,-111,-110,-111,356,-109.84210526315789,-110.0,-111.0,0.628099173553719
HDOK,PLOK,17472,4,4,-112,-3,8,2,19,-111,-112,-116,-110,-112,-111,-112,-112,-113,-112,-110,-112,-110,-110,-115,-114,-111,-112,-110,356,-111.84210526315789,-112.0,-112.0,0.42975206611570244
HDOK,PLOK,17472,5,5,-112,-3,8,2,19,-111,-111,-112,-111,-110,-113,-111,-111,-110,-112,-111,-111,-112,-110,-112,-112,-111,-110,-112,356,-111.21052631578948,-111.0,-111.0,0.1983471074380165
HDOK,PLOK,17472,6,6,-113,-3,8,2,19,-109,-111,-111,-112,-112,-110,-111,-111,-110,-111,-112,-112,-111,-113,-111,-111,-110,-111,-110,356,-111.0,-111.0,-111.0,0.18181818181818182
HDOK,PLOK,17472,7,7,-112,-3,8,2,19,-112,-111,-111,-111,-109,-109,-113,-108,-113,-112,-111,-111,-111,-111,-111,-110,-109,-111,-110,356,-110.73684210526316,-111.0,-111.0,0.1487603305785124
HDOK,PLOK,17472,8,8,-112,-3,8,2,19,-113,-110,-112,-112,-108,-111,-113,-111,-112,-112,-113,-110,-112,-112,-111,-112,-111,-110,-112,356,-111.42105263157895,-112.0,-112.0,0.23140495867768596
HDOK,PLOK,17472,9,9,-112,-3,8,2,19,-110,-112,-113,-110,-110,-111,-111,-111,-112,-111,-110,-115,-110,-112,-112,-112,-110,-111,-111,356,-111.26315789473684,-111.0,-111.0,0.4462809917355372
HDOK,PLOK,17472,10,10,-111,-2,8,2,19,-111,-111,-111,-111,-110,-110,-115,-110,-111,-109,-110,-109,-110,-110,-111,-108,-110,-112,-112,356,-110.57894736842105,-110.0,-110.0,0.2479338842975206
HDOK,PLOK,17472,11,11,-112,-3,8,2,19,-111,-111,-112,-112,-113,-111,-112,-111,-111,-112,-112,-111,-111,-111,-109,-111,-112,-112,-110,356,-111.3157894736842,-111.0,-111.0,0.23140495867768598
HDOK,PLOK,17472,12,12,-117,-7,8,2,19,-113,-112,-112,-112,-112,-112,-111,-112,-111,-111,-113,-111,-112,-113,-112,-111,-113,-112,-113,356,-112.0,-112.0,-112.0,0.18181818181818182
HDOK,PLOK,17472,13,13,-112,-3,8,2,19,-111,-112,-111,-109,-110,-112,-110,-112,-112,-112,-112,-113,-111,-109,-111,-107,-111,-112,-110,356,-110.89473684210526,-111.0,-112.0,0.512396694214876
HDOK,PLOK,17472,14,14,-114,-4,8,2,19,-109,-111,-111,-112,-111,-112,-111,-111,-110,-111,-111,-111,-112,-110,-111,-115,-110,-112,-115,356,-111.36842105263158,-111.0,-111.0,0.1487603305785124
HDOK,PLOK,17472,15,15,-113,-4,8,2,19,-110,-111,-109,-110,-111,-110,-113,-111,-112,-113,-110,-111,-111,-111,-112,-115,-111,-111,-112,356,-111.26315789473684,-111.0,-111.0,0.2644628099173553
HDOK,PLOK,17472,16,16,-114,-4,8,2,19,-111,-110,-110,-111,-112,-112,-111,-109,-109,-109,-112,-109,-110,-113,-111,-113,-112,-111,-110,356,-110.78947368421052,-111.0,-111.0,0.512396694214876
HDOK,PLOK,17472,17,17,-113,-3,8,2,19,-110,-110,-112,-112,-112,-111,-112,-112,-111,-112,-111,-111,-113,-109,-110,-113,-111,-111,-111,356,-111.26315789473684,-111.0,-111.0,0.23140495867768598
HDOK,PLOK,17472,18,18,-112,-3,8,2,19,-110,-112,-111,-113,-110,-110,-113,-110,-110,-111,-110,-109,-112,-110,-111,-112,-111,-112,-112,356,-111.0,-111.0,-110.0,0.628099173553719
HDOK,PLOK,17472,19,19,-111,-2,8,2,19,-112,-112,-112,-112,-110,-111,-110,-111,-112,-111,-110,-111,-111,-111,-109,-113,-109,-113,-110,356,-111.05263157894737,-111.0,-111.0,0.4462809917355372
HDOK,PLOK,17472,20,20,-113,-4,8,2,19,-110,-113,-108,-110,-112,-111,-111,-112,-112,-112,-112,-112,-110,-111,-111,-110,-111,-112,-110,356,-111.05263157894737,-111.0,-112.0,0.512396694214876
HDOK,PLOK,17472,21,21,-113,-3,8,2,19,-111,-110,-111,-112,-110,-111,-112,-111,-111,-112,-110,-112,-113,-112,-109,-113,-112,-111,-113,356,-111.36842105263158,-111.0,-112.0,0.2479338842975206
HDOK,PLOK,17472,22,22,-113,-3,8,2,19,-108,-113,-111,-109,-112,-112,-113,-113,-110,-111,-112,-110,-111,-112,-112,-112,-111,-111,-112,356,-111.3157894736842,-112.0,-112.0,0.2479338842975206
HDOK,PLOK,17472,23,23,-111,-2,8,2,19,-110,-111,-109,-109,-109,-108,-113,-110,-111,-111,-110,-111,-108,-110,-112,-111,-110,-110,-110,356,-110.15789473684211,-110.0,-110.0,0.33057851239669417
HDOK,PLOK,17472,24,24,-111,-2,8,2,19,-110,-110,-111,-110,-110,-109,-112,-109,-110,-111,-109,-112,-111,-112,-111,-109,-110,-111,-112,356,-110.47368421052632,-110.0,-110.0,0.2479338842975206
HDOK,PLOK,17472,25,25,-111,-2,8,2,19,-108,-110,-111,-110,-112,-109,-111,-109,-109,-111,-112,-111,-112,-111,-110,-111,-111,-110,-112,356,-110.52631578947368,-111.0,-111.0,0.23140495867768596
HDOK,PLOK,17472,26,26,-114,-4,8,2,19,-111,-112,-112,-112,-110,-111,-113,-113,-112,-113,-112,-112,-111,-112,-111,-113,-112,-111,-112,356,-111.84210526315789,-112.0,-112.0,0.1487603305785124
HDOK,PLOK,17472,27,27,-113,-3,8,2,19,-111,-111,-111,-111,-113,-109,-110,-112,-113,-112,-111,-113,-111,-109,-115,-110,-110,-111,-109,356,-111.15789473684211,-111.0,-111.0,0.36363636363636365
HDOK,PLOK,17472,28,28,-112,-3,8,2,19,-111,-113,-111,-112,-113,-111,-112,-110,-111,-112,-112,-113,-112,-113,-109,-110,-112,-110,-110,356,-111.42105263157895,-112.0,-112.0,0.42975206611570244
HDOK,PLOK,17472,29,29,-114,-4,8,2,19,-110,-110,-112,-111,-111,-112,-113,-110,-111,-112,-109,-111,-112,-111,-111,-111,-110,-110,-113,356,-111.05263157894737,-111.0,-111.0,0.36363636363636365
HDOK,PLOK,17472,30,30,-113,-4,8,2,19,-110,-110,-112,-111,-111,-113,-112,-111,-112,-112,-111,-111,-113,-110,-111,-112,-112,-113,-112,356,-111.52631578947368,-112.0,-112.0,0.2479338842975206
