hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-89,9,11,2,33,-97,-88,-90,-88,-93,-97,-90,-89,-89,-88,-88,-90,-89,-88,-89,-89,-89,-91,-99,-89,-92,-90,-89,-95,-88,-88,-88,-90,-90,-88,-89,-89,-88,354,-90.12121212121212,-89.0,-89.0,1.5104000000000002
HDOK,PLOK,17472,2,2,-92,8,11,2,33,-91,-91,-95,-91,-91,-96,-94,-91,-95,-92,-91,-92,-99,-92,-91,-91,-93,-93,-90,-93,-91,-92,-93,-99,-92,-91,-92,-95,-93,-93,-93,-97,-91,354,-92.84848484848484,-92.0,-91.0,1.6800000000000004
HDOK,PLOK,17472,3,3,-93,7,11,2,33,-101,-93,-95,-93,-93,-100,-97,-93,-103,-93,-93,-93,-94,-93,-93,-94,-95,-95,-94,-94,-93,-93,-94,-101,-94,-93,-94,-94,-94,-94,-93,-94,-93,354,-94.63636363636364,-94.0,-93.0,0.8543999999999999
HDOK,PLOK,17472,4,4,-92,8,11,2,33,-92,-92,-93,-92,-96,-99,-93,-92,-93,-92,-92,-93,-93,-92,-92,-93,-92,-95,-93,-92,-92,-94,-93,-99,-93,-93,-93,-93,-94,-92,-92,-96,-92,354,-93.24242424242425,-93.0,-92.0,0.5823999999999999
HDOK,PLOK,17472,5,5,-92,8,11,2,33,-101,-92,-93,-92,-96,-100,-93,-92,-93,-92,-92,-93,-92,-92,-93,-93,-93,-95,-103,-93,-92,-93,-92,-99,-91,-92,-92,-94,-93,-91,-92,-92,-92,354,-93.57575757575758,-93.0,-92.0,0.9823999999999999
HDOK,PLOK,17472,6,6,-92,7,11,2,33,-89,-89,-91,-90,-97,-98,-92,-91,-93,-92,-93,-94,-93,-92,-93,-94,-93,-95,-99,-92,-91,-93,-92,-99,-92,-92,-92,-94,-93,-92,-94,-92,-93,354,-93.0,-93.0,-92.0,0.9376000000000002
HDOK,PLOK,17472,7,7,-91,8,11,2,33,-99,-91,-92,-91,-96,-99,-92,-91,-92,-91,-91,-93,-91,-92,-92,-92,-92,-95,-99,-92,-91,-93,-91,-99,-91,-91,-91,-92,-93,-91,-92,-95,-103,354,-93.21212121212122,-92.0,-91.0,3.5296
HDOK,PLOK,17472,8,8,-91,8,11,2,33,-91,-90,-93,-91,-91,-97,-94,-91,-103,-90,-90,-92,-94,-92,-91,-91,-92,-93,-91,-92,-91,-92,-91,-99,-90,-91,-91,-92,-93,-91,-91,-90,-91,354,-92.18181818181819,-91.0,-91.0,0.8064000000000001
HDOK,PLOK,17472,9,9,-91,8,11,2,33,-99,-91,-93,-91,-91,-97,-94,-91,-101,-92,-90,-92,-92,-91,-91,-91,-92,-92,-90,-92,-91,-92,-91,-99,-91,-90,-91,-94,-93,-92,-91,-91,-91,354,-92.42424242424242,-91.0,-91.0,0.8416
HDOK,PLOK,17472,10,10,-91,8,11,2,33,-91,-91,-93,-91,-89,-98,-94,-92,-101,-90,-91,-92,-94,-91,-91,-92,-92,-92,-90,-92,-90,-92,-92,-100,-90,-91,-91,-94,-94,-92,-91,-91,-91,354,-92.3030303030303,-92.0,-91.0,1.0623999999999998
HDOK,PLOK,17472,11,11,-91,8,11,2,33,-99,-91,-95,-90,-91,-96,-94,-90,-95,-91,-90,-92,-97,-91,-90,-91,-92,-92,-92,-92,-90,-92,-92,-100,-92,-91,-92,-93,-93,-91,-91,-91,-91,354,-92.42424242424242,-92.0,-91.0,1.5135999999999998
HDOK,PLOK,17472,12,12,-91,8,11,2,33,-90,-90,-95,-90,-90,-96,-94,-90,-95,-91,-91,-91,-97,-91,-91,-90,-92,-92,-91,-92,-90,-91,-90,-99,-91,-90,-90,-93,-94,-93,-90,-92,-90,354,-91.87878787878788,-91.0,-90.0,2.0000000000000004
HDOK,PLOK,17472,13,13,-91,9,11,2,33,-99,-90,-94,-90,-90,-96,-94,-90,-96,-90,-90,-91,-95,-91,-90,-91,-92,-92,-90,-92,-90,-91,-91,-99,-91,-90,-91,-94,-94,-91,-92,-90,-90,354,-92.03030303030303,-91.0,-90.0,2.3296000000000006
HDOK,PLOK,17472,14,14,-90,8,11,2,33,-90,-89,-92,-90,-96,-99,-92,-90,-92,-91,-91,-92,-91,-89,-91,-91,-91,-93,-101,-91,-90,-92,-90,-99,-90,-90,-90,-93,-91,-90,-91,-90,-90,354,-91.75757575757575,-91.0,-90.0,0.88
HDOK,PLOK,17472,15,15,-90,9,11,2,33,-99,-89,-93,-89,-90,-97,-93,-90,-97,-90,-90,-91,-91,-91,-90,-91,-91,-92,-93,-92,-90,-92,-91,-98,-91,-90,-90,-92,-93,-91,-91,-94,-90,354,-91.87878787878788,-91.0,-91.0,1.3376000000000001
