hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-88,8,11,2,33,-86,-86,-88,-86,-86,-92,-89,-86,-95,-86,-86,-87,-91,-87,-87,-87,-88,-87,-87,-88,-87,-87,-87,-95,-87,-87,-87,-88,-91,-87,-86,-88,-87,312,-87.84848484848484,-87.0,-87.0,1.0816
HDOK,PLOK,17472,2,2,-87,10,11,2,33,-93,-84,-86,-84,-84,-91,-87,-84,-97,-83,-84,-85,-87,-84,-84,-84,-85,-86,-85,-85,-84,-85,-84,-93,-85,-84,-84,-88,-88,-85,-85,-84,-84,312,-85.9090909090909,-85.0,-84.0,1.5584
HDOK,PLOK,17472,3,3,-86,10,11,2,33,-84,-84,-87,-84,-85,-91,-88,-85,-88,-85,-84,-85,-88,-84,-84,-84,-86,-86,-85,-85,-84,-85,-85,-93,-85,-84,-85,-88,-86,-85,-86,-83,-83,312,-85.57575757575758,-85.0,-85.0,1.28
HDOK,PLOK,17472,4,4,-86,10,11,2,33,-93,-83,-85,-83,-83,-93,-86,-84,-88,-83,-83,-85,-84,-83,-84,-84,-84,-86,-88,-83,-83,-84,-83,-93,-83,-83,-83,-84,-86,-83,-85,-87,-86,312,-85.0909090909091,-84.0,-83.0,1.9904
HDOK,PLOK,17472,5,5,-87,10,11,2,33,-84,-84,-86,-84,-85,-92,-87,-84,-97,-84,-83,-85,-86,-84,-84,-85,-85,-86,-86,-85,-84,-85,-84,-93,-84,-82,-84,-86,-86,-85,-85,-84,-84,312,-85.51515151515152,-85.0,-84.0,0.6400000000000001
HDOK,PLOK,17472,6,6,-88,9,11,2,33,-94,-86,-88,-86,-86,-92,-88,-86,-99,-86,-85,-87,-88,-86,-86,-86,-87,-87,-87,-86,-85,-87,-86,-94,-86,-86,-87,-89,-87,-86,-85,-86,-85,312,-87.42424242424242,-86.0,-86.0,0.7104
HDOK,PLOK,17472,7,7,-88,9,11,2,33,-85,-85,-87,-84,-85,-91,-87,-84,-99,-84,-85,-86,-87,-85,-85,-85,-86,-87,-86,-86,-85,-87,-86,-94,-86,-86,-86,-88,-88,-85,-84,-84,-83,312,-86.39393939393939,-86.0,-85.0,0.9823999999999999
HDOK,PLOK,17472,8,8,-87,9,11,2,33,-94,-86,-89,-87,-87,-94,-87,-85,-87,-84,-83,-85,-85,-85,-85,-86,-86,-87,-90,-86,-85,-87,-86,-94,-86,-86,-86,-87,-87,-86,-85,-85,-85,312,-86.75757575757575,-86.0,-86.0,0.9344
HDOK,PLOK,17472,9,9,-86,10,11,2,33,-87,-88,-92,-88,-89,-95,-93,-88,-92,-88,-87,-87,-95,-87,-86,-86,-87,-86,-85,-85,-83,-83,-83,-89,-83,-82,-83,-86,-89,-87,-85,-86,-84,312,-87.0909090909091,-87.0,-87.0,3.8816
HDOK,PLOK,17472,10,10,-88,9,11,2,33,-93,-83,-88,-83,-83,-89,-88,-84,-87,-84,-84,-84,-97,-84,-84,-85,-86,-85,-84,-86,-84,-85,-85,-92,-86,-84,-85,-89,-89,-88,-87,-85,-84,312,-86.18181818181819,-85.0,-84.0,2.8000000000000007
