hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-99,9,11,2,33,-106,-99,-100,-100,-104,-112,-110,-111,-111,-103,-100,-99,-97,-96,-95,-95,-95,-97,-106,-97,-98,-101,-100,-106,-98,-98,-98,-101,-100,-97,-97,-96,-95,304,-100.54545454545455,-99.0,-100.0,9.142400000000002
HDOK,PLOK,17472,2,2,-103,9,11,2,33,-101,-102,-104,-101,-103,-111,-104,-103,-105,-102,-102,-103,-102,-101,-101,-101,-101,-103,-112,-101,-100,-101,-101,-109,-101,-101,-101,-104,-102,-101,-103,-102,-101,304,-102.72727272727273,-102.0,-101.0,1.12
HDOK,PLOK,17472,3,3,-102,9,11,2,33,-109,-100,-103,-100,-101,-107,-103,-101,-106,-101,-101,-101,-101,-101,-101,-101,-101,-102,-105,-101,-100,-101,-101,-109,-100,-100,-101,-101,-103,-101,-101,-104,-103,304,-102.15151515151516,-101.0,-101.0,1.36
HDOK,PLOK,17472,4,4,-110,4,11,2,33,-101,-101,-103,-102,-103,-111,-105,-105,-107,-105,-106,-108,-107,-108,-110,-111,-110,-114,-117,-113,-113,-115,-113,-117,-113,-112,-111,-112,-111,-111,-111,-109,-109,304,-109.21212121212122,-110.0,-111.0,8.3104
HDOK,PLOK,17472,5,5,-101,8,11,2,33,-107,-100,-103,-100,-100,-106,-103,-100,-110,-101,-100,-99,-103,-100,-99,-100,-100,-101,-101,-101,-100,-100,-100,-107,-100,-99,-100,-103,-101,-100,-100,-100,-99,304,-101.3030303030303,-100.0,-100.0,1.1776000000000002
HDOK,PLOK,17472,6,6,-102,7,11,2,33,-99,-100,-103,-99,-99,-105,-103,-100,-107,-100,-100,-99,-103,-100,-99,-100,-101,-101,-100,-101,-100,-100,-100,-107,-100,-99,-99,-103,-103,-100,-99,-100,-99,304,-100.84848484848484,-100.0,-100.0,1.6
HDOK,PLOK,17472,7,7,-101,8,11,2,33,-107,-100,-105,-99,-99,-105,-103,-99,-107,-99,-100,-100,-103,-100,-100,-100,-101,-101,-100,-100,-99,-100,-100,-107,-100,-100,-100,-101,-101,-100,-99,-99,-99,304,-101.0,-100.0,-100.0,1.8463999999999998
HDOK,PLOK,17472,8,8,-101,7,11,2,33,-99,-99,-101,-99,-102,-109,-101,-100,-101,-100,-99,-101,-100,-100,-99,-100,-100,-102,-109,-100,-100,-101,-100,-106,-99,-99,-100,-100,-101,-100,-99,-105,-106,304,-101.12121212121212,-100.0,-100.0,1.5263999999999998
HDOK,PLOK,17472,9,9,-103,10,11,2,33,-109,-101,-105,-101,-102,-109,-104,-101,-111,-102,-101,-103,-103,-102,-101,-101,-102,-102,-103,-101,-100,-101,-100,-109,-100,-100,-101,-104,-104,-101,-102,-100,-99,304,-102.57575757575758,-102.0,-101.0,1.6735999999999998
HDOK,PLOK,17472,10,10,-102,9,11,2,33,-106,-106,-109,-106,-109,-115,-108,-106,-107,-106,-107,-107,-106,-106,-105,-105,-105,-105,-112,-102,-101,-103,-101,-107,-100,-101,-69,-101,-101,-100,-101,-101,-101,304,-103.78787878787878,-105.0,-101.0,5.919999999999999
