hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-103,8,11,2,33,-113.0,-107.0,-111.0,-110.0,-116.0,-116.0,-116.0,-110.0,-109.0,-107.0,-105.0,-105.0,-103.0,-103.0,-101.0,-101.0,-100.0,-102.0,-111.0,-100.0,-99.0,-101.0,-101.0,-109.0,-102.0,-103.0,-103.0,-104.0,-103.0,-101.0,-100.0,-99.0,-108.0,308,-105.42424242424242,-103.0,-103.0,12.56
HDOK,PLOK,17472,2,2,-98,9,11,2,33,-91.0,-90.0,-92.0,-89.0,-91.0,-98.0,-92.0,-90.0,-93.0,-90.0,-90.0,-92.0,-91.0,-91.0,-92.0,-93.0,-93.0,-95.0,-99.0,-94.0,-93.0,-95.0,-94.0,-103.0,-95.0,-95.0,-96.0,-98.0,-100.0,-98.0,-98.0,-101.0,-98.0,308,-94.24242424242425,-93.0,-98.0,6.393599999999999
HDOK,PLOK,17472,3,3,-99,10,11,2,33,-104.0,-96.0,-99.0,-96.0,-97.0,-104.0,-100.0,-97.0,-109.0,-96.0,-97.0,-98.0,-99.0,-96.0,-96.0,-96.0,-98.0,-98.0,-96.0,-96.0,-95.0,-96.0,-96.0,-105.0,-96.0,-95.0,-95.0,-99.0,-98.0,-96.0,-96.0,-96.0,-96.0,308,-97.78787878787878,-96.0,-96.0,1.5584
HDOK,PLOK,17472,4,4,-102,9,11,2,33,-102.0,-103.0,-103.0,-101.0,-110.0,-111.0,-103.0,-101.0,-102.0,-101.0,-101.0,-102.0,-101.0,-100.0,-101.0,-100.0,-100.0,-103.0,-103.0,-100.0,-100.0,-102.0,-100.0,-106.0,-100.0,-99.0,-100.0,-101.0,-100.0,-100.0,-100.0,-101.0,-101.0,308,-101.75757575757575,-101.0,-100.0,1.0944
HDOK,PLOK,17472,5,5,-105,7,11,2,33,-112.0,-104.0,-105.0,-104.0,-104.0,-109.0,-106.0,-103.0,-113.0,-103.0,-103.0,-103.0,-104.0,-103.0,-103.0,-104.0,-104.0,-105.0,-109.0,-103.0,-103.0,-105.0,-104.0,-111.0,-104.0,-104.0,-104.0,-103.0,-106.0,-104.0,-105.0,-108.0,-117.0,308,-105.51515151515152,-104.0,-104.0,2.8575999999999997
HDOK,PLOK,17472,6,6,-103,9,11,2,33,-101.0,-101.0,-101.0,-100.0,-105.0,-109.0,-102.0,-101.0,-101.0,-101.0,-101.0,-103.0,-101.0,-101.0,-102.0,-102.0,-101.0,-105.0,-107.0,-102.0,-101.0,-103.0,-102.0,-107.0,-101.0,-101.0,-101.0,-102.0,-102.0,-101.0,-102.0,-101.0,-101.0,308,-102.18181818181819,-101.0,-101.0,0.8704000000000001
HDOK,PLOK,17472,7,7,-106,7,11,2,33,-113.0,-105.0,-106.0,-104.0,-104.0,-111.0,-105.0,-102.0,-106.0,-102.0,-103.0,-104.0,-103.0,-103.0,-104.0,-105.0,-105.0,-106.0,-113.0,-104.0,-105.0,-106.0,-105.0,-112.0,-104.0,-104.0,-105.0,-106.0,-106.0,-106.0,-107.0,-107.0,-107.0,308,-105.6969696969697,-105.0,-106.0,1.1743999999999999
HDOK,PLOK,17472,8,8,-102,9,11,2,33,-100.0,-100.0,-100.0,-99.0,-97.0,-107.0,-101.0,-100.0,-101.0,-99.0,-99.0,-101.0,-100.0,-104.0,-100.0,-101.0,-101.0,-103.0,-111.0,-100.0,-99.0,-101.0,-99.0,-106.0,-99.0,-99.0,-99.0,-101.0,-101.0,-101.0,-100.0,-101.0,-101.0,308,-100.93939393939394,-100.0,-101.0,0.8704000000000001
HDOK,PLOK,17472,9,9,-101,8,11,2,33,-109.0,-100.0,-104.0,-99.0,-100.0,-106.0,-103.0,-100.0,-111.0,-101.0,-100.0,-100.0,-103.0,-101.0,-100.0,-100.0,-101.0,-101.0,-101.0,-101.0,-100.0,-100.0,-100.0,-109.0,-100.0,-100.0,-100.0,-101.0,-101.0,-100.0,-100.0,-100.0,-100.0,308,-101.57575757575758,-100.0,-100.0,1.1616
HDOK,PLOK,17472,10,10,-101,7,11,2,33,-99.0,-100.0,-103.0,-99.0,-99.0,-106.0,-101.0,-100.0,-109.0,-99.0,-100.0,-100.0,-101.0,-99.0,-99.0,-99.0,-101.0,-101.0,-101.0,-100.0,-99.0,-100.0,-100.0,-107.0,-100.0,-99.0,-99.0,-101.0,-103.0,-100.0,-99.0,-102.0,-101.0,308,-100.78787878787878,-100.0,-99.0,1.04
HDOK,PLOK,17472,11,11,-102,8,11,2,33,-107.0,-100.0,-103.0,-99.0,-100.0,-107.0,-101.0,-100.0,-103.0,-99.0,-100.0,-100.0,-100.0,-100.0,-99.0,-100.0,-100.0,-101.0,-104.0,-100.0,-99.0,-100.0,-100.0,-107.0,-99.0,-100.0,-99.0,-103.0,-101.0,-100.0,-101.0,-99.0,-99.0,308,-100.9090909090909,-100.0,-100.0,1.2704000000000002
HDOK,PLOK,17472,12,12,-101,8,11,2,33,-99.0,-100.0,-103.0,-100.0,-100.0,-106.0,-103.0,-100.0,-107.0,-100.0,-100.0,-100.0,-101.0,-100.0,-99.0,-100.0,-100.0,-101.0,-102.0,-101.0,-99.0,-100.0,-100.0,-109.0,-99.0,-99.0,-100.0,-103.0,-100.0,-99.0,-100.0,-99.0,-99.0,308,-100.84848484848484,-100.0,-100.0,1.0816
HDOK,PLOK,17472,13,13,-103,9,11,2,33,-109.0,-100.0,-103.0,-99.0,-100.0,-107.0,-103.0,-100.0,-113.0,-100.0,-101.0,-101.0,-102.0,-100.0,-100.0,-100.0,-101.0,-101.0,-101.0,-101.0,-101.0,-102.0,-101.0,-111.0,-102.0,-102.0,-103.0,-104.0,-105.0,-104.0,-103.0,-105.0,-102.0,308,-102.63636363636364,-102.0,-101.0,2.1536
HDOK,PLOK,17472,14,14,-102,9,11,2,33,-103.0,-102.0,-104.0,-102.0,-106.0,-111.0,-104.0,-102.0,-105.0,-103.0,-102.0,-104.0,-103.0,-101.0,-103.0,-103.0,-102.0,-105.0,-113.0,-101.0,-101.0,-104.0,-101.0,-107.0,-101.0,-101.0,-102.0,-102.0,-102.0,-101.0,-102.0,-101.0,-107.0,308,-103.36363636363636,-102.0,-102.0,1.7824
