hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-111,2,11,2,33,-115,-113,-113,-113,-117,-115,-113,-112,-112,-112,-113,-113,-111,-112,-114,-113,-115,-113,-115,-112,-113,-114,-113,-117,-113,-111,-113,-113,-112,-112,-115,-112,-112,356,-113.21212121212122,-113.0,-113.0,0.8384
HDOK,PLOK,17472,2,2,-111,3,11,2,33,-110,-111,-112,-110,-113,-116,-112,-111,-112,-110,-111,-111,-112,-111,-112,-112,-115,-113,-117,-112,-111,-112,-111,-117,-111,-111,-111,-113,-113,-113,-112,-112,-111,356,-112.15151515151516,-112.0,-111.0,0.56
HDOK,PLOK,17472,3,3,-111,3,11,2,33,-115,-112,-115,-112,-113,-117,-113,-110,-113,-112,-111,-112,-112,-112,-111,-112,-110,-113,-115,-112,-112,-112,-111,-115,-111,-111,-112,-112,-113,-113,-111,-113,-112,356,-112.42424242424242,-112.0,-112.0,0.7424
HDOK,PLOK,17472,4,4,-111,3,11,2,33,-112,-112,-113,-111,-111,-115,-115,-111,-117,-112,-112,-112,-113,-111,-113,-112,-112,-113,-113,-112,-112,-112,-112,-117,-112,-111,-112,-111,-110,-111,-112,-112,-111,356,-112.33333333333333,-112.0,-112.0,0.4
HDOK,PLOK,17472,5,5,-111,3,11,2,33,-115,-115,-115,-111,-113,-117,-113,-112,-113,-111,-111,-113,-113,-112,-112,-112,-113,-113,-115,-110,-112,-113,-113,-115,-111,-112,-112,-115,-112,-111,-112,-110,-112,356,-112.6969696969697,-112.0,-112.0,1.2
HDOK,PLOK,17472,6,6,-111,3,11,2,33,-111,-111,-111,-111,-112,-115,-115,-111,-115,-111,-111,-112,-117,-112,-112,-112,-112,-112,-112,-110,-111,-111,-112,-117,-111,-112,-111,-115,-113,-112,-112,-111,-110,356,-112.21212121212122,-112.0,-112.0,1.1456000000000002
HDOK,PLOK,17472,7,7,-111,3,11,2,33,-117,-112,-115,-111,-113,-116,-113,-111,-113,-111,-112,-112,-112,-111,-113,-112,-112,-113,-117,-113,-112,-112,-111,-117,-112,-111,-111,-115,-111,-111,-111,-111,-111,356,-112.57575757575758,-112.0,-111.0,1.2544
HDOK,PLOK,17472,8,8,-111,3,11,2,33,-111,-111,-113,-111,-112,-115,-113,-111,-115,-111,-111,-113,-115,-111,-113,-112,-115,-113,-111,-111,-111,-111,-111,-115,-112,-112,-112,-112,-113,-112,-110,-113,-111,356,-112.21212121212122,-112.0,-111.0,1.04
HDOK,PLOK,17472,9,9,-112,3,11,2,33,-117,-113,-112,-112,-112,-115,-113,-111,-115,-112,-112,-113,-112,-111,-111,-112,-112,-113,-115,-112,-112,-112,-111,-117,-112,-111,-112,-115,-115,-111,-113,-111,-111,356,-112.66666666666667,-112.0,-112.0,1.28
HDOK,PLOK,17472,10,10,-111,3,11,2,33,-110,-112,-111,-111,-117,-115,-113,-112,-111,-111,-111,-113,-112,-110,-111,-112,-111,-113,-115,-113,-112,-113,-112,-117,-112,-111,-112,-112,-111,-112,-111,-112,-111,356,-112.18181818181819,-112.0,-112.0,0.5344000000000001
HDOK,PLOK,17472,11,11,-111,3,11,2,33,-117,-111,-117,-112,-112,-115,-115,-111,-117,-111,-112,-112,-115,-113,-112,-112,-111,-111,-113,-112,-112,-112,-113,-117,-111,-111,-112,-113,-113,-111,-110,-115,-111,356,-112.78787878787878,-112.0,-112.0,1.6864000000000001
HDOK,PLOK,17472,12,12,-111,3,11,2,33,-112,-111,-113,-111,-117,-117,-111,-112,-112,-112,-110,-112,-111,-111,-113,-113,-113,-115,-115,-111,-111,-109,-111,-117,-111,-112,-113,-112,-110,-112,-115,-112,-115,356,-112.48484848484848,-112.0,-112.0,1.5423999999999998
HDOK,PLOK,17472,13,13,-111,3,11,2,33,-115,-110,-113,-112,-116,-115,-111,-111,-112,-112,-112,-113,-111,-111,-111,-113,-112,-113,-115,-111,-112,-113,-111,-115,-112,-110,-111,-113,-111,-112,-111,-113,-111,356,-112.24242424242425,-112.0,-111.0,0.9983999999999998
HDOK,PLOK,17472,14,14,-112,2,11,2,33,-111,-113,-115,-112,-112,-117,-115,-112,-118,-113,-112,-115,-113,-112,-111,-112,-112,-113,-113,-113,-112,-113,-113,-116,-112,-113,-113,-115,-115,-111,-112,-113,-112,356,-113.15151515151516,-113.0,-113.0,1.0335999999999999
HDOK,PLOK,17472,15,15,-109,5,11,2,33,-113,-110,-112,-110,-111,-115,-113,-111,-117,-110,-111,-111,-112,-111,-110,-111,-109,-112,-110,-110,-109,-111,-108,-115,-109,-109,-109,-110,-112,-110,-111,-113,-109,356,-111.03030303030303,-111.0,-111.0,1.2224
HDOK,PLOK,17472,16,16,-110,4,11,2,33,-113,-113,-113,-113,-113,-116,-115,-113,-113,-113,-112,-113,-112,-112,-112,-112,-112,-112,-117,-111,-109,-111,-112,-115,-111,-111,-112,-112,-112,-112,-112,-110,-110,356,-112.39393939393939,-112.0,-112.0,0.42239999999999994
HDOK,PLOK,17472,17,17,-112,2,11,2,33,-115,-111,-113,-112,-113,-115,-113,-112,-113,-113,-112,-113,-112,-112,-111,-112,-111,-115,-117,-116,-112,-112,-112,-117,-111,-112,-112,-113,-113,-111,-111,-116,-117,356,-113.03030303030303,-112.0,-112.0,1.5423999999999998
HDOK,PLOK,17472,18,18,-112,2,11,2,33,-112,-114,-115,-112,-114,-115,-115,-113,-117,-113,-113,-114,-111,-113,-113,-113,-113,-113,-116,-113,-114,-113,-113,-117,-113,-113,-113,-114,-115,-113,-113,-111,-112,356,-113.51515151515152,-113.0,-113.0,0.56
HDOK,PLOK,17472,19,19,-112,2,11,2,33,-115,-110,-115,-113,-113,-117,-113,-112,-117,-110,-112,-112,-115,-112,-112,-113,-123,-113,-113,-113,-112,-113,-113,-117,-113,-112,-112,-115,-113,-113,-113,-113,-113,356,-113.48484848484848,-113.0,-113.0,0.8736000000000002
HDOK,PLOK,17472,20,20,-112,1,11,2,33,-112,-112,-113,-112,-113,-115,-113,-113,-115,-113,-112,-113,-113,-111,-112,-113,-113,-112,-113,-115,-112,-112,-113,-116,-112,-113,-111,-115,-113,-112,-111,-116,-113,356,-112.93939393939394,-113.0,-113.0,0.6399999999999999
HDOK,PLOK,17472,21,21,-112,1,11,2,33,-117,-113,-117,-112,-117,-117,-113,-109,-112,-112,-113,-113,-113,-113,-112,-115,-113,-115,-113,-113,-112,-113,-112,-116,-112,-113,-112,-115,-115,-112,-112,-113,-115,356,-113.45454545454545,-113.0,-113.0,1.3824000000000003
HDOK,PLOK,17472,22,22,-111,2,11,2,33,-113,-112,-113,-113,-113,-117,-112,-112,-115,-112,-112,-113,-112,-112,-111,-113,-112,-113,-118,-115,-112,-112,-111,-115,-112,-113,-111,-113,-112,-112,-113,-117,-111,356,-112.93939393939394,-112.0,-112.0,0.7104
HDOK,PLOK,17472,23,23,-112,1,11,2,33,-113,-110,-115,-111,-110,-111,-112,-111,-115,-111,-111,-111,-113,-112,-112,-115,-112,-113,-114,-112,-112,-111,-113,-112,-112,-112,-113,-113,-112,-113,-113,-113,-114,356,-112.33333333333333,-112.0,-112.0,0.6624
HDOK,PLOK,17472,24,24,-111,2,11,2,33,-111,-110,-113,-111,-113,-112,-113,-112,-113,-112,-111,-113,-112,-112,-112,-113,-112,-113,-113,-111,-110,-113,-112,-117,-111,-111,-113,-113,-113,-113,-113,-117,-112,356,-112.42424242424242,-112.0,-113.0,0.5376000000000001
HDOK,PLOK,17472,25,25,-112,2,11,2,33,-115,-112,-115,-111,-113,-112,-115,-112,-113,-112,-114,-113,-113,-113,-111,-113,-115,-113,-118,-112,-113,-113,-115,-117,-113,-112,-113,-114,-115,-113,-113,-115,-113,356,-113.45454545454545,-113.0,-113.0,0.9376000000000002
HDOK,PLOK,17472,26,26,-111,2,11,2,33,-112,-115,-117,-113,-112,-115,-115,-113,-117,-112,-113,-112,-113,-115,-113,-112,-115,-113,-115,-113,-114,-112,-114,-116,-113,-113,-112,-115,-113,-111,-112,-116,-112,356,-113.57575757575758,-113.0,-113.0,1.28
HDOK,PLOK,17472,27,27,-112,1,11,2,33,-115,-111,-113,-111,-116,-111,-112,-110,-111,-111,-112,-113,-112,-112,-113,-113,-112,-114,-115,-111,-114,-114,-113,-117,-113,-112,-113,-113,-117,-112,-112,-115,-115,356,-112.96969696969697,-113.0,-113.0,1.36
HDOK,PLOK,17472,28,28,-111,3,11,2,33,-111,-112,-115,-113,-112,-111,-113,-113,-115,-112,-116,-113,-113,-113,-112,-112,-113,-114,-113,-112,-111,-112,-113,-116,-111,-112,-111,-113,-113,-113,-111,-112,-111,356,-112.63636363636364,-113.0,-113.0,0.5664000000000001
HDOK,PLOK,17472,29,29,-111,2,11,2,33,-114,-112,-115,-112,-112,-112,-115,-113,-115,-112,-112,-113,-111,-112,-113,-113,-112,-114,-117,-112,-112,-113,-112,-117,-112,-112,-113,-112,-113,-113,-115,-117,-111,356,-113.12121212121212,-113.0,-112.0,1.0144
HDOK,PLOK,17472,30,30,-112,1,11,2,33,-114,-113,-116,-115,-115,-113,-114,-112,-115,-113,-115,-114,-113,-113,-112,-112,-112,-112,-115,-110,-109,-111,-111,-113,-111,-112,-113,-114,-116,-115,-115,-114,-115,356,-113.24242424242425,-113.0,-115.0,1.4303999999999997
HDOK,PLOK,17472,31,31,-111,2,11,2,33,-115,-115,-113,-115,-114,-113,-116,-115,-115,-114,-115,-115,-113,-115,-113,-114,-115,-115,-117,-113,-113,-114,-113,-117,-113,-112,-113,-113,-113,-113,-111,-115,-111,356,-113.96969696969697,-114.0,-113.0,0.8383999999999999
HDOK,PLOK,17472,32,32,-111,3,11,2,33,-111,-112,-115,-112,-116,-112,-112,-112,-113,-112,-112,-114,-112,-112,-111,-113,-111,-115,-112,-112,-112,-114,-112,-115,-111,-111,-112,-112,-112,-111,-111,-112,-111,356,-112.33333333333333,-112.0,-112.0,0.5536
HDOK,PLOK,17472,33,33,-110,3,11,2,33,-115,-111,-112,-111,-112,-112,-115,-112,-117,-112,-111,-112,-113,-113,-112,-112,-113,-113,-113,-111,-112,-112,-111,-115,-111,-112,-112,-112,-112,-111,-113,-111,-111,356,-112.33333333333333,-112.0,-112.0,0.4383999999999999
HDOK,PLOK,17472,34,34,-112,2,11,2,33,-111,-112,-115,-112,-115,-110,-111,-112,-112,-111,-112,-115,-112,-112,-113,-113,-112,-115,-115,-110,-111,-114,-112,-115,-112,-113,-112,-112,-113,-112,-112,-112,-117,356,-112.63636363636364,-112.0,-112.0,1.2096
HDOK,PLOK,17472,35,35,-111,3,11,2,33,-115,-111,-113,-111,-113,-112,-115,-111,-113,-112,-112,-113,-112,-112,-112,-113,-112,-113,-117,-112,-112,-112,-112,-115,-110,-112,-111,-115,-111,-112,-111,-113,-112,356,-112.48484848484848,-112.0,-112.0,0.6816
HDOK,PLOK,17472,36,36,-111,3,11,2,33,-112,-111,-113,-112,-112,-112,-113,-112,-115,-112,-111,-112,-112,-111,-113,-111,-111,-113,-118,-112,-111,-113,-112,-117,-111,-111,-113,-113,-113,-112,-113,-115,-112,356,-112.54545454545455,-112.0,-112.0,0.4800000000000001
HDOK,PLOK,17472,37,37,-111,3,11,2,33,-115,-111,-115,-111,-115,-112,-111,-112,-112,-113,-112,-113,-112,-112,-113,-115,-112,-114,-113,-112,-111,-113,-110,-115,-111,-111,-112,-111,-112,-112,-112,-113,-111,356,-112.39393939393939,-112.0,-112.0,0.9024
HDOK,PLOK,17472,38,38,-111,3,11,2,33,-112,-113,-113,-112,-112,-112,-115,-112,-117,-113,-112,-112,-111,-112,-112,-112,-113,-113,-112,-111,-112,-113,-112,-115,-111,-111,-112,-112,-112,-112,-113,-112,-113,356,-112.45454545454545,-112.0,-112.0,0.20160000000000003
HDOK,PLOK,17472,39,39,-111,3,11,2,33,-116,-112,-115,-113,-115,-111,-115,-112,-112,-112,-112,-113,-112,-112,-112,-112,-111,-113,-117,-111,-112,-112,-113,-115,-112,-111,-112,-117,-112,-112,-111,-115,-111,356,-112.81818181818181,-112.0,-112.0,1.3664
HDOK,PLOK,17472,40,40,-111,2,11,2,33,-112,-112,-115,-112,-118,-112,-112,-112,-112,-112,-113,-115,-112,-113,-113,-113,-113,-113,-112,-112,-112,-115,-112,-115,-112,-112,-111,-112,-112,-112,-111,-112,-112,356,-112.66666666666667,-112.0,-112.0,0.47040000000000004
HDOK,PLOK,17472,41,41,-112,3,11,2,33,-115,-112,-113,-112,-113,-112,-111,-110,-115,-112,-112,-113,-112,-112,-111,-112,-111,-113,-117,-113,-111,-113,-113,-117,-112,-112,-113,-113,-113,-112,-111,-112,-117,356,-112.72727272727273,-112.0,-112.0,0.6464000000000002
HDOK,PLOK,17472,42,42,-111,2,11,2,33,-113,-112,-115,-112,-112,-112,-115,-113,-117,-112,-113,-112,-115,-111,-112,-111,-115,-113,-113,-112,-111,-112,-111,-115,-111,-111,-112,-112,-117,-112,-112,-112,-112,356,-112.72727272727273,-112.0,-112.0,1.1296000000000002
HDOK,PLOK,17472,43,43,-111,2,11,2,33,-115,-112,-115,-112,-112,-111,-113,-112,-115,-113,-112,-112,-115,-113,-112,-113,-115,-113,-112,-112,-112,-112,-112,-115,-111,-112,-113,-115,-112,-112,-113,-112,-112,356,-112.78787878787878,-112.0,-112.0,0.9504000000000002
HDOK,PLOK,17472,44,44,-111,3,11,2,33,-109,-113,-115,-112,-117,-112,-115,-112,-112,-111,-113,-113,-112,-112,-113,-113,-112,-113,-115,-112,-111,-113,-112,-117,-112,-112,-112,-112,-113,-112,-112,-113,-111,356,-112.66666666666667,-112.0,-112.0,0.48960000000000004
HDOK,PLOK,17472,45,45,-111,2,11,2,33,-114,-112,-115,-110,-112,-111,-113,-111,-117,-112,-112,-112,-112,-112,-112,-112,-113,-113,-115,-111,-111,-113,-111,-117,-111,-112,-112,-113,-113,-113,-112,-111,-113,356,-112.51515151515152,-112.0,-112.0,0.5823999999999999
HDOK,PLOK,17472,46,46,-111,3,11,2,33,-111,-112,-113,-112,-112,-112,-113,-112,-117,-112,-111,-112,-112,-112,-112,-113,-113,-113,-116,-112,-112,-113,-112,-113,-111,-112,-111,-113,-112,-112,-112,-111,-112,356,-112.36363636363636,-112.0,-112.0,0.24
HDOK,PLOK,17472,47,47,-111,3,11,2,33,-116,-112,-113,-112,-112,-112,-113,-113,-117,-112,-112,-112,-113,-112,-113,-113,-113,-113,-112,-112,-111,-112,-111,-115,-113,-111,-112,-115,-112,-112,-112,-112,-112,356,-112.63636363636364,-112.0,-112.0,0.23040000000000002
HDOK,PLOK,17472,48,48,-111,3,11,2,33,-111,-112,-117,-112,-112,-112,-111,-112,-115,-113,-111,-113,-112,-113,-112,-112,-113,-117,-117,-112,-112,-113,-112,-117,-112,-112,-111,-112,-113,-113,-112,-113,-113,356,-112.84848484848484,-112.0,-112.0,0.48960000000000004
HDOK,PLOK,17472,49,49,-111,3,11,2,33,-115,-111,-113,-112,-113,-112,-115,-112,-115,-110,-112,-113,-112,-113,-112,-112,-115,-113,-117,-113,-113,-113,-111,-115,-112,-112,-113,-113,-112,-111,-111,-112,-111,356,-112.6969696969697,-112.0,-112.0,0.8864000000000002
HDOK,PLOK,17472,50,50,-111,2,11,2,33,-112,-113,-115,-111,-113,-112,-113,-112,-118,-112,-112,-113,-113,-112,-112,-112,-113,-113,-114,-112,-112,-112,-112,-117,-112,-112,-113,-113,-112,-112,-112,-117,-112,356,-112.87878787878788,-112.0,-112.0,0.3264
