hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-117,-2,11,2,33,-114,-117,-115,-116,-116,-116,-115,-115,-117,-115,-115,-117,-116,-114,-115,-115,-116,-115,-116,-115,-115,-114,-116,-117,-113,-115,-116,-117,-114,-116,-116,-115,-116,360,-115.45454545454545,-115.0,-115.0,0.4096000000000001
HDOK,PLOK,17472,2,2,-117,-2,11,2,33,-115,-114,-114,-114,-114,-116,-115,-115,-116,-115,-115,-116,-116,-116,-115,-114,-119,-116,-116,-115,-117,-114,-115,-115,-115,-115,-116,-116,-116,-116,-117,-116,-118,360,-115.51515151515152,-115.0,-116.0,0.4
HDOK,PLOK,17472,3,3,-115,-2,11,2,33,-113,-115,-117,-116,-114,-118,-115,-116,-116,-116,-114,-115,-116,-114,-115,-115,-114,-115,-118,-115,-115,-115,-116,-119,-116,-113,-117,-114,-115,-116,-117,-115,-115,360,-115.45454545454545,-115.0,-115.0,0.6304000000000001
HDOK,PLOK,17472,4,4,-118,-3,11,2,33,-116,-117,-116,-117,-116,-117,-116,-116,-116,-114,-114,-115,-115,-116,-115,-115,-116,-116,-117,-116,-115,-116,-115,-118,-114,-116,-114,-118,-116,-115,-115,-115,-117,360,-115.75757575757575,-116.0,-116.0,0.4224
HDOK,PLOK,17472,5,5,-118,-3,11,2,33,-115,-115,-116,-116,-115,-117,-116,-117,-118,-115,-115,-117,-116,-114,-116,-115,-115,-116,-119,-116,-115,-116,-116,-116,-117,-116,-115,-117,-124,-114,-116,-116,-116,360,-116.15151515151516,-116.0,-116.0,0.42560000000000003
HDOK,PLOK,17472,6,6,-118,-3,11,2,33,-116,-117,-116,-116,-116,-118,-117,-115,-117,-116,-117,-116,-116,-114,-115,-116,-113,-117,-117,-115,-115,-116,-115,-117,-115,-115,-115,-116,-118,-115,-116,-116,-114,360,-115.84848484848484,-116.0,-116.0,0.5056
HDOK,PLOK,17472,7,7,-117,-2,11,2,33,-115,-116,-117,-115,-114,-116,-117,-114,-118,-114,-115,-116,-114,-114,-115,-116,-117,-116,-116,-116,-115,-116,-115,-117,-114,-117,-115,-116,-118,-115,-115,-101,-115,360,-115.15151515151516,-115.0,-115.0,0.7296
HDOK,PLOK,17472,8,8,-117,-2,11,2,33,-117,-115,-117,-114,-115,-117,-115,-113,-118,-113,-114,-117,-116,-116,-116,-117,-114,-115,-115,-115,-114,-115,-114,-116,-114,-112,-115,-118,-118,-116,-118,-116,-116,360,-115.48484848484848,-115.0,-115.0,1.0496
HDOK,PLOK,17472,9,9,-116,-3,11,2,33,-114,-117,-118,-116,-116,-116,-117,-114,-115,-113,-115,-117,-117,-115,-117,-115,-117,-116,-117,-116,-114,-116,-115,-117,-115,-115,-115,-115,-115,-116,-113,-116,-115,360,-115.60606060606061,-116.0,-115.0,0.6976
HDOK,PLOK,17472,10,10,-118,-3,11,2,33,-114,-116,-115,-115,-114,-115,-114,-114,-118,-113,-115,-116,-115,-116,-115,-114,-115,-116,-117,-114,-115,-115,-115,-116,-116,-116,-115,-115,-115,-115,-116,-117,-115,360,-115.21212121212122,-115.0,-115.0,0.37440000000000007
HDOK,PLOK,17472,11,11,-118,-3,11,2,33,-115,-115,-116,-117,-115,-117,-116,-116,-116,-120,-116,-117,-116,-115,-115,-116,-114,-115,-117,-117,-115,-117,-116,-116,-116,-115,-117,-116,-117,-116,-114,-115,-117,360,-116.0,-116.0,-116.0,0.5183999999999999
HDOK,PLOK,17472,12,12,-118,-3,11,2,33,-118,-116,-116,-115,-114,-117,-116,-115,-116,-116,-115,-115,-115,-117,-115,-116,-116,-117,-117,-115,-116,-116,-114,-117,-115,-117,-115,-116,-114,-117,-115,-115,-115,360,-115.72727272727273,-116.0,-115.0,0.5216000000000001
HDOK,PLOK,17472,13,13,-117,-2,11,2,33,-113,-115,-116,-114,-116,-117,-117,-116,-115,-117,-114,-114,-117,-115,-115,-115,-115,-115,-117,-114,-115,-114,-117,-119,-116,-116,-116,-117,-118,-117,-113,-116,-115,360,-115.63636363636364,-116.0,-115.0,0.9504
HDOK,PLOK,17472,14,14,-118,-3,11,2,33,-116,-114,-117,-115,-115,-117,-116,-116,-117,-116,-116,-116,-116,-117,-116,-116,-117,-118,-116,-114,-114,-116,-116,-116,-117,-117,-115,-118,-116,-116,-117,-117,-113,360,-116.03030303030303,-116.0,-116.0,0.37440000000000007
HDOK,PLOK,17472,15,15,-118,-3,11,2,33,-116,-117,-116,-115,-115,-117,-117,-115,-117,-116,-116,-116,-117,-115,-115,-114,-117,-115,-113,-115,-115,-114,-116,-115,-116,-117,-114,-118,-116,-116,-115,-115,-117,360,-115.6969696969697,-116.0,-115.0,0.5824
HDOK,PLOK,17472,16,16,-118,-3,11,2,33,-116,-115,-117,-116,-115,-117,-117,-116,-117,-114,-115,-114,-116,-113,-115,-116,-117,-116,-115,-115,-116,-114,-116,-118,-117,-116,-116,-116,-117,-116,-115,-116,-115,360,-115.75757575757575,-116.0,-116.0,0.4544
HDOK,PLOK,17472,17,17,-118,-3,11,2,33,-116,-114,-116,-115,-115,-117,-117,-116,-117,-117,-115,-116,-116,-115,-116,-116,-117,-116,-115,-117,-115,-115,-115,-118,-116,-115,-116,-117,-117,-116,-116,-117,-116,360,-116.0,-116.0,-116.0,0.48
HDOK,PLOK,17472,18,18,-116,-3,11,2,33,-116,-116,-115,-117,-118,-118,-116,-116,-117,-117,-115,-115,-101,-115,-115,-115,-117,-116,-117,-116,-114,-115,-117,-118,-117,-115,-116,-116,-114,-115,-117,-116,-116,360,-115.57575757575758,-116.0,-116.0,0.5983999999999999
HDOK,PLOK,17472,19,19,-118,-3,11,2,33,-115,-115,-117,-115,-116,-117,-115,-115,-118,-116,-116,-117,-116,-118,-115,-116,-117,-114,-116,-115,-114,-115,-117,-117,-115,-115,-117,-115,-115,-116,-115,-116,-115,360,-115.78787878787878,-116.0,-115.0,0.6016
HDOK,PLOK,17472,20,20,-119,-3,11,2,33,-116,-115,-116,-116,-116,-117,-115,-115,-116,-116,-116,-114,-117,-116,-115,-115,-114,-116,-116,-116,-116,-115,-116,-132,-117,-116,-114,-117,-115,-116,-115,-116,-117,360,-116.21212121212122,-116.0,-116.0,0.32
HDOK,PLOK,17472,21,21,-118,-3,11,2,33,-115,-116,-115,-115,-117,-119,-117,-115,-115,-117,-116,-115,-115,-114,-115,-117,-116,-116,-117,-117,-115,-117,-116,-116,-115,-116,-114,-117,-115,-116,-117,-117,-120,360,-116.06060606060606,-116.0,-115.0,0.6783999999999999
HDOK,PLOK,17472,22,22,-118,-3,11,2,33,-117,-116,-115,-117,-117,-117,-117,-115,-115,-115,-115,-116,-113,-117,-117,-115,-117,-117,-118,-116,-115,-117,-114,-117,-115,-116,-115,-115,-116,-117,-115,-115,-118,360,-115.96969696969697,-116.0,-117.0,0.8
HDOK,PLOK,17472,23,23,-118,-3,11,2,33,-115,-115,-115,-116,-117,-115,-119,-115,-114,-115,-116,-116,-115,-116,-117,-115,-115,-116,-116,-117,-115,-117,-116,-117,-116,-117,-115,-116,-117,-116,-115,-115,-115,360,-115.81818181818181,-116.0,-115.0,0.5216000000000001
HDOK,PLOK,17472,24,24,-117,-2,11,2,33,-117,-114,-115,-116,-118,-115,-115,-115,-124,-115,-115,-114,-117,-115,-116,-118,-118,-116,-115,-115,-114,-116,-117,-118,-115,-116,-116,-116,-116,-115,-114,-113,-115,360,-115.87878787878788,-115.0,-115.0,0.7904000000000001
HDOK,PLOK,17472,25,25,-118,-3,11,2,33,-115,-115,-116,-117,-116,-115,-116,-116,-118,-115,-117,-117,-118,-115,-117,-116,-117,-117,-115,-109,-115,-117,-116,-115,-115,-115,-115,-115,-115,-115,-117,-118,-115,360,-115.75757575757575,-116.0,-115.0,0.7200000000000002
HDOK,PLOK,17472,26,26,-118,-3,11,2,33,-117,-116,-117,-116,-116,-116,-116,-117,-117,-115,-114,-116,-116,-116,-115,-117,-117,-116,-115,-113,-116,-116,-117,-117,-113,-116,-116,-115,-116,-115,-115,-116,-115,360,-115.78787878787878,-116.0,-116.0,0.3936
HDOK,PLOK,17472,27,27,-117,-2,11,2,33,-114,-115,-116,-115,-115,-116,-115,-114,-115,-114,-115,-116,-115,-115,-115,-115,-117,-115,-118,-116,-115,-116,-114,-118,-101,-116,-117,-124,-117,-114,-114,-114,-114,360,-115.15151515151516,-115.0,-115.0,0.7200000000000002
HDOK,PLOK,17472,28,28,-116,-3,11,2,33,-116,-114,-115,-115,-117,-115,-116,-117,-118,-113,-116,-113,-117,-116,-115,-115,-115,-116,-116,-117,-114,-115,-117,-117,-116,-116,-116,-117,-114,-116,-115,-117,-116,360,-115.6969696969697,-116.0,-116.0,0.64
HDOK,PLOK,17472,29,29,-117,-2,11,2,33,-115,-116,-113,-115,-116,-115,-116,-117,-116,-116,-115,-115,-116,-115,-115,-115,-115,-117,-116,-113,-116,-115,-116,-117,-114,-114,-116,-115,-115,-114,-115,-114,-116,360,-115.27272727272727,-115.0,-115.0,0.37760000000000005
