hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-87,8,11,2,33,-94,-85,-88,-85,-86,-93,-88,-86,-94,-86,-85,-87,-88,-86,-86,-86,-87,-87,-87,-87,-86,-87,-86,-94,-86,-86,-85,-87,-88,-86,-85,-86,-86,348,-87.24242424242425,-86.0,-86.0,0.6464000000000002
HDOK,PLOK,17472,2,2,-86,8,11,2,33,-86,-86,-87,-85,-87,-94,-88,-85,-88,-85,-85,-87,-86,-85,-86,-87,-86,-88,-95,-86,-85,-87,-86,-93,-86,-86,-86,-86,-88,-86,-85,-89,-86,348,-87.0,-86.0,-86.0,0.8
HDOK,PLOK,17472,3,3,-87,9,11,2,33,-94,-86,-87,-86,-88,-94,-87,-86,-87,-86,-86,-87,-86,-86,-87,-87,-86,-88,-95,-87,-86,-87,-86,-93,-86,-86,-86,-88,-87,-86,-87,-85,-86,348,-87.42424242424242,-87.0,-86.0,0.4704
HDOK,PLOK,17472,4,4,-86,8,11,2,33,-85,-85,-87,-85,-87,-94,-88,-86,-87,-85,-85,-87,-86,-85,-86,-86,-86,-87,-95,-86,-85,-87,-87,-93,-85,-84,-85,-88,-87,-85,-87,-85,-85,348,-86.6969696969697,-86.0,-85.0,0.8736000000000002
HDOK,PLOK,17472,5,5,-85,8,11,2,33,-94,-85,-87,-86,-88,-94,-88,-86,-88,-86,-85,-87,-85,-86,-86,-86,-86,-87,-95,-85,-84,-87,-86,-93,-86,-85,-85,-86,-87,-85,-86,-89,-99,348,-87.51515151515152,-86.0,-86.0,2.6976
HDOK,PLOK,17472,6,6,-85,8,11,2,33,-86,-85,-88,-85,-86,-92,-88,-85,-97,-85,-85,-87,-88,-86,-85,-85,-86,-87,-87,-86,-85,-87,-85,-94,-85,-85,-85,-86,-87,-86,-86,-85,-85,348,-86.66666666666667,-86.0,-85.0,0.9183999999999999
HDOK,PLOK,17472,7,7,-86,8,11,2,33,-94,-85,-87,-85,-88,-94,-87,-85,-87,-85,-86,-87,-86,-87,-86,-87,-87,-89,-97,-86,-86,-87,-86,-93,-86,-86,-86,-88,-87,-86,-86,-86,-86,348,-87.39393939393939,-86.0,-86.0,0.6304000000000001
HDOK,PLOK,17472,8,8,-87,8,11,2,33,-87,-86,-89,-86,-86,-92,-89,-87,-89,-86,-87,-87,-89,-87,-87,-87,-88,-87,-87,-88,-87,-87,-87,-95,-86,-87,-86,-91,-89,-87,-86,-87,-86,348,-87.63636363636364,-87.0,-87.0,0.8223999999999999
HDOK,PLOK,17472,9,9,-85,9,11,2,33,-93,-85,-89,-85,-85,-92,-88,-85,-97,-85,-85,-86,-88,-85,-86,-85,-87,-87,-87,-86,-85,-86,-86,-94,-86,-85,-85,-86,-86,-85,-85,-85,-85,348,-86.81818181818181,-86.0,-85.0,1.2384
HDOK,PLOK,17472,10,10,-86,9,11,2,33,-85,-85,-87,-85,-90,-93,-87,-85,-86,-85,-85,-87,-86,-86,-86,-86,-86,-88,-91,-85,-86,-87,-86,-91,-85,-86,-86,-86,-87,-85,-85,-90,-85,348,-86.63636363636364,-86.0,-86.0,1.2544
HDOK,PLOK,17472,11,11,-87,8,11,2,33,-94,-86,-88,-85,-86,-91,-88,-85,-93,-85,-85,-86,-88,-86,-86,-86,-87,-87,-87,-87,-86,-86,-86,-94,-86,-85,-86,-89,-88,-86,-87,-86,-86,348,-87.18181818181819,-86.0,-86.0,0.88
HDOK,PLOK,17472,12,12,-86,9,11,2,33,-85,-86,-88,-85,-86,-93,-87,-85,-89,-85,-85,-87,-86,-85,-86,-86,-86,-87,-91,-86,-85,-87,-85,-93,-85,-85,-85,-88,-86,-86,-86,-85,-85,348,-86.51515151515152,-86.0,-85.0,0.8383999999999999
HDOK,PLOK,17472,13,13,-86,9,11,2,33,-94,-85,-87,-85,-93,-93,-87,-85,-86,-85,-85,-87,-85,-86,-86,-87,-86,-88,-99,-85,-86,-87,-85,-91,-85,-85,-85,-85,-87,-85,-86,-90,-85,348,-87.15151515151516,-86.0,-85.0,2.3616
HDOK,PLOK,17472,14,14,-86,8,11,2,33,-86,-85,-88,-85,-87,-94,-87,-85,-88,-85,-85,-87,-86,-85,-86,-86,-86,-87,-91,-85,-85,-87,-86,-94,-85,-85,-86,-86,-87,-86,-87,-85,-88,348,-86.6969696969697,-86.0,-85.0,0.8543999999999999
HDOK,PLOK,17472,15,15,-86,9,11,2,33,-94,-86,-88,-85,-87,-94,-87,-85,-88,-85,-85,-87,-86,-86,-86,-86,-86,-87,-90,-86,-85,-87,-85,-95,-85,-85,-85,-88,-87,-86,-85,-85,-85,348,-86.87878787878788,-86.0,-85.0,1.0144
HDOK,PLOK,17472,16,16,-86,9,11,2,33,-85,-85,-87,-85,-87,-94,-87,-85,-88,-85,-85,-87,-85,-86,-86,-86,-86,-87,-97,-85,-85,-87,-86,-93,-85,-85,-86,-87,-87,-85,-85,-84,-85,348,-86.60606060606061,-86.0,-85.0,0.7456
HDOK,PLOK,17472,17,17,-86,9,11,2,33,-94,-86,-87,-86,-89,-94,-88,-86,-87,-86,-86,-87,-86,-87,-87,-87,-87,-89,-97,-86,-86,-87,-86,-94,-86,-86,-86,-86,-88,-86,-86,-93,-86,348,-87.81818181818181,-87.0,-86.0,2.32
HDOK,PLOK,17472,18,18,-86,9,11,2,33,-85,-85,-87,-85,-88,-94,-87,-85,-87,-86,-85,-87,-86,-85,-86,-86,-86,-88,-95,-86,-85,-87,-85,-93,-84,-85,-86,-86,-86,-86,-87,-85,-85,348,-86.63636363636364,-86.0,-85.0,0.72
HDOK,PLOK,17472,19,19,-86,8,11,2,33,-94,-86,-87,-85,-88,-93,-87,-85,-87,-85,-85,-87,-86,-85,-86,-87,-86,-88,-93,-86,-85,-87,-86,-93,-85,-85,-85,-87,-86,-85,-86,-94,-91,348,-87.3030303030303,-86.0,-85.0,3.3376
HDOK,PLOK,17472,20,20,-86,9,11,2,33,-86,-86,-87,-85,-86,-93,-87,-85,-91,-85,-85,-87,-86,-85,-86,-86,-86,-87,-91,-86,-85,-87,-85,-94,-85,-86,-86,-88,-87,-86,-85,-86,-85,348,-86.6969696969697,-86.0,-86.0,0.6335999999999999
