hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-98,4,11,2,33,-101,-95,-96,-95,-99,-101,-96,-95,-97,-97,-98,-100,-101,-102,-102,-106,-105,-105,-106,-105,-103,-102,-101,-103,-99,-97,-97,-99,-97,-97,-99,-99,-98,344,-99.78787878787878,-99.0,-97.0,5.52
HDOK,PLOK,17472,2,2,-94,6,11,2,33,-95,-97,-97,-94,-95,-101,-95,-94,-99,-95,-95,-95,-95,-94,-94,-95,-95,-95,-96,-94,-94,-95,-94,-101,-94,-94,-95,-97,-97,-94,-95,-101,-95,344,-95.63636363636364,-95.0,-95.0,0.9056000000000001
HDOK,PLOK,17472,3,3,-94,7,11,2,33,-103,-94,-95,-94,-99,-103,-97,-94,-95,-94,-94,-96,-95,-95,-95,-95,-95,-97,-109,-95,-94,-96,-94,-101,-95,-94,-95,-95,-95,-94,-94,-94,-98,344,-96.15151515151516,-95.0,-95.0,1.6224
HDOK,PLOK,17472,4,4,-94,7,11,2,33,-95,-94,-96,-95,-99,-101,-96,-94,-96,-95,-95,-96,-95,-95,-95,-95,-96,-97,-102,-96,-95,-96,-95,-103,-95,-95,-95,-95,-98,-95,-95,-98,-95,344,-96.15151515151516,-95.0,-95.0,0.8
HDOK,PLOK,17472,5,5,-95,7,11,2,33,-100,-95,-97,-95,-95,-100,-98,-95,-100,-95,-94,-95,-100,-97,-94,-95,-95,-95,-95,-95,-95,-95,-97,-103,-95,-95,-95,-100,-99,-96,-95,-95,-95,344,-96.36363636363636,-95.0,-95.0,2.5983999999999994
HDOK,PLOK,17472,6,6,-94,7,11,2,33,-93,-94,-95,-94,-96,-101,-96,-94,-96,-95,-94,-96,-95,-93,-96,-95,-95,-98,-105,-96,-95,-97,-95,-101,-95,-97,-95,-97,-95,-94,-95,-94,-94,344,-95.78787878787878,-95.0,-95.0,0.8416000000000001
HDOK,PLOK,17472,7,7,-94,7,11,2,33,-101,-94,-99,-94,-95,-100,-98,-96,-99,-94,-94,-95,-101,-94,-93,-95,-97,-96,-95,-95,-95,-95,-95,-103,-94,-95,-95,-97,-98,-95,-97,-97,-95,344,-96.24242424242425,-95.0,-95.0,2.1344
HDOK,PLOK,17472,8,8,-94,7,11,2,33,-95,-93,-97,-94,-95,-99,-98,-94,-98,-95,-93,-95,-101,-95,-95,-95,-95,-95,-95,-97,-95,-95,-97,-101,-95,-95,-95,-96,-97,-97,-95,-95,-95,344,-95.81818181818181,-95.0,-95.0,0.8864000000000002
HDOK,PLOK,17472,9,9,-94,6,11,2,33,-101,-94,-97,-94,-93,-100,-96,-94,-101,-95,-95,-94,-97,-95,-93,-94,-95,-95,-95,-94,-93,-94,-94,-101,-93,-94,-95,-99,-95,-95,-95,-94,-93,344,-95.36363636363636,-95.0,-95.0,1.5456000000000003
HDOK,PLOK,17472,10,10,-94,6,11,2,33,-93,-95,-97,-95,-95,-101,-96,-94,-95,-94,-94,-96,-95,-94,-95,-95,-97,-97,-101,-94,-95,-96,-95,-100,-94,-94,-94,-97,-97,-95,-93,-94,-94,344,-95.48484848484848,-95.0,-95.0,1.0656
