hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-54,9,11,2,33,-50,-50,-52,-50,-51,-58,-52,-49,-53,-50,-50,-51,-51,-50,-51,-51,-51,-52,-55,-51,-50,-51,-50,-58,-50,-50,-49,-50,-50,-50,-50,-50,-50,1m,-51.09090909090909,-50.0,-50.0,0.48640000000000005
HDOK,PLOK,17472,2,2,-57,10,11,2,33,-58,-50,-51,-49,-51,-58,-51,-50,-52,-50,-51,-53,-52,-53,-53,-53,-53,-56,-64,-54,-53,-55,-53,-61,-53,-53,-53,-54,-53,-52,-52,-59,-52,1m,-53.484848484848484,-53.0,-53.0,2.4383999999999997
HDOK,PLOK,17472,3,3,-59,9,11,2,33,-53,-54,-57,-54,-56,-63,-56,-54,-56,-54,-54,-56,-55,-53,-55,-56,-55,-57,-65,-55,-54,-56,-54,-61,-54,-54,-54,-56,-56,-54,-55,-55,-67,1m,-56.0,-55.0,-54.0,0.9855999999999999
HDOK,PLOK,17472,4,4,-60,9,11,2,33,-65,-53,-59,-57,-59,-67,-59,-58,-59,-57,-57,-59,-58,-58,-59,-59,-58,-60,-70,-58,-58,-59,-57,-64,-57,-57,-57,-57,-57,-56,-55,-55,-55,1m,-58.57575757575758,-58.0,-57.0,0.9983999999999998
HDOK,PLOK,17472,5,5,-57,10,11,2,33,-53,-53,-57,-53,-53,-59,-56,-53,-60,-53,-52,-53,-56,-53,-53,-53,-54,-54,-53,-54,-53,-54,-53,-63,-53,-53,-53,-55,-57,-54,-53,-39,-53,1m,-53.878787878787875,-53.0,-53.0,1.2575999999999998
HDOK,PLOK,17472,6,6,-56,10,11,2,33,-61,-52,-57,-52,-52,-58,-55,-52,-57,-52,-51,-53,-58,-52,-52,-52,-53,-53,-52,-53,-52,-53,-53,-61,-52,-51,-52,-56,-56,-53,-53,-54,-52,1m,-53.78787878787879,-53.0,-52.0,2.5824000000000003
HDOK,PLOK,17472,7,7,-56,10,11,2,33,-52,-52,-54,-52,-53,-61,-54,-51,-54,-52,-51,-53,-53,-51,-52,-53,-53,-54,-61,-52,-51,-53,-52,-59,-51,-52,-51,-54,-53,-52,-53,-61,-61,1m,-53.666666666666664,-53.0,-52.0,2.3135999999999997
HDOK,PLOK,17472,8,8,-57,10,11,2,33,-61,-52,-54,-53,-53,-61,-55,-53,-67,-52,-52,-53,-53,-53,-53,-53,-53,-54,-54,-53,-52,-53,-53,-61,-53,-52,-52,-53,-53,-53,-52,-52,-54,1m,-54.09090909090909,-53.0,-53.0,0.4736
HDOK,PLOK,17472,9,9,-56,11,11,2,33,-54,-52,-55,-52,-53,-59,-55,-52,-58,-51,-52,-53,-54,-53,-53,-53,-53,-54,-54,-53,-52,-53,-53,-61,-52,-52,-52,-53,-55,-53,-52,-56,-52,1m,-53.60606060606061,-53.0,-53.0,0.9055999999999998
HDOK,PLOK,17472,10,10,-56,8,11,2,33,-59,-51,-51,-51,-51,-59,-53,-51,-55,-51,-51,-52,-52,-51,-51,-52,-52,-53,-60,-51,-51,-52,-51,-58,-51,-51,-51,-53,-53,-51,-51,-51,-51,1m,-52.484848484848484,-51.0,-51.0,1.0175999999999998
HDOK,PLOK,17472,11,11,-55,8,11,2,33,-51,-51,-52,-51,-51,-58,-53,-52,-53,-51,-51,-51,-51,-51,-51,-51,-51,-53,-60,-51,-51,-51,-51,-58,-51,-50,-52,-52,-51,-51,-52,-51,-50,1m,-51.96969696969697,-51.0,-51.0,0.39039999999999997
HDOK,PLOK,17472,12,12,-55,8,11,2,33,-59,-51,-52,-51,-56,-59,-52,-51,-52,-51,-51,-53,-51,-51,-51,-52,-51,-54,-55,-52,-51,-53,-51,-57,-51,-51,-52,-51,-52,-51,-51,-57,-53,1m,-52.60606060606061,-52.0,-51.0,1.76
HDOK,PLOK,17472,13,13,-55,8,11,2,33,-51,-50,-51,-51,-62,-59,-52,-51,-51,-50,-50,-53,-51,-49,-51,-52,-51,-54,-52,-51,-51,-53,-51,-57,-51,-50,-51,-51,-51,-50,-50,-51,-50,1m,-51.78787878787879,-51.0,-51.0,0.5855999999999999
HDOK,PLOK,17472,14,14,-58,10,11,2,33,-63,-54,-57,-54,-53,-60,-57,-54,-65,-53,-54,-55,-56,-54,-54,-54,-55,-56,-55,-53,-53,-55,-54,-63,-54,-53,-54,-57,-55,-54,-53,-53,-53,1m,-55.36363636363637,-54.0,-54.0,1.4464000000000001
HDOK,PLOK,17472,15,15,-59,9,11,2,33,-54,-54,-55,-54,-59,-63,-56,-54,-55,-54,-54,-56,-54,-53,-55,-55,-55,-57,-61,-55,-54,-56,-55,-61,-54,-54,-54,-56,-56,-55,-54,-54,-54,1m,-55.45454545454545,-55.0,-54.0,0.7744
