location_id,sf,serial_average_rssi_mean,serial_average_rssi_var,snr_mean,serial_mean,distance_true
334,8.0,-72.3625,1.1454113924050604,7.6625,1.4309917355371902,8.487
334,9.0,-74.9,7.568421052631581,8.1,2.64784,8.487
334,10.0,-79.14,14.775918367346966,7.9,4.1066666666666665,8.487
334,11.0,-73.5,2.785714285714294,9.84,1.743552,8.487
334,12.0,-71.75,1.6710526315789438,6.5,7.0232399999999995,8.487
336,7.0,-78.25,3.5657894736842164,6.6,0.2333333333333333,16.358999999999998
336,8.0,-75.0875,1.1947784810126572,7.8875,1.3900826446280992,16.358999999999998
336,9.0,-75.66666666666667,2.633333333333342,8.285714285714286,2.5366857142857144,16.358999999999998
336,10.0,-72.52,1.5608163265306159,7.38,3.0668480725623586,16.358999999999998
336,11.0,-76.7,2.1734693877551075,8.8,1.201408,16.358999999999998
336,12.0,-81.2,6.589473684210537,6.75,9.10464,16.358999999999998
338,9.0,-83.4090909090909,7.015151515151535,8.454545454545455,2.9797818181818183,
340,7.0,-86.2,8.484210526315815,6.1,0.25555555555555554,27.306
340,8.0,-76.275,0.7841772151898656,7.825,1.2547520661157026,27.306
340,9.0,-90.18181818181819,0.727272727272732,6.409090909090909,3.010909090909091,27.306
340,10.0,-79.48,2.091428571428559,8.72,3.0367346938775506,27.306
340,11.0,-80.86,2.8575510204081565,8.9,1.144832,27.306
340,12.0,-94.6,20.98947368421053,3.1,6.3168999999999995,27.306
342,9.0,-92.95454545454545,2.331168831168828,8.0,2.922327272727273,
344,7.0,-94.65,4.871052631578954,6.45,0.1222222222222222,34.932
344,8.0,-90.9375,6.9200949367088755,7.5,1.4859504132231405,34.932
344,9.0,-104.13636363636364,3.3614718614718604,7.636363636363637,2.6645818181818184,34.932
344,10.0,-87.18,2.9669387755102243,7.82,3.1825850340136053,34.932
344,11.0,-94.14,2.775918367346929,6.3,1.758528,34.932
344,12.0,-91.4,8.778947368421033,6.9,6.87376,34.932
346,9.0,-94.18181818181819,1.0129870129870138,7.7272727272727275,3.7176727272727277,
348,8.0,-91.54320987654322,4.126234567901227,7.419753086419753,1.3333333333333333,
348,9.0,-100.9090909090909,10.562770562770565,7.409090909090909,2.8026181818181817,
348,10.0,-94.46,4.171836734693881,7.36,3.572154195011338,
348,11.0,-86.32,0.630204081632651,8.24,0.995008,
350,7.0,-86.4,4.989473684210517,6.35,0.3333333333333333,44.28
350,9.0,-102.5,4.1666666666666625,7.409090909090909,2.8635636363636365,44.28
350,12.0,-90.8,4.378947368421044,7.2,6.927840000000001,44.28
352,9.0,-101.27272727272727,3.4458874458874376,7.7727272727272725,2.521890909090909,
354,7.0,-91.55,13.628947368421064,6.2,0.25555555555555554,52.275
354,8.0,-86.8375,3.074525316455698,7.75,1.2572314049586777,52.275
354,9.0,-102.47619047619048,2.661904761904766,7.190476190476191,2.624304761904762,52.275
354,10.0,-97.44,18.49632653061224,7.46,2.623673469387755,52.275
354,11.0,-91.12,1.1689795918367416,8.24,1.212864,52.275
354,12.0,-95.0,5.0526315789473655,6.55,6.72406,52.275
356,7.0,-120.14285714285714,0.5934065934065994,-9.071428571428571,0.06349206349206349,46.51709743739392
356,8.0,-112.9625,2.5935126582278536,-3.5625,0.35247933884297517,46.51709743739392
356,9.0,-126.31818181818181,0.9891774891774988,-9.363636363636363,0.4724363636363636,46.51709743739392
356,10.0,-124.05882352941177,31.85647058823536,-7.647058823529412,0.40104930861233384,46.51709743739392
356,11.0,-111.18,0.3546938775510201,2.52,0.85024,46.51709743739392
356,12.0,-112.35,0.871052631578948,-0.15,1.7776599999999998,46.51709743739392
358,9.0,-125.65,4.7657894736842445,-8.65,0.48624,
360,8.0,-114.0,2.9873417721518996,-4.3625,0.32706611570247934,50.39098490801703
360,9.0,-129.55555555555554,1.4379084967320304,-12.555555555555555,0.5354666666666668,50.39098490801703
360,10.0,-117.18,2.5995918367346817,-2.1,0.7028571428571427,50.39098490801703
360,11.0,-117.46,1.2738775510204086,-2.76,0.598912,50.39098490801703
360,12.0,-122.1,1.4631578947368447,-20.5,0.64508,50.39098490801703
362,9.0,-128.45,2.0500000000000105,-11.5,0.49216,
364,9.0,-121.05263157894737,0.9415204678362605,-4.7894736842105265,0.6507789473684211,
366,8.0,-122.2,3.073417721518981,-9.85,0.5256198347107437,56.7115373182565
366,9.0,-125.66666666666667,2.1333333333333373,-8.857142857142858,0.4121904761904762,56.7115373182565
366,10.0,-118.62,4.852653061224486,-2.94,0.5978231292517006,56.7115373182565
366,11.0,-123.02,2.6730612244897927,-7.5,0.44896,56.7115373182565
366,12.0,-131.0,1.473684210526326,-15.75,0.6322599999999999,56.7115373182565
368,9.0,-131.25,2.5681818181818072,-13.916666666666666,0.4306666666666667,
370,8.0,-115.025,2.303164556962009,-3.075,0.6458677685950412,64.81259717832639
370,9.0,-123.0952380952381,19.090476190476156,-8.619047619047619,0.863847619047619,64.81259717832639
370,10.0,-118.36538461538461,4.667797888386116,-2.9038461538461537,0.6070992499563928,64.81259717832639
370,11.0,-128.64,4.398367346938798,-12.74,0.443904,64.81259717832639
370,12.0,-131.75,7.355263157894753,-16.65,0.6912,64.81259717832639
372,9.0,-120.85714285714286,2.7285714285714313,-6.333333333333333,0.7346285714285715,
point1,9.0,-129.875,0.9821428571428612,-14.875,0.9064000000000001,74.85780404206365
point1,10.0,-132.86,3.4697959183673337,-15.72,0.3075736961451247,74.85780404206365
point1,11.0,-129.08,1.0955102040816405,-12.94,0.418176,74.85780404206365
point1,12.0,-135.58333333333334,5.90151515151515,-20.25,0.6505666666666666,74.85780404206365
point2,8.0,-107.75,5.430379746835425,-7.875,0.537396694214876,
point2,9.0,-116.7,11.800000000000008,-2.0,1.06752,
point2,10.0,-107.08,1.4220408163265283,5.68,2.3382312925170066,
point2,11.0,-109.4,2.2857142857142843,4.02,1.12192,
point3,8.0,-65.0625,1.3757911392405135,7.8875,1.252892561983471,
point3,9.0,-80.42857142857143,22.057142857142843,8.142857142857142,2.8332190476190475,
point3,10.0,-72.28,1.4710204081632676,7.94,3.498503401360544,
point3,11.0,-79.24,5.043265306122447,9.58,2.8377600000000003,
