average_rssi,rssi_variance,snr,average_snr,sf,tp,location_id
-94.0,3.107438016528925,7.0,7.0,8.0,2.0,348
-94.0,0.3305785123966941,7.0,7.0,8.0,2.0,348
-94.0,2.1983471074380168,7.0,7.0,8.0,2.0,348
-99.0,0.9256198347107436,7.0,7.0,8.0,2.0,348
-94.0,1.71900826446281,7.0,7.0,8.0,2.0,348
-94.0,1.15702479338843,7.0,7.0,8.0,2.0,348
-94.0,1.6033057851239674,3.0,3.0,8.0,2.0,348
-89.0,0.4462809917355372,8.0,8.0,8.0,2.0,348
-94.0,0.512396694214876,7.0,7.0,8.0,2.0,348
-93.0,1.7851239669421488,7.0,7.0,8.0,2.0,348
-92.0,0.2479338842975206,8.0,8.0,8.0,2.0,348
-93.0,1.537190082644628,7.0,7.0,8.0,2.0,348
-93.0,0.7768595041322314,7.0,7.0,8.0,2.0,348
-94.0,0.7438016528925618,7.0,7.0,8.0,2.0,348
-93.0,0.2314049586776859,7.0,7.0,8.0,2.0,348
-93.0,1.5206611570247934,7.0,7.0,8.0,2.0,348
-93.0,0.4462809917355372,7.0,7.0,8.0,2.0,348
-92.0,0.9917355371900826,7.0,7.0,8.0,2.0,348
-93.0,2.198347107438016,8.0,8.0,8.0,2.0,348
-92.0,0.5454545454545454,8.0,8.0,8.0,2.0,348
-91.0,0.7768595041322314,8.0,8.0,8.0,2.0,348
-91.0,0.9917355371900826,8.0,8.0,8.0,2.0,348
-92.0,0.7768595041322314,7.0,7.0,8.0,2.0,348
-92.0,2.0165289256198347,8.0,8.0,8.0,2.0,348
-90.0,2.776859504132231,8.0,8.0,8.0,2.0,348
-90.0,1.71900826446281,8.0,8.0,8.0,2.0,348
-91.0,0.7438016528925618,7.0,7.0,8.0,2.0,348
-90.0,0.2479338842975206,8.0,8.0,8.0,2.0,348
-90.0,1.884297520661157,7.0,7.0,8.0,2.0,348
-90.0,0.793388429752066,8.0,8.0,8.0,2.0,348
-89.0,1.1074380165289257,8.0,8.0,8.0,2.0,348
-90.0,2.628099173553719,8.0,8.0,8.0,2.0,348
-89.0,0.2479338842975206,8.0,8.0,8.0,2.0,348
-91.0,3.636363636363636,8.0,8.0,8.0,2.0,348
-92.0,0.6115702479338844,8.0,8.0,8.0,2.0,348
-92.0,2.975206611570248,7.0,7.0,8.0,2.0,348
-91.0,0.4132231404958677,8.0,8.0,8.0,2.0,348
-90.0,1.537190082644628,8.0,8.0,8.0,2.0,348
-91.0,1.603305785123967,7.0,7.0,8.0,2.0,348
-90.0,1.6528925619834711,7.0,7.0,8.0,2.0,348
-89.0,0.7768595041322314,8.0,8.0,8.0,2.0,348
-93.0,3.355371900826446,7.0,7.0,8.0,2.0,348
-89.0,0.7768595041322315,7.0,7.0,8.0,2.0,348
-89.0,1.834710743801653,8.0,8.0,8.0,2.0,348
-90.0,0.2479338842975206,8.0,8.0,8.0,2.0,348
-87.0,0.9586776859504134,7.0,7.0,8.0,2.0,348
-92.0,2.1818181818181817,8.0,8.0,8.0,2.0,348
-92.0,0.9586776859504134,7.0,7.0,8.0,2.0,348
-91.0,1.322314049586777,7.0,7.0,8.0,2.0,348
-90.0,1.471074380165289,8.0,8.0,8.0,2.0,348
-90.0,0.4462809917355372,8.0,8.0,8.0,2.0,348
-90.0,1.5206611570247934,8.0,8.0,8.0,2.0,348
-90.0,0.4132231404958677,8.0,8.0,8.0,2.0,348
-90.0,2.9917355371900825,8.0,8.0,8.0,2.0,348
-92.0,1.1735537190082646,7.0,7.0,8.0,2.0,348
-90.0,2.5950413223140494,7.0,7.0,8.0,2.0,348
-90.0,0.56198347107438,7.0,7.0,8.0,2.0,348
-90.0,0.9256198347107438,8.0,8.0,8.0,2.0,348
-90.0,0.5950413223140495,8.0,8.0,8.0,2.0,348
-90.0,0.7438016528925618,8.0,8.0,8.0,2.0,348
-91.0,1.140495867768595,8.0,8.0,8.0,2.0,348
-91.0,3.4710743801652897,8.0,8.0,8.0,2.0,348
-91.0,1.0578512396694215,7.0,7.0,8.0,2.0,348
-90.0,2.429752066115703,7.0,7.0,8.0,2.0,348
-90.0,1.4710743801652897,7.0,7.0,8.0,2.0,348
-91.0,0.6115702479338844,8.0,8.0,8.0,2.0,348
-85.0,1.0578512396694215,8.0,8.0,8.0,2.0,354
-86.0,1.1570247933884297,8.0,8.0,8.0,2.0,354
-87.0,1.0578512396694215,8.0,8.0,8.0,2.0,354
-88.0,1.1074380165289257,8.0,8.0,8.0,2.0,354
-89.0,2.87603305785124,7.0,7.0,8.0,2.0,354
-89.0,1.71900826446281,8.0,8.0,8.0,2.0,354
-91.0,1.5041322314049588,8.0,8.0,8.0,2.0,354
-88.0,0.2314049586776859,8.0,8.0,8.0,2.0,354
-89.0,1.2396694214876036,8.0,8.0,8.0,2.0,354
-89.0,0.7933884297520662,7.0,7.0,8.0,2.0,354
-88.0,0.6942148760330578,8.0,8.0,8.0,2.0,354
-90.0,0.743801652892562,7.0,7.0,8.0,2.0,354
-84.0,2.049586776859504,8.0,8.0,8.0,2.0,354
-86.0,1.537190082644628,8.0,8.0,8.0,2.0,354
-84.0,1.6528925619834711,8.0,8.0,8.0,2.0,354
-87.0,2.066115702479339,8.0,8.0,8.0,2.0,354
-89.0,0.9586776859504134,8.0,8.0,8.0,2.0,354
-86.0,1.0578512396694215,8.0,8.0,8.0,2.0,354
-88.0,2.148760330578513,8.0,8.0,8.0,2.0,354
-88.0,1.1074380165289257,8.0,8.0,8.0,2.0,354
-88.0,0.5950413223140495,3.0,3.0,8.0,2.0,354
-85.0,0.2314049586776859,8.0,8.0,8.0,2.0,354
-85.0,1.2727272727272727,7.0,7.0,8.0,2.0,354
-85.0,2.446280991735537,7.0,7.0,8.0,2.0,354
-86.0,0.9917355371900828,8.0,8.0,8.0,2.0,354
-85.0,0.5619834710743802,7.0,7.0,8.0,2.0,354
-86.0,0.4132231404958678,8.0,8.0,8.0,2.0,354
-85.0,0.7438016528925618,8.0,8.0,8.0,2.0,354
-85.0,0.9917355371900826,7.0,7.0,8.0,2.0,354
-86.0,0.9586776859504134,8.0,8.0,8.0,2.0,354
-86.0,0.8760330578512397,8.0,8.0,8.0,2.0,354
-85.0,1.0578512396694215,8.0,8.0,8.0,2.0,354
-86.0,0.7272727272727273,8.0,8.0,8.0,2.0,354
-86.0,0.628099173553719,7.0,7.0,8.0,2.0,354
-86.0,2.446280991735537,8.0,8.0,8.0,2.0,354
-85.0,2.0,8.0,8.0,8.0,2.0,354
-85.0,0.5454545454545454,8.0,8.0,8.0,2.0,354
-85.0,1.5041322314049588,8.0,8.0,8.0,2.0,354
-85.0,0.2314049586776859,8.0,8.0,8.0,2.0,354
-86.0,0.5454545454545454,8.0,8.0,8.0,2.0,354
-86.0,0.512396694214876,8.0,8.0,8.0,2.0,354
-86.0,2.0,7.0,7.0,8.0,2.0,354
-86.0,2.2644628099173554,8.0,8.0,8.0,2.0,354
-86.0,1.966942148760331,8.0,8.0,8.0,2.0,354
-87.0,0.743801652892562,8.0,8.0,8.0,2.0,354
-86.0,2.87603305785124,8.0,8.0,8.0,2.0,354
-86.0,1.537190082644628,8.0,8.0,8.0,2.0,354
-86.0,1.966942148760331,8.0,8.0,8.0,2.0,354
-87.0,1.71900826446281,8.0,8.0,8.0,2.0,354
-87.0,1.2396694214876034,8.0,8.0,8.0,2.0,354
-86.0,0.793388429752066,8.0,8.0,8.0,2.0,354
-88.0,0.8760330578512397,8.0,8.0,8.0,2.0,354
-88.0,0.9917355371900826,8.0,8.0,8.0,2.0,354
-88.0,1.4545454545454546,7.0,7.0,8.0,2.0,354
-87.0,0.512396694214876,8.0,8.0,8.0,2.0,354
-87.0,0.9917355371900826,8.0,8.0,8.0,2.0,354
-87.0,1.2396694214876034,8.0,8.0,8.0,2.0,354
-86.0,1.322314049586777,8.0,8.0,8.0,2.0,354
-84.0,1.1404958677685952,8.0,8.0,8.0,2.0,354
-89.0,0.4462809917355372,8.0,8.0,8.0,2.0,354
-88.0,2.512396694214876,8.0,8.0,8.0,2.0,354
-87.0,1.8677685950413216,8.0,8.0,8.0,2.0,354
-88.0,1.2892561983471074,8.0,8.0,8.0,2.0,354
-85.0,0.9090909090909092,8.0,8.0,8.0,2.0,354
-85.0,0.7768595041322314,7.0,7.0,8.0,2.0,354
-92.0,1.471074380165289,8.0,8.0,8.0,2.0,354
-90.0,0.975206611570248,7.0,7.0,8.0,2.0,354
-91.0,1.0909090909090908,8.0,8.0,8.0,2.0,354
-91.0,1.2892561983471074,8.0,8.0,8.0,2.0,354
-88.0,2.1487603305785123,7.0,7.0,8.0,2.0,354
-85.0,2.776859504132231,8.0,8.0,8.0,2.0,354
-85.0,1.884297520661157,7.0,7.0,8.0,2.0,354
-87.0,0.4132231404958678,8.0,8.0,8.0,2.0,354
-88.0,0.628099173553719,8.0,8.0,8.0,2.0,354
-89.0,1.0909090909090908,8.0,8.0,8.0,2.0,354
-86.0,1.0578512396694215,8.0,8.0,8.0,2.0,354
-87.0,1.702479338842975,8.0,8.0,8.0,2.0,354
-86.0,0.8099173553719009,8.0,8.0,8.0,2.0,354
-87.0,1.6528925619834711,7.0,7.0,8.0,2.0,354
-87.0,1.1074380165289257,8.0,8.0,8.0,2.0,354
-110.0,0.3801652892561983,-2.0,-2.0,8.0,2.0,356
-111.0,0.5950413223140495,-2.0,-2.0,8.0,2.0,356
-109.0,0.628099173553719,-1.0,-1.0,8.0,2.0,356
-112.0,0.4297520661157024,-3.0,-3.0,8.0,2.0,356
-112.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,356
-113.0,0.1818181818181818,-3.0,-3.0,8.0,2.0,356
-112.0,0.1487603305785124,-3.0,-3.0,8.0,2.0,356
-112.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,356
-112.0,0.4462809917355372,-3.0,-3.0,8.0,2.0,356
-111.0,0.2479338842975206,-2.0,-2.0,8.0,2.0,356
-112.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,356
-117.0,0.1818181818181818,-7.0,-7.0,8.0,2.0,356
-112.0,0.512396694214876,-3.0,-3.0,8.0,2.0,356
-114.0,0.1487603305785124,-4.0,-4.0,8.0,2.0,356
-113.0,0.2644628099173553,-4.0,-4.0,8.0,2.0,356
-114.0,0.512396694214876,-4.0,-4.0,8.0,2.0,356
-113.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,356
-112.0,0.628099173553719,-3.0,-3.0,8.0,2.0,356
-111.0,0.4462809917355372,-2.0,-2.0,8.0,2.0,356
-113.0,0.512396694214876,-4.0,-4.0,8.0,2.0,356
-113.0,0.2479338842975206,-3.0,-3.0,8.0,2.0,356
-113.0,0.2479338842975206,-3.0,-3.0,8.0,2.0,356
-111.0,0.3305785123966941,-2.0,-2.0,8.0,2.0,356
-111.0,0.2479338842975206,-2.0,-2.0,8.0,2.0,356
-111.0,0.2314049586776859,-2.0,-2.0,8.0,2.0,356
-114.0,0.1487603305785124,-4.0,-4.0,8.0,2.0,356
-113.0,0.3636363636363636,-3.0,-3.0,8.0,2.0,356
-112.0,0.4297520661157024,-3.0,-3.0,8.0,2.0,356
-114.0,0.3636363636363636,-4.0,-4.0,8.0,2.0,356
-113.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,356
-113.0,0.2314049586776859,-4.0,-4.0,8.0,2.0,356
-112.0,0.1487603305785124,-3.0,-3.0,8.0,2.0,356
-112.0,0.4132231404958678,-3.0,-3.0,8.0,2.0,356
-116.0,0.3801652892561983,-6.0,-6.0,8.0,2.0,356
-114.0,0.512396694214876,-4.0,-4.0,8.0,2.0,356
-116.0,0.2314049586776859,-6.0,-6.0,8.0,2.0,356
-113.0,0.1983471074380165,-4.0,-4.0,8.0,2.0,356
-116.0,0.1487603305785124,-6.0,-6.0,8.0,2.0,356
-116.0,0.5619834710743802,-6.0,-6.0,8.0,2.0,356
-115.0,0.1818181818181818,-5.0,-5.0,8.0,2.0,356
-116.0,0.512396694214876,-6.0,-6.0,8.0,2.0,356
-115.0,0.3305785123966941,-5.0,-5.0,8.0,2.0,356
-115.0,0.1487603305785124,-5.0,-5.0,8.0,2.0,356
-114.0,0.3305785123966941,-4.0,-4.0,8.0,2.0,356
-113.0,0.3801652892561983,-4.0,-4.0,8.0,2.0,356
-114.0,0.1487603305785124,-4.0,-4.0,8.0,2.0,356
-113.0,0.5454545454545454,-4.0,-4.0,8.0,2.0,356
-115.0,0.5619834710743802,-5.0,-5.0,8.0,2.0,356
-112.0,0.4462809917355372,-3.0,-3.0,8.0,2.0,356
-112.0,0.2479338842975206,-3.0,-3.0,8.0,2.0,356
-112.0,0.6942148760330578,-3.0,-3.0,8.0,2.0,356
-113.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,356
-112.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,356
-113.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,356
-113.0,0.3636363636363636,-3.0,-3.0,8.0,2.0,356
-113.0,0.7768595041322314,-3.0,-3.0,8.0,2.0,356
-113.0,0.5454545454545454,-3.0,-3.0,8.0,2.0,356
-113.0,0.5454545454545454,-3.0,-3.0,8.0,2.0,356
-112.0,0.1487603305785124,-3.0,-3.0,8.0,2.0,356
-112.0,0.2644628099173554,-3.0,-3.0,8.0,2.0,356
-112.0,0.5619834710743802,-3.0,-3.0,8.0,2.0,356
-112.0,0.2479338842975206,-3.0,-3.0,8.0,2.0,356
-113.0,0.5454545454545454,-3.0,-3.0,8.0,2.0,356
-113.0,0.4462809917355372,-3.0,-3.0,8.0,2.0,356
-113.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,356
-111.0,0.1983471074380165,-2.0,-2.0,8.0,2.0,356
-112.0,0.512396694214876,-3.0,-3.0,8.0,2.0,356
-113.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,356
-114.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,356
-113.0,0.1487603305785124,-4.0,-4.0,8.0,2.0,356
-113.0,0.1487603305785124,-4.0,-4.0,8.0,2.0,356
-112.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,356
-113.0,0.5454545454545454,-4.0,-4.0,8.0,2.0,356
-112.0,0.4132231404958678,-3.0,-3.0,8.0,2.0,356
-112.0,0.56198347107438,-3.0,-3.0,8.0,2.0,356
-112.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,356
-112.0,0.4462809917355372,-3.0,-3.0,8.0,2.0,356
-112.0,0.2644628099173553,-3.0,-3.0,8.0,2.0,356
-117.0,0.2314049586776859,-7.0,-7.0,8.0,2.0,356
-118.0,1.140495867768595,-9.0,-9.0,8.0,2.0,356
-116.0,0.3801652892561983,-7.0,-7.0,8.0,2.0,360
-114.0,0.1818181818181818,-5.0,-5.0,8.0,2.0,360
-114.0,0.4132231404958677,-5.0,-5.0,8.0,2.0,360
-114.0,0.0826446280991735,-4.0,-4.0,8.0,2.0,360
-116.0,0.3801652892561983,-6.0,-6.0,8.0,2.0,360
-114.0,0.2314049586776859,-5.0,-5.0,8.0,2.0,360
-113.0,0.2644628099173553,-4.0,-4.0,8.0,2.0,360
-115.0,0.2314049586776859,-5.0,-5.0,8.0,2.0,360
-114.0,0.4297520661157025,-4.0,-4.0,8.0,2.0,360
-117.0,0.1487603305785124,-7.0,-7.0,8.0,2.0,360
-114.0,0.3305785123966941,-4.0,-4.0,8.0,2.0,360
-113.0,0.793388429752066,-4.0,-4.0,8.0,2.0,360
-111.0,0.1983471074380165,-2.0,-2.0,8.0,2.0,360
-112.0,0.3305785123966941,-3.0,-3.0,8.0,2.0,360
-112.0,0.5619834710743802,-3.0,-3.0,8.0,2.0,360
-112.0,0.2479338842975206,-3.0,-3.0,8.0,2.0,360
-112.0,0.6942148760330578,-3.0,-3.0,8.0,2.0,360
-117.0,0.4132231404958677,-7.0,-7.0,8.0,2.0,360
-117.0,0.4462809917355372,-7.0,-7.0,8.0,2.0,360
-114.0,0.3636363636363636,-4.0,-4.0,8.0,2.0,360
-114.0,0.1983471074380165,-4.0,-4.0,8.0,2.0,360
-113.0,0.5950413223140495,-3.0,-3.0,8.0,2.0,360
-114.0,0.2644628099173554,-4.0,-4.0,8.0,2.0,360
-112.0,0.3305785123966941,-3.0,-3.0,8.0,2.0,360
-114.0,0.0826446280991735,-4.0,-4.0,8.0,2.0,360
-114.0,0.1983471074380165,-4.0,-4.0,8.0,2.0,360
-113.0,0.3801652892561983,-3.0,-3.0,8.0,2.0,360
-116.0,0.4462809917355372,-6.0,-6.0,8.0,2.0,360
-115.0,0.2479338842975206,-5.0,-5.0,8.0,2.0,360
-115.0,0.628099173553719,-5.0,-5.0,8.0,2.0,360
-118.0,0.2314049586776859,-7.0,-7.0,8.0,2.0,360
-116.0,0.1983471074380165,-6.0,-6.0,8.0,2.0,360
-114.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-113.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-113.0,0.4297520661157024,-3.0,-3.0,8.0,2.0,360
-115.0,0.512396694214876,-5.0,-5.0,8.0,2.0,360
-116.0,0.56198347107438,-5.0,-5.0,8.0,2.0,360
-113.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,360
-115.0,0.0826446280991735,-5.0,-5.0,8.0,2.0,360
-113.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-113.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,360
-114.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-112.0,0.1818181818181818,-3.0,-3.0,8.0,2.0,360
-112.0,0.2479338842975206,-3.0,-3.0,8.0,2.0,360
-112.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,360
-114.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-112.0,0.1487603305785124,-3.0,-3.0,8.0,2.0,360
-111.0,0.4462809917355372,-2.0,-2.0,8.0,2.0,360
-112.0,0.5950413223140495,-3.0,-3.0,8.0,2.0,360
-114.0,0.4462809917355372,-4.0,-4.0,8.0,2.0,360
-115.0,0.2479338842975206,-5.0,-5.0,8.0,2.0,360
-114.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-114.0,0.4462809917355372,-4.0,-4.0,8.0,2.0,360
-115.0,0.3636363636363636,-5.0,-5.0,8.0,2.0,360
-118.0,0.3801652892561983,-7.0,-7.0,8.0,2.0,360
-114.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-112.0,0.4462809917355372,-3.0,-3.0,8.0,2.0,360
-114.0,0.1983471074380165,-4.0,-4.0,8.0,2.0,360
-114.0,0.2479338842975206,-4.0,-4.0,8.0,2.0,360
-114.0,0.2314049586776859,-4.0,-4.0,8.0,2.0,360
-112.0,0.1487603305785124,-3.0,-3.0,8.0,2.0,360
-112.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,360
-114.0,0.1983471074380165,-4.0,-4.0,8.0,2.0,360
-113.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,360
-113.0,0.1983471074380165,-3.0,-3.0,8.0,2.0,360
-112.0,0.3636363636363636,-3.0,-3.0,8.0,2.0,360
-114.0,0.2314049586776859,-4.0,-4.0,8.0,2.0,360
-113.0,0.2314049586776859,-3.0,-3.0,8.0,2.0,360
-112.0,0.2479338842975206,-3.0,-3.0,8.0,2.0,360
-116.0,0.4462809917355372,-6.0,-6.0,8.0,2.0,360
-112.0,0.512396694214876,-3.0,-3.0,8.0,2.0,360
-111.0,0.2314049586776859,-2.0,-2.0,8.0,2.0,360
-116.0,0.3636363636363636,-6.0,-6.0,8.0,2.0,360
-117.0,0.1983471074380165,-7.0,-7.0,8.0,2.0,360
-116.0,0.793388429752066,-7.0,-7.0,8.0,2.0,360
-116.0,0.4132231404958678,-7.0,-7.0,8.0,2.0,360
-117.0,0.4462809917355372,-8.0,-8.0,8.0,2.0,360
-117.0,0.2479338842975206,-7.0,-7.0,8.0,2.0,360
-116.0,0.512396694214876,-6.0,-6.0,8.0,2.0,360
-114.0,0.4462809917355372,-6.0,-6.0,8.0,2.0,360
-123.0,0.3636363636363636,-10.0,-10.0,8.0,2.0,366
-121.0,0.5619834710743802,-9.0,-9.0,8.0,2.0,366
-123.0,0.6942148760330578,-11.0,-11.0,8.0,2.0,366
-122.0,0.6115702479338844,-10.0,-10.0,8.0,2.0,366
-122.0,0.628099173553719,-10.0,-10.0,8.0,2.0,366
-121.0,0.5950413223140495,-9.0,-9.0,8.0,2.0,366
-120.0,0.8760330578512399,-8.0,-8.0,8.0,2.0,366
-121.0,0.8099173553719008,-9.0,-9.0,8.0,2.0,366
-121.0,0.0,-9.0,-9.0,8.0,2.0,366
-120.0,0.5619834710743802,-8.0,-8.0,8.0,2.0,366
-124.0,0.8099173553719008,-11.0,-11.0,8.0,2.0,366
-123.0,0.9917355371900825,-11.0,-11.0,8.0,2.0,366
-123.0,0.6942148760330578,-11.0,-11.0,8.0,2.0,366
-121.0,0.8099173553719008,-9.0,-9.0,8.0,2.0,366
-122.0,0.9256198347107436,-10.0,-10.0,8.0,2.0,366
-125.0,1.1074380165289257,-13.0,-13.0,8.0,2.0,366
-125.0,0.3801652892561983,-12.0,-12.0,8.0,2.0,366
-122.0,0.4297520661157024,-10.0,-10.0,8.0,2.0,366
-120.0,0.5619834710743802,-8.0,-8.0,8.0,2.0,366
-121.0,0.3801652892561983,-8.0,-8.0,8.0,2.0,366
-121.0,0.2314049586776859,-9.0,-9.0,8.0,2.0,366
-121.0,0.7272727272727273,-8.0,-8.0,8.0,2.0,366
-122.0,0.9917355371900828,-9.0,-9.0,8.0,2.0,366
-121.0,0.2479338842975206,-9.0,-9.0,8.0,2.0,366
-123.0,0.7768595041322314,-10.0,-10.0,8.0,2.0,366
-121.0,0.7272727272727273,-9.0,-9.0,8.0,2.0,366
-120.0,0.8760330578512399,-8.0,-8.0,8.0,2.0,366
-119.0,0.9917355371900825,-7.0,-7.0,8.0,2.0,366
-122.0,0.4132231404958677,-10.0,-10.0,8.0,2.0,366
-121.0,0.512396694214876,-9.0,-9.0,8.0,2.0,366
-123.0,0.2314049586776859,-10.0,-10.0,8.0,2.0,366
-125.0,0.3305785123966941,-12.0,-12.0,8.0,2.0,366
-122.0,0.5950413223140495,-10.0,-10.0,8.0,2.0,366
-124.0,0.628099173553719,-11.0,-11.0,8.0,2.0,366
-122.0,0.6115702479338843,-10.0,-10.0,8.0,2.0,366
-123.0,0.3801652892561983,-10.0,-10.0,8.0,2.0,366
-122.0,0.512396694214876,-10.0,-10.0,8.0,2.0,366
-122.0,0.4462809917355372,-10.0,-10.0,8.0,2.0,366
-122.0,0.1983471074380165,-10.0,-10.0,8.0,2.0,366
-123.0,0.9256198347107438,-11.0,-11.0,8.0,2.0,366
-123.0,0.4132231404958677,-10.0,-10.0,8.0,2.0,366
-123.0,0.9256198347107436,-11.0,-11.0,8.0,2.0,366
-121.0,0.2644628099173554,-9.0,-9.0,8.0,2.0,366
-122.0,0.2479338842975206,-9.0,-9.0,8.0,2.0,366
-121.0,0.7272727272727273,-9.0,-9.0,8.0,2.0,366
-121.0,0.2314049586776859,-9.0,-9.0,8.0,2.0,366
-123.0,0.2314049586776859,-10.0,-10.0,8.0,2.0,366
-122.0,0.3801652892561983,-10.0,-10.0,8.0,2.0,366
-122.0,0.628099173553719,-9.0,-9.0,8.0,2.0,366
-121.0,0.6115702479338844,-9.0,-9.0,8.0,2.0,366
-121.0,0.4297520661157024,-9.0,-9.0,8.0,2.0,366
-122.0,0.6115702479338843,-9.0,-9.0,8.0,2.0,366
-121.0,0.7438016528925618,-9.0,-9.0,8.0,2.0,366
-122.0,0.4132231404958677,-10.0,-10.0,8.0,2.0,366
-124.0,0.8760330578512397,-11.0,-11.0,8.0,2.0,366
-123.0,0.1487603305785124,-10.0,-10.0,8.0,2.0,366
-125.0,0.1487603305785124,-12.0,-12.0,8.0,2.0,366
-125.0,0.4462809917355372,-12.0,-12.0,8.0,2.0,366
-123.0,0.5950413223140495,-11.0,-11.0,8.0,2.0,366
-126.0,0.3305785123966941,-13.0,-13.0,8.0,2.0,366
-123.0,0.628099173553719,-10.0,-10.0,8.0,2.0,366
-125.0,0.1818181818181818,-13.0,-13.0,8.0,2.0,366
-125.0,0.1983471074380165,-12.0,-12.0,8.0,2.0,366
-126.0,0.1983471074380165,-11.0,-11.0,8.0,2.0,366
-120.0,0.5950413223140495,-8.0,-8.0,8.0,2.0,366
-120.0,0.9917355371900825,-7.0,-7.0,8.0,2.0,366
-116.0,0.9090909090909092,-4.0,-4.0,8.0,2.0,366
-118.0,0.2479338842975206,-6.0,-6.0,8.0,2.0,366
-121.0,0.5454545454545454,-9.0,-9.0,8.0,2.0,366
-122.0,0.5950413223140495,-10.0,-10.0,8.0,2.0,366
-124.0,0.4297520661157024,-11.0,-11.0,8.0,2.0,366
-123.0,0.5454545454545454,-11.0,-11.0,8.0,2.0,366
-124.0,0.56198347107438,-12.0,-12.0,8.0,2.0,366
-123.0,0.1487603305785124,-11.0,-11.0,8.0,2.0,366
-123.0,0.2314049586776859,-11.0,-11.0,8.0,2.0,366
-122.0,0.6942148760330578,-10.0,-10.0,8.0,2.0,366
-123.0,0.1487603305785124,-10.0,-10.0,8.0,2.0,366
-121.0,0.1487603305785124,-9.0,-9.0,8.0,2.0,366
-125.0,0.4132231404958677,-13.0,-13.0,8.0,2.0,366
-122.0,0.0826446280991735,-11.0,-11.0,8.0,2.0,366
-115.0,0.0,-3.0,-3.0,8.0,2.0,370
-115.0,0.9917355371900825,-3.0,-3.0,8.0,2.0,370
-114.0,0.7768595041322314,-3.0,-3.0,8.0,2.0,370
-113.0,0.4462809917355372,-2.0,-2.0,8.0,2.0,370
-115.0,0.5950413223140495,-3.0,-3.0,8.0,2.0,370
-114.0,0.0826446280991735,-2.0,-2.0,8.0,2.0,370
-114.0,0.3305785123966941,-2.0,-2.0,8.0,2.0,370
-115.0,0.6115702479338844,-3.0,-3.0,8.0,2.0,370
-115.0,0.7272727272727273,-3.0,-3.0,8.0,2.0,370
-114.0,1.471074380165289,-2.0,-2.0,8.0,2.0,370
-114.0,0.9917355371900825,-3.0,-3.0,8.0,2.0,370
-115.0,0.5950413223140495,-3.0,-3.0,8.0,2.0,370
-115.0,0.5950413223140495,-3.0,-3.0,8.0,2.0,370
-114.0,0.8760330578512397,-2.0,-2.0,8.0,2.0,370
-113.0,0.5454545454545454,-2.0,-2.0,8.0,2.0,370
-113.0,0.5950413223140495,-1.0,-1.0,8.0,2.0,370
-113.0,0.0,-2.0,-2.0,8.0,2.0,370
-115.0,0.9917355371900825,-2.0,-2.0,8.0,2.0,370
-114.0,0.793388429752066,-3.0,-3.0,8.0,2.0,370
-115.0,0.793388429752066,-3.0,-3.0,8.0,2.0,370
-114.0,0.9256198347107436,-2.0,-2.0,8.0,2.0,370
-114.0,0.4132231404958677,-2.0,-2.0,8.0,2.0,370
-114.0,0.9917355371900825,-2.0,-2.0,8.0,2.0,370
-114.0,0.975206611570248,-2.0,-2.0,8.0,2.0,370
-114.0,0.9917355371900825,-3.0,-3.0,8.0,2.0,370
-115.0,0.7438016528925618,-3.0,-3.0,8.0,2.0,370
-114.0,0.9256198347107436,-2.0,-2.0,8.0,2.0,370
-116.0,0.7272727272727273,-4.0,-4.0,8.0,2.0,370
-114.0,0.4462809917355372,-2.0,-2.0,8.0,2.0,370
-113.0,0.0,-2.0,-2.0,8.0,2.0,370
-113.0,0.5454545454545454,-2.0,-2.0,8.0,2.0,370
-114.0,0.0826446280991735,-2.0,-2.0,8.0,2.0,370
-114.0,0.9917355371900825,-2.0,-2.0,8.0,2.0,370
-114.0,0.793388429752066,-2.0,-2.0,8.0,2.0,370
-113.0,0.793388429752066,-2.0,-2.0,8.0,2.0,370
-113.0,0.9256198347107436,-2.0,-2.0,8.0,2.0,370
