hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-111,-2,7,2,11,-112,-111,-110,-111,-112,-111,-111,-110,-111,-111,-110,308,-110.9090909090909,-111.0,-111.0,0.0
HDOK,PLOK,17472,2,2,-104,3,7,2,11,-105,-103,-104,-104,-105,-104,-104,-106,-107,-105,-104,308,-104.63636363636364,-104.0,-104.0,0.2222222222222222
HDOK,PLOK,17472,3,3,-101,5,7,2,11,-102,-101,-101,-103,-101,-101,-103,-101,-101,-101,-101,308,-101.45454545454545,-101.0,-101.0,0.0
HDOK,PLOK,17472,4,4,-107,0,7,2,11,-110,-109,-107,-107,-110,-110,-107,-107,-109,-110,-111,308,-108.81818181818181,-109.0,-110.0,0.2222222222222222
HDOK,PLOK,17472,5,5,-106,1,7,2,11,-107,-109,-107,-107,-109,-106,-107,-109,-106,-106,-109,308,-107.45454545454545,-107.0,-109.0,0.0
HDOK,PLOK,17472,6,6,-105,2,7,2,11,-106,-106,-106,-107,-107,-106,-106,-106,-105,-106,-106,308,-106.0909090909091,-106.0,-106.0,0.0
HDOK,PLOK,17472,7,7,-109,-1,7,2,11,-110,-109,-110,-111,-109,-110,-111,-109,-110,-109,-109,308,-109.72727272727273,-110.0,-109.0,0.2222222222222222
HDOK,PLOK,17472,8,8,-106,1,7,2,11,-108,-107,-107,-106,-107,-109,-109,-109,-107,-107,-107,308,-107.54545454545455,-107.0,-107.0,0.0
HDOK,PLOK,17472,9,9,-107,0,7,2,11,-110,-109,-108,-108,-109,-110,-107,-108,-110,-109,-109,308,-108.81818181818181,-109.0,-109.0,0.0
HDOK,PLOK,17472,10,10,-107,1,7,2,11,-107,-107,-107,-107,-109,-107,-108,-107,-107,-108,-107,308,-107.36363636363636,-107.0,-107.0,0.0
HDOK,PLOK,17472,11,11,-107,1,7,2,11,-106,-105,-106,-106,-107,-107,-107,-106,-109,-107,-109,308,-106.81818181818181,-107.0,-107.0,0.2222222222222222
HDOK,PLOK,17472,12,12,-107,0,7,2,11,-107,-107,-107,-106,-108,-107,-111,-107,-107,-108,-108,308,-107.54545454545455,-107.0,-107.0,0.0
HDOK,PLOK,17472,13,13,-107,1,7,2,11,-107,-109,-105,-107,-107,-107,-107,-110,-110,-107,-108,308,-107.63636363636364,-107.0,-107.0,0.0
HDOK,PLOK,17472,14,14,-106,1,7,2,11,-109,-107,-107,-108,-108,-106,-107,-108,-106,-107,-107,308,-107.27272727272727,-107.0,-107.0,0.0
HDOK,PLOK,17472,15,15,-107,1,7,2,11,-107,-107,-107,-107,-109,-107,-106,-109,-107,-109,-107,308,-107.45454545454545,-107.0,-107.0,0.0
HDOK,PLOK,17472,16,16,-106,2,7,2,11,-107,-105,-107,-107,-105,-105,-109,-107,-107,-106,-107,308,-106.54545454545455,-107.0,-107.0,0.0
HDOK,PLOK,17472,17,17,-107,1,7,2,11,-107,-107,-109,-110,-106,-107,-111,-107,-107,-107,-107,308,-107.72727272727273,-107.0,-107.0,0.0
HDOK,PLOK,17472,18,18,-106,2,7,2,11,-109,-107,-107,-107,-106,-107,-111,-107,-107,-107,-107,308,-107.45454545454545,-107.0,-107.0,0.0
HDOK,PLOK,17472,19,19,-107,2,7,2,11,-106,-109,-109,-107,-107,-109,-107,-111,-109,-107,-107,308,-108.0,-107.0,-107.0,0.888888888888889
HDOK,PLOK,17472,20,20,-106,1,7,2,11,-109,-109,-107,-105,-109,-109,-107,-107,-109,-109,-109,308,-108.0909090909091,-109.0,-109.0,0.0
HDOK,PLOK,17472,21,21,-107,2,7,2,11,-111,-106,-107,-109,-106,-106,-111,-107,-109,-109,-109,308,-108.18181818181819,-109.0,-109.0,0.888888888888889
HDOK,PLOK,17472,22,22,-106,1,7,2,11,-106,-109,-106,-110,-109,-107,-109,-107,-107,-107,-108,308,-107.72727272727273,-107.0,-107.0,0.2222222222222222
HDOK,PLOK,17472,23,23,-107,1,7,2,11,-107,-107,-107,-109,-110,-108,-108,-106,-108,-107,-111,308,-108.0,-108.0,-107.0,0.2222222222222222
HDOK,PLOK,17472,24,24,-106,1,7,2,11,-108,-107,-109,-109,-108,-107,-107,-108,-106,-108,-108,308,-107.72727272727273,-108.0,-108.0,0.0
HDOK,PLOK,17472,25,25,-110,-2,7,2,11,-110,-111,-110,-108,-111,-109,-110,-111,-110,-109,-110,308,-109.9090909090909,-110.0,-110.0,0.0
