x,y,rssi
0.0,0.0,-95.91275009724737
2.0408163265306123,0.0,-95.97650685764995
4.081632653061225,0.0,-95.86252681674286
6.122448979591837,0.0,-95.83200397860386
8.16326530612245,0.0,-95.78045879957354
10.204081632653061,0.0,-95.70130153897523
12.244897959183675,0.0,-95.67588371517915
14.285714285714286,0.0,-95.67340670908942
16.3265306122449,0.0,-95.6733576072494
18.367346938775512,0.0,-95.67365645494985
20.408163265306122,0.0,-95.6746774609918
22.448979591836736,0.0,-95.67662605639896
24.48979591836735,0.0,-95.68000133620505
26.53061224489796,0.0,-95.68102876662248
28.571428571428573,0.0,-95.67712008916665
30.612244897959183,0.0,-95.67404700224755
32.6530612244898,0.0,-95.6733685542429
34.69387755102041,0.0,-95.67332051908372
36.734693877551024,0.0,-95.67332303854258
38.775510204081634,0.0,-95.67332415844498
40.816326530612244,0.0,-95.6733240973864
42.85714285714286,0.0,-95.67330001873523
44.89795918367347,0.0,-95.67068239870572
46.93877551020408,0.0,-95.57271184181917
48.9795918367347,0.0,-94.3412524590522
51.02040816326531,0.0,-89.54251941035132
53.06122448979592,0.0,-85.864415940773
55.10204081632653,0.0,-90.21779427846431
57.142857142857146,0.0,-94.6185495224307
59.183673469387756,0.0,-95.60247722643713
61.224489795918366,0.0,-95.67172936949348
63.26530612244898,0.0,-95.67335603695011
65.3061224489796,0.0,-95.67367839348502
67.34693877551021,0.0,-95.67775817141182
69.38775510204081,0.0,-95.69307824345566
71.42857142857143,0.0,-95.70392397552565
73.46938775510205,0.0,-95.68980182388768
75.51020408163265,0.0,-95.67640864199134
77.55102040816327,0.0,-95.67352484445686
79.59183673469389,0.0,-95.67332866473856
81.63265306122449,0.0,-95.67332415981382
83.6734693877551,0.0,-95.67332412414545
85.71428571428572,0.0,-95.67332412403658
87.75510204081633,0.0,-95.67332412403574
89.79591836734694,0.0,-95.67332412403577
91.83673469387756,0.0,-95.67332412403577
93.87755102040816,0.0,-95.67332412403577
95.91836734693878,0.0,-95.67332412403577
97.9591836734694,0.0,-95.67332412403577
100.0,0.0,-95.67332412403577
0.0,2.0408163265306123,-97.21829584709405
2.0408163265306123,2.0408163265306123,-97.63408644439252
4.081632653061225,2.0408163265306123,-96.92353669555752
6.122448979591837,2.0408163265306123,-96.76142786242924
8.16326530612245,2.0408163265306123,-96.41326872586927
10.204081632653061,2.0408163265306123,-95.86666154266413
12.244897959183675,2.0408163265306123,-95.69101323082221
14.285714285714286,2.0408163265306123,-95.67393012452885
16.3265306122449,2.0408163265306123,-95.67456249205446
18.367346938775512,2.0408163265306123,-95.68574701596174
20.408163265306122,2.0408163265306123,-95.72098461419837
22.448979591836736,2.0408163265306123,-95.77048728234546
24.48979591836735,2.0408163265306123,-95.84328393142631
26.53061224489796,2.0408163265306123,-95.86641178074991
28.571428571428573,2.0408163265306123,-95.76970661214175
30.612244897959183,2.0408163265306123,-95.69142253407453
32.6530612244898,2.0408163265306123,-95.6735007847994
34.69387755102041,2.0408163265306123,-95.67254769523723
36.734693877551024,2.0408163265306123,-95.67315416990206
38.775510204081634,2.0408163265306123,-95.67334252852423
40.816326530612244,2.0408163265306123,-95.67333713938463
42.85714285714286,2.0408163265306123,-95.67330747612431
44.89795918367347,2.0408163265306123,-95.67130467795829
46.93877551020408,2.0408163265306123,-95.59640874795983
48.9795918367347,2.0408163265306123,-94.65499124889945
51.02040816326531,2.0408163265306123,-90.98648962331389
53.06122448979592,2.0408163265306123,-88.17469632197168
55.10204081632653,2.0408163265306123,-91.50298531393739
57.142857142857146,2.0408163265306123,-94.86846771052848
59.183673469387756,2.0408163265306123,-95.6227398202412
61.224489795918366,2.0408163265306123,-95.67628199311484
63.26530612244898,2.0408163265306123,-95.67578431133481
65.3061224489796,2.0408163265306123,-95.67904490209246
67.34693877551021,2.0408163265306123,-95.7393156435773
69.38775510204081,2.0408163265306123,-95.96693008693448
71.42857142857143,2.0408163265306123,-96.12810088269497
73.46938775510205,2.0408163265306123,-95.91821555619325
75.51020408163265,2.0408163265306123,-95.71916620702143
77.55102040816327,2.0408163265306123,-95.67630730296968
79.59183673469389,2.0408163265306123,-95.67339171091204
81.63265306122449,2.0408163265306123,-95.67332470507252
83.6734693877551,2.0408163265306123,-95.67332413386814
