rssi,average_rssi,snr,average_snr,sf,tp,location_id
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-102.0,-102.0,7.0,7.0,9.0,2.0,348
-104.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-103.0,-102.0,8.0,8.0,9.0,2.0,348
-104.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-104.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-104.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-103.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-93.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-102.0,-101.0,8.0,8.0,9.0,2.0,348
-103.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-103.0,-101.0,8.0,8.0,9.0,2.0,348
-107.0,-101.0,8.0,8.0,9.0,2.0,348
-106.0,-101.0,8.0,8.0,9.0,2.0,348
-105.0,-101.0,8.0,8.0,9.0,2.0,348
-103.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-102.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-101.0,7.0,7.0,9.0,2.0,348
-102.0,-101.0,7.0,7.0,9.0,2.0,348
-103.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-101.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-101.0,7.0,7.0,9.0,2.0,348
-101.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-105.0,-101.0,7.0,7.0,9.0,2.0,348
-103.0,-101.0,7.0,7.0,9.0,2.0,348
-106.0,-101.0,7.0,7.0,9.0,2.0,348
-101.0,-101.0,7.0,7.0,9.0,2.0,348
-104.0,-101.0,7.0,7.0,9.0,2.0,348
-101.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-101.0,7.0,7.0,9.0,2.0,348
-105.0,-101.0,7.0,7.0,9.0,2.0,348
-106.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-105.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-100.0,-101.0,7.0,7.0,9.0,2.0,348
-101.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-101.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-100.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-102.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,7.0,7.0,9.0,2.0,348
-105.0,-102.0,7.0,7.0,9.0,2.0,348
-106.0,-102.0,7.0,7.0,9.0,2.0,348
-103.0,-102.0,7.0,7.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-104.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-102.0,-103.0,8.0,8.0,9.0,2.0,348
-103.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-102.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-102.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-102.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-105.0,-103.0,8.0,8.0,9.0,2.0,348
-104.0,-103.0,8.0,8.0,9.0,2.0,348
-107.0,-103.0,8.0,8.0,9.0,2.0,348
-102.0,-103.0,8.0,8.0,9.0,2.0,348
-105.0,-103.0,8.0,8.0,9.0,2.0,348
-102.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-104.0,-103.0,8.0,8.0,9.0,2.0,348
-107.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-106.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-100.0,-103.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-104.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-103.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-104.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-106.0,-102.0,6.0,6.0,9.0,2.0,348
-105.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-101.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-101.0,-102.0,6.0,6.0,9.0,2.0,348
-106.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-103.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-102.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-101.0,-102.0,6.0,6.0,9.0,2.0,348
-106.0,-102.0,6.0,6.0,9.0,2.0,348
-104.0,-102.0,6.0,6.0,9.0,2.0,348
-107.0,-102.0,6.0,6.0,9.0,2.0,348
-105.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-104.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-102.0,6.0,6.0,9.0,2.0,348
-104.0,-102.0,6.0,6.0,9.0,2.0,348
-102.0,-102.0,6.0,6.0,9.0,2.0,348
-100.0,-102.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-100.0,-101.0,6.0,6.0,9.0,2.0,348
-101.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-100.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-105.0,-101.0,6.0,6.0,9.0,2.0,348
-104.0,-101.0,6.0,6.0,9.0,2.0,348
-100.0,-101.0,6.0,6.0,9.0,2.0,348
-105.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-101.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-100.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-101.0,-101.0,6.0,6.0,9.0,2.0,348
-106.0,-101.0,6.0,6.0,9.0,2.0,348
-105.0,-101.0,6.0,6.0,9.0,2.0,348
-104.0,-101.0,6.0,6.0,9.0,2.0,348
-102.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-100.0,-101.0,6.0,6.0,9.0,2.0,348
-101.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-100.0,-101.0,6.0,6.0,9.0,2.0,348
-99.0,-101.0,6.0,6.0,9.0,2.0,348
-100.0,-101.0,6.0,6.0,9.0,2.0,348
-101.0,-101.0,6.0,6.0,9.0,2.0,348
-104.0,-101.0,6.0,6.0,9.0,2.0,348
-96.0,-101.0,8.0,8.0,9.0,2.0,348
-96.0,-101.0,8.0,8.0,9.0,2.0,348
-97.0,-101.0,8.0,8.0,9.0,2.0,348
-97.0,-101.0,8.0,8.0,9.0,2.0,348
-97.0,-101.0,8.0,8.0,9.0,2.0,348
-97.0,-101.0,8.0,8.0,9.0,2.0,348
-96.0,-101.0,8.0,8.0,9.0,2.0,348
-97.0,-101.0,8.0,8.0,9.0,2.0,348
-97.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-98.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-98.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-103.0,-101.0,8.0,8.0,9.0,2.0,348
-106.0,-101.0,8.0,8.0,9.0,2.0,348
-106.0,-101.0,8.0,8.0,9.0,2.0,348
-104.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-103.0,-101.0,8.0,8.0,9.0,2.0,348
-102.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-100.0,-101.0,8.0,8.0,9.0,2.0,348
-101.0,-101.0,8.0,8.0,9.0,2.0,348
-104.0,-101.0,8.0,8.0,9.0,2.0,348
-99.0,-101.0,8.0,8.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-103.0,-95.0,7.0,7.0,9.0,2.0,348
-99.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-91.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-99.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-92.0,-95.0,7.0,7.0,9.0,2.0,348
-96.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-94.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-99.0,-95.0,7.0,7.0,9.0,2.0,348
-95.0,-95.0,7.0,7.0,9.0,2.0,348
-99.0,-95.0,7.0,7.0,9.0,2.0,348
-100.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-99.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-99.0,-95.0,7.0,7.0,9.0,2.0,348
-93.0,-95.0,7.0,7.0,9.0,2.0,348
-97.0,-95.0,7.0,7.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-103.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-103.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-104.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-106.0,-102.0,8.0,8.0,9.0,2.0,348
-105.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-107.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-102.0,-102.0,8.0,8.0,9.0,2.0,348
-99.0,-102.0,8.0,8.0,9.0,2.0,348
-103.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-101.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
-100.0,-102.0,8.0,8.0,9.0,2.0,348
