hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,1,1,-91,8,12,2,58,-87.0,-96.90099107929625,-90.97709628410766,-92.31585393734039,-92.7373171604837,-91.58525612045584,-92.49447679301224,-92.85654077348322,-92.11262189061085,-91.53237139554075,-91.06675362999874,-90.68454942285604,-90.36493869163962,-90.41616630625514,-90.1582461723003,-90.00487359039587,-89.80288762644862,-89.6238874552671,-89.76862088806075,-89.60720403868405,-89.4612465601235,-89.65202228724887,-89.56603085621404,-89.48713503786995,-89.36559214630425,-89.30072668354964,-89.19430324023492,-89.0952874009337,-89.17926697391219,-89.0852425189454,-88.99708137855491,-88.91423592223623,-88.83622700359808,-88.76263354943279,-88.92983051681136,-89.16586646229192,-89.08279507122825,-89.003930762002,-88.92896231417512,-88.93158999037048,-88.86089480128396,-88.79346157865135,-88.72907599647381,-88.6675433569683,-88.89105149826523,-88.82481853271425,-88.76136634690309,-88.73507153092176,-88.70984618711493,-88.68563182668763,-88.6284533716454,-88.84344686707648,-88.78155089248062,-88.75543094707733,-88.6970184545473,-88.6407802192364,-88.58661410766064,-89.55412684729282,50,-89.7085662637116,-89.13057693161281,-96.90099107929625,2.3203739398636336,-2.314543064595989,7.683821546763648
HDOK,PLOK,17472,2,2,-90,7,12,2,58,-88.0,-88.0,-87.50223517052339,-89.99737071352621,-90.99904217037182,-90.1960290977033,-91.00269137977882,-91.43582146881997,-90.87236746425694,-90.43287806208643,-90.08021300594838,-89.79072648257383,-89.54864908603045,-89.50439196696443,-89.31531068294962,-89.22184006868903,-89.07248919101978,-88.9401342880034,-89.18742825666709,-89.05989625004553,-88.94457836226536,-89.05538703095344,-89.00045179080095,-88.8996700721861,-88.80683579094335,-88.76851118788514,-88.68670614276567,-88.61059513799745,-88.80412582925314,-88.72628683576694,-88.6533018401611,-88.5847174815809,-88.5608890820001,-88.53840941861039,-88.71445376681476,-88.95886454514978,-88.88373267275415,-88.812405791845,-88.744602426767,-88.75404955494616,-88.7630512133238,-88.77163752366947,-88.70803542885638,-88.64725156017693,-88.87147591352868,-88.80592857130985,-88.74313322305241,-88.71746811265022,-88.69284686281166,-88.63510026245172,-88.57963589273236,-88.79627662407675,-88.73596444786126,-88.677947373047,-88.75521437232833,-88.86274473958711,-88.80125104395455,-89.76170359775773,50,-89.06887510914794,-88.8050272002815,-88.0,0.5465191992478362,-1.4202847814381638,2.2914882920043165
HDOK,PLOK,17472,3,3,-89,7,12,2,58,-87.0,-88.98019821585925,-87.99452518861217,-90.32583453146934,-91.24530681185061,-90.39284346633711,-91.50228898044851,-92.00773038715515,-91.37163045386248,-90.87547783600985,-90.4773437969093,-90.15053387681567,-89.87724552577745,-89.8064819709425,-89.5945929289594,-89.48127553368731,-89.31448554555189,-89.16667608471528,-89.4001709713523,-89.26023558408717,-89.133702224246,-89.34213600805842,-89.32432706857342,-89.25760816107825,-89.14728193441918,-89.09278618048013,-89.04223777376804,-88.95008374349798,-89.08455582341533,-88.99461768022738,-88.91028803140513,-88.83104304651805,-88.75642440292269,-88.72610795265977,-88.89474613808814,-89.13214632463749,-89.05036826295981,-88.97273178352336,-88.93634120888606,-88.93869594057662,-88.90434015733865,-88.87156959388533,-88.80437992039442,-88.74016743962491,-89.03170355697438,-88.96054433586256,-88.92714450098235,-88.89512431235622,-88.86440646031164,-88.80080759786445,-88.73972225606919,-88.95096123351738,-88.91903155146215,-89.08884086234455,-89.01933405464513,-88.95241446197238,-89.08603502083511,-90.00422637866932,50,-89.31558381164575,-89.04630301836391,-92.00773038715515,0.692420593345682,-1.1584466212156865,2.764275517509365
HDOK,PLOK,17472,4,4,-91,7,12,2,58,-88.0,-94.93069375550738,-90.983073330666,-92.3198419189375,-92.49005376899454,-91.3876435521636,-91.99421502296265,-92.28406366245225,-91.61286288219029,-91.08933189782452,-90.66922828877385,-90.32438455922222,-90.03601579064863,-89.95244493385063,-89.72953570620597,-89.60662880144173,-89.43141263501307,-89.27613588621536,-89.56387523204491,-89.47269777475434,-89.33427027652617,-89.42407048572106,-89.34994445249087,-89.28193495454533,-89.17041991072294,-89.11482510569151,-89.01700080897457,-88.92598557265269,-89.10561056809011,-89.01476401812309,-88.92958261028123,-88.849537223263,-88.85566888048048,-88.82137484798183,-88.90733850553224,-89.22201818829744,-89.1367931085964,-89.05588418251108,-88.97897212097823,-88.97974993991339,-89.01709056151162,-88.9802342630123,-88.90914350902592,-88.84120280569955,-89.12917281464125,-89.05459979015536,-88.98315770135841,-88.9492030211404,-88.91662935783893,-88.85124906148924,-88.78845269068132,-88.964304620831,-88.89835069990117,-88.86832722803237,-88.80615807781157,-88.74630301688606,-88.68865334330468,-89.61991602305042,50,-89.61451782323472,-89.11021783689081,-94.93069375550738,1.5125805407741462,-2.2118971022952576,5.50452852899409
HDOK,PLOK,17472,5,5,-90,7,12,2,58,-87.0,-92.94059464757774,-89.98357556583652,-92.31852876704232,-92.48906923778286,-91.38685671614985,-92.32939176955801,-92.71531158203298,-91.98933213924927,-91.42307425712714,-90.96868476149663,-90.59569732466791,-90.2837939358733,-90.34156714257851,-90.08927923626234,-90.01187121347763,-89.80941487312319,-89.6938606250787,-89.83433186200426,-89.66908391446992,-89.51966225339457,-89.70728876525286,-89.67047281334446,-89.58631526363374,-89.45992556992745,-89.43807916065602,-89.37155872729448,-89.30966844884809,-89.42828628911809,-89.3235178979247,-89.22528280740757,-89.13297081071207,-89.04604801060287,-89.00412384427042,-89.16179214675319,-89.38880836341231,-89.29718607866481,-89.21020392868726,-89.12751865779047,-89.12280175664638,-89.04510831635757,-89.00723673881137,-88.93517659125378,-88.86630944844921,-89.08280201235429,-89.00985309792213,-88.93996693119585,-88.90750390260934,-88.91067807785531,-88.87961291527402,-88.8158544118623,-89.02452448112487,-88.95654860501452,-88.92458012083907,-88.99364034128807,-88.92757222379753,-89.1940625303522,-90.0429132322545,50,-89.73911681283359,-89.3475383126096,-92.94059464757774,1.3084444829434547,-1.2668861942476446,1.6548263624565966
HDOK,PLOK,17472,6,6,-89,7,12,2,58,-87.0,-90.9603964317185,-88.98905037722434,-90.65661381677502,-91.49330746718769,-90.59104525490017,-91.66720957095158,-92.14881890725766,-91.49479740245712,-90.98466610899979,-90.57531498390689,-90.23929747386413,-89.95830945730316,-90.0423380714974,-89.81264192306934,-89.75489272304547,-89.56971033666684,-89.4056015133912,-89.62454300795484,-89.47152622431912,-89.3331643122687,-89.53084500872339,-89.50321334642068,-89.42748224148043,-89.30885450058118,-89.24668406917644,-89.14276044522246,-89.09119447087161,-89.21944491995954,-89.12368698785387,-89.03390046902902,-88.94952763661824,-88.8700805104719,-88.83520887965389,-88.99954218743139,-89.31063656944113,-89.22201254879724,-89.13787681831963,-89.05789735507992,-89.05575573827538,-89.01711562732086,-88.98025842051211,-88.9091667992673,-88.84122526711094,-89.05860319337425,-88.98650182833212,-88.91742762677957,-88.88574302353899,-88.8896639637364,-88.85931563720011,-88.79624563941782,-89.00557736255735,-88.93823765903784,-89.10740508915968,-89.03728055123169,-89.03604509477152,-89.36497927303932,-90.30688876466918,50,-89.49616432567628,-89.181102682591,-92.14881890725766,0.7567201311369801,-0.9917687598580869,2.0884024856639773
HDOK,PLOK,17472,7,7,-91,8,12,2,58,-87.0,-89.97029732378887,-88.49178778291827,-91.3231839647232,-92.24331955835785,-91.39125525603154,-92.33305172540352,-93.00745532471564,-92.37139033084381,-91.87526496544666,-91.47715279487967,-91.15036082565939,-90.87708748568501,-90.88700229994288,-90.74453385949161,-90.62056113307888,-90.444408442916,-90.28830174581165,-90.51438818730355,-90.36779367844365,-90.23523896084983,-90.38428842319107,-90.31223313471588,-90.19574403449039,-90.03957238930765,-89.99019282581071,-89.89813357561925,-89.81248210974637,-89.99711152020741,-89.8678011692795,-89.7465545424724,-89.67410175731784,-89.64663077083723,-89.62071469842232,-89.75405371002824,-90.03580923402004,-89.91937135547829,-89.80883037691292,-89.70375007296282,-89.75169821537438,-89.72418645162699,-89.69794411585046,-89.60108745348911,-89.54410954315246,-89.80727000546014,-89.74397143737632,-89.68333044885613,-89.65973070810031,-89.63709082445405,-89.58124618093109,-89.52760859991513,-89.77974762361528,-89.71999042872903,-89.62908655774709,-89.74125471599496,-89.71668995240518,-89.62700546611411,-90.56029596770844,50,-90.1854233800692,-89.88296737244937,-93.00745532471564,0.8905958907350261,-0.48484763529098357,2.8812534929456253
HDOK,PLOK,17472,8,8,-91,7,12,2,58,-88.0,-97.90099107929625,-92.47486111358427,-93.98075455373746,-94.23582415873214,-92.9836622397048,-93.65806852758571,-94.14099880258335,-93.23392343893808,-92.63990597948539,-92.26597261413532,-91.86504528265137,-91.52977770792164,-91.48704286028406,-91.22377155525892,-91.0657425086316,-90.85966496919725,-90.67703883956653,-90.87944658193365,-90.71156834435747,-90.55976830392537,-90.69132224914436,-90.60328516776384,-90.47213301780538,-90.35132325446561,-90.28713556235769,-90.18134079602841,-90.08290987464964,-90.21152559504064,-90.07296435068629,-89.94304371120457,-89.86243991376774,-89.78654178542638,-89.75501827187308,-89.88305796597815,-90.15979721462402,-90.03860380096353,-89.961412778779,-89.88803495836672,-89.92916642311037,-89.89515941525565,-89.86272153424326,-89.75994933394165,-89.66173099780995,-89.92073993501621,-89.81844273809865,-89.7552122500056,-89.72912997407954,-89.70410852582272,-89.64597776622925,-89.55622333803579,-89.80739682182418,-89.74671127142061,-89.68833503068724,-89.63215517494731,-89.61120590867009,-89.5580161164009,-90.39489506733153,50,-90.76349995436837,-90.12135354463683,-97.90099107929625,2.6059470192574263,-2.0899898454278545,5.771125708194067
HDOK,PLOK,17472,9,9,-90,7,12,2,58,-88.0,-104.83168483480361,-95.95569927372688,-96.30322575914875,-95.72683575735486,-93.97447534262699,-94.14667706434136,-94.1254812990772,-93.22037702456451,-92.51440327464674,-91.94789980285167,-91.48288315979255,-91.09402216208922,-91.08643780602561,-90.77791225666978,-90.58050401817617,-90.40704394543069,-90.18946067748219,-90.42156771221241,-90.22208258862034,-90.09768512414264,-90.14632930901237,-90.08666032120271,-89.98153546175682,-89.83583189688808,-89.748630102521,-89.62148823816992,-89.50319608357562,-89.7014620439386,-89.58490748713788,-89.47562120997848,-89.37292435895618,-89.3577269500903,-89.34338974567409,-89.48767137732925,-89.77978506445506,-89.67316694363244,-89.60981306064483,-89.51217813333857,-89.49323272044775,-89.62157857911666,-89.5990544435877,-89.50574793763661,-89.41657586836222,-89.61364642408533,-89.52210499661618,-89.4344069203354,-89.38486773835557,-89.33734343173033,-89.25761168515528,-89.18103105455809,-89.34363631170928,-89.26494586708499,-89.22267054336102,-89.34836231667558,-89.3368177858037,-89.32569861849984,-90.23600657301505,50,-90.69610373255554,-89.64737276137456,-104.83168483480361,6.7284507154143665,-3.3789109745783947,14.676205068998149
HDOK,PLOK,17472,10,10,-90,8,12,2,58,-89.0,-90.98019821585925,-89.99452518861217,-92.99140236395016,-93.99456742037418,-92.99165153201488,-94.0005477525088,-94.43398760927425,-93.74374294980963,-93.20535789924148,-92.77333475341638,-92.41870682437855,-92.12215621192749,-92.11230240527114,-91.87732395828931,-91.74391469930428,-91.55947024969434,-91.39601538675008,-91.61554079011006,-91.40474659808137,-91.27012316822118,-91.36338157574433,-91.24036231302117,-91.12749402733465,-90.97465766676363,-90.88086166501948,-90.93262902878577,-90.80029694299199,-90.98546360253786,-90.85665580091826,-90.73588038471418,-90.62238713334303,-90.59702362057932,-90.5730957345551,-90.66885592854214,-90.91503975932625,-90.80323397072888,-90.6970904937469,-90.59619045678015,-90.53714754712105,-90.66388614597247,-90.63982891164993,-90.54505859521333,-90.4544875772945,-90.68551565974411,-90.59145705460216,-90.53611926241693,-90.48306730721177,-90.43217310013212,-90.34920651224698,-90.26951888602949,-90.4291383205381,-90.34757704179275,-90.46964342182758,-90.42074059512156,-90.34051861589069,-90.56036415489672,-91.43005949038121,50,-91.22734007383806,-90.82994488582358,-94.43398760927425,1.1825443401741735,-1.3064246786084412,1.4353754492313562
