hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,11,11,-72,6,12,2,58,-69,-71,-69,-77,-76,-69,-77,-76,-69,-69,-70,-69,-69,-71,-69,-70,-69,-69,-76,-68,-69,-73,-70,-69,-69,-70,-69,-69,-76,-69,-69,-69,-76,-71,-73,-77,-69,-69,-70,-70,-83,-71,-69,-69,-77,-69,-69,-69,-70,-69,-69,-75,-69,-69,-71,-69,-69,-101,334,-71.46551724137932,-69.0,-69,6.670399999999997
HDOK,PLOK,17472,12,12,-70,7,12,2,58,-69,-81,-69,-77,-76,-69,-77,-76,-69,-69,-69,-69,-69,-71,-69,-70,-69,-69,-76,-69,-69,-73,-70,-69,-69,-70,-69,-69,-76,-69,-69,-69,-72,-71,-73,-79,-69,-69,-69,-70,-78,-71,-69,-69,-77,-69,-69,-70,-70,-69,-69,-76,-69,-69,-75,-69,-73,-100,334,-71.65517241379311,-69.0,-69,7.574399999999998
HDOK,PLOK,17472,13,13,-73,6,12,2,58,-68,-75,-68,-76,-75,-69,-76,-75,-69,-69,-69,-69,-69,-71,-69,-70,-68,-70,-77,-69,-70,-73,-71,-70,-70,-71,-71,-71,-77,-71,-71,-71,-78,-74,-76,-81,-72,-72,-72,-73,-89,-74,-71,-70,-79,-70,-70,-70,-70,-70,-70,-76,-71,-70,-70,-76,-69,-103,334,-72.65517241379311,-71.0,-70,6.771600000000002
HDOK,PLOK,17472,14,14,-76,6,12,2,58,-71,-75,-71,-80,-81,-72,-81,-82,-72,-72,-73,-72,-72,-76,-74,-75,-74,-74,-79,-73,-72,-77,-74,-72,-71,-71,-70,-70,-75,-69,-69,-70,-71,-71,-76,-81,-71,-71,-71,-75,-74,-74,-72,-72,-81,-72,-72,-74,-75,-75,-75,-85,-76,-76,-80,-76,-76,-103,334,-74.72413793103448,-74.0,-72,8.53
HDOK,PLOK,17472,15,15,-71,7,12,2,58,-69,-71,-70,-79,-76,-70,-77,-76,-69,-69,-69,-69,-69,-71,-70,-70,-69,-68,-75,-68,-68,-73,-70,-69,-69,-71,-70,-71,-77,-71,-72,-72,-75,-74,-76,-81,-71,-71,-71,-71,-81,-72,-69,-70,-77,-69,-69,-69,-69,-68,-68,-77,-69,-75,-69,-69,-69,-100,334,-72.0,-70.0,-69,7.3524
HDOK,PLOK,17472,16,16,-72,6,12,2,58,-69,-77,-69,-79,-75,-69,-79,-76,-70,-69,-69,-69,-69,-71,-69,-70,-69,-69,-77,-70,-70,-73,-70,-70,-69,-70,-69,-69,-76,-69,-69,-69,-78,-71,-73,-77,-70,-70,-70,-70,-87,-71,-69,-69,-76,-69,-69,-70,-70,-69,-70,-75,-70,-70,-69,-76,-69,-100,334,-71.96551724137932,-70.0,-69,7.776399999999999
HDOK,PLOK,17472,17,17,-71,7,12,2,58,-70,-74,-69,-79,-77,-69,-77,-77,-69,-69,-69,-70,-69,-73,-70,-71,-69,-69,-75,-69,-69,-73,-71,-70,-69,-70,-69,-69,-75,-69,-70,-69,-71,-70,-75,-77,-70,-69,-69,-71,-76,-71,-69,-70,-77,-69,-69,-70,-70,-70,-69,-76,-70,-69,-75,-69,-73,-101,334,-71.75862068965517,-70.0,-69,6.638400000000002
HDOK,PLOK,17472,18,18,-71,7,12,2,58,-69,-71,-69,-79,-76,-70,-79,-77,-69,-69,-69,-69,-69,-73,-69,-70,-69,-69,-76,-69,-69,-73,-70,-69,-69,-70,-69,-69,-76,-69,-69,-69,-71,-71,-73,-79,-69,-69,-69,-70,-82,-71,-69,-69,-77,-69,-69,-70,-70,-70,-69,-76,-69,-75,-69,-70,-69,-100,334,-71.63793103448276,-69.0,-69,7.491600000000002
HDOK,PLOK,17472,19,19,-72,6,12,2,58,-71,-71,-70,-79,-76,-70,-79,-77,-69,-70,-69,-69,-69,-73,-70,-71,-69,-70,-75,-69,-69,-75,-71,-70,-69,-70,-70,-70,-75,-69,-69,-69,-71,-71,-75,-77,-69,-69,-69,-71,-73,-71,-70,-69,-77,-70,-70,-70,-70,-69,-69,-76,-70,-69,-73,-69,-70,-101,334,-71.72413793103448,-70.0,-69,5.478399999999999
HDOK,PLOK,17472,20,20,-72,7,12,2,58,-69,-78,-69,-79,-76,-70,-79,-77,-69,-69,-69,-69,-69,-71,-69,-70,-70,-69,-76,-69,-69,-73,-70,-70,-69,-70,-69,-69,-76,-69,-69,-69,-74,-71,-75,-79,-69,-69,-69,-71,-87,-72,-70,-70,-77,-70,-70,-71,-71,-71,-70,-77,-70,-71,-77,-72,-71,-103,334,-72.32758620689656,-70.0,-69,8.603599999999998
