hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-111,1,12,2,58,-110.0,-117.0,-112.0,-115.0,-115.0,-112.0,-115.0,-117.0,-113.0,-115.0,-113.0,-112.0,-111.0,-115.0,-111.0,-113.0,-112.0,-112.0,-115.0,-112.0,-113.0,-115.0,-115.0,-115.0,-113.0,-115.0,-113.0,-112.0,-113.0,-111.0,-111.0,-112.0,-111.0,-112.0,-113.0,-115.0,-111.0,-115.0,-114.0,-116.0,-115.0,-117.0,-113.0,-115.0,-115.0,-113.0,-115.0,-111.0,-111.0,-109.0,-108.0,-112.0,-107.0,-106.0,-106.0,-107.0,-107.0,-116.0,302,-112.67241379310344,-113.0,-115.0,4.014399999999999
HDOK,PLOK,17472,2,2,-115,-3,12,2,58,-111.0,-111.0,-110.0,-115.0,-112.0,-110.0,-115.0,-115.0,-112.0,-111.0,-113.0,-112.0,-112.0,-115.0,-111.0,-112.0,-111.0,-111.0,-115.0,-113.0,-112.0,-115.0,-113.0,-113.0,-112.0,-112.0,-112.0,-111.0,-113.0,-115.0,-112.0,-112.0,-115.0,-115.0,-115.0,-117.0,-112.0,-112.0,-113.0,-115.0,-115.0,-113.0,-113.0,-112.0,-117.0,-113.0,-113.0,-113.0,-115.0,-114.0,-115.0,-115.0,-115.0,-113.0,-115.0,-114.0,-113.0,-116.0,302,-113.22413793103448,-113.0,-115.0,1.96
HDOK,PLOK,17472,3,3,-114,-2,12,2,58,-112.0,-113.0,-113.0,-113.0,-115.0,-112.0,-115.0,-115.0,-111.0,-109.0,-114.0,-115.0,-113.0,-115.0,-112.0,-115.0,-113.0,-112.0,-115.0,-113.0,-112.0,-117.0,-113.0,-113.0,-113.0,-113.0,-112.0,-112.0,-115.0,-115.0,-112.0,-115.0,-112.0,-113.0,-115.0,-117.0,-113.0,-112.0,-113.0,-113.0,-113.0,-113.0,-115.0,-112.0,-115.0,-113.0,-115.0,-115.0,-112.0,-113.0,-113.0,-113.0,-113.0,-115.0,-117.0,-113.0,-115.0,-114.0,302,-113.51724137931035,-113.0,-113.0,1.2896
HDOK,PLOK,17472,4,4,-114,-3,12,2,58,-113.0,-115.0,-113.0,-115.0,-115.0,-113.0,-113.0,-115.0,-113.0,-115.0,-113.0,-112.0,-113.0,-113.0,-111.0,-113.0,-113.0,-112.0,-116.0,-112.0,-113.0,-117.0,-115.0,-112.0,-113.0,-113.0,-115.0,-112.0,-113.0,-112.0,-117.0,-115.0,-115.0,-112.0,-117.0,-117.0,-112.0,-113.0,-111.0,-113.0,-115.0,-114.0,-114.0,-113.0,-116.0,-112.0,-112.0,-113.0,-113.0,-113.0,-111.0,-113.0,-113.0,-115.0,-112.0,-115.0,-112.0,-115.0,302,-113.55172413793103,-113.0,-113.0,1.4483999999999997
HDOK,PLOK,17472,5,5,-114,-2,12,2,58,-115.0,-117.0,-112.0,-115.0,-115.0,-112.0,-115.0,-113.0,-113.0,-112.0,-113.0,-110.0,-112.0,-113.0,-109.0,-113.0,-112.0,-112.0,-115.0,-112.0,-113.0,-115.0,-112.0,-115.0,-113.0,-115.0,-113.0,-113.0,-114.0,-113.0,-109.0,-112.0,-115.0,-112.0,-113.0,-115.0,-112.0,-113.0,-113.0,-115.0,-113.0,-114.0,-113.0,-112.0,-114.0,-112.0,-112.0,-115.0,-113.0,-113.0,-112.0,-114.0,-113.0,-112.0,-113.0,-113.0,-115.0,-118.0,302,-113.20689655172414,-113.0,-113.0,1.2116
HDOK,PLOK,17472,6,6,-115,-3,12,2,58,-115.0,-113.0,-110.0,-117.0,-117.0,-113.0,-117.0,-115.0,-111.0,-112.0,-114.0,-115.0,-112.0,-113.0,-113.0,-113.0,-114.0,-113.0,-114.0,-113.0,-115.0,-115.0,-113.0,-113.0,-113.0,-115.0,-115.0,-113.0,-114.0,-115.0,-113.0,-113.0,-115.0,-114.0,-117.0,-115.0,-115.0,-113.0,-112.0,-115.0,-113.0,-113.0,-112.0,-113.0,-117.0,-113.0,-113.0,-113.0,-115.0,-115.0,-112.0,-109.0,-112.0,-115.0,-115.0,-113.0,-113.0,-114.0,302,-113.74137931034483,-113.0,-113.0,1.2724000000000002
HDOK,PLOK,17472,7,7,-114,-2,12,2,58,-112.0,-115.0,-113.0,-115.0,-115.0,-113.0,-115.0,-117.0,-113.0,-113.0,-115.0,-112.0,-113.0,-113.0,-113.0,-109.0,-115.0,-113.0,-117.0,-113.0,-113.0,-111.0,-113.0,-112.0,-112.0,-113.0,-112.0,-112.0,-113.0,-113.0,-115.0,-113.0,-113.0,-115.0,-115.0,-116.0,-112.0,-113.0,-113.0,-113.0,-113.0,-111.0,-113.0,-111.0,-114.0,-112.0,-113.0,-112.0,-113.0,-113.0,-112.0,-118.0,-112.0,-111.0,-113.0,-113.0,-115.0,-115.0,302,-113.27586206896552,-113.0,-113.0,1.1599999999999997
HDOK,PLOK,17472,8,8,-115,-2,12,2,58,-113.0,-114.0,-114.0,-116.0,-116.0,-113.0,-117.0,-114.0,-116.0,-114.0,-113.0,-117.0,-114.0,-115.0,-113.0,-113.0,-115.0,-115.0,-114.0,-115.0,-113.0,-115.0,-113.0,-113.0,-113.0,-113.0,-113.0,-112.0,-114.0,-113.0,-113.0,-111.0,-112.0,-112.0,-113.0,-115.0,-110.0,-111.0,-111.0,-115.0,-113.0,-115.0,-113.0,-113.0,-115.0,-112.0,-113.0,-113.0,-113.0,-113.0,-112.0,-115.0,-113.0,-113.0,-113.0,-114.0,-115.0,-116.0,302,-113.62068965517241,-113.0,-113.0,1.1156
HDOK,PLOK,17472,9,9,-112,-1,12,2,58,-113.0,-113.0,-111.0,-115.0,-117.0,-112.0,-115.0,-116.0,-113.0,-115.0,-112.0,-113.0,-112.0,-115.0,-113.0,-113.0,-113.0,-113.0,-115.0,-112.0,-115.0,-115.0,-112.0,-115.0,-112.0,-112.0,-115.0,-113.0,-115.0,-113.0,-115.0,-112.0,-113.0,-113.0,-112.0,-116.0,-112.0,-113.0,-112.0,-113.0,-113.0,-113.0,-112.0,-110.0,-114.0,-112.0,-111.0,-113.0,-113.0,-112.0,-112.0,-113.0,-115.0,-112.0,-114.0,-113.0,-113.0,-114.0,302,-113.24137931034483,-113.0,-113.0,1.1999999999999997
HDOK,PLOK,17472,10,10,-114,-2,12,2,58,-111.0,-115.0,-113.0,-115.0,-117.0,-112.0,-117.0,-117.0,-113.0,-113.0,-113.0,-112.0,-113.0,-115.0,-113.0,-113.0,-113.0,-111.0,-113.0,-113.0,-113.0,-115.0,-113.0,-115.0,-113.0,-113.0,-112.0,-113.0,-114.0,-112.0,-110.0,-113.0,-113.0,-113.0,-115.0,-115.0,-113.0,-113.0,-113.0,-115.0,-113.0,-113.0,-112.0,-112.0,-113.0,-112.0,-111.0,-112.0,-113.0,-113.0,-112.0,-115.0,-113.0,-117.0,-113.0,-111.0,-117.0,-116.0,302,-113.37931034482759,-113.0,-113.0,1.41
