hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,11,11,-89,7,12,2,58,-84,-91,-84,-92,-93,-84,-93,-93,-84,-84,-85,-84,-84,-88,-84,-86,-84,-85,-89,-84,-84,-91,-87,-86,-85,-86,-86,-85,-89,-85,-85,-85,-85,-86,-91,-92,-85,-85,-85,-88,-85,-86,-85,-85,-93,-85,-85,-86,-87,-86,-84,-93,-85,-85,-89,-84,-85,-113,306-304,-87.01724137931035,-85.0,-85.0,6.595600000000002
HDOK,PLOK,17472,12,12,-88,8,12,2,58,-85,-89,-85,-95,-94,-85,-94,-94,-85,-85,-85,-85,-85,-89,-85,-87,-85,-85,-90,-85,-85,-91,-87,-86,-85,-87,-86,-86,-90,-85,-85,-85,-86,-87,-91,-94,-85,-85,-85,-88,-87,-87,-85,-86,-94,-85,-86,-86,-87,-86,-85,-94,-85,-86,-89,-86,-91,-115,306-304,-87.77586206896552,-86.0,-85.0,7.296399999999998
HDOK,PLOK,17472,13,13,-88,7,12,2,58,-84,-100,-85,-94,-93,-85,-94,-93,-85,-77,-85,-84,-85,-87,-85,-86,-84,-84,-90,-85,-84,-89,-86,-85,-84,-86,-84,-85,-90,-84,-84,-85,-86,-86,-89,-94,-85,-84,-86,-87,-86,-86,-85,-84,-94,-85,-85,-86,-86,-85,-84,-93,-85,-85,-84,-89,-84,-116,306-304,-87.06896551724138,-85.0,-85.0,7.8244
HDOK,PLOK,17472,14,14,-88,7,12,2,58,-85,-91,-84,-94,-93,-85,-93,-94,-85,-69,-85,-85,-84,-88,-84,-87,-84,-85,-89,-84,-84,-91,-87,-86,-84,-86,-85,-85,-89,-84,-84,-84,-85,-85,-91,-92,-84,-84,-84,-87,-85,-86,-84,-84,-93,-84,-84,-86,-86,-85,-84,-94,-84,-84,-89,-84,-85,-116,306-304,-86.65517241379311,-85.0,-84.0,7.5203999999999995
HDOK,PLOK,17472,15,15,-87,7,12,2,58,-84,-89,-84,-93,-93,-84,-94,-94,-84,-84,-85,-84,-84,-88,-85,-86,-85,-85,-89,-84,-84,-91,-87,-86,-85,-86,-86,-85,-89,-84,-85,-85,-85,-86,-91,-93,-85,-85,-85,-88,-85,-86,-85,-84,-93,-85,-85,-86,-87,-86,-85,-93,-85,-93,-85,-86,-85,-116,306-304,-87.22413793103448,-85.0,-85.0,7.329599999999999
HDOK,PLOK,17472,16,16,-88,8,12,2,58,-85,-99,-84,-94,-91,-85,-94,-92,-85,-85,-85,-84,-84,-87,-85,-86,-85,-85,-91,-85,-85,-89,-86,-85,-85,-86,-85,-85,-90,-85,-85,-86,-86,-86,-89,-94,-85,-85,-84,-87,-86,-86,-85,-84,-94,-84,-85,-86,-87,-85,-84,-94,-85,-85,-84,-88,-84,-115,306-304,-87.24137931034483,-85.0,-85.0,7.0464
HDOK,PLOK,17472,17,17,-87,8,12,2,58,-87,-101,-85,-94,-91,-85,-94,-93,-85,-85,-85,-85,-84,-88,-84,-86,-85,-84,-90,-84,-69,-89,-86,-85,-84,-86,-85,-85,-89,-84,-84,-85,-86,-86,-91,-94,-84,-84,-86,-87,-86,-86,-85,-85,-94,-84,-86,-86,-87,-86,-84,-93,-85,-85,-89,-84,-89,-117,306-304,-87.15517241379311,-86.0,-85.0,7.4064
HDOK,PLOK,17472,18,18,-88,8,12,2,58,-84,-86,-86,-95,-91,-85,-93,-93,-84,-85,-85,-84,-84,-87,-85,-86,-84,-85,-91,-84,-84,-88,-86,-85,-85,-86,-85,-85,-91,-84,-84,-84,-87,-87,-89,-94,-84,-84,-85,-86,-92,-87,-100,-84,-93,-84,-84,-85,-86,-85,-85,-93,-85,-91,-85,-85,-84,-117,306-304,-87.32758620689656,-85.0,-85.0,8.0484
HDOK,PLOK,17472,19,19,-90,7,12,2,58,-87,-89,-86,-95,-93,-86,-94,-94,-86,-86,-86,-86,-86,-89,-86,-87,-86,-86,-91,-86,-86,-91,-88,-87,-86,-87,-86,-86,-91,-86,-86,-86,-87,-87,-91,-94,-86,-86,-86,-88,-87,-87,-86,-86,-95,-86,-86,-87,-88,-87,-86,-95,-86,-86,-91,-86,-86,-116,306-304,-88.32758620689656,-86.0,-86.0,5.686399999999999
HDOK,PLOK,17472,20,20,-89,7,12,2,58,-86,-97,-86,-94,-93,-86,-94,-94,-86,-86,-87,-86,-86,-89,-87,-88,-87,-87,-93,-86,-87,-91,-88,-87,-86,-88,-87,-87,-92,-87,-86,-86,-87,-87,-91,-95,-86,-86,-86,-88,-88,-87,-86,-86,-95,-86,-86,-87,-88,-87,-86,-94,-87,-87,-90,-89,-91,-116,306-304,-88.82758620689656,-87.0,-86.0,6.369999999999999
