hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,11,11,-112,0,12,2,58,-113.0,-115.0,-113.0,-116.0,-117.0,-113.0,-116.0,-115.0,-112.0,-113.0,-111.0,-115.0,-112.0,-113.0,-113.0,-115.0,-115.0,-113.0,-113.0,-112.0,-112.0,-115.0,-113.0,-115.0,-112.0,-115.0,-112.0,-112.0,-116.0,-113.0,-113.0,-113.0,-111.0,-112.0,-115.0,-116.0,-113.0,-113.0,-113.0,-115.0,-113.0,-113.0,-113.0,-111.0,-116.0,-115.0,-113.0,-113.0,-115.0,-115.0,-112.0,-117.0,-113.0,-115.0,-115.0,-111.0,-112.0,-118.0,356,-113.6896551724138,-113.0,-113.0,1.7104000000000001
HDOK,PLOK,17472,12,12,-112,0,12,2,58,-113.0,-117.0,-112.0,-117.0,-117.0,-112.0,-113.0,-115.0,-111.0,-111.0,-112.0,-115.0,-112.0,-113.0,-113.0,-113.0,-113.0,-113.0,-116.0,-113.0,-113.0,-115.0,-113.0,-113.0,-113.0,-115.0,-113.0,-113.0,-115.0,-113.0,-112.0,-112.0,-113.0,-111.0,-115.0,-115.0,-111.0,-112.0,-113.0,-112.0,-113.0,-113.0,-112.0,-113.0,-115.0,-112.0,-111.0,-113.0,-115.0,-115.0,-112.0,-115.0,-113.0,-115.0,-115.0,-113.0,-115.0,-118.0,356,-113.46551724137932,-113.0,-113.0,1.4704000000000002
HDOK,PLOK,17472,13,13,-114,-1,12,2,58,-111.0,-117.0,-111.0,-117.0,-115.0,-112.0,-115.0,-117.0,-112.0,-113.0,-113.0,-114.0,-113.0,-114.0,-113.0,-115.0,-113.0,-113.0,-114.0,-113.0,-113.0,-115.0,-112.0,-113.0,-113.0,-115.0,-113.0,-113.0,-115.0,-112.0,-111.0,-113.0,-114.0,-113.0,-115.0,-117.0,-113.0,-112.0,-111.0,-115.0,-111.0,-114.0,-111.0,-113.0,-116.0,-115.0,-113.0,-116.0,-116.0,-115.0,-113.0,-114.0,-111.0,-113.0,-112.0,-113.0,-112.0,-116.0,356,-113.56896551724138,-113.0,-113.0,1.77
HDOK,PLOK,17472,14,14,-112,0,12,2,58,-112.0,-115.0,-112.0,-117.0,-113.0,-113.0,-115.0,-115.0,-112.0,-113.0,-112.0,-112.0,-113.0,-117.0,-113.0,-113.0,-113.0,-113.0,-115.0,-112.0,-113.0,-115.0,-113.0,-115.0,-111.0,-113.0,-113.0,-113.0,-116.0,-113.0,-112.0,-112.0,-113.0,-113.0,-117.0,-115.0,-112.0,-113.0,-112.0,-113.0,-112.0,-111.0,-112.0,-113.0,-115.0,-113.0,-112.0,-115.0,-113.0,-113.0,-113.0,-116.0,-112.0,-111.0,-117.0,-113.0,-112.0,-116.0,356,-113.37931034482759,-113.0,-113.0,1.4723999999999995
HDOK,PLOK,17472,15,15,-112,0,12,2,58,-112.0,-115.0,-113.0,-118.0,-117.0,-112.0,-117.0,-116.0,-111.0,-112.0,-113.0,-112.0,-113.0,-115.0,-113.0,-115.0,-113.0,-115.0,-115.0,-112.0,-112.0,-115.0,-113.0,-117.0,-112.0,-113.0,-113.0,-113.0,-114.0,-115.0,-113.0,-112.0,-113.0,-112.0,-115.0,-114.0,-113.0,-111.0,-112.0,-115.0,-113.0,-113.0,-111.0,-111.0,-114.0,-112.0,-111.0,-113.0,-113.0,-117.0,-112.0,-116.0,-112.0,-116.0,-113.0,-113.0,-117.0,-117.0,356,-113.62068965517241,-113.0,-113.0,2.3283999999999994
HDOK,PLOK,17472,16,16,-114,-1,12,2,58,-113.0,-117.0,-111.0,-116.0,-115.0,-113.0,-116.0,-115.0,-113.0,-115.0,-114.0,-112.0,-114.0,-113.0,-113.0,-112.0,-112.0,-113.0,-115.0,-113.0,-113.0,-114.0,-117.0,-113.0,-113.0,-113.0,-113.0,-115.0,-114.0,-115.0,-115.0,-113.0,-115.0,-114.0,-117.0,-118.0,-114.0,-114.0,-113.0,-117.0,-113.0,-113.0,-115.0,-114.0,-117.0,-114.0,-114.0,-114.0,-114.0,-115.0,-113.0,-118.0,-114.0,-113.0,-115.0,-115.0,-113.0,-117.0,356,-114.24137931034483,-114.0,-113.0,1.4676
HDOK,PLOK,17472,17,17,-112,0,12,2,58,-113.0,-117.0,-113.0,-115.0,-117.0,-112.0,-117.0,-119.0,-113.0,-112.0,-112.0,-112.0,-112.0,-115.0,-111.0,-113.0,-112.0,-113.0,-114.0,-113.0,-112.0,-115.0,-113.0,-112.0,-112.0,-113.0,-113.0,-113.0,-116.0,-113.0,-112.0,-111.0,-112.0,-112.0,-117.0,-116.0,-112.0,-113.0,-113.0,-115.0,-112.0,-113.0,-113.0,-113.0,-117.0,-113.0,-113.0,-112.0,-112.0,-113.0,-112.0,-116.0,-111.0,-115.0,-113.0,-112.0,-117.0,-117.0,356,-113.51724137931035,-113.0,-113.0,2.4356000000000004
HDOK,PLOK,17472,18,18,-112,0,12,2,58,-113.0,-113.0,-112.0,-115.0,-115.0,-111.0,-116.0,-115.0,-112.0,-113.0,-113.0,-112.0,-112.0,-115.0,-113.0,-115.0,-111.0,-112.0,-116.0,-113.0,-113.0,-117.0,-113.0,-113.0,-112.0,-113.0,-112.0,-112.0,-115.0,-113.0,-112.0,-112.0,-113.0,-114.0,-115.0,-116.0,-112.0,-112.0,-112.0,-115.0,-112.0,-113.0,-113.0,-111.0,-115.0,-112.0,-112.0,-113.0,-115.0,-115.0,-113.0,-115.0,-113.0,-109.0,-112.0,-112.0,-112.0,-117.0,356,-113.22413793103448,-113.0,-112.0,1.5075999999999998
HDOK,PLOK,17472,19,19,-113,0,12,2,58,-113.0,-115.0,-113.0,-117.0,-115.0,-112.0,-117.0,-115.0,-113.0,-111.0,-113.0,-112.0,-113.0,-113.0,-112.0,-113.0,-115.0,-112.0,-115.0,-113.0,-113.0,-113.0,-113.0,-115.0,-112.0,-115.0,-113.0,-112.0,-116.0,-112.0,-113.0,-113.0,-112.0,-114.0,-115.0,-116.0,-112.0,-112.0,-112.0,-113.0,-113.0,-113.0,-111.0,-112.0,-117.0,-112.0,-111.0,-115.0,-113.0,-113.0,-113.0,-117.0,-113.0,-115.0,-115.0,-112.0,-112.0,-117.0,356,-113.48275862068965,-113.0,-113.0,1.7156
HDOK,PLOK,17472,20,20,-112,0,12,2,58,-112.0,-114.0,-113.0,-116.0,-115.0,-113.0,-114.0,-115.0,-113.0,-113.0,-112.0,-112.0,-112.0,-115.0,-113.0,-113.0,-113.0,-115.0,-115.0,-113.0,-113.0,-115.0,-113.0,-115.0,-113.0,-113.0,-113.0,-113.0,-115.0,-111.0,-115.0,-113.0,-113.0,-113.0,-117.0,-116.0,-113.0,-113.0,-113.0,-113.0,-112.0,-113.0,-113.0,-112.0,-116.0,-113.0,-112.0,-113.0,-115.0,-115.0,-113.0,-117.0,-112.0,-115.0,-113.0,-117.0,-117.0,-117.0,356,-113.77586206896552,-113.0,-113.0,1.4975999999999998
HDOK,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
