hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-114,-1,12,2,58,-113.0,-114.0,-114.0,-116.0,-116.0,-114.0,-114.0,-118.0,-113.0,-116.0,-116.0,-115.0,-114.0,-116.0,-114.0,-114.0,-117.0,-116.0,-116.0,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-114.0,-116.0,-115.0,-115.0,-115.0,-113.0,-113.0,-116.0,-115.0,-115.0,-116.0,-114.0,-113.0,-113.0,-115.0,-113.0,-113.0,-115.0,-113.0,-116.0,-113.0,-112.0,-113.0,-113.0,-113.0,-113.0,-116.0,-112.0,-112.0,-113.0,-113.0,-112.0,-115.0,356,-114.37931034482759,-114.5,-113.0,1.2756
HDOK,PLOK,17472,2,2,-112,0,12,2,58,-113.0,-113.0,-112.0,-116.0,-115.0,-113.0,-117.0,-117.0,-113.0,-113.0,-112.0,-113.0,-112.0,-115.0,-113.0,-113.0,-112.0,-112.0,-114.0,-113.0,-113.0,-113.0,-112.0,-113.0,-114.0,-115.0,-112.0,-112.0,-117.0,-112.0,-111.0,-111.0,-113.0,-113.0,-115.0,-115.0,-112.0,-112.0,-112.0,-113.0,-115.0,-114.0,-112.0,-113.0,-117.0,-113.0,-113.0,-113.0,-111.0,-113.0,-112.0,-117.0,-112.0,-112.0,-113.0,-113.0,-113.0,-117.0,356,-113.34482758620689,-113.0,-113.0,1.6116
HDOK,PLOK,17472,3,3,-112,0,12,2,58,-112.0,-115.0,-113.0,-118.0,-117.0,-113.0,-117.0,-116.0,-114.0,-113.0,-113.0,-112.0,-112.0,-113.0,-113.0,-115.0,-112.0,-113.0,-115.0,-112.0,-112.0,-117.0,-113.0,-112.0,-113.0,-113.0,-112.0,-112.0,-114.0,-113.0,-112.0,-112.0,-112.0,-112.0,-115.0,-116.0,-113.0,-115.0,-113.0,-113.0,-112.0,-113.0,-113.0,-112.0,-115.0,-112.0,-113.0,-113.0,-112.0,-113.0,-112.0,-117.0,-111.0,-117.0,-116.0,-112.0,-117.0,-117.0,356,-113.60344827586206,-113.0,-113.0,2.4483999999999995
HDOK,PLOK,17472,4,4,-112,0,12,2,58,-113.0,-101.0,-112.0,-114.0,-123.0,-112.0,-117.0,-117.0,-113.0,-113.0,-112.0,-112.0,-112.0,-115.0,-112.0,-113.0,-113.0,-112.0,-116.0,-113.0,-113.0,-115.0,-113.0,-113.0,-112.0,-113.0,-113.0,-112.0,-115.0,-112.0,-111.0,-112.0,-113.0,-113.0,-115.0,-114.0,-112.0,-112.0,-112.0,-115.0,-113.0,-113.0,-112.0,-112.0,-114.0,-113.0,-112.0,-113.0,-115.0,-113.0,-113.0,-118.0,-112.0,-113.0,-113.0,-112.0,-113.0,-115.0,356,-113.17241379310344,-113.0,-113.0,1.1364
HDOK,PLOK,17472,5,5,-112,0,12,2,58,-111.0,-115.0,-113.0,-115.0,-115.0,-112.0,-117.0,-117.0,-113.0,-111.0,-113.0,-112.0,-112.0,-113.0,-113.0,-113.0,-112.0,-112.0,-117.0,-113.0,-112.0,-115.0,-113.0,-113.0,-113.0,-115.0,-113.0,-112.0,-114.0,-112.0,-113.0,-112.0,-113.0,-112.0,-115.0,-116.0,-112.0,-113.0,-112.0,-112.0,-114.0,-113.0,-112.0,-112.0,-118.0,-113.0,-111.0,-115.0,-113.0,-113.0,-113.0,-116.0,-113.0,-113.0,-115.0,-112.0,-115.0,-116.0,356,-113.41379310344827,-113.0,-113.0,1.5215999999999996
HDOK,PLOK,17472,6,6,-111,0,12,2,58,-112.0,-117.0,-113.0,-117.0,-117.0,-113.0,-116.0,-116.0,-112.0,-112.0,-113.0,-112.0,-113.0,-115.0,-113.0,-115.0,-112.0,-113.0,-114.0,-113.0,-113.0,-115.0,-113.0,-113.0,-113.0,-115.0,-112.0,-113.0,-116.0,-112.0,-112.0,-115.0,-112.0,-113.0,-117.0,-101.0,-112.0,-113.0,-112.0,-113.0,-112.0,-113.0,-112.0,-114.0,-117.0,-113.0,-113.0,-113.0,-117.0,-111.0,-112.0,-117.0,-113.0,-115.0,-111.0,-116.0,-115.0,-118.0,356,-113.53448275862068,-113.0,-113.0,2.4756000000000005
HDOK,PLOK,17472,7,7,-112,0,12,2,58,-113.0,-115.0,-112.0,-116.0,-115.0,-113.0,-116.0,-116.0,-113.0,-112.0,-113.0,-113.0,-112.0,-115.0,-113.0,-112.0,-112.0,-112.0,-115.0,-112.0,-113.0,-115.0,-113.0,-113.0,-113.0,-113.0,-112.0,-113.0,-115.0,-112.0,-113.0,-113.0,-113.0,-113.0,-115.0,-115.0,-113.0,-112.0,-112.0,-113.0,-117.0,-113.0,-111.0,-113.0,-116.0,-111.0,-113.0,-112.0,-112.0,-112.0,-112.0,-115.0,-112.0,-113.0,-115.0,-113.0,-113.0,-116.0,356,-113.32758620689656,-113.0,-113.0,1.3823999999999996
HDOK,PLOK,17472,8,8,-111,1,12,2,58,-112.0,-114.0,-112.0,-117.0,-115.0,-112.0,-116.0,-117.0,-111.0,-112.0,-112.0,-112.0,-110.0,-112.0,-112.0,-113.0,-111.0,-112.0,-114.0,-111.0,-111.0,-117.0,-112.0,-112.0,-111.0,-112.0,-110.0,-110.0,-115.0,-110.0,-109.0,-110.0,-111.0,-111.0,-113.0,-116.0,-110.0,-112.0,-111.0,-112.0,-111.0,-112.0,-111.0,-111.0,-117.0,-112.0,-112.0,-112.0,-113.0,-112.0,-111.0,-117.0,-112.0,-112.0,-113.0,-113.0,-112.0,-117.0,356,-112.44827586206897,-112.0,-112.0,2.6500000000000004
HDOK,PLOK,17472,9,9,-114,-1,12,2,58,-113.0,-115.0,-112.0,-115.0,-116.0,-111.0,-117.0,-114.0,-113.0,-109.0,-113.0,-113.0,-113.0,-113.0,-112.0,-113.0,-110.0,-112.0,-117.0,-112.0,-112.0,-115.0,-112.0,-113.0,-113.0,-113.0,-113.0,-114.0,-116.0,-116.0,-113.0,-113.0,-115.0,-114.0,-114.0,-116.0,-113.0,-113.0,-113.0,-113.0,-115.0,-113.0,-114.0,-113.0,-115.0,-113.0,-115.0,-114.0,-116.0,-116.0,-114.0,-116.0,-114.0,-114.0,-117.0,-115.0,-113.0,-118.0,356,-113.82758620689656,-113.0,-113.0,1.5075999999999998
HDOK,PLOK,17472,10,10,-112,0,12,2,58,-113.0,-115.0,-113.0,-116.0,-117.0,-111.0,-117.0,-118.0,-112.0,-113.0,-111.0,-112.0,-112.0,-113.0,-111.0,-113.0,-112.0,-112.0,-114.0,-112.0,-113.0,-115.0,-115.0,-113.0,-113.0,-113.0,-112.0,-113.0,-117.0,-113.0,-112.0,-113.0,-113.0,-113.0,-115.0,-117.0,-113.0,-112.0,-112.0,-115.0,-113.0,-113.0,-113.0,-112.0,-117.0,-112.0,-113.0,-115.0,-113.0,-112.0,-112.0,-115.0,-113.0,-115.0,-113.0,-113.0,-117.0,-117.0,356,-113.56896551724138,-113.0,-113.0,2.1683999999999997
