hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-122,-20,12,2,58,-104,-103,-104,-103,-101,-103,-104,-104,-104,-103,-103,-105,-101,-102,-104,-103,-103,-103,-104,-103,-104,-104,-103,-104,-103,-102,-103,-103,-104,-105,-104,-105,-104,-104,-103,-104,-105,-106,-106,-106,-106,-105,-108,-102,-103,-109,-102,-103,-102,-103,-103,-103,-104,-103,-104,-105,-103,-103,360,-103.74137931034483,-103.5,-103,0.8303999999999999
HDOK,PLFL,17472,2,1,-122,-20,12,2,58,-101,-103,-105,-104,-103,-104,-103,-103,-103,-103,-102,-104,-102,-102,-101,-103,-103,-103,-101,-102,-104,-103,-103,-103,-104,-103,-104,-103,-102,-103,-104,-103,-102,-104,-102,-103,-104,-104,-103,-102,-102,-104,-105,-105,-104,-105,-104,-105,-105,-103,-104,-105,-105,-105,-104,-104,-99,-105,360,-103.29310344827586,-103.0,-103,0.8356
HDOK,PLOK,17472,3,2,-120,-19,12,2,58,-104,-105,-105,-105,-106,-105,-103,-104,-110,-103,-103,-104,-103,-101,-104,-103,-103,-101,-103,-104,-103,-103,-104,-103,-103,-104,-103,-103,-104,-103,-103,-103,-103,-105,-103,-102,-102,-104,-105,-102,-102,-103,-105,-104,-104,-104,-103,-104,-104,-104,-103,-103,-102,-102,-105,-103,-103,-104,360,-103.55172413793103,-103.0,-103,0.6496000000000001
HDOK,PLOK,17472,4,3,-122,-20,12,2,58,-104,-105,-102,-104,-104,-102,-104,-104,-103,-104,-104,-103,-102,-103,-105,-105,-104,-104,-104,-104,-105,-106,-105,-104,-104,-105,-103,-101,-104,-104,-103,-104,-103,-103,-103,-103,-104,-104,-101,-103,-104,-103,-104,-103,-102,-104,-103,-103,-102,-105,-104,-105,-104,-104,-105,-106,-105,-103,360,-103.70689655172414,-104.0,-104,0.6324000000000001
HDOK,PLOK,17472,5,4,-122,-20,12,2,58,-101,-103,-105,-103,-105,-104,-105,-103,-105,-106,-104,-103,-103,-104,-104,-104,-104,-103,-104,-104,-102,-103,-103,-105,-104,-104,-103,-103,-103,-104,-104,-103,-104,-104,-103,-102,-105,-105,-105,-106,-106,-105,-104,-108,-103,-103,-104,-102,-103,-104,-104,-103,-103,-104,-103,-103,-103,-105,360,-103.82758620689656,-104.0,-103,0.5716000000000001
HDOK,PLFL,17472,6,4,-122,-21,12,2,58,-104,-104,-103,-104,-106,-106,-105,-104,-103,-103,-103,-104,-103,-103,-103,-101,-103,-103,-103,-103,-102,-103,-103,-104,-104,-104,-104,-103,-103,-104,-104,-103,-105,-106,-105,-104,-103,-103,-103,-103,-104,-103,-104,-104,-103,-103,-103,-103,-104,-104,-103,-101,-104,-104,-105,-104,-104,-102,360,-103.55172413793103,-103.0,-103,0.36840000000000006
HDOK,PLFL,17472,7,4,-121,-20,12,2,58,-103,-103,-104,-102,-104,-104,-103,-104,-103,-104,-104,-102,-103,-103,-103,-103,-103,-104,-104,-105,-104,-104,-104,-105,-106,-105,-106,-105,-103,-103,-104,-103,-103,-102,-103,-104,-103,-105,-103,-103,-104,-104,-103,-103,-103,-103,-103,-102,-104,-103,-103,-106,-104,-104,-105,-103,-105,-105,360,-103.67241379310344,-103.5,-103,0.5104
HDOK,PLFL,17472,8,4,-123,-21,12,2,58,-103,-103,-104,-103,-106,-106,-104,-104,-104,-103,-103,-104,-104,-104,-103,-103,-103,-103,-103,-105,-104,-103,-102,-103,-102,-103,-103,-103,-103,-102,-104,-101,-104,-104,-104,-102,-104,-105,-107,-104,-105,-103,-104,-103,-104,-103,-104,-103,-103,-103,-104,-102,-104,-103,-104,-104,-104,-103,360,-103.53448275862068,-103.0,-103,0.4096000000000001
HDOK,PLFL,17472,9,4,-123,-21,12,2,58,-104,-103,-103,-104,-105,-106,-107,-104,-109,-103,-103,-104,-102,-102,-103,-103,-102,-103,-104,-103,-104,-103,-103,-103,-103,-104,-103,-103,-105,-104,-101,-104,-105,-106,-106,-106,-102,-102,-105,-103,-104,-103,-102,-104,-102,-103,-104,-104,-104,-103,-103,-103,-104,-105,-102,-104,-104,-104,360,-103.6896551724138,-103.5,-103,0.8835999999999998
HDOK,PLFL,17472,10,4,-124,-22,12,2,58,-101,-105,-103,-110,-103,-102,-104,-102,-103,-104,-102,-104,-103,-102,-103,-104,-103,-104,-104,-105,-103,-104,-104,-103,-103,-104,-103,-104,-102,-106,-105,-106,-106,-105,-104,-104,-105,-103,-104,-104,-104,-103,-104,-102,-103,-103,-104,-103,-103,-103,-103,-103,-102,-104,-104,-101,-103,-102,360,-103.56896551724138,-103.0,-103,0.6884000000000003
