hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,11,5,-123,-21,12,2,58,-102,-103,-102,-103,-106,-105,-104,-106,-105,-104,-101,-105,-103,-103,-104,-104,-102,-104,-103,-103,-103,-103,-102,-102,-103,-103,-104,-103,-103,-103,-105,-105,-104,-105,-99,-104,-103,-103,-102,-104,-103,-103,-103,-104,-103,-103,-104,-104,-101,-103,-103,-104,-104,-103,-105,-104,-106,-104,360,-103.43103448275862,-103.0,-103,0.6884000000000003
HDOK,PLOK,17472,12,6,-121,-20,12,2,58,-101,-106,-105,-110,-105,-103,-103,-102,-103,-101,-104,-103,-103,-102,-103,-103,-103,-103,-105,-102,-104,-103,-104,-105,-104,-105,-105,-106,-104,-103,-105,-103,-104,-103,-103,-103,-104,-104,-104,-102,-104,-103,-103,-102,-104,-102,-104,-103,-104,-104,-103,-104,-104,-106,-107,-104,-109,-103,360,-103.8103448275862,-104.0,-103,0.9044
HDOK,PLFL,17472,13,6,-121,-20,12,2,58,-104,-105,-105,-104,-104,-104,-103,-103,-103,-103,-104,-103,-103,-103,-101,-103,-104,-103,-103,-104,-102,-104,-104,-105,-105,-104,-105,-106,-105,-104,-102,-102,-103,-104,-104,-105,-105,-104,-103,-105,-104,-101,-104,-103,-104,-104,-103,-104,-104,-105,-104,-106,-104,-103,-104,-103,-105,-103,360,-103.75862068965517,-104.0,-104,0.56
HDOK,PLFL,17472,14,6,-122,-20,12,2,58,-104,-104,-101,-103,-104,-104,-104,-104,-104,-105,-105,-104,-105,-105,-105,-105,-106,-106,-106,-105,-103,-104,-102,-101,-102,-103,-104,-104,-102,-103,-104,-103,-104,-103,-104,-102,-103,-103,-104,-102,-104,-103,-104,-102,-104,-104,-103,-104,-104,-104,-105,-105,-105,-106,-105,-103,-108,-103,360,-103.87931034482759,-104.0,-104,0.8403999999999999
HDOK,PLOK,17472,15,7,-122,-20,12,2,58,-103,-103,-104,-103,-101,-104,-104,-104,-102,-103,-103,-104,-104,-106,-107,-101,-104,-103,-103,-104,-103,-102,-103,-104,-101,-104,-103,-104,-104,-104,-102,-103,-103,-104,-104,-102,-103,-103,-103,-104,-104,-105,-105,-106,-105,-103,-104,-103,-103,-104,-103,-103,-102,-103,-105,-103,-104,-103,360,-103.46551724137932,-103.0,-103,0.5264
HDOK,PLOK,17472,16,8,-120,-19,12,2,58,-103,-103,-103,-102,-102,-104,-103,-104,-103,-101,-104,-104,-103,-105,-103,-103,-104,-102,-104,-104,-104,-103,-104,-104,-105,-106,-105,-104,-103,-103,-102,-104,-103,-103,-103,-104,-103,-104,-104,-103,-104,-102,-103,-103,-104,-104,-103,-103,-104,-104,-105,-98,-105,-105,-107,-107,-104,-104,360,-103.56896551724138,-104.0,-104,0.5636
HDOK,PLOK,17472,17,9,-122,-21,12,2,58,-102,-103,-103,-103,-105,-102,-103,-103,-103,-104,-103,-103,-104,-104,-102,-101,-104,-102,-103,-103,-103,-104,-105,-105,-104,-105,-105,-106,-106,-103,-104,-104,-103,-105,-103,-103,-103,-103,-104,-104,-104,-102,-103,-104,-103,-103,-103,-105,-103,-103,-101,-104,-104,-103,-104,-103,-104,-104,360,-103.48275862068965,-103.0,-103,0.5696000000000001
HDOK,PLFL,17472,18,9,-123,-21,12,2,58,-103,-105,-105,-104,-106,-105,-104,-104,-102,-102,-103,-104,-103,-103,-103,-103,-104,-103,-104,-103,-103,-104,-104,-102,-103,-102,-103,-103,-105,-102,-104,-104,-103,-102,-104,-105,-105,-106,-105,-109,-103,-104,-104,-103,-103,-102,-103,-103,-104,-103,-103,-103,-103,-103,-103,-104,-102,-104,360,-103.58620689655173,-103.0,-103,0.6496000000000001
HDOK,PLOK,17472,19,10,-122,-21,12,2,58,-104,-103,-104,-103,-102,-104,-102,-104,-104,-102,-103,-104,-104,-102,-104,-104,-103,-104,-104,-104,-104,-105,-102,-105,-104,-105,-105,-104,-103,-104,-103,-103,-104,-103,-102,-102,-102,-103,-104,-103,-104,-103,-103,-102,-103,-102,-105,-104,-104,-103,-105,-106,-105,-103,-102,-103,-104,-104,360,-103.5,-104.0,-104,0.6896000000000001
HDOK,PLFL,17472,20,10,-125,-23,12,2,58,-106,-106,-104,-103,-102,-104,-104,-102,-103,-103,-103,-104,-103,-102,-104,-104,-103,-104,-104,-102,-104,-104,-104,-104,-104,-103,-105,-104,-107,-105,-103,-103,-103,-103,-102,-104,-104,-104,-103,-104,-102,-103,-103,-102,-104,-104,-103,-104,-102,-104,-103,-102,-104,-104,-106,-104,-104,-104,360,-103.60344827586206,-104.0,-104,0.5296000000000001
