hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,rssi_variance
HDOK,PLOK,17472,1,1,-91,8,12,2,58,-87,-97,-85,-95,-94,-87,-97,-95,-87,-87,-87,-87,-87,-91,-87,-88,-87,-87,-92,-87,-87,-93,-88,-88,-87,-88,-87,-87,-91,-87,-87,-87,-87,-87,-93,-95,-87,-87,-87,-89,-87,-87,-87,-87,-95,-87,-87,-88,-88,-88,-87,-95,-87,-88,-87,-87,-87,-118,350,6.7296
HDOK,PLOK,17472,2,2,-90,7,12,2,58,-88,-88,-87,-95,-94,-87,-95,-94,-87,-87,-87,-87,-87,-89,-87,-88,-87,-87,-93,-87,-87,-91,-88,-87,-87,-88,-87,-87,-93,-87,-87,-87,-88,-88,-93,-95,-87,-87,-87,-89,-89,-89,-87,-87,-95,-87,-87,-88,-88,-87,-87,-95,-87,-87,-91,-92,-87,-118,350,5.886399999999998
HDOK,PLOK,17472,3,3,-89,7,12,2,58,-87,-89,-87,-95,-94,-87,-97,-95,-87,-87,-87,-87,-87,-89,-87,-88,-87,-87,-93,-87,-87,-93,-89,-88,-87,-88,-88,-87,-92,-87,-87,-87,-87,-88,-93,-95,-87,-87,-88,-89,-88,-88,-87,-87,-97,-87,-88,-88,-88,-87,-87,-95,-88,-94,-87,-87,-93,-117,350,6.712400000000002
HDOK,PLOK,17472,4,4,-91,7,12,2,58,-88,-95,-87,-95,-93,-87,-95,-94,-87,-87,-87,-87,-87,-89,-87,-88,-87,-87,-94,-88,-87,-91,-88,-88,-87,-88,-87,-87,-93,-87,-87,-87,-89,-88,-91,-97,-87,-87,-87,-89,-90,-88,-87,-87,-97,-87,-87,-88,-88,-87,-87,-94,-87,-88,-87,-87,-87,-117,350,5.848400000000001
HDOK,PLOK,17472,5,5,-90,7,12,2,58,-87,-93,-87,-97,-93,-87,-97,-95,-87,-87,-87,-87,-87,-91,-87,-89,-87,-88,-92,-87,-87,-93,-89,-88,-87,-89,-88,-88,-92,-87,-87,-87,-87,-88,-93,-95,-87,-87,-87,-89,-87,-88,-87,-87,-95,-87,-87,-88,-89,-88,-87,-95,-87,-88,-91,-87,-97,-115,350,6.7604
HDOK,PLOK,17472,6,6,-89,7,12,2,58,-87,-91,-87,-94,-94,-87,-97,-95,-87,-87,-87,-87,-87,-91,-87,-89,-87,-87,-93,-87,-87,-93,-89,-88,-87,-88,-87,-88,-92,-87,-87,-87,-87,-88,-93,-97,-87,-87,-87,-89,-88,-88,-87,-87,-95,-87,-87,-88,-89,-88,-87,-95,-87,-94,-87,-89,-99,-118,350,7.105600000000002
HDOK,PLOK,17472,7,7,-91,8,12,2,58,-87,-90,-87,-97,-95,-88,-97,-97,-88,-88,-88,-88,-88,-91,-89,-89,-88,-88,-94,-88,-88,-93,-89,-88,-87,-89,-88,-88,-94,-87,-87,-88,-89,-89,-93,-97,-87,-87,-87,-91,-89,-89,-87,-88,-97,-88,-88,-89,-89,-88,-88,-97,-88,-87,-93,-89,-87,-118,350,7.4483999999999995
HDOK,PLOK,17472,8,8,-91,7,12,2,58,-88,-98,-87,-97,-95,-88,-97,-97,-87,-88,-89,-88,-88,-91,-88,-89,-88,-88,-94,-88,-88,-93,-89,-88,-88,-89,-88,-88,-93,-87,-87,-88,-88,-89,-93,-97,-87,-88,-88,-91,-89,-89,-87,-87,-97,-87,-88,-89,-89,-88,-87,-97,-88,-88,-88,-89,-88,-115,350,8.09
HDOK,PLOK,17472,9,9,-90,7,12,2,58,-88,-105,-87,-97,-94,-87,-95,-94,-87,-87,-87,-87,-87,-91,-87,-88,-88,-87,-94,-87,-88,-91,-89,-88,-87,-88,-87,-87,-94,-87,-87,-87,-89,-89,-93,-97,-87,-88,-87,-89,-93,-89,-87,-87,-95,-87,-87,-88,-88,-87,-87,-94,-87,-88,-93,-89,-89,-117,350,6.9396
HDOK,PLOK,17472,10,10,-90,8,12,2,58,-89,-91,-89,-99,-97,-89,-99,-97,-89,-89,-89,-89,-89,-92,-89,-90,-89,-89,-95,-88,-89,-93,-89,-89,-88,-89,-92,-88,-95,-88,-88,-88,-90,-90,-93,-97,-88,-88,-88,-89,-94,-90,-88,-88,-97,-88,-89,-89,-89,-88,-88,-95,-88,-94,-89,-88,-97,-117,350,7.830399999999997
