hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-131,-16,12,2,58,-115.0,-116.0,-117.0,-115.0,-116.0,-114.0,-117.0,-117.0,-117.0,-117.0,-118.0,-115.0,-117.0,-117.0,-118.0,-117.0,-116.0,-115.0,-116.0,-117.0,-115.0,-115.0,-116.0,-117.0,-117.0,-116.0,-115.0,-118.0,-117.0,-118.0,-118.0,-116.0,-114.0,-117.0,-115.0,-116.0,-117.0,-115.0,-116.0,-115.0,-116.0,-116.0,-117.0,-117.0,-116.0,-117.0,-116.0,-117.0,-115.0,-116.0,-117.0,-116.0,-116.0,-114.0,-116.0,-117.0,-118.0,-117.0,366,-116.27586206896552,-116.0,-117.0,0.6899999999999998
HDOK,PLOK,17472,2,2,-132,-17,12,2,58,-114.0,-117.0,-116.0,-117.0,-115.0,-117.0,-117.0,-115.0,-117.0,-116.0,-116.0,-118.0,-117.0,-115.0,-117.0,-117.0,-117.0,-116.0,-116.0,-117.0,-116.0,-115.0,-117.0,-116.0,-117.0,-118.0,-116.0,-116.0,-117.0,-115.0,-117.0,-116.0,-116.0,-114.0,-116.0,-116.0,-117.0,-117.0,-116.0,-115.0,-115.0,-116.0,-117.0,-117.0,-117.0,-118.0,-118.0,-115.0,-117.0,-118.0,-115.0,-116.0,-117.0,-117.0,-115.0,-116.0,-117.0,-117.0,366,-116.34482758620689,-116.5,-117.0,0.5904
HDOK,PLOK,17472,3,3,-132,-17,12,2,58,-115.0,-117.0,-116.0,-132.0,-117.0,-117.0,-117.0,-117.0,-118.0,-116.0,-115.0,-117.0,-118.0,-118.0,-117.0,-117.0,-115.0,-116.0,-117.0,-116.0,-116.0,-113.0,-116.0,-117.0,-116.0,-116.0,-116.0,-116.0,-117.0,-114.0,-117.0,-116.0,-115.0,-116.0,-117.0,-117.0,-115.0,-117.0,-115.0,-115.0,-117.0,-118.0,-117.0,-114.0,-114.0,-116.0,-117.0,-118.0,-117.0,-116.0,-116.0,-114.0,-117.0,-118.0,-117.0,-116.0,-116.0,-116.0,366,-116.53448275862068,-116.0,-117.0,0.7504
HDOK,PLOK,17472,4,4,-131,-16,12,2,58,-115.0,-118.0,-116.0,-118.0,-109.0,-114.0,-117.0,-116.0,-116.0,-117.0,-115.0,-116.0,-116.0,-116.0,-116.0,-117.0,-117.0,-115.0,-114.0,-116.0,-116.0,-117.0,-117.0,-118.0,-116.0,-115.0,-117.0,-116.0,-117.0,-115.0,-115.0,-116.0,-115.0,-116.0,-116.0,-117.0,-115.0,-117.0,-114.0,-117.0,-116.0,-116.0,-117.0,-117.0,-117.0,-115.0,-114.0,-116.0,-118.0,-115.0,-118.0,-117.0,-116.0,-115.0,-117.0,-114.0,-117.0,-124.0,366,-116.12068965517241,-116.0,-116.0,0.8656
HDOK,PLOK,17472,5,5,-131,-16,12,2,58,-116.0,-116.0,-117.0,-117.0,-115.0,-119.0,-116.0,-117.0,-117.0,-120.0,-117.0,-116.0,-117.0,-132.0,-117.0,-117.0,-116.0,-115.0,-116.0,-116.0,-117.0,-115.0,-116.0,-116.0,-116.0,-116.0,-117.0,-117.0,-116.0,-118.0,-115.0,-116.0,-118.0,-117.0,-116.0,-116.0,-117.0,-117.0,-117.0,-116.0,-117.0,-117.0,-117.0,-116.0,-116.0,-118.0,-116.0,-116.0,-117.0,-117.0,-116.0,-116.0,-116.0,-116.0,-115.0,-116.0,-115.0,-117.0,366,-116.75862068965517,-116.0,-116.0,0.40840000000000004
HDOK,PLOK,17472,6,6,-131,-15,12,2,58,-116.0,-117.0,-119.0,-116.0,-116.0,-115.0,-117.0,-116.0,-116.0,-116.0,-116.0,-116.0,-117.0,-116.0,-116.0,-117.0,-114.0,-116.0,-116.0,-118.0,-115.0,-118.0,-116.0,-117.0,-116.0,-117.0,-115.0,-114.0,-116.0,-118.0,-115.0,-116.0,-115.0,-118.0,-116.0,-115.0,-117.0,-116.0,-117.0,-118.0,-117.0,-116.0,-115.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-116.0,-115.0,-118.0,-116.0,-116.0,-115.0,-118.0,-116.0,-115.0,366,-116.3103448275862,-116.0,-116.0,0.6899999999999998
HDOK,PLOK,17472,7,7,-130,-15,12,2,58,-115.0,-118.0,-114.0,-116.0,-117.0,-119.0,-117.0,-116.0,-116.0,-116.0,-117.0,-116.0,-117.0,-116.0,-117.0,-117.0,-115.0,-117.0,-117.0,-117.0,-115.0,-117.0,-116.0,-115.0,-117.0,-117.0,-115.0,-118.0,-115.0,-116.0,-118.0,-117.0,-117.0,-115.0,-117.0,-115.0,-115.0,-115.0,-115.0,-116.0,-117.0,-116.0,-116.0,-117.0,-116.0,-115.0,-115.0,-116.0,-116.0,-118.0,-116.0,-117.0,-118.0,-117.0,-117.0,-117.0,-118.0,-117.0,366,-116.37931034482759,-116.5,-117.0,0.7504
HDOK,PLOK,17472,8,8,-131,-16,12,2,58,-114.0,-118.0,-117.0,-117.0,-117.0,-116.0,-117.0,-117.0,-118.0,-116.0,-116.0,-118.0,-117.0,-117.0,-117.0,-117.0,-117.0,-116.0,-115.0,-117.0,-115.0,-116.0,-116.0,-117.0,-117.0,-118.0,-118.0,-117.0,-117.0,-116.0,-117.0,-116.0,-117.0,-116.0,-117.0,-116.0,-117.0,-116.0,-115.0,-116.0,-117.0,-116.0,-115.0,-117.0,-116.0,-115.0,-118.0,-114.0,-118.0,-116.0,-116.0,-118.0,-115.0,-115.0,-115.0,-116.0,-115.0,-116.0,366,-116.41379310344827,-116.5,-117.0,0.6864000000000001
HDOK,PLOK,17472,9,9,-134,-19,12,2,58,-116.0,-114.0,-117.0,-116.0,-116.0,-118.0,-116.0,-114.0,-117.0,-116.0,-116.0,-119.0,-116.0,-116.0,-116.0,-116.0,-116.0,-114.0,-117.0,-116.0,-116.0,-117.0,-117.0,-116.0,-116.0,-115.0,-116.0,-116.0,-115.0,-117.0,-117.0,-117.0,-117.0,-116.0,-118.0,-117.0,-116.0,-115.0,-116.0,-117.0,-115.0,-115.0,-116.0,-117.0,-117.0,-118.0,-118.0,-116.0,-116.0,-117.0,-117.0,-118.0,-117.0,-117.0,-116.0,-116.0,-115.0,-116.0,366,-116.3103448275862,-116.0,-116.0,0.49760000000000004
HDOK,PLOK,17472,10,10,-131,-15,12,2,58,-116.0,-116.0,-116.0,-117.0,-117.0,-116.0,-117.0,-118.0,-118.0,-118.0,-117.0,-119.0,-117.0,-116.0,-114.0,-117.0,-113.0,-118.0,-118.0,-116.0,-116.0,-116.0,-117.0,-116.0,-116.0,-118.0,-117.0,-116.0,-117.0,-116.0,-116.0,-116.0,-117.0,-115.0,-117.0,-116.0,-116.0,-117.0,-118.0,-117.0,-116.0,-117.0,-115.0,-117.0,-115.0,-117.0,-117.0,-117.0,-116.0,-117.0,-117.0,-116.0,-116.0,-117.0,-116.0,-119.0,-117.0,-116.0,366,-116.58620689655173,-117.0,-117.0,0.4756
