hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,11,11,-133,-17,12,2,58,-113.0,-116.0,-116.0,-116.0,-115.0,-117.0,-115.0,-116.0,-116.0,-116.0,-117.0,-116.0,-116.0,-116.0,-118.0,-117.0,-116.0,-116.0,-115.0,-118.0,-114.0,-117.0,-116.0,-117.0,-116.0,-116.0,-117.0,-117.0,-116.0,-118.0,-116.0,-116.0,-116.0,-117.0,-115.0,-116.0,-117.0,-114.0,-116.0,-116.0,-116.0,-117.0,-116.0,-117.0,-113.0,-117.0,-117.0,-115.0,-116.0,-118.0,-116.0,-115.0,-117.0,-116.0,-117.0,-117.0,-117.0,-117.0,366,-116.17241379310344,-116.0,-116.0,0.4224
HDOK,PLOK,17472,12,12,-131,-15,12,2,58,-114.0,-116.0,-117.0,-117.0,-115.0,-116.0,-115.0,-118.0,-117.0,-116.0,-115.0,-117.0,-118.0,-116.0,-116.0,-115.0,-116.0,-117.0,-117.0,-116.0,-117.0,-117.0,-117.0,-132.0,-115.0,-118.0,-117.0,-117.0,-115.0,-118.0,-117.0,-117.0,-117.0,-116.0,-117.0,-116.0,-116.0,-116.0,-117.0,-116.0,-116.0,-116.0,-116.0,-117.0,-117.0,-115.0,-118.0,-118.0,-119.0,-118.0,-117.0,-118.0,-116.0,-117.0,-118.0,-117.0,-116.0,-117.0,366,-116.86206896551724,-117.0,-117.0,0.6703999999999999
HDOK,PLOK,17472,13,13,-131,-16,12,2,58,-117.0,-119.0,-115.0,-117.0,-116.0,-115.0,-118.0,-118.0,-118.0,-116.0,-118.0,-116.0,-117.0,-117.0,-118.0,-118.0,-115.0,-117.0,-116.0,-117.0,-118.0,-117.0,-114.0,-116.0,-117.0,-116.0,-115.0,-117.0,-117.0,-117.0,-116.0,-116.0,-116.0,-117.0,-117.0,-117.0,-115.0,-113.0,-115.0,-116.0,-115.0,-118.0,-116.0,-117.0,-118.0,-115.0,-114.0,-115.0,-115.0,-118.0,-116.0,-118.0,-115.0,-116.0,-116.0,-116.0,-116.0,-117.0,366,-116.39655172413794,-116.0,-117.0,0.9664000000000001
HDOK,PLOK,17472,14,14,-130,-15,12,2,58,-113.0,-116.0,-115.0,-117.0,-116.0,-118.0,-118.0,-117.0,-116.0,-115.0,-115.0,-117.0,-117.0,-116.0,-118.0,-118.0,-117.0,-117.0,-116.0,-116.0,-117.0,-117.0,-117.0,-116.0,-117.0,-116.0,-117.0,-118.0,-116.0,-116.0,-117.0,-116.0,-116.0,-117.0,-115.0,-118.0,-117.0,-117.0,-116.0,-116.0,-114.0,-117.0,-117.0,-116.0,-116.0,-117.0,-115.0,-118.0,-115.0,-117.0,-116.0,-117.0,-115.0,-117.0,-117.0,-117.0,-117.0,-117.0,366,-116.46551724137932,-117.0,-117.0,0.5696000000000001
HDOK,PLOK,17472,15,15,-129,-14,12,2,58,-114.0,-117.0,-116.0,-116.0,-116.0,-116.0,-115.0,-116.0,-117.0,-116.0,-116.0,-116.0,-101.0,-117.0,-118.0,-115.0,-116.0,-117.0,-118.0,-117.0,-117.0,-117.0,-117.0,-115.0,-118.0,-116.0,-118.0,-117.0,-116.0,-118.0,-117.0,-116.0,-116.0,-117.0,-118.0,-115.0,-117.0,-116.0,-116.0,-115.0,-116.0,-115.0,-116.0,-116.0,-116.0,-117.0,-116.0,-117.0,-116.0,-117.0,-117.0,-118.0,-117.0,-118.0,-117.0,-115.0,-116.0,-116.0,366,-116.17241379310344,-116.0,-116.0,0.6036
HDOK,PLOK,17472,16,16,-130,-15,12,2,58,-116.0,-117.0,-117.0,-116.0,-116.0,-116.0,-116.0,-116.0,-117.0,-116.0,-116.0,-115.0,-117.0,-115.0,-115.0,-117.0,-118.0,-116.0,-117.0,-117.0,-116.0,-116.0,-115.0,-117.0,-118.0,-115.0,-115.0,-115.0,-115.0,-117.0,-115.0,-117.0,-118.0,-116.0,-118.0,-116.0,-117.0,-119.0,-117.0,-117.0,-116.0,-117.0,-116.0,-117.0,-118.0,-117.0,-117.0,-117.0,-116.0,-116.0,-117.0,-115.0,-117.0,-117.0,-116.0,-115.0,-117.0,-118.0,366,-116.44827586206897,-116.5,-117.0,0.6436
HDOK,PLOK,17472,17,17,-131,-16,12,2,58,-114.0,-116.0,-117.0,-117.0,-116.0,-116.0,-115.0,-118.0,-116.0,-116.0,-116.0,-117.0,-116.0,-118.0,-117.0,-116.0,-114.0,-116.0,-118.0,-117.0,-116.0,-115.0,-116.0,-115.0,-117.0,-116.0,-115.0,-117.0,-116.0,-116.0,-118.0,-117.0,-116.0,-118.0,-117.0,-115.0,-117.0,-116.0,-117.0,-118.0,-119.0,-116.0,-116.0,-116.0,-117.0,-116.0,-115.0,-117.0,-116.0,-115.0,-115.0,-116.0,-115.0,-117.0,-116.0,-117.0,-117.0,-118.0,366,-116.34482758620689,-116.0,-116.0,0.6644
HDOK,PLOK,17472,18,18,-129,-14,12,2,58,-116.0,-115.0,-117.0,-116.0,-116.0,-116.0,-115.0,-116.0,-117.0,-115.0,-116.0,-117.0,-116.0,-115.0,-117.0,-119.0,-118.0,-118.0,-118.0,-115.0,-116.0,-117.0,-116.0,-117.0,-115.0,-116.0,-116.0,-116.0,-117.0,-115.0,-118.0,-116.0,-116.0,-117.0,-117.0,-116.0,-116.0,-116.0,-117.0,-117.0,-115.0,-119.0,-115.0,-118.0,-116.0,-116.0,-116.0,-116.0,-119.0,-117.0,-116.0,-116.0,-115.0,-116.0,-116.0,-115.0,-116.0,-118.0,366,-116.37931034482759,-116.0,-116.0,0.6899999999999998
HDOK,PLFL,17472,19,18,-132,-16,12,2,58,-118.0,-116.0,-116.0,-117.0,-117.0,-117.0,-116.0,-118.0,-117.0,-118.0,-117.0,-115.0,-116.0,-117.0,-116.0,-117.0,-115.0,-116.0,-117.0,-116.0,-116.0,-116.0,-117.0,-117.0,-117.0,-115.0,-116.0,-116.0,-117.0,-117.0,-115.0,-117.0,-118.0,-119.0,-118.0,-118.0,-118.0,-117.0,-118.0,-117.0,-116.0,-116.0,-116.0,-117.0,-116.0,-116.0,-116.0,-117.0,-116.0,-115.0,-117.0,-118.0,-117.0,-116.0,-116.0,-117.0,-116.0,-118.0,366,-116.67241379310344,-117.0,-117.0,0.5376000000000001
HDOK,PLOK,17472,20,19,-130,-15,12,2,58,-116.0,-117.0,-116.0,-116.0,-118.0,-114.0,-117.0,-117.0,-116.0,-117.0,-116.0,-116.0,-115.0,-117.0,-115.0,-117.0,-115.0,-117.0,-116.0,-116.0,-116.0,-116.0,-117.0,-120.0,-117.0,-117.0,-115.0,-116.0,-115.0,-116.0,-117.0,-117.0,-114.0,-116.0,-116.0,-115.0,-117.0,-116.0,-117.0,-116.0,-118.0,-116.0,-117.0,-115.0,-117.0,-117.0,-117.0,-116.0,-116.0,-117.0,-117.0,-116.0,-115.0,-116.0,-115.0,-117.0,-116.0,-116.0,366,-116.27586206896552,-116.0,-116.0,0.47240000000000004
HDOK,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
