hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-66,10,12,2,58,-58,-75,-57,-67,-65,-58,-67,-65,-57,-57,-58,-57,-57,-61,-57,-59,-58,-58,-64,-58,-58,-63,-59,-59,-58,-59,-58,-58,-64,-58,-58,-58,-59,-60,-63,-67,-58,-58,-58,-60,-61,-60,-58,-58,-65,-58,-58,-59,-59,-59,-58,-67,-59,-59,-59,-59,-59,-115,330,-60.96551724137931,-59.0,-58,6.6975999999999996
HDOK,PLOK,17472,2,2,-67,7,12,2,58,-63,-64,-63,-71,-69,-63,-71,-70,-63,-63,-63,-63,-63,-65,-63,-64,-63,-63,-69,-63,-63,-67,-64,-63,-63,-64,-63,-63,-69,-63,-63,-63,-65,-63,-67,-71,-62,-62,-62,-64,-72,-63,-62,-62,-70,-62,-62,-62,-63,-62,-61,-69,-62,-62,-65,-68,-62,-114,330,-65.27586206896552,-63.0,-63,6.291600000000002
HDOK,PLOK,17472,3,3,-65,8,12,2,58,-60,-64,-61,-70,-69,-60,-69,-69,-60,-60,-61,-60,-60,-64,-60,-62,-61,-57,-66,-60,-60,-65,-62,-61,-60,-61,-60,-60,-65,-60,-60,-60,-62,-62,-65,-69,-61,-60,-60,-63,-63,-62,-60,-60,-70,-60,-61,-61,-61,-61,-61,-69,-61,-67,-61,-60,-64,-118,330,-63.258620689655174,-61.0,-60,7.25
HDOK,PLOK,17472,4,4,-66,8,12,2,58,-62,-77,-61,-70,-67,-60,-69,-69,-60,-60,-60,-59,-59,-63,-60,-61,-60,-60,-66,-60,-59,-64,-61,-60,-59,-61,-59,-59,-65,-59,-59,-59,-62,-61,-65,-69,-60,-60,-60,-62,-64,-62,-60,-60,-70,-60,-60,-61,-61,-60,-60,-67,-60,-60,-59,-59,-59,-116,330,-62.827586206896555,-60.0,-60,7.73
HDOK,PLOK,17472,5,5,-64,8,12,2,58,-59,-67,-59,-69,-65,-59,-67,-67,-59,-59,-60,-59,-59,-62,-59,-60,-59,-59,-67,-59,-59,-63,-60,-59,-59,-60,-59,-59,-67,-59,-59,-59,-62,-61,-63,-69,-59,-59,-59,-61,-67,-61,-59,-59,-69,-59,-59,-59,-60,-59,-59,-67,-59,-59,-65,-59,-67,-115,330,-62.224137931034484,-59.0,-59,8.939599999999999
HDOK,PLOK,17472,6,6,-62,8,12,2,58,-59,-70,-59,-69,-67,-59,-71,-69,-59,-59,-59,-59,-59,-63,-59,-61,-59,-59,-65,-59,-59,-64,-60,-59,-59,-60,-59,-59,-65,-59,-59,-59,-59,-60,-64,-68,-59,-59,-59,-61,-61,-60,-59,-59,-67,-58,-58,-59,-59,-59,-58,-67,-58,-65,-58,-60,-61,-118,330,-62.01724137931034,-59.0,-59,8.3524
HDOK,PLOK,17472,7,7,-65,8,12,2,58,-59,-61,-59,-69,-67,-60,-69,-69,-60,-60,-61,-60,-60,-63,-60,-61,-60,-60,-67,-61,-60,-64,-61,-60,-60,-61,-60,-60,-66,-59,-59,-59,-62,-61,-64,-70,-59,-59,-60,-61,-66,-61,-59,-59,-69,-59,-59,-59,-60,-59,-59,-67,-59,-59,-62,-61,-59,-116,330,-62.46551724137931,-60.0,-59,7.4724
HDOK,PLOK,17472,8,8,-66,7,12,2,58,-60,-67,-59,-68,-67,-59,-69,-69,-59,-59,-60,-60,-60,-63,-60,-62,-60,-60,-66,-60,-60,-65,-62,-61,-60,-61,-60,-60,-65,-59,-59,-59,-61,-61,-64,-69,-59,-59,-59,-61,-63,-61,-59,-59,-70,-59,-60,-60,-60,-59,-59,-69,-59,-60,-59,-62,-59,-116,330,-62.48275862068966,-60.0,-59,7.881600000000001
HDOK,PLOK,17472,9,9,-64,7,12,2,58,-60,-65,-60,-69,-69,-60,-70,-70,-60,-60,-60,-60,-59,-64,-60,-62,-60,-60,-65,-60,-59,-65,-61,-60,-59,-61,-59,-59,-64,-59,-59,-59,-59,-60,-65,-67,-59,-59,-59,-62,-59,-60,-59,-59,-67,-58,-59,-59,-59,-59,-58,-67,-58,-58,-61,-61,-75,-116,330,-62.39655172413793,-60.0,-59,8.185599999999999
HDOK,PLOK,17472,10,10,-64,8,12,2,58,-59,-61,-59,-68,-67,-59,-69,-67,-59,-59,-60,-59,-59,-62,-59,-60,-59,-59,-65,-59,-59,-64,-60,-59,-59,-60,-59,-59,-65,-59,-59,-59,-61,-61,-64,-70,-59,-59,-59,-61,-63,-61,-59,-59,-69,-59,-59,-60,-60,-59,-59,-67,-59,-65,-59,-59,-69,-115,330,-62.12068965517241,-59.0,-59,8.105599999999999
HDOK,PLOK,17472,11,11,-65,7,12,2,58,-59,-63,-59,-69,-69,-59,-67,-69,-59,-59,-60,-59,-59,-63,-60,-61,-59,-59,-65,-59,-59,-64,-61,-60,-59,-61,-59,-59,-65,-59,-59,-59,-59,-60,-65,-69,-59,-59,-59,-62,-61,-61,-59,-59,-69,-59,-59,-60,-61,-59,-59,-69,-59,-59,-64,-59,-59,-116,330,-62.12068965517241,-59.0,-59,8.305599999999998
