rssi,snr,sf,tp,location_id
-99.0,6.0,9.0,2.0,310
-95.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-95.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-97.0,6.0,9.0,2.0,310
-95.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-97.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-101.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-98.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-97.0,6.0,9.0,2.0,310
-95.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-95.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-95.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-97.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-96.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-98.0,6.0,9.0,2.0,310
-99.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-100.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-94.0,6.0,9.0,2.0,310
-93.0,6.0,9.0,2.0,310
-104.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-104.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-106.0,7.0,9.0,2.0,310
-106.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-104.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-104.0,7.0,9.0,2.0,310
-102.0,7.0,9.0,2.0,310
-102.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-102.0,7.0,9.0,2.0,310
-105.0,7.0,9.0,2.0,310
-109.0,7.0,9.0,2.0,310
-109.0,7.0,9.0,2.0,310
-109.0,7.0,9.0,2.0,310
-106.0,7.0,9.0,2.0,310
-102.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-105.0,7.0,9.0,2.0,310
-102.0,7.0,9.0,2.0,310
-103.0,7.0,9.0,2.0,310
-102.0,7.0,9.0,2.0,310
-106.0,7.0,9.0,2.0,310
-107.0,7.0,9.0,2.0,310
-102.0,7.0,9.0,2.0,310
-106.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-106.0,5.0,9.0,2.0,312
-106.0,5.0,9.0,2.0,312
-109.0,5.0,9.0,2.0,312
-109.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-111.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-104.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-107.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-106.0,5.0,9.0,2.0,312
-107.0,5.0,9.0,2.0,312
-109.0,5.0,9.0,2.0,312
-109.0,5.0,9.0,2.0,312
-111.0,5.0,9.0,2.0,312
-106.0,5.0,9.0,2.0,312
-107.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-106.0,5.0,9.0,2.0,312
-111.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-109.0,5.0,9.0,2.0,312
-111.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-105.0,5.0,9.0,2.0,312
-111.0,5.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-98.0,8.0,9.0,2.0,312
-98.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-96.0,8.0,9.0,2.0,312
-101.0,8.0,9.0,2.0,312
-100.0,8.0,9.0,2.0,312
-100.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-98.0,8.0,9.0,2.0,312
-96.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-99.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-101.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-99.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-100.0,8.0,9.0,2.0,312
-101.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-100.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-96.0,7.0,9.0,2.0,312
-101.0,7.0,9.0,2.0,312
-101.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-97.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-97.0,7.0,9.0,2.0,312
-101.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-97.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-98.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-95.0,7.0,9.0,2.0,312
-101.0,7.0,9.0,2.0,312
-99.0,7.0,9.0,2.0,312
-101.0,7.0,9.0,2.0,312
-99.0,7.0,9.0,2.0,312
-93.0,7.0,9.0,2.0,312
-94.0,7.0,9.0,2.0,312
-98.0,7.0,9.0,2.0,312
-93.0,7.0,9.0,2.0,312
-94.0,7.0,9.0,2.0,312
-93.0,7.0,9.0,2.0,312
-97.0,7.0,9.0,2.0,312
-100.0,7.0,9.0,2.0,312
-94.0,7.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-94.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-94.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-93.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-88.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-94.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-93.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-93.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-94.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-87.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-93.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-94.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-92.0,9.0,9.0,2.0,312
-93.0,9.0,9.0,2.0,312
-97.0,9.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-87.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-93.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-94.0,9.0,9.0,2.0,312
-91.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,9.0,9.0,2.0,312
-95.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-93.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-89.0,9.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-89.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-90.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-95.0,8.0,9.0,2.0,312
-97.0,8.0,9.0,2.0,312
-99.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-92.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
-93.0,8.0,9.0,2.0,312
-91.0,8.0,9.0,2.0,312
-94.0,8.0,9.0,2.0,312
