rssi,average_rssi,rssi_variance,snr,average_snr,sf,tp,location_id
-0.7866666666666666,-0.8533333333333334,0.01604824695901053,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.015332720024532355,0.2571428571428571,-15.0,11.0,2.0,0.0
-0.7866666666666666,-0.8666666666666667,0.01512828375753859,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.7666666666666667,-0.8533333333333334,0.01604824695901053,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7866666666666666,-0.86,0.022181334968823473,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.78,-0.86,0.011448430951650821,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.7733333333333333,-0.8533333333333334,0.013492793621588468,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7733333333333333,-0.86,0.017070428293979357,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.7666666666666667,-0.86,0.012777266687110298,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.7666666666666667,-0.86,0.016150465092507414,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.78,-0.86,0.009404068281713177,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7733333333333333,-0.86,0.008995195747725648,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.78,-0.8533333333333334,0.017581518961463767,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7666666666666667,-0.8666666666666667,0.01604824695901053,0.2857142857142857,-14.0,11.0,2.0,0.0
-0.78,-0.8533333333333334,0.011959521619135237,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7866666666666666,-0.86,0.007973014412756824,0.3142857142857143,-13.0,11.0,2.0,0.0
-0.7866666666666666,-0.8533333333333334,0.01604824695901053,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7866666666666666,-0.8733333333333333,0.014003884289072881,0.2857142857142857,-14.0,11.0,2.0,0.0
-0.7733333333333333,-0.8533333333333334,0.016661555759991828,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.78,-0.8533333333333334,0.006950833077788,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.78,-0.86,0.009404068281713177,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.7866666666666666,-0.8533333333333334,0.012777266687110298,0.34285714285714286,-12.0,11.0,2.0,0.0
-0.78,-0.86,0.008995195747725648,0.3142857142857143,-13.0,11.0,2.0,0.0
