rssi,average_rssi,rssi_variance,snr,average_snr,sf,tp,location_id
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-59.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-63.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-58.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-61.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-59.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-55.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-53.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-58.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-57.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-53.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-53.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-58.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-53.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-53.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-56.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-63.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-55.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-54.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-53.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-61.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-53.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-52.0,-59.0,9.163580246913575,8.0,8.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-58.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-59.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-59.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-61.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-58.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-55.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-53.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-55.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-57.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-53.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-53.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-53.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-55.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-58.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-57.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-55.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-58.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-53.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-53.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-57.0,-56.0,8.765432098765432,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-53.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-58.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-55.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-56.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-57.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-56.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-57.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-53.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.266117969821673,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-70.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-59.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-57.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-59.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-58.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-53.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-52.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-56.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-55.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-52.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-52.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-56.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-57.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-59.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-53.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-59.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-50.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-52.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-52.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-57.0,8.03703703703704,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-67.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-61.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-58.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-61.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-59.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-55.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-56.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-50.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-57.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-50.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-55.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-50.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-57.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-58.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-50.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-53.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-59.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-50.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-52.0,-56.0,9.570644718792868,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-57.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-58.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-53.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-56.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-55.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-52.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-55.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-57.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-58.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-53.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-51.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-59.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
-50.0,-55.0,8.212620027434843,7.0,7.0,12.0,2.0,11.0
