hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,1,1,-120,-9,8,2,19,-112.0,-114.97029732378887,-113.98955261239487,-114.99138108367781,-114.49303126198357,-114.19322856668863,-113.99286672057866,-113.84939118783272,-113.99554565943585,-113.88255747566004,-113.79189093403825,-113.90543220299827,-113.826891840187,-113.9215213380356,-113.77644671447416,-113.72126967357934,-113.60556686486808,-113.56689368673193,-113.65418685671975,2,-113.90147115808807,-113.88255747566004,-114.99138108367781,0.35451184875829417,1.1428312328674937,5.26369887666387
HDOK,PLOK,17472,2,2,-120,-9,8,2,19,-113.0,-110.02970267621113,-111.01044738760513,-112.33810633000503,-112.25349408242833,-112.8049961826841,-112.66982466083421,-112.57303075278223,-112.88131311962418,-112.89478333560531,-113.21378721207972,-113.19369492734248,-113.09014964546606,-113.24420890974083,-113.22577116723457,-113.35185412313783,-113.26098322625525,-113.2443161141904,-113.35125808386141,2,-112.71745904932042,-113.0,-113.35185412313783,0.694265803218383,2.2901248476236815,5.316754242506466
HDOK,PLOK,17472,3,3,-119,-8,8,2,19,-113.0,-111.01980178414075,-112.00547481138783,-112.33643679845392,-113.00300245855867,-113.40400226389835,-113.00033246827492,-113.0002844245024,-113.00024829587865,-113.00022011585486,-113.00019750300089,-112.81221367847708,-112.82850292219358,-112.84233684042147,-112.77874051306505,-112.72340046675556,-112.7419933365283,-113.01392144183706,-112.95216160172112,2,-112.76122482762895,-112.95216160172112,-113.40400226389835,0.24813663146077575,2.503001426109052,7.462075338098034
HDOK,PLOK,17472,4,4,-123,-11,8,2,19,-112.0,-112.0,-112.49776482947661,-113.99603628135868,-113.74677484803254,-113.59682144925296,-113.3286900095505,-113.2811922203195,-113.24547417266932,-113.10412067132482,-113.09342418816003,-113.08464393712632,-113.25078863530771,-113.55322109714113,-113.66245272551507,-113.61537649936169,-113.57401122668888,-113.4734905078558,-113.44464932070366,2,-113.23941750630765,-113.3286900095505,-112.0,0.27795136510922114,1.3269612923539622,1.3971776407298742
HDOK,PLOK,17472,5,5,-117,-7,8,2,19,-113.0,-111.01980178414075,-111.5077099819112,-112.00432009829726,-112.00323897915146,-112.20338993929835,-112.16923756911909,-112.14478166795259,-112.25341457785552,-112.33814733730465,-112.40614052034906,-112.36797036555446,-112.3360513263169,-112.3896091581863,-112.43569359131156,-112.61792224517981,-112.5763858488615,-112.47571348007594,-112.62947246518515,2,-112.25678952295007,-112.33814733730465,-113.0,0.17427991654910377,1.4018308543956417,3.354467534677599
HDOK,PLOK,17472,6,6,-118,-7,8,2,19,-110.0,-114.95049553964812,-113.97960745996028,-112.98804202057556,-112.99103454519219,-112.59123211755856,-112.49195494480172,-112.85438334831963,-112.74585650105435,-113.00168763999,-112.89878266597086,-112.90829533735973,-113.08973713118347,-113.00183280910689,-113.15269418508723,-113.07077967246951,-112.93158299224875,-113.06367783435678,-112.99888723986484,2,-112.93213494656572,-112.99103454519219,-114.95049553964812,0.7500815454400066,1.4055833942218678,7.788842523745952
HDOK,PLOK,17472,7,7,-122,-11,8,2,19,-113.0,-113.0,-114.99105931790645,-114.9940346331074,-114.49502075173321,-113.99401721266958,-113.82710608654034,-113.56307767898436,-113.49155352605487,-113.4357652860971,-113.3909984210046,-113.35425136055035,-113.23677885091013,-113.21767893793503,-113.20124420502155,-113.32907013332951,-113.5758280369139,-113.47519129154512,-113.44624650649635,2,-113.63257485456839,-113.44624650649635,-113.0,0.33055720873704275,-1.4827533475684032,1.4270654436496257
HDOK,PLFL,17472,8,7,-119,-8,8,2,19,-113.0,-112.00990089207038,-113.49826706464714,-113.33245179954025,-113.24925461725266,-112.99840260169312,-112.83075509976365,-113.14422473397238,-112.99888119095365,-112.88551444528613,-113.10273892963122,-112.99910062334777,-113.17266564839406,-113.07807184600372,-113.0721774312785,-112.9249211975466,-112.8627484990814,-112.99923930267711,-112.99928563816535,2,-113.00834745059501,-112.99928563816535,-113.49826706464714,0.08097894837005755,2.068335949302059,7.779215825852216
HDOK,PLOK,17472,9,8,-124,-12,8,2,19,-115.0,-113.01980178414075,-114.00547481138783,-113.6708689659731,-114.0034884827721,-113.60118528764045,-113.33232109082853,-113.57331126099265,-113.50048720165256,-113.670672492531,-113.60177323425529,-113.73318226490447,-113.66958346545633,-113.45423985822974,-113.41994480506804,-113.53222909770734,-113.49645294802677,-113.7201991717883,-113.67633050123263,2,-113.66744982760989,-113.60177323425529,-115.0,0.14429082249849598,-2.188986265251583,7.71981955271151
HDOK,PLOK,17472,10,9,-122,-10,8,2,19,-111.0,-116.94059464757774,-114.97910522478975,-114.98605866991318,-114.23878743292249,-113.78923589058515,-113.99254223015701,-113.70460725150858,-113.61510550300555,-113.7722823360854,-113.5902129359366,-113.9106736965129,-113.83167866818283,-113.76459079219867,-113.70686428187527,-113.65663201395391,-113.74693247732937,-113.63536852823137,-113.53575519068205,2,-113.91563304060254,-113.76459079219867,-116.94059464757774,1.0898724800050363,-0.26012743626373824,5.730741741665815
