location_id,x,y,distance,distance_true,true_x,true_y,idx
point1,0.7941687638391421,0.6076972721200983,1.988632475883435,73.87724457503812,8.241,11.685,0
372,0.7293026939796773,0.6841911871355735,1.552340698933524,65.43784959792,19.188,11.808,1
370,0.713808759938232,0.7003406701280767,1.4743318248143107,63.92888762523559,21.279,11.808,2
368,0.6204821861540999,0.7842205408336541,1.120837536271318,57.09108301652719,31.488,11.808,3
366,0.6,0.8,1.062622372553322,55.964999999999996,33.333,11.808,4
364,0.5391193536097781,0.8422293764547607,0.9175560819043299,53.158915197735176,38.253,11.808,5
362,0.462732462084668,0.886497979993785,0.780322658792981,50.504345199200436,43.542,11.808,6
360,0.4353023179988847,0.9002843394976933,0.7403406727655281,49.73095502803058,45.263999999999996,11.808,7
358,0.3454664010726169,0.9384311193315862,0.635833043517998,47.70941529719264,50.43,11.808,8
356,0.2368949043909787,0.9715352820528904,0.5583365740439239,46.210365006132555,55.964999999999996,11.685,9
point2,0.076696498884737,0.9970544855015816,0.49081512435153035,44.90426616703584,63.467999999999996,11.808,10
354,-0.0258736880495064,0.999665220094566,0.8727653119632246,52.29250648037442,68.265,4.305,11
352,-0.0270836573280297,0.9996331704709172,0.7519916577555699,49.95632545534149,68.265,6.6419999999999995,12
350,-0.0274621660328273,0.9996228435949158,0.4848506425055505,44.788892417651944,68.142,11.808,13
348,-0.0318678637596555,0.999492090643741,0.3642761611656471,42.45656408613396,68.265,14.145,14
346,-0.0367644266203285,0.9993239599525664,0.07194568327043113,36.80187954439284,68.265,19.803,15
344,-0.0351894598298207,0.999380659166909,-0.023602413508793475,34.95364822160914,68.142,21.648,16
342,-0.0426960729445746,0.9990881069030456,-0.3413003011287582,28.80827006260528,68.142,27.798,17
340,-0.0449994150114072,0.998987013253241,-0.4175318011644045,27.333688664357034,68.142,29.274,18
338,-0.0577071418709837,0.998333554368019,-0.7287050574084252,21.314519487898384,68.142,35.301,19
336,-0.0675147704717377,0.997718274749014,-0.9829566730785732,16.39641210753133,68.019,40.221,20
334,-0.1574322845269952,0.9875297847602428,-1.3863094696446598,8.594171164225203,68.265,48.092999999999996,21
1m,-0.1559625734730109,0.9877629653290692,-1.5859772419962859,4.73190447917115,67.65,51.906,22
point3,-0.9578262852211512,-0.2873478855663454,-1.365892614247531,8.989103904171984,75.522,59.163,23
332,-0.731055268242869,-0.682318250360011,-1.4391916260545443,7.571246991084098,72.447,61.746,24
330,-0.2278844673778864,-0.973688178796424,-1.5236660413042498,5.937219045984408,68.265,62.361,25
328,0.7148340255851473,-0.6992941554637311,-1.4214141975752943,7.915124067252515,61.254,62.115,26
326,0.8,-0.6,-1.353697483304685,9.225,59.532,62.115,27
324,0.926739268223405,-0.3757051087392182,-1.0689864020003337,14.732299005925722,53.259,62.115,28
322,0.9415685960338792,-0.3368212863861032,-0.9999414276763318,16.06786809131815,51.783,61.992,29
320,0.9714272914031516,-0.2373373496041791,-0.6785477702535762,22.28473524635193,45.263999999999996,61.869,30
318,0.9755824017978316,-0.219633734436161,-0.5856861818463497,24.081000186869318,43.419,61.869,31
316,0.9845780845629556,-0.1749456927115995,-0.2676853139796235,30.232239033852586,37.146,61.869,32
312,0.9863939238321436,-0.1643989873053572,-0.16741931049130931,32.17173102274729,35.178,61.869,33
310,0.9899494936611664,-0.1414213562373095,0.14777177793616897,38.268618997815956,29.028,61.992,34
308,0.991695758115854,-0.1286060781418254,0.3943554251757695,43.03840129465778,24.230999999999998,62.115,35
304,0.995149798213868,-0.0983711294786122,0.9489289326744144,53.76577485724538,13.407,61.869,36
302,0.9978448223194636,0.0656179134858604,0.9796566703847363,54.360155794478736,12.669,53.013,37
