feature,label,true_x,true_y
[-0.38502938 -0.35849485 -0.32104105  0.47218663  0.9166667   0.16666667],11,68.265,48.093
[-0.37003657 -0.36316404 -0.34538877  0.40995097  0.9166667   0.16666667],11,68.265,48.093
[-0.38228267 -0.36473134 -0.33652833  0.4725021   0.9166667   0.16666667],11,68.265,48.093
[-0.38453788 -0.3453902  -0.36819014  0.46907067  0.9166667   0.16666667],11,68.265,48.093
[-0.3428032  -0.34030345 -0.33140448  0.45704323  0.9166667   0.16666667],11,68.265,48.093
[-0.3667212  -0.35259417 -0.33402053  0.4814629   0.9166667   0.16666667],11,68.265,48.093
[-0.3726546  -0.34118772 -0.3652437   0.47002155  0.9166667   0.16666667],11,68.265,48.093
[-0.38146764 -0.35449806 -0.3512577   0.4678204   0.9166667   0.16666667],11,68.265,48.093
[-0.3733611  -0.36356986 -0.339398    0.42398128  0.9166667   0.16666667],11,68.265,48.093
[-0.35087448 -0.33268383 -0.33467722  0.5397308   0.9166667   0.16666667],11,68.265,48.093
[-0.38117903 -0.39041477 -0.3405701   0.5760134   0.9166667   0.16666667],11,68.265,48.093
[-0.37212092 -0.3525847  -0.36095047  0.33078682  0.9166667   0.16666667],11,68.265,48.093
[-0.35710603 -0.36558273 -0.32544592  0.5060143   0.9166667   0.16666667],11,68.265,48.093
[-0.35981235 -0.34103405 -0.34526646  0.47918224  0.9166667   0.16666667],11,68.265,48.093
[-0.372516   -0.35179988 -0.31420273  0.48234704  0.9166667   0.16666667],11,68.265,48.093
[-0.35606262 -0.36960366 -0.32737258  0.55597615  0.9166667   0.16666667],11,68.265,48.093
[-0.36702588 -0.3489548  -0.32833555  0.5665103   0.9166667   0.16666667],11,68.265,48.093
[-0.36915872 -0.3304058  -0.3364476   0.35969466  0.9166667   0.16666667],11,68.265,48.093
[-0.39217454 -0.329934   -0.39745158  0.39600554  0.9166667   0.16666667],11,68.265,48.093
[-0.3630439  -0.34230268 -0.3261583   0.46337333  0.9166667   0.16666667],11,68.265,48.093
[-0.366944   -0.35669622 -0.31265283  0.46309263  0.9166667   0.16666667],11,68.265,48.093
[-0.38556233 -0.3366008  -0.35125443  0.505369    0.9166667   0.16666667],11,68.265,48.093
[-0.35409284 -0.33534512 -0.34300542  0.4585515   0.9166667   0.16666667],11,68.265,48.093
[-0.3801019  -0.35283023 -0.33773747  0.44606552  0.9166667   0.16666667],11,68.265,48.093
[-0.3565166  -0.32451802 -0.3474151   0.4539964   0.9166667   0.16666667],11,68.265,48.093
[-0.33377022 -0.32748565 -0.30973634  0.4863825   0.9166667   0.16666667],11,68.265,48.093
[-0.35371768 -0.33621624 -0.3240183   0.4330477   0.9166667   0.16666667],11,68.265,48.093
[-0.37507027 -0.35437894 -0.3387967   0.4715379   0.9166667   0.16666667],11,68.265,48.093
[-0.35222924 -0.32486406 -0.3036664   0.43163413  0.9166667   0.16666667],11,68.265,48.093
[-0.35858613 -0.35099196 -0.33638227  0.425661    0.9166667   0.16666667],11,68.265,48.093
[-0.35437396 -0.3703727  -0.3270889   0.5494589   0.9166667   0.16666667],11,68.265,48.093
[-0.36537114 -0.33188853 -0.31477574  0.49279872  0.9166667   0.16666667],11,68.265,48.093
[-0.35366577 -0.35332417 -0.32718682  0.46179834  0.9166667   0.16666667],11,68.265,48.093
[-0.36963022 -0.34139672 -0.33936894  0.46046898  0.9166667   0.16666667],11,68.265,48.093
[-0.35884383 -0.35352105 -0.34614345  0.45702332  0.9166667   0.16666667],11,68.265,48.093
[-0.37578717 -0.34411615 -0.36319697  0.42882884  0.9166667   0.16666667],11,68.265,48.093
[-0.37425333 -0.36948827 -0.34237337  0.4617531   0.9166667   0.16666667],11,68.265,48.093
[-0.3614112  -0.35172158 -0.33422455  0.32414198  0.9166667   0.16666667],11,68.265,48.093
[-0.38053492 -0.32579058 -0.36263242  0.5237604   0.9166667   0.16666667],11,68.265,48.093
[-0.3560355  -0.3359734  -0.33256468  0.478611    0.9166667   0.16666667],11,68.265,48.093
[-0.34974903 -0.33153364 -0.32167584  0.45279723  0.9166667   0.16666667],11,68.265,48.093
[-0.36029002 -0.3516381  -0.32911858  0.5043952   0.9166667   0.16666667],11,68.265,48.093
[-0.368853   -0.35512894 -0.33614385  0.49343985  0.9166667   0.16666667],11,68.265,48.093
[-0.33088386 -0.31900373 -0.37120754  0.49494165  0.9166667   0.16666667],11,68.265,48.093
[-0.36869913 -0.34399936 -0.3325585   0.44181797  0.9166667   0.16666667],11,68.265,48.093
[-0.34405506 -0.32561466 -0.30964258  0.4280092   0.9166667   0.16666667],11,68.265,48.093
[-0.37139308 -0.3411789  -0.35610056  0.371098    0.9166667   0.16666667],11,68.265,48.093
[-0.3937387  -0.3407425  -0.37521026  0.49589977  0.9166667   0.16666667],11,68.265,48.093
[-0.3712197  -0.3475427  -0.36887696  0.47191006  0.9166667   0.16666667],11,68.265,48.093
[-0.3603767  -0.34056896 -0.34541193  0.5206714   0.9166667   0.16666667],11,68.265,48.093
[-0.38320646 -0.35420763 -0.3529165   0.4437994   0.9166667   0.16666667],11,68.265,48.093
[-0.33821648 -0.34941784 -0.32947323  0.38348827  0.9166667   0.16666667],11,68.265,48.093
[-0.3750766  -0.342105   -0.34340617  0.48333573  0.9166667   0.16666667],11,68.265,48.093
[-0.38276178 -0.34831372 -0.35414267  0.45821038  0.9166667   0.16666667],11,68.265,48.093
[-0.37178963 -0.35154602 -0.34478706  0.50517696  0.9166667   0.16666667],11,68.265,48.093
[-0.37010863 -0.33831868 -0.34235185  0.45627677  0.9166667   0.16666667],11,68.265,48.093
[-0.35966486 -0.33616242 -0.3466087   0.4828323   0.9166667   0.16666667],11,68.265,48.093
[-0.36536837 -0.331227   -0.31900954  0.53633875  0.9166667   0.16666667],11,68.265,48.093
[-0.3644023  -0.32363185 -0.34959146  0.57071406  0.9166667   0.16666667],11,68.265,48.093
[-0.347443   -0.31973174 -0.3293573   0.5050974   0.9166667   0.16666667],11,68.265,48.093
[-0.35547045 -0.3481161  -0.33810517  0.5025061   0.9166667   0.16666667],11,68.265,48.093
[-0.3574678  -0.32147473 -0.3104376   0.47294375  0.9166667   0.16666667],11,68.265,48.093
[-0.34468517 -0.31002924 -0.3153075   0.43478367  0.9166667   0.16666667],11,68.265,48.093
[-0.38325536 -0.34074408 -0.32840276  0.46449065  0.9166667   0.16666667],11,68.265,48.093
[-0.3820034  -0.34547046 -0.34776112  0.5015082   0.9166667   0.16666667],11,68.265,48.093
[-0.39772078 -0.35934186 -0.30183148  0.4386522   0.9166667   0.16666667],11,68.265,48.093
[-0.37408337 -0.35247332 -0.3390823   0.38148543  0.9166667   0.16666667],11,68.265,48.093
[-0.3769668  -0.35786584 -0.35333696  0.46045867  0.9166667   0.16666667],11,68.265,48.093
[-0.34440452 -0.32716426 -0.30564728  0.5016635   0.9166667   0.16666667],11,68.265,48.093
[-0.32260615 -0.35721874 -0.3248605   0.5269902   0.9166667   0.16666667],11,68.265,48.093
[-0.35264948 -0.34086442 -0.32676473  0.5194572   0.9166667   0.16666667],11,68.265,48.093
[-0.39152703 -0.35957506 -0.3462996   0.39058632  0.9166667   0.16666667],11,68.265,48.093
[-0.39973843 -0.35567558 -0.36952725  0.41334358  0.9166667   0.16666667],11,68.265,48.093
[-0.38182583 -0.34987617 -0.32077944  0.5667437   0.9166667   0.16666667],11,68.265,48.093
[-0.38458624 -0.35711193 -0.34839922  0.38070658  0.9166667   0.16666667],11,68.265,48.093
[-0.38393542 -0.34969652 -0.35466084  0.4962255   0.9166667   0.16666667],11,68.265,48.093
[-0.3556344  -0.364404   -0.34583598  0.47916365  0.9166667   0.16666667],11,68.265,48.093
[-0.36288285 -0.34996647 -0.29943806  0.4228001   0.9166667   0.16666667],11,68.265,48.093
[-0.3675306  -0.34995878 -0.33688128  0.5030843   0.9166667   0.16666667],11,68.265,48.093
[-0.37113634 -0.36789957 -0.32440665  0.61678815  0.9166667   0.16666667],11,68.265,48.093
[-0.35971087 -0.35467234 -0.3458899   0.51163936  0.9166667   0.16666667],11,68.265,48.093
[-0.348211   -0.3419364  -0.3272277   0.54578954  0.9166667   0.16666667],11,68.265,48.093
[-0.37539306 -0.3677299  -0.31994867  0.4301907   0.9166667   0.16666667],11,68.265,48.093
[-0.3682693  -0.34642622 -0.35714155  0.44416568  0.9166667   0.16666667],11,68.265,48.093
[-0.36998922 -0.35336855 -0.33472085  0.47446996  0.9166667   0.16666667],11,68.265,48.093
[-0.34871292 -0.34095326 -0.30976588  0.5335348   0.9166667   0.16666667],11,68.265,48.093
[-0.3755666  -0.33484614 -0.3320238   0.48434433  0.9166667   0.16666667],11,68.265,48.093
[-0.38716602 -0.3637365  -0.3570249   0.42383826  0.9166667   0.16666667],11,68.265,48.093
[-0.38643125 -0.335266   -0.32052177  0.49756333  0.9166667   0.16666667],11,68.265,48.093
[-0.36715794 -0.3719022  -0.35014832  0.37483215  0.9166667   0.16666667],11,68.265,48.093
[-0.3621859  -0.33627713 -0.35201222  0.40657154  0.9166667   0.16666667],11,68.265,48.093
[-0.3705941  -0.3283192  -0.31870195  0.49177143  0.9166667   0.16666667],11,68.265,48.093
[-0.3617301  -0.31813395 -0.3472727   0.49517787  0.9166667   0.16666667],11,68.265,48.093
[-0.3759842  -0.37625098 -0.35750636  0.5504976   0.9166667   0.16666667],11,68.265,48.093
[-0.3766071  -0.3463395  -0.34728402  0.3898245   0.9166667   0.16666667],11,68.265,48.093
[-0.37577114 -0.3477644  -0.36248937  0.47225803  0.9166667   0.16666667],11,68.265,48.093
[-0.36552972 -0.35020104 -0.3715463   0.4231608   0.9166667   0.16666667],11,68.265,48.093
[-0.36723077 -0.36712798 -0.32057437  0.5609973   0.9166667   0.16666667],11,68.265,48.093
[-0.37698036 -0.38587373 -0.34819546  0.4414485   0.9166667   0.16666667],11,68.265,48.093
[-0.36224765 -0.341577   -0.33091596  0.43139452  0.9166667   0.16666667],11,68.265,48.093
[-0.349409   -0.34032708 -0.33670706  0.4432729   0.9166667   0.16666667],11,68.265,48.093
[-0.41251922 -0.38298526 -0.38637075  0.49509126  0.9166667   0.16666667],11,68.265,48.093
[-0.35491914 -0.356582   -0.3525085   0.4687065   0.9166667   0.16666667],11,68.265,48.093
[-0.36961383 -0.33281115 -0.35088903  0.55583113  0.9166667   0.16666667],11,68.265,48.093
[-0.37640023 -0.38072345 -0.36490828  0.45349145  0.9166667   0.16666667],11,68.265,48.093
[-0.35357276 -0.33276632 -0.314208    0.4676717   0.9166667   0.16666667],11,68.265,48.093
[-0.3558675  -0.35475722 -0.3109688   0.5179386   0.9166667   0.16666667],11,68.265,48.093
[-0.37018323 -0.33961248 -0.34242165  0.4725114   0.9166667   0.16666667],11,68.265,48.093
[-0.3627112  -0.35363436 -0.32140306  0.39562207  0.9166667   0.16666667],11,68.265,48.093
[-0.35862914 -0.3625624  -0.3567481   0.38967964  0.9166667   0.16666667],11,68.265,48.093
[-0.3546143  -0.34386903 -0.34576574  0.3962073   0.9166667   0.16666667],11,68.265,48.093
[-0.3549926  -0.34340608 -0.2983551   0.50889444  0.9166667   0.16666667],11,68.265,48.093
[-0.38568345 -0.3706644  -0.31320703  0.4855115   0.9166667   0.16666667],11,68.265,48.093
[-0.37602523 -0.37008798 -0.33674684  0.39808777  0.9166667   0.16666667],11,68.265,48.093
[-0.368033   -0.34903193 -0.34821165  0.49961472  0.9166667   0.16666667],11,68.265,48.093
[-0.3887348  -0.34804046 -0.34710646  0.45688325  0.9166667   0.16666667],11,68.265,48.093
[-0.34355634 -0.32901144 -0.31851754  0.4111543   0.9166667   0.16666667],11,68.265,48.093
[-0.326035   -0.3303082  -0.30801404  0.4077605   0.9166667   0.16666667],11,68.265,48.093
[-0.34897402 -0.35517737 -0.3346758   0.42280823  0.9166667   0.16666667],11,68.265,48.093
[-0.40967232 -0.33688337 -0.34030807  0.45979276  0.9166667   0.16666667],11,68.265,48.093
[-0.35564142 -0.3516886  -0.3374161   0.48618573  0.9166667   0.16666667],11,68.265,48.093
[-0.34502336 -0.33821696 -0.31685528  0.50420856  0.9166667   0.16666667],11,68.265,48.093
[-0.34932676 -0.3293521  -0.33949295  0.40247613  0.9166667   0.16666667],11,68.265,48.093
[-0.33434227 -0.40157974 -0.38025066  0.609217    0.9166667   0.16666667],11,68.265,48.093
[-0.36834505 -0.32518435 -0.32723033  0.5225247   0.9166667   0.16666667],11,68.265,48.093
[-0.35322174 -0.3359533  -0.31424057  0.4704921   0.9166667   0.16666667],11,68.265,48.093
[-0.371414   -0.3304498  -0.33008182  0.48593223  0.9166667   0.16666667],11,68.265,48.093
[-0.3510898  -0.35687417 -0.3082462   0.6051396   0.9166667   0.16666667],11,68.265,48.093
[-0.35221085 -0.3430369  -0.317802    0.455668    0.9166667   0.16666667],11,68.265,48.093
[-0.3540247  -0.35477182 -0.33018434  0.5962862   0.9166667   0.16666667],11,68.265,48.093
[-0.3564105  -0.2762731  -0.29340306  0.48742726  0.9166667   0.16666667],11,68.265,48.093
[-0.35951814 -0.35364047 -0.347586    0.41579932  0.9166667   0.16666667],11,68.265,48.093
[-0.37578708 -0.3429745  -0.37706077  0.46667138  0.9166667   0.16666667],11,68.265,48.093
[-0.38196254 -0.3418653  -0.30939272  0.34374148  0.9166667   0.16666667],11,68.265,48.093
[-0.39436758 -0.3629473  -0.31929034  0.31842452  0.9166667   0.16666667],11,68.265,48.093
[-0.35387078 -0.33390877 -0.33125353  0.39293656  0.9166667   0.16666667],11,68.265,48.093
[-0.36365852 -0.35814822 -0.33530477  0.43542024  0.9166667   0.16666667],11,68.265,48.093
[-0.37129924 -0.3104943  -0.3099339   0.49855927  0.9166667   0.16666667],11,68.265,48.093
[-0.35219324 -0.32140532 -0.3242619   0.43393886  0.9166667   0.16666667],11,68.265,48.093
[-0.35083413 -0.31595057 -0.29722565  0.46471983  0.9166667   0.16666667],11,68.265,48.093
[-0.3651013  -0.35209218 -0.36236033  0.40972683  0.9166667   0.16666667],11,68.265,48.093
[-0.37370425 -0.34266096 -0.34891602  0.45259416  0.9166667   0.16666667],11,68.265,48.093
[-0.37554124 -0.33675122 -0.33267307  0.4345059   0.9166667   0.16666667],11,68.265,48.093
[-0.35837895 -0.35190606 -0.33464813  0.42588797  0.9166667   0.16666667],11,68.265,48.093
[-0.36497694 -0.35388607 -0.3517604   0.41469955  0.9166667   0.16666667],11,68.265,48.093
[-0.3686188  -0.3240343  -0.37228423  0.4044611   0.9166667   0.16666667],11,68.265,48.093
[-0.38464114 -0.35635835 -0.33877775  0.4607827   0.9166667   0.16666667],11,68.265,48.093
[-0.37548107 -0.32262892 -0.34035286  0.42863017  0.9166667   0.16666667],11,68.265,48.093
[-0.36227524 -0.3495023  -0.3473853   0.50154084  0.9166667   0.16666667],11,68.265,48.093
[-0.36924627 -0.33265594 -0.3354683   0.47454408  0.9166667   0.16666667],11,68.265,48.093
[-0.37215674 -0.32439223 -0.32676026  0.4510077   0.9166667   0.16666667],11,68.265,48.093
[-0.35995144 -0.3436906  -0.33709735  0.37407365  0.9166667   0.16666667],11,68.265,48.093
[-0.39990336 -0.34511057 -0.33464375  0.52635574  0.9166667   0.16666667],11,68.265,48.093
[-0.38205764 -0.32545596 -0.344121    0.46560353  0.9166667   0.16666667],11,68.265,48.093
[-0.38283435 -0.34989643 -0.33602706  0.34573644  0.9166667   0.16666667],11,68.265,48.093
[-0.35717312 -0.35764018 -0.33028433  0.5332529   0.9166667   0.16666667],11,68.265,48.093
[-0.33800858 -0.32788303 -0.31414115  0.4643617   0.9166667   0.16666667],11,68.265,48.093
[-0.40185905 -0.3488289  -0.36075723  0.39907977  0.9166667   0.16666667],11,68.265,48.093
[-0.36556008 -0.32205552 -0.33630282  0.4976109   0.9166667   0.16666667],11,68.265,48.093
[-0.35924482 -0.35178778 -0.33296776  0.49250257  0.9166667   0.16666667],11,68.265,48.093
[-0.34793073 -0.31443885 -0.32084188  0.50602055  0.9166667   0.16666667],11,68.265,48.093
[-0.3431653  -0.32750946 -0.3318954   0.5437493   0.9166667   0.16666667],11,68.265,48.093
[-0.35495052 -0.33700997 -0.31429115  0.47274822  0.9166667   0.16666667],11,68.265,48.093
[-0.38324538 -0.3337115  -0.33296257  0.4908469   0.9166667   0.16666667],11,68.265,48.093
[-0.3753643  -0.36123192 -0.34340084  0.4699947   0.9166667   0.16666667],11,68.265,48.093
[-0.35392454 -0.34168485 -0.32249343  0.45878762  0.9166667   0.16666667],11,68.265,48.093
[-0.35805964 -0.3409292  -0.3473262   0.4059247   0.9166667   0.16666667],11,68.265,48.093
[-0.3505815  -0.3308917  -0.3087058   0.45395085  0.9166667   0.16666667],11,68.265,48.093
[-0.38200483 -0.3663598  -0.32216263  0.46310624  0.9166667   0.16666667],11,68.265,48.093
[-0.35901254 -0.34090802 -0.32339352  0.39872342  0.9166667   0.16666667],11,68.265,48.093
[-0.3810325  -0.3341631  -0.33658105  0.53097564  0.9166667   0.16666667],11,68.265,48.093
[-0.3692015  -0.34551322 -0.33294418  0.41216093  0.9166667   0.16666667],11,68.265,48.093
[-0.39564678 -0.39739498 -0.33710182  0.5282049   0.9166667   0.16666667],11,68.265,48.093
[-0.38782313 -0.35114056 -0.3280584   0.48837516  0.9166667   0.16666667],11,68.265,48.093
[-0.39952233 -0.3551782  -0.32657775  0.45019874  0.9166667   0.16666667],11,68.265,48.093
[-0.37045318 -0.32909566 -0.32622093  0.47029004  0.9166667   0.16666667],11,68.265,48.093
[-0.33688033 -0.33132055 -0.32333308  0.51320827  0.9166667   0.16666667],11,68.265,48.093
[-0.38697198 -0.34530059 -0.34291238  0.4982317   0.9166667   0.16666667],11,68.265,48.093
[-0.3433513  -0.33923852 -0.30964333  0.50699157  0.9166667   0.16666667],11,68.265,48.093
[-0.37185693 -0.3442189  -0.3682511   0.46055615  0.9166667   0.16666667],11,68.265,48.093
[-0.3551736  -0.34842706 -0.33652952  0.54215485  0.9166667   0.16666667],11,68.265,48.093
[-0.36752024 -0.35509375 -0.3598471   0.43694985  0.9166667   0.16666667],11,68.265,48.093
[-0.34199023 -0.33915645 -0.3466901   0.49598175  0.9166667   0.16666667],11,68.265,48.093
[-0.4000628  -0.3629037  -0.34798956  0.41618964  0.9166667   0.16666667],11,68.265,48.093
[-0.37114444 -0.33975276 -0.30836034  0.46257824  0.9166667   0.16666667],11,68.265,48.093
[-0.3506196  -0.32374465 -0.32944405  0.41948092  0.9166667   0.16666667],11,68.265,48.093
[-0.35763958 -0.3729983  -0.3129299   0.51268405  0.9166667   0.16666667],11,68.265,48.093
[-0.38989916 -0.34076202 -0.35946402  0.4556635   0.9166667   0.16666667],11,68.265,48.093
[-0.3573021  -0.35306022 -0.32781374  0.4283729   0.9166667   0.16666667],11,68.265,48.093
[-0.35440022 -0.32447493 -0.35047042  0.53778774  0.9166667   0.16666667],12,67.65,51.906
[-0.35980767 -0.33567038 -0.32914528  0.3804386   0.9166667   0.16666667],12,67.65,51.906
[-0.3669881  -0.31764883 -0.30259347  0.53992707  0.9166667   0.16666667],12,67.65,51.906
[-0.3629993  -0.33870524 -0.3295054   0.5351612   0.9166667   0.16666667],12,67.65,51.906
[-0.36874264 -0.3454858  -0.3411368   0.389102    0.9166667   0.16666667],12,67.65,51.906
[-0.3356847  -0.31232384 -0.3185345   0.43511736  0.9166667   0.16666667],12,67.65,51.906
[-0.32252192 -0.3237379  -0.2785122   0.47432184  0.9166667   0.16666667],12,67.65,51.906
[-0.35264915 -0.326543   -0.310379    0.5315503   0.9166667   0.16666667],12,67.65,51.906
[-0.36978424 -0.30914056 -0.326126    0.40685824  0.9166667   0.16666667],12,67.65,51.906
[-0.34548292 -0.31361416 -0.32900572  0.48527414  0.9166667   0.16666667],12,67.65,51.906
[-0.325744   -0.30362615 -0.26330686  0.47071344  0.9166667   0.16666667],12,67.65,51.906
[-0.36271217 -0.3545141  -0.3453883   0.37542722  0.9166667   0.16666667],12,67.65,51.906
[-0.3467515  -0.32970795 -0.3165694   0.40549147  0.9166667   0.16666667],12,67.65,51.906
[-0.32832885 -0.31270328 -0.2778215   0.4919135   0.9166667   0.16666667],12,67.65,51.906
[-0.34637013 -0.33224455 -0.3006553   0.5584564   0.9166667   0.16666667],12,67.65,51.906
[-0.3376285  -0.32329568 -0.3108883   0.49032634  0.9166667   0.16666667],12,67.65,51.906
[-0.38727877 -0.34175134 -0.33316883  0.43892398  0.9166667   0.16666667],12,67.65,51.906
[-0.3671218  -0.3429471  -0.3580047   0.47053897  0.9166667   0.16666667],12,67.65,51.906
[-0.3589905  -0.37297562 -0.3346846   0.5192799   0.9166667   0.16666667],12,67.65,51.906
[-0.3318421  -0.32812575 -0.33079258  0.38295436  0.9166667   0.16666667],12,67.65,51.906
[-0.36064407 -0.35172132 -0.34639624  0.52447915  0.9166667   0.16666667],12,67.65,51.906
[-0.35786626 -0.3289584  -0.3231057   0.41562992  0.9166667   0.16666667],12,67.65,51.906
[-0.3725729  -0.3307085  -0.35533443  0.48402748  0.9166667   0.16666667],12,67.65,51.906
[-0.3523403  -0.32378462 -0.31436723  0.50838846  0.9166667   0.16666667],12,67.65,51.906
[-0.36149058 -0.35747272 -0.35374323  0.47808436  0.9166667   0.16666667],12,67.65,51.906
[-0.34090367 -0.32353827 -0.3404665   0.46668407  0.9166667   0.16666667],12,67.65,51.906
[-0.34770048 -0.32381496 -0.32849374  0.4207969   0.9166667   0.16666667],12,67.65,51.906
[-0.34036732 -0.31055292 -0.31566352  0.46417964  0.9166667   0.16666667],12,67.65,51.906
[-0.34994444 -0.31657237 -0.29249704  0.51202476  0.9166667   0.16666667],12,67.65,51.906
[-0.3525073  -0.35964975 -0.31276408  0.43853784  0.9166667   0.16666667],12,67.65,51.906
[-0.3667751  -0.32817888 -0.30075866  0.48474976  0.9166667   0.16666667],12,67.65,51.906
[-0.3869647  -0.35239518 -0.3456064   0.45141974  0.9166667   0.16666667],12,67.65,51.906
[-0.34778637 -0.37342757 -0.31004074  0.58276534  0.9166667   0.16666667],12,67.65,51.906
[-0.34367007 -0.31825426 -0.32097226  0.43461826  0.9166667   0.16666667],12,67.65,51.906
[-0.31769454 -0.35089478 -0.351546    0.56349     0.9166667   0.16666667],12,67.65,51.906
[-0.32958537 -0.30755755 -0.330181    0.42526662  0.9166667   0.16666667],12,67.65,51.906
[-0.34403208 -0.31770545 -0.32418743  0.52007407  0.9166667   0.16666667],12,67.65,51.906
[-0.34352845 -0.326754   -0.32533363  0.4521957   0.9166667   0.16666667],12,67.65,51.906
[-0.35409316 -0.30616888 -0.27823994  0.4485904   0.9166667   0.16666667],12,67.65,51.906
[-0.35427925 -0.341754   -0.32753658  0.39135987  0.9166667   0.16666667],12,67.65,51.906
[-0.3948395  -0.3179507  -0.33772305  0.4538377   0.9166667   0.16666667],12,67.65,51.906
[-0.36373842 -0.38480484 -0.34118617  0.40908912  0.9166667   0.16666667],12,67.65,51.906
[-0.34658995 -0.33242542 -0.32880557  0.43761373  0.9166667   0.16666667],12,67.65,51.906
[-0.34863716 -0.3424541  -0.33046922  0.45862603  0.9166667   0.16666667],12,67.65,51.906
[-0.35983965 -0.30781254 -0.3204836   0.51321054  0.9166667   0.16666667],12,67.65,51.906
[-0.3266546  -0.33562556 -0.29746038  0.5028042   0.9166667   0.16666667],12,67.65,51.906
[-0.37038723 -0.3156344  -0.30860728  0.33941114  0.9166667   0.16666667],12,67.65,51.906
[-0.37182876 -0.33840808 -0.3372376   0.46985948  0.9166667   0.16666667],12,67.65,51.906
[-0.31467852 -0.3012156  -0.2933629   0.41985673  0.9166667   0.16666667],12,67.65,51.906
[-0.35693014 -0.33872843 -0.3454244   0.49410588  0.9166667   0.16666667],12,67.65,51.906
[-0.3560702  -0.31941277 -0.32705376  0.4259592   0.9166667   0.16666667],12,67.65,51.906
[-0.36043683 -0.3221738  -0.29096627  0.5252408   0.9166667   0.16666667],12,67.65,51.906
[-0.34711504 -0.31852996 -0.3186626   0.4065781   0.9166667   0.16666667],12,67.65,51.906
[-0.37573507 -0.31406236 -0.34110153  0.40986693  0.9166667   0.16666667],12,67.65,51.906
[-0.35689798 -0.3257723  -0.33745113  0.41199642  0.9166667   0.16666667],12,67.65,51.906
[-0.34304577 -0.30963215 -0.3346597   0.42708114  0.9166667   0.16666667],12,67.65,51.906
[-0.37921357 -0.34827358 -0.30805996  0.4080827   0.9166667   0.16666667],12,67.65,51.906
[-0.37222487 -0.34432092 -0.3554824   0.4696215   0.9166667   0.16666667],12,67.65,51.906
[-0.33622336 -0.33138707 -0.30126137  0.44493848  0.9166667   0.16666667],12,67.65,51.906
[-0.3486492  -0.33656004 -0.31337515  0.46875295  0.9166667   0.16666667],12,67.65,51.906
[-0.3209851  -0.2971364  -0.29248977  0.3743308   0.9166667   0.16666667],12,67.65,51.906
[-0.36418223 -0.35372362 -0.35871017  0.40372783  0.9166667   0.16666667],12,67.65,51.906
[-0.36301202 -0.32645082 -0.31691107  0.44605175  0.9166667   0.16666667],12,67.65,51.906
[-0.38299847 -0.35721612 -0.35086444  0.494382    0.9166667   0.16666667],12,67.65,51.906
[-0.3354129  -0.30362767 -0.33075273  0.51763356  0.9166667   0.16666667],12,67.65,51.906
[-0.3569023  -0.32534882 -0.32731378  0.413798    0.9166667   0.16666667],12,67.65,51.906
[-0.35092863 -0.319043   -0.33147722  0.42325166  0.9166667   0.16666667],12,67.65,51.906
[-0.3381021  -0.31001124 -0.33060235  0.5179356   0.9166667   0.16666667],12,67.65,51.906
[-0.33891207 -0.3333262  -0.3217292   0.32736143  0.9166667   0.16666667],12,67.65,51.906
[-0.31341982 -0.32034278 -0.3163611   0.40713483  0.9166667   0.16666667],12,67.65,51.906
[-0.35772783 -0.3341171  -0.33208504  0.45570296  0.9166667   0.16666667],12,67.65,51.906
[-0.36500922 -0.31109014 -0.3733342   0.48656225  0.9166667   0.16666667],12,67.65,51.906
[-0.36661142 -0.32075998 -0.33027562  0.43835244  0.9166667   0.16666667],12,67.65,51.906
[-0.36422962 -0.35410127 -0.33494547  0.39218235  0.9166667   0.16666667],12,67.65,51.906
[-0.3886696  -0.35687807 -0.34970763  0.46577653  0.9166667   0.16666667],12,67.65,51.906
[-0.36289537 -0.33033943 -0.34157455  0.4564345   0.9166667   0.16666667],12,67.65,51.906
[-0.35696125 -0.31947407 -0.34801495  0.5039723   0.9166667   0.16666667],12,67.65,51.906
[-0.35977456 -0.3225488  -0.31095785  0.4186924   0.9166667   0.16666667],12,67.65,51.906
[-0.3415357  -0.30995402 -0.32785106  0.4067523   0.9166667   0.16666667],12,67.65,51.906
[-0.35466674 -0.3426781  -0.3238003   0.46118823  0.9166667   0.16666667],12,67.65,51.906
[-0.36791092 -0.35194883 -0.35214573  0.56029433  0.9166667   0.16666667],12,67.65,51.906
[-0.39877155 -0.36496627 -0.36563966  0.43299916  0.9166667   0.16666667],12,67.65,51.906
[-0.36468092 -0.3289803  -0.32753694  0.43472317  0.9166667   0.16666667],12,67.65,51.906
[-0.3783834  -0.30628568 -0.35157242  0.36819136  0.9166667   0.16666667],12,67.65,51.906
[-0.37133083 -0.37132773 -0.34994593  0.4748499   0.9166667   0.16666667],12,67.65,51.906
[-0.34093702 -0.30970427 -0.31364357  0.5186136   0.9166667   0.16666667],12,67.65,51.906
[-0.343769   -0.33304375 -0.339016    0.49958497  0.9166667   0.16666667],12,67.65,51.906
[-0.35350856 -0.33376396 -0.32227054  0.39942667  0.9166667   0.16666667],12,67.65,51.906
[-0.3863981  -0.36336124 -0.35554996  0.51349646  0.9166667   0.16666667],12,67.65,51.906
[-0.36978626 -0.33998764 -0.326048    0.46449035  0.9166667   0.16666667],12,67.65,51.906
[-0.36487028 -0.3478095  -0.34315172  0.31695884  0.9166667   0.16666667],12,67.65,51.906
