sf,gamma_sf,pl_0
10.0,3.896057482652346,38.36927750209916
11.0,4.1225613039951865,34.50408409339152
12.0,3.059066280832588,50.09473454256737
7.0,2.0336873136749967,61.15020693933708
8.0,3.3014163106796235,45.61576137127635
9.0,5.2450622448693895,25.478591543346134
