realtime_average_rssi,average_rssi,rssi_variance,snr,median_rssi,mode_rssi,rssi_skewness,rssi_kurtosis,sf,tp,location_id,idx,Area,PLM_RSSI,residual
-91.85069967026428,-89.0,1.2737114268361829,9.0,-91.7530726562074,-94.82820548126824,-0.0990132859221472,0.2665459190077364,11.0,2,12,17.0,3,-90.72467829636818,-1.1260213738960942
-91.7142532610957,-89.0,0.8647317819932284,9.0,-91.94422476305044,-94.1050121565407,-0.1972051775042642,0.5027940450874948,11.0,2,12,17.0,3,-90.72467829636818,-0.9895749647275238
-91.64745952495862,-89.0,1.3411670228686954,9.0,-91.46710339055667,-93.79212724392714,0.1387858490824766,-0.1141604714914925,11.0,2,12,17.0,3,-90.72467829636818,-0.9227812285904378
-91.9010004514858,-89.0,1.9147866387833927,9.0,-91.98777310340004,-94.82617646087196,-0.0051144812744818,-0.6995299864109241,11.0,2,12,17.0,3,-90.72467829636818,-1.1763221551176173
-91.79748391526954,-89.0,1.1737933344538771,9.0,-91.67724385902432,-93.7817830818762,0.7257333168943392,2.750111668872916,11.0,2,12,17.0,3,-90.72467829636818,-1.0728056189013557
-91.64980252944758,-89.0,1.5541158720739148,9.0,-91.90475704070076,-94.46023633575076,0.2911639614751523,-0.0900990645046468,11.0,2,12,17.0,3,-90.72467829636818,-0.9251242330794014
-91.55531816737114,-89.0,1.422514077680333,9.0,-91.62666454739018,-94.04173413262475,0.3927682870142289,0.7555233513682027,11.0,2,12,17.0,3,-90.72467829636818,-0.8306398710029583
-91.99243124732791,-89.0,1.6810666924148172,9.0,-92.01601217861274,-94.6056791002767,0.0054444460583261,-0.0267872262156814,11.0,2,12,17.0,3,-90.72467829636818,-1.267752950959732
-92.35345245935407,-89.0,1.3485359867969855,9.0,-92.47767196223946,-94.54677108005666,0.2054669986884589,-0.4263870276403119,11.0,2,12,17.0,3,-90.72467829636818,-1.6287741629858914
-91.9068390828205,-89.0,2.0517403557792613,9.0,-92.1967396486648,-94.52087405578126,0.4298308878624942,-0.038428542281824,11.0,2,12,17.0,3,-90.72467829636818,-1.1821607864523145
-91.97340437868712,-89.0,1.8978656483121803,9.0,-91.9013626653555,-94.60046831289728,0.5861344701498462,1.4443453848106311,11.0,2,12,17.0,3,-90.72467829636818,-1.2487260823189388
-91.93651404237065,-89.0,1.0539958215065524,9.0,-91.94497043583858,-94.8119507379789,-0.7164749116706424,0.5463296647551115,11.0,2,12,17.0,3,-90.72467829636818,-1.211835746002464
-91.84862579592745,-89.0,1.0975199583389212,9.0,-91.57356871662056,-94.92610991673024,-0.6657598278227862,1.0766466210905643,11.0,2,12,17.0,3,-90.72467829636818,-1.1239474995592644
-91.76217592433534,-89.0,1.553044900142918,9.0,-91.948302677532,-94.37125928584642,0.3731920681322715,-0.1670909651085765,11.0,2,12,17.0,3,-90.72467829636818,-1.0374976279671557
-92.04069061805784,-89.0,1.3732608097145884,9.0,-91.92897019404138,-94.13006969730928,0.158946239151613,-0.3430143831952637,11.0,2,12,17.0,3,-90.72467829636818,-1.316012321689655
-91.70584181961352,-89.0,1.260180216383216,9.0,-91.87926341324288,-94.25306653558371,0.0289836155121609,-0.536732888597931,11.0,2,12,17.0,3,-90.72467829636818,-0.9811635232453426
-91.66066419735895,-89.0,1.0156742441435886,9.0,-91.8148498274568,-93.3744711076536,0.6408851036379914,0.1035442785454452,11.0,2,12,17.0,3,-90.72467829636818,-0.9359859009907723
-91.7577697700648,-89.0,1.5623171802407805,9.0,-91.84228272736522,-93.84732338457368,0.2394791501764231,0.1049040502208473,11.0,2,12,17.0,3,-90.72467829636818,-1.033091473696615
-91.82127098279774,-89.0,1.188106751079387,9.0,-91.89555783765827,-93.30089729215742,0.8676294425126694,0.5639098984177848,11.0,2,12,17.0,3,-90.72467829636818,-1.0965926864295596
-91.53246854039914,-89.0,1.2480494844831624,9.0,-91.66644737349432,-94.59270948989791,0.0131548149718074,1.7603444564063024,11.0,2,12,17.0,3,-90.72467829636818,-0.8077902440309543
-91.49672220583552,-89.0,1.5782189389757535,9.0,-91.45958553879404,-94.25268051545132,0.9570675659448636,3.92996034753781,11.0,2,12,17.0,3,-90.72467829636818,-0.7720439094673424
-91.74234403725448,-89.0,1.1531960392758984,9.0,-91.60126371848143,-94.02600085772126,-0.0794881556752422,-0.029149230096972,11.0,2,12,17.0,3,-90.72467829636818,-1.0176657408863008
-91.87176863333856,-89.0,1.895412033061469,9.0,-91.87303437441022,-94.366814772026,0.2563404191605773,-0.1526969317166493,11.0,2,12,17.0,3,-90.72467829636818,-1.147090336970379
-91.60873285158324,-89.0,1.0294560690910717,9.0,-91.64464142221802,-93.91608155303388,0.1375743475634299,-0.0031961992345554,11.0,2,12,17.0,3,-90.72467829636818,-0.8840545552150587
-91.88569136051233,-89.0,1.6612762294132406,9.0,-91.64168994732748,-94.4068961279052,0.1436095212458085,-0.3993546949286601,11.0,2,12,17.0,3,-90.72467829636818,-1.161013064144143
-91.92004454098324,-89.0,1.0763851025043525,9.0,-92.03096652532956,-94.412116841904,0.0454709285153297,0.027361751826485,11.0,2,12,17.0,3,-90.72467829636818,-1.1953662446150588
-91.877226303731,-89.0,1.6230532075434136,9.0,-91.74711797499864,-94.94532250069504,-0.0361800138602307,0.0648800563380227,11.0,2,12,17.0,3,-90.72467829636818,-1.1525480073628245
-91.9593510482907,-89.0,1.1833039846431983,9.0,-91.89456008782103,-94.65854523668544,-0.3269577079883213,-0.0785873216738681,11.0,2,12,17.0,3,-90.72467829636818,-1.234672751922517
-90.93617100687275,-89.0,2.575053072727308,9.0,-91.07837961031554,-97.19908547052206,-1.7070749901219229,5.640586598592394,11.0,2,12,17.0,3,-90.72467829636818,-0.2114927105045723
-90.95148498789526,-89.0,3.173393505359023,9.0,-90.51962280831395,-99.1649704484666,-3.077110410811114,13.185713984786686,11.0,2,12,17.0,3,-90.72467829636818,-0.22680669152707367
-91.36450339832852,-89.0,2.822272917592491,9.0,-91.30705497257136,-99.40175208209229,-3.1998625846402584,15.842644260267544,11.0,2,12,17.0,3,-90.72467829636818,-0.6398251019603407
-90.82100014806764,-89.0,3.365583813271718,9.0,-90.72504811950344,-99.10361818294584,-2.6427326752143085,12.042777112895756,11.0,2,12,17.0,3,-90.72467829636818,-0.09632185169945728
-90.86585331113314,-89.0,3.9726887571347542,9.0,-90.81238864060684,-99.64747935316952,-2.348381581993949,10.874526260908532,11.0,2,12,17.0,3,-90.72467829636818,-0.1411750147649542
-91.18294013953648,-89.0,3.287104612349429,9.0,-90.90488692866973,-98.96541061233542,-2.3169332329343826,9.438517352860924,11.0,2,12,17.0,3,-90.72467829636818,-0.45826184316830165
-90.86500440882968,-89.0,2.1601013676105523,9.0,-90.55064220254089,-97.46438961019987,-2.840337811221367,11.651637667155583,11.0,2,12,17.0,3,-90.72467829636818,-0.1403261124614943
-90.93809774419285,-89.0,4.363083771411486,9.0,-90.7753974960176,-100.4500711124194,-2.849822319709058,12.290627912296673,11.0,2,12,17.0,3,-90.72467829636818,-0.2134194478246627
-91.24527997480156,-89.0,2.608074943470678,9.0,-90.94629529666226,-98.02437791703248,-2.292907662525741,8.297522490542978,11.0,2,12,17.0,3,-90.72467829636818,-0.5206016784333798
-90.83421746404493,-89.0,3.530889726389525,9.0,-90.27325863370652,-99.0997404510441,-2.784546152183367,10.57621108748876,11.0,2,12,17.0,3,-90.72467829636818,-0.10953916767674343
-90.89975890748347,-89.0,3.244444418848992,9.0,-90.68797288847406,-99.8456505246952,-3.749473904023113,18.47548347913436,11.0,2,12,17.0,3,-90.72467829636818,-0.17508061111529116
-91.23818197456706,-89.0,3.0518318505961752,9.0,-90.7828264562699,-98.70372028127466,-2.46131608429863,9.110349338675933,11.0,2,12,17.0,3,-90.72467829636818,-0.5135036781988731
-90.89874771621692,-89.0,3.099118182372018,9.0,-90.7755298157227,-98.2171813430874,-2.0919699846034514,7.925532099103735,11.0,2,12,17.0,3,-90.72467829636818,-0.1740694198487347
-90.90565500664616,-89.0,3.1134133665618577,9.0,-90.10382196365946,-98.31838268408426,-2.4257668948842137,8.23382980974738,11.0,2,12,17.0,3,-90.72467829636818,-0.18097671027797446
-90.8160674634132,-89.0,2.676780041903733,9.0,-90.39569015924904,-98.58321301706164,-3.384776803995483,15.002951089512852,11.0,2,12,17.0,3,-90.72467829636818,-0.09138916704502265
-91.13373496053975,-89.0,3.552801713000873,9.0,-90.71976182676735,-100.25859349573084,-3.515481087180054,16.40026536131945,11.0,2,12,17.0,3,-90.72467829636818,-0.4090566641715725
-90.91880619131388,-89.0,3.123099461276779,9.0,-91.1319964070363,-98.08157680492842,-1.7153947486065926,7.137058612274052,11.0,2,12,17.0,3,-90.72467829636818,-0.19412789494569438
-90.9145272551248,-89.0,3.227194685758896,9.0,-90.7314071679276,-99.20159662564798,-2.7576522824181118,13.675249826729615,11.0,2,12,17.0,3,-90.72467829636818,-0.18984895875661323
-90.9128870229186,-89.0,3.245990712291684,9.0,-90.54403476590169,-98.85093286423178,-2.569319245078745,10.559859054105166,11.0,2,12,17.0,3,-90.72467829636818,-0.18820872655041399
-90.86709563255243,-89.0,3.259129677077445,9.0,-90.51818996063751,-99.16130954505688,-2.986205506209699,12.840967103975007,11.0,2,12,17.0,3,-90.72467829636818,-0.142417336184252
-90.9301008384028,-89.0,3.0431305503551656,9.0,-90.62371956191195,-98.7636013528111,-2.6965579415900165,11.729395223986652,11.0,2,12,17.0,3,-90.72467829636818,-0.2054225420346114
-91.0974592070196,-89.0,3.723358670405891,9.0,-90.78779865883769,-100.42622228009893,-3.400868334058436,16.542576964279515,11.0,2,12,17.0,3,-90.72467829636818,-0.3727809106514144
-90.84162826271468,-89.0,3.818882687866063,9.0,-90.88803519157574,-99.12038967220992,-2.120515318001698,8.750999164839818,11.0,2,12,17.0,3,-90.72467829636818,-0.11694996634649613
-91.012801625182,-89.0,3.010097120233465,9.0,-90.73936009923143,-98.58229322733364,-2.514796379827942,10.15238693331996,11.0,2,12,17.0,3,-90.72467829636818,-0.28812332881381053
-91.05480459211957,-89.0,2.9813830624575437,9.0,-90.85936503146948,-98.8145539190362,-2.731190222203969,11.657424258022276,11.0,2,12,17.0,3,-90.72467829636818,-0.3301262957513842
-90.82774075619928,-89.0,3.523481260504875,9.0,-90.53694030687817,-99.28456747081545,-2.786083471587324,11.939837855341,11.0,2,12,17.0,3,-90.72467829636818,-0.10306245983109363
-91.08435101979305,-89.0,2.125290122815297,9.0,-90.82749347397048,-97.3893801180122,-2.4433624179104445,9.627655165529797,11.0,2,12,17.0,3,-90.72467829636818,-0.35967272342486467
-91.2471307547168,-89.0,3.6931935451176505,9.0,-90.91390245475584,-100.26376370969892,-3.099157942312694,14.203346275660854,11.0,2,12,17.0,3,-90.72467829636818,-0.5224524583486243
-90.74688662995776,-89.0,3.6798353701754496,9.0,-90.57075603932388,-98.7538895701074,-2.0623963424844707,8.325940209524312,11.0,2,12,17.0,3,-90.72467829636818,-0.022208333589574636
-90.67863429094956,-89.0,3.2123357944836397,9.0,-90.00868178530656,-98.66640279172276,-2.744708458492425,11.097997157456954,11.0,2,12,17.0,3,-90.72467829636818,0.04604400541862219
-91.0632632659493,-89.0,2.3795865949403967,9.0,-90.88691252379132,-98.47686535333732,-3.436881198791918,15.822834820272297,11.0,2,12,17.0,3,-90.72467829636818,-0.3385849695811203
-90.83216283525576,-89.0,2.964119216813098,9.0,-90.850560810552,-98.194182509652,-2.365980426744737,9.46078646183502,11.0,2,12,17.0,3,-90.72467829636818,-0.10748453888757581
-91.28747712305042,-89.0,4.3224485380054976,9.0,-91.221236616477,-100.20268790531831,-2.286316787016383,9.33554009951081,11.0,2,12,17.0,3,-90.72467829636818,-0.5627988266822399
-90.84389259007108,-89.0,3.1444443333528405,9.0,-90.70353699274126,-98.38535109075367,-2.1860393381241376,9.00555288117433,11.0,2,12,17.0,3,-90.72467829636818,-0.11921429370289616
-91.07758670637972,-89.0,3.394429421514394,9.0,-90.94789527993848,-99.70061842250168,-3.1008460737596963,14.037168527735767,11.0,2,12,17.0,3,-90.72467829636818,-0.35290841001153694
