realtime_average_rssi,average_rssi,rssi_variance,snr,median_rssi,mode_rssi,rssi_skewness,rssi_kurtosis,sf,tp,location_id
-91.85178627333347,-89.0,0.4536021375095928,9.0,-91.96694969224136,-90.0,0.9048865221274764,1.7655196795535182,11.0,2.0,12
-90.9359989182802,-89.0,2.361423826468282,9.0,-90.73310793901538,-99.0,-4.486601457945033,23.73351313473489,11.0,2.0,12
-89.61855656124786,-89.0,0.1050163057843331,9.0,-89.67380611476064,-89.0,0.232233240148923,-0.6249115654098794,11.0,2.0,12
-93.50272471768886,-93.0,2.435272631260031,6.0,-93.2062832621358,-101.0,-3.508739250432222,15.795871808847716,11.0,2.0,12
-95.79665124019944,-95.0,0.453733490779201,5.0,-95.70534587899952,-96.89392128952628,0.3296367207665061,0.224255841914347,11.0,2.0,12
-94.24676638300498,-91.0,2.948338617656435,8.0,-93.62670509689806,-103.0,-4.229245156848265,20.756990630751808,11.0,2.0,12
-90.4501194796118,-89.0,0.3162012077094883,9.0,-90.26547771185788,-91.76041115203805,-0.3499047968849319,0.5327566233709562,11.0,2.0,12
-89.99702896145914,-89.0,1.79166324353655,9.0,-89.7171297577658,-97.0,-4.442106975579482,23.440819478354747,11.0,2.0,12
-88.83732625590741,-88.0,0.2007919353291539,8.0,-88.87507941906982,-89.50077114681943,2.081092235975273,7.73468783579067,11.0,2.0,12
-91.14567029749207,-89.0,2.342794108340476,9.0,-90.85916246561266,-99.0,-4.209965214888342,21.482789607431418,11.0,2.0,12
-90.30153497513687,-89.0,0.2743659698917397,9.0,-90.40711512081393,-90.93714086783108,3.036356093420809,11.250437755316836,11.0,2.0,12
-91.35033353132772,-90.0,1.3076653250497223,9.0,-91.20892959192687,-97.0,-3.525095650212135,18.484583642184333,11.0,2.0,12
-92.17790154374276,-91.0,0.4609597085859524,8.0,-92.28622345527997,-90.0,1.93432160155902,4.863062193273137,11.0,2.0,12
-91.56223208673208,-89.0,1.1864777606956345,9.0,-91.4899164905317,-97.0,-3.5309975339644737,19.72407711643064,11.0,2.0,12
-90.84202526226406,-90.0,0.6260425192436155,9.0,-91.08630777666852,-91.80722392728111,2.092298584057006,4.551677545109737,11.0,2.0,12
-91.7756996022283,-90.0,2.124576069350114,9.0,-91.32581461430918,-99.0,-3.891113528784363,18.33253425872558,11.0,2.0,12
-87.7133051620394,-88.0,0.8108143529066522,8.0,-87.35595955712911,-89.59882745203409,-0.8660110433242523,-0.7493207889815405,11.0,2.0,12
-91.33284708520108,-89.0,2.120216463813269,9.0,-91.00397731253658,-99.0,-4.629645697617423,24.027027434314714,11.0,2.0,12
-92.3154890577232,-89.0,0.4454495598961743,9.0,-92.48279551449788,-93.38718891134576,1.3312761706388343,3.1332756158789867,11.0,2.0,12
-90.78920780468265,-89.0,1.5349830593192524,9.0,-90.55370467793128,-97.0,-3.884155984283976,19.376404249282057,11.0,2.0,12
-90.6524059778269,-90.0,0.3775614484044733,10.0,-90.73663307973476,-89.0,0.9266782250264304,2.024978262174617,11.0,2.0,12
-90.06621500621335,-88.0,1.700779835208681,9.0,-89.90764495572343,-97.0,-4.626740885428263,25.244831125968155,11.0,2.0,12
-89.62279823455367,-88.0,0.3780298646405433,10.0,-89.75286227203678,-88.0,1.6173558378728727,1.8975813419337209,11.0,2.0,12
-89.24073102793102,-88.0,1.2615302298594169,8.0,-88.93645654494247,-95.0,-4.261675588900739,21.34263987376452,11.0,2.0,12
-90.8939459120769,-89.0,0.4382141613135816,9.0,-90.9603895764133,-89.0,1.2827035368309931,2.4936689834779355,11.0,2.0,12
-90.29561818389232,-89.0,1.5317434779831085,9.0,-90.03685417510229,-97.0,-5.005579537095718,27.27386766402737,11.0,2.0,12
-90.18351216543468,-89.0,0.1839716525335161,9.0,-90.22770215637804,-89.0,0.8384953007381994,2.3098439629468737,11.0,2.0,12
-90.96076444839112,-90.0,2.1169608111771145,9.0,-90.60247762603464,-99.0,-5.328704385779684,29.753660012463182,11.0,2.0,12
-90.88637770899524,-89.0,0.4267334085786049,9.0,-90.85326050209645,-92.98608674168916,-1.256301602142915,1.9724806114530515,11.0,2.0,12
-93.94181566953137,-90.0,1.5979054764672382,8.0,-93.51278388259529,-98.0,-0.9317204963149596,2.113665186593288,11.0,2.0,12
-91.27284106097376,-89.0,0.5821126991360255,9.0,-91.41583491532026,-89.0,1.4911809789892465,3.1374018968980324,11.0,2.0,12
-91.57215255886328,-89.0,2.026459547075521,9.0,-91.48642101120728,-99.0,-4.301910269958216,23.33444466126248,11.0,2.0,12
-102.81554109442754,-100.0,0.526604447376519,2.0,-102.62550514896226,-105.0,-1.632292875730465,2.039334016579255,11.0,2.0,12
-95.92144400263057,-90.0,3.162446579086914,7.0,-95.58914108348844,-103.0,-1.772858344494599,6.252291691052827,11.0,2.0,12
-88.53695527648486,-89.0,0.5064715605821651,9.0,-88.49286205254809,-87.0,0.4777774961619803,-0.6034960018096478,11.0,2.0,12
-89.88386610293215,-89.0,1.922588967916662,9.0,-89.88174521952861,-97.0,-4.096160831407165,21.537032250967048,11.0,2.0,12
-87.69957408346671,-88.0,0.1236028120186497,8.0,-87.59827585198713,-87.0,-0.0634608513579828,-0.9056211447489746,11.0,2.0,12
-89.95655023739417,-89.0,2.273560981000869,9.0,-90.09780051405664,-97.0,-2.884846759823156,14.200709957495866,11.0,2.0,12
-90.78309746799256,-91.0,0.1196022067314475,8.0,-90.87909429785417,-91.50697570352456,0.1327319852456438,-0.6033391740662375,11.0,2.0,12
-93.1329341433857,-92.0,2.343581725956296,7.0,-93.51265499517876,-99.0,-0.8147509215042243,6.685417692323906,11.0,2.0,12
-99.08395315432942,-96.0,2.383718555269962,5.0,-99.61382746483255,-100.57193853885153,1.3672259631703174,0.9011605489431616,11.0,2.0,12
-91.99588298360246,-88.0,7.456701563450909,8.0,-91.21308867550022,-104.0,-3.153486080915834,11.150445381773292,11.0,2.0,12
-89.7895537112376,-89.0,0.1135930173778864,9.0,-89.78052819720882,-89.0,0.4121793314690813,0.4968262756319426,11.0,2.0,12
-90.54448169898242,-89.0,2.374998320548107,9.0,-90.32706355527782,-99.0,-5.199195089422563,28.864633588542738,11.0,2.0,12
-91.04839394932524,-90.0,0.1089071488289101,9.0,-91.11227898163128,-90.0,1.894297310483961,4.449446815794001,11.0,2.0,12
-93.90825486872052,-93.0,0.9589614705108984,7.0,-93.84517959136087,-99.0,-4.203881328028106,23.09826821133419,11.0,2.0,12
-92.38839899399348,-91.0,0.4063969731795775,8.0,-92.56944110651484,-91.0,1.1392147534633106,-0.0376906113153907,11.0,2.0,12
-93.53639108890002,-93.0,1.0384911005628832,7.0,-93.44079310350868,-99.0,-4.775756792176027,26.160639159868133,11.0,2.0,12
-89.0338485807224,-88.0,0.2516655472932891,9.0,-89.06704592325227,-89.58749460104843,2.2366798083094017,7.2664394833320145,11.0,2.0,12
-92.47574736798364,-99.0,4.605423240140222,3.0,-91.61135664240382,-99.0,-1.2304421658067763,1.032924536276219,11.0,2.0,12
-91.52019851735412,-89.0,1.2401754994250345,9.0,-91.4256401771354,-93.69693583024862,0.0417279014099541,-0.1918980651271482,11.0,2.0,12
-91.72225471555616,-89.0,1.0217517352465193,9.0,-91.56430469940058,-93.81542701392442,-0.2179266436489738,-0.7336840338648662,11.0,2.0,12
-91.7659261242133,-89.0,1.6258375242530256,9.0,-91.90979023150564,-94.41899825471118,0.5163612064814692,0.1689726572395589,11.0,2.0,12
-91.8735134956371,-89.0,1.6431485671682486,9.0,-92.13184767600652,-94.81613038106032,0.1935619394546912,-0.2813548193978787,11.0,2.0,12
-91.6428239471223,-89.0,1.9379359686445068,9.0,-91.67609476420785,-94.15317108405712,0.2136809271378514,0.151430493706504,11.0,2.0,12
-91.76671395953817,-89.0,1.735717044168152,9.0,-91.77898946183286,-94.57273795130536,0.328280399409296,0.3254286355189904,11.0,2.0,12
-91.6233241769156,-89.0,1.5548810294049853,9.0,-91.38437226102852,-94.29549843336596,0.0909242502451276,0.5558821441943862,11.0,2.0,12
-91.939172858509,-89.0,1.254440413529277,9.0,-91.88420222288512,-93.9206415326088,0.3735362685424176,0.3706405664250356,11.0,2.0,12
-91.78672642403586,-89.0,1.540546058907981,9.0,-91.9461951966239,-94.41603425734073,-0.1609296214212721,-0.2551963916099944,11.0,2.0,12
-91.96243456515523,-89.0,1.8733889281416527,9.0,-92.10795466267017,-94.62116089108925,0.687422393990133,0.9664409424307636,11.0,2.0,12
-91.9084529737956,-89.0,1.469585967003562,9.0,-92.14400611361562,-94.00866379159848,0.3748721558508588,-0.6987495966006385,11.0,2.0,12
-91.71669231855869,-89.0,1.2547211911049,9.0,-91.96183951226872,-93.93223697296406,0.8621854842422321,1.659734940453805,11.0,2.0,12
-91.5648985580359,-89.0,1.4631984974187795,9.0,-91.53281905091777,-94.22908823703524,-0.1694871417301952,-0.0357068751563742,11.0,2.0,12
-91.72737569764548,-89.0,1.230787207403862,9.0,-91.6490249033365,-94.56520012488058,-0.4711978823817118,0.7337332551208413,11.0,2.0,12
-92.00348540210916,-89.0,1.1292831297758827,9.0,-92.03686130928472,-94.34669034210012,0.1763670751699851,-0.4100762924628562,11.0,2.0,12
-91.86573086743668,-89.0,1.3823532188671788,9.0,-91.95609314784728,-95.12615873330355,-0.2221786240266546,0.6300555482776811,11.0,2.0,12
-91.77828267865492,-89.0,2.04503101643023,9.0,-91.82384365004542,-94.56991229448248,0.3285710168690895,0.4669911083109275,11.0,2.0,12
-91.75047239290996,-89.0,1.6562879800642694,9.0,-91.94929437475074,-93.96527752965014,0.5302905721977295,0.4047318067677778,11.0,2.0,12
-91.76293074015008,-89.0,0.9137384512964016,9.0,-91.64018417103384,-94.5428422964615,-0.5176973899328554,0.809005381653225,11.0,2.0,12
-91.88688149295083,-89.0,1.435906991900837,9.0,-92.1601504752546,-94.00724436054828,0.342643139136275,-0.4215665566374786,11.0,2.0,12
-91.27081185607608,-89.0,4.770283849588919,9.0,-90.84702573069598,-100.49755840734532,-2.319080967346879,8.634859347671796,11.0,2.0,12
-91.00568572063553,-89.0,4.601295665631422,9.0,-90.73729163777708,-100.93371703649446,-2.994149158742585,13.371984498654584,11.0,2.0,12
-90.77999138700562,-89.0,3.070807728086457,9.0,-90.48953686258464,-99.18139788779858,-3.3013014504946363,15.790166393534692,11.0,2.0,12
-91.18469096117938,-89.0,3.338879709695368,9.0,-91.18644489508264,-99.14988582051726,-2.402292690343385,10.20780830709803,11.0,2.0,12
-91.16239785822911,-89.0,3.9884659549745822,9.0,-90.84289524644632,-99.63820654521304,-2.2851509182979672,8.81637091928443,11.0,2.0,12
-91.13965999272295,-89.0,3.490414952333102,9.0,-91.07348079364732,-99.41238274850208,-2.4108619075804683,11.0489374671633,11.0,2.0,12
-90.80179669422624,-89.0,2.08176613455285,9.0,-90.67015256352754,-97.1707709779148,-2.511335596591997,10.706086139195031,11.0,2.0,12
-90.68115745020312,-89.0,3.085978563697472,9.0,-90.58377921395,-98.69588465844669,-2.69574628870685,12.726710328063657,11.0,2.0,12
-90.91416426668576,-89.0,3.2860036316799177,9.0,-91.03767766468782,-98.9441632249516,-2.3965142556091843,11.135296072500596,11.0,2.0,12
-90.77560728379898,-89.0,3.617073360162044,9.0,-90.37679000649172,-99.00925631526778,-2.470604400803495,9.629423101836128,11.0,2.0,12
-90.79643488319785,-89.0,2.496633590067712,9.0,-90.4706754884419,-97.67519878170218,-2.455315153305653,10.063947324835944,11.0,2.0,12
-90.71482992625376,-89.0,3.6952806550996606,9.0,-90.46919916433264,-99.46984624520265,-2.8581493887359506,12.34422459111877,11.0,2.0,12
